transaction_id,source_account_id,destination_account_id,timestamp,amount,transaction_type,location_id,reference,network_id,synthetic_flag
TXN-002259,ACCT-009034,ACCT-004227,2023-07-29T13:20:00,2634.15,REFUND,LOC-002591,SYNREF-00002259,,true
TXN-002260,ACCT-005590,ACCT-005927,2023-10-12T03:44:00,8574.64,CASH_DEPOSIT,LOC-001873,SYNREF-00002260,NET-000013,true
TXN-002261,ACCT-001221,ACCT-001309,2023-06-08T06:16:00,809591.99,CASH_WITHDRAWAL,LOC-001888,SYNREF-00002261,NET-000024,true
TXN-002262,ACCT-003696,ACCT-000231,2023-08-05T23:33:00,8833.91,MERCHANT_PAYMENT,LOC-002499,SYNREF-00002262,NET-000001,true
TXN-002263,ACCT-007254,ACCT-002256,2023-01-25T04:26:00,237299.45,MERCHANT_PAYMENT,LOC-002357,SYNREF-00002263,,true
TXN-002264,ACCT-000023,ACCT-005070,2023-04-03T02:22:00,1326.81,REFUND,LOC-000928,SYNREF-00002264,NET-000015,true
TXN-002265,ACCT-010180,ACCT-002729,2023-03-25T20:25:00,6635.54,TRANSFER,LOC-001672,SYNREF-00002265,,true
TXN-002266,ACCT-004474,ACCT-005372,2023-03-10T17:23:00,9841.58,CASH_WITHDRAWAL,LOC-000880,SYNREF-00002266,NET-000028,true
TXN-002267,ACCT-005279,ACCT-007079,2023-06-02T09:30:00,15082.6,CASH_DEPOSIT,LOC-002222,SYNREF-00002267,NET-000026,true
TXN-002268,ACCT-004238,ACCT-006446,2023-02-08T08:18:00,47806.74,TRANSFER,LOC-000868,SYNREF-00002268,NET-000028,true
TXN-002269,ACCT-002976,ACCT-008357,2023-04-14T03:57:00,5765.35,MERCHANT_PAYMENT,LOC-000161,SYNREF-00002269,NET-000011,true
TXN-002270,ACCT-004323,ACCT-004799,2023-06-01T12:51:00,9225.65,CASH_DEPOSIT,LOC-000362,SYNREF-00002270,NET-000010,true
TXN-002271,ACCT-000055,ACCT-006637,2024-03-23T19:29:00,6521.09,BILL_PAYMENT,LOC-002656,SYNREF-00002271,NET-000010,true
TXN-002272,ACCT-007006,ACCT-008621,2023-06-25T06:57:00,4882.57,BILL_PAYMENT,LOC-001286,SYNREF-00002272,NET-000023,true
TXN-002273,ACCT-005366,ACCT-002151,2022-12-04T04:58:00,5350.51,TRANSFER,LOC-001836,SYNREF-00002273,NET-000015,true
TXN-002274,ACCT-006807,ACCT-009123,2023-03-30T22:44:00,15119.16,CASH_DEPOSIT,LOC-002930,SYNREF-00002274,NET-000008,true
TXN-002275,ACCT-000397,ACCT-008266,2023-09-10T10:23:00,27786.09,CASH_DEPOSIT,LOC-001019,SYNREF-00002275,NET-000001,true
TXN-002276,ACCT-002498,ACCT-004923,2023-05-11T00:37:00,2311.92,CASH_DEPOSIT,LOC-001854,SYNREF-00002276,NET-000025,true
TXN-002277,ACCT-004841,ACCT-007210,2023-10-16T12:52:00,8110.25,MERCHANT_PAYMENT,LOC-002470,SYNREF-00002277,,true
TXN-002278,ACCT-004803,ACCT-003400,2023-05-12T08:04:00,23499.03,MERCHANT_PAYMENT,LOC-002929,SYNREF-00002278,NET-000010,true
TXN-002279,ACCT-008011,ACCT-005015,2022-12-15T15:02:00,6289.42,TRANSFER,LOC-000263,SYNREF-00002279,NET-000010,true
TXN-002280,ACCT-009858,ACCT-000967,2023-07-22T15:45:00,10378.88,REFUND,LOC-000042,SYNREF-00002280,,true
TXN-002281,ACCT-003579,ACCT-003766,2022-12-22T04:46:00,5376.36,CASH_DEPOSIT,LOC-001292,SYNREF-00002281,NET-000019,true
TXN-002282,ACCT-002791,ACCT-004359,2022-08-23T07:08:00,13874.11,REFUND,LOC-002445,SYNREF-00002282,NET-000027,true
TXN-002283,ACCT-000042,ACCT-005872,2023-01-09T00:13:00,33154.3,CASH_DEPOSIT,LOC-002164,SYNREF-00002283,NET-000025,true
TXN-002284,ACCT-001336,ACCT-000651,2022-12-03T16:11:00,6832.18,MERCHANT_PAYMENT,LOC-001038,SYNREF-00002284,NET-000002,true
TXN-002285,ACCT-000665,ACCT-002280,2023-05-29T09:56:00,4762.06,REFUND,LOC-001055,SYNREF-00002285,NET-000007,true
TXN-002286,ACCT-008408,ACCT-006315,2023-03-08T07:36:00,35242.39,REFUND,LOC-002617,SYNREF-00002286,NET-000009,true
TXN-002287,ACCT-001382,ACCT-003054,2023-05-25T18:00:00,19033.8,CASH_DEPOSIT,LOC-002940,SYNREF-00002287,,true
TXN-002288,ACCT-003020,ACCT-005477,2022-12-10T04:45:00,4200.33,REFUND,LOC-002709,SYNREF-00002288,NET-000021,true
TXN-002289,ACCT-007817,ACCT-001937,2023-10-03T13:20:00,2339.39,TRANSFER,LOC-001245,SYNREF-00002289,NET-000025,true
TXN-002290,ACCT-001482,ACCT-009106,2023-03-19T19:17:00,1253272.29,MERCHANT_PAYMENT,LOC-002943,SYNREF-00002290,NET-000003,true
TXN-002291,ACCT-005179,ACCT-004173,2023-10-21T07:39:00,7174.15,CASH_DEPOSIT,LOC-002849,SYNREF-00002291,NET-000027,true
TXN-002292,ACCT-010633,ACCT-009450,2024-01-23T19:23:00,6371.97,CASH_DEPOSIT,LOC-002761,SYNREF-00002292,,true
TXN-002293,ACCT-001825,ACCT-003350,2024-02-09T02:54:00,5710.56,MERCHANT_PAYMENT,LOC-002960,SYNREF-00002293,NET-000001,true
TXN-002294,ACCT-001055,ACCT-001925,2023-08-06T01:30:00,15069.42,TRANSFER,LOC-000857,SYNREF-00002294,,true
TXN-002295,ACCT-005282,ACCT-007327,2023-03-29T17:31:00,19999.36,REFUND,LOC-002937,SYNREF-00002295,NET-000001,true
TXN-002296,ACCT-008579,ACCT-004653,2024-02-11T06:01:00,21914.03,TRANSFER,LOC-001654,SYNREF-00002296,NET-000011,true
TXN-002297,ACCT-004371,ACCT-002748,2023-06-03T11:14:00,12929.4,CASH_DEPOSIT,LOC-000545,SYNREF-00002297,NET-000021,true
TXN-002298,ACCT-005829,ACCT-005743,2023-12-11T19:10:00,5805.54,CASH_WITHDRAWAL,LOC-000833,SYNREF-00002298,NET-000011,true
TXN-002299,ACCT-001869,ACCT-008501,2023-10-21T13:56:00,1455.19,TRANSFER,LOC-001919,SYNREF-00002299,NET-000022,true
TXN-002300,ACCT-006419,ACCT-006417,2023-02-28T09:18:00,8635.23,TRANSFER,LOC-001931,SYNREF-00002300,NET-000009,true
TXN-002301,ACCT-002159,ACCT-000456,2022-12-02T07:37:00,20965.0,CASH_WITHDRAWAL,LOC-000514,SYNREF-00002301,NET-000020,true
TXN-002302,ACCT-007942,ACCT-001013,2023-06-12T06:37:00,740246.69,BILL_PAYMENT,LOC-001109,SYNREF-00002302,NET-000018,true
TXN-002303,ACCT-002344,ACCT-002346,2023-01-30T00:59:00,13366.47,TRANSFER,LOC-001443,SYNREF-00002303,NET-000014,true
TXN-002304,ACCT-000560,ACCT-003615,2023-04-01T06:56:00,1287852.84,CASH_DEPOSIT,LOC-001761,SYNREF-00002304,NET-000022,true
TXN-002305,ACCT-001085,ACCT-005848,2023-03-31T14:25:00,13752.16,BILL_PAYMENT,LOC-002910,SYNREF-00002305,NET-000009,true
TXN-002306,ACCT-003264,ACCT-007029,2023-09-01T08:48:00,4022.26,REFUND,LOC-001971,SYNREF-00002306,NET-000013,true
TXN-002307,ACCT-002212,ACCT-002399,2023-07-30T05:12:00,1261418.43,CASH_DEPOSIT,LOC-000560,SYNREF-00002307,NET-000024,true
TXN-002308,ACCT-007408,ACCT-002860,2023-03-23T02:56:00,2095.87,REFUND,LOC-001453,SYNREF-00002308,NET-000004,true
TXN-002309,ACCT-001793,ACCT-009014,2023-11-09T13:46:00,3318.82,REFUND,LOC-001871,SYNREF-00002309,NET-000010,true
TXN-002310,ACCT-005749,ACCT-004451,2024-02-16T11:49:00,7543.23,CASH_WITHDRAWAL,LOC-000912,SYNREF-00002310,NET-000007,true
TXN-002311,ACCT-006499,ACCT-004692,2023-06-06T16:50:00,5604.88,MERCHANT_PAYMENT,LOC-000475,SYNREF-00002311,NET-000020,true
TXN-002312,ACCT-005108,ACCT-006113,2024-03-01T16:45:00,4532.39,CASH_WITHDRAWAL,LOC-003000,SYNREF-00002312,NET-000016,true
TXN-002313,ACCT-007734,ACCT-002496,2023-03-26T23:41:00,1954.32,TRANSFER,LOC-002989,SYNREF-00002313,NET-000009,true
TXN-002314,ACCT-000871,ACCT-001609,2023-10-30T12:07:00,3058.92,REFUND,LOC-000032,SYNREF-00002314,NET-000007,true
TXN-002315,ACCT-001728,ACCT-008909,2024-02-18T02:49:00,10604.41,MERCHANT_PAYMENT,LOC-002843,SYNREF-00002315,NET-000004,true
TXN-002316,ACCT-008926,ACCT-003708,2023-10-28T10:00:00,6210.2,CASH_WITHDRAWAL,LOC-000407,SYNREF-00002316,NET-000020,true
TXN-002317,ACCT-002632,ACCT-000588,2023-02-10T15:37:00,1804.03,BILL_PAYMENT,LOC-000153,SYNREF-00002317,NET-000009,true
TXN-002318,ACCT-008311,ACCT-009215,2023-07-06T20:10:00,7018.49,BILL_PAYMENT,LOC-002978,SYNREF-00002318,,true
TXN-002319,ACCT-004442,ACCT-002700,2022-10-09T18:48:00,7873.49,TRANSFER,LOC-002883,SYNREF-00002319,NET-000019,true
TXN-002320,ACCT-007490,ACCT-003369,2023-09-17T22:42:00,56096.25,CASH_DEPOSIT,LOC-001788,SYNREF-00002320,NET-000022,true
TXN-002321,ACCT-005555,ACCT-002238,2023-10-25T08:12:00,36559.9,CASH_WITHDRAWAL,LOC-002607,SYNREF-00002321,NET-000006,true
TXN-002322,ACCT-006291,ACCT-006086,2023-06-08T09:42:00,28815.61,CASH_DEPOSIT,LOC-003028,SYNREF-00002322,NET-000011,true
TXN-002323,ACCT-005689,ACCT-002374,2022-11-21T20:24:00,41224.21,CASH_WITHDRAWAL,LOC-001850,SYNREF-00002323,NET-000002,true
TXN-002324,ACCT-007154,ACCT-006572,2023-11-05T18:26:00,19415.6,BILL_PAYMENT,LOC-002018,SYNREF-00002324,NET-000014,true
TXN-002325,ACCT-002042,ACCT-000641,2023-07-12T09:45:00,8841.7,REFUND,LOC-002981,SYNREF-00002325,NET-000023,true
TXN-002326,ACCT-007678,ACCT-009000,2023-08-31T11:24:00,6550.0,MERCHANT_PAYMENT,LOC-000940,SYNREF-00002326,,true
TXN-002327,ACCT-001662,ACCT-009344,2023-07-06T18:34:00,4110.05,REFUND,LOC-001819,SYNREF-00002327,NET-000009,true
TXN-002328,ACCT-005024,ACCT-000643,2022-09-06T06:56:00,5430.53,CASH_DEPOSIT,LOC-002089,SYNREF-00002328,NET-000023,true
TXN-002329,ACCT-005311,ACCT-006188,2023-05-27T22:54:00,43225.1,CASH_WITHDRAWAL,LOC-001220,SYNREF-00002329,NET-000002,true
TXN-002330,ACCT-006023,ACCT-008046,2024-02-06T18:46:00,6214.44,MERCHANT_PAYMENT,LOC-001040,SYNREF-00002330,NET-000011,true
TXN-002331,ACCT-003901,ACCT-008805,2022-12-22T12:22:00,44934.64,REFUND,LOC-001588,SYNREF-00002331,,true
TXN-002332,ACCT-002576,ACCT-005626,2023-04-09T04:46:00,6035.35,TRANSFER,LOC-002250,SYNREF-00002332,NET-000007,true
TXN-002333,ACCT-004190,ACCT-006898,2023-06-26T23:55:00,7266.15,TRANSFER,LOC-001597,SYNREF-00002333,,true
TXN-002334,ACCT-008907,ACCT-007226,2023-08-31T00:08:00,4615.45,REFUND,LOC-002548,SYNREF-00002334,NET-000004,true
TXN-002335,ACCT-006291,ACCT-006327,2023-06-07T05:52:00,15355.57,CASH_WITHDRAWAL,LOC-000296,SYNREF-00002335,NET-000008,true
TXN-002336,ACCT-011085,ACCT-008026,2022-11-25T03:46:00,62250.46,CASH_WITHDRAWAL,LOC-000952,SYNREF-00002336,,true
TXN-002337,ACCT-002922,ACCT-001460,2023-01-14T11:00:00,11712.1,BILL_PAYMENT,LOC-001590,SYNREF-00002337,NET-000017,true
TXN-002338,ACCT-002856,ACCT-006708,2023-11-22T02:36:00,74896.67,CASH_WITHDRAWAL,LOC-001509,SYNREF-00002338,NET-000005,true
TXN-002339,ACCT-002516,ACCT-005180,2023-06-22T08:15:00,189556.23,BILL_PAYMENT,LOC-000173,SYNREF-00002339,NET-000027,true
TXN-002340,ACCT-004163,ACCT-004894,2024-01-25T19:58:00,1108.07,BILL_PAYMENT,LOC-002154,SYNREF-00002340,,true
TXN-002341,ACCT-006083,ACCT-006798,2022-12-02T04:46:00,9563.96,CASH_WITHDRAWAL,LOC-000535,SYNREF-00002341,NET-000002,true
TXN-002342,ACCT-003123,ACCT-001730,2024-01-30T00:31:00,19694.26,CASH_DEPOSIT,LOC-001038,SYNREF-00002342,NET-000025,true
TXN-002343,ACCT-006859,ACCT-001474,2023-03-14T23:41:00,177763.15,TRANSFER,LOC-000544,SYNREF-00002343,NET-000004,true
TXN-002344,ACCT-000680,ACCT-006453,2023-12-19T23:02:00,16303.99,MERCHANT_PAYMENT,LOC-001767,SYNREF-00002344,NET-000020,true
TXN-002345,ACCT-006747,ACCT-006229,2023-08-16T19:26:00,686.15,REFUND,LOC-000288,SYNREF-00002345,,true
TXN-002346,ACCT-001119,ACCT-007213,2023-11-21T06:59:00,3869.61,TRANSFER,LOC-000285,SYNREF-00002346,NET-000003,true
TXN-002347,ACCT-008667,ACCT-009000,2023-06-08T18:20:00,54659.27,CASH_WITHDRAWAL,LOC-000126,SYNREF-00002347,,true
TXN-002348,ACCT-008908,ACCT-001177,2023-08-26T18:02:00,84221.93,CASH_DEPOSIT,LOC-002988,SYNREF-00002348,NET-000021,true
TXN-002349,ACCT-006025,ACCT-000776,2023-05-26T08:45:00,28022.52,REFUND,LOC-001397,SYNREF-00002349,NET-000011,true
TXN-002350,ACCT-009209,ACCT-006723,2023-08-01T05:38:00,25395.04,TRANSFER,LOC-002842,SYNREF-00002350,NET-000020,true
TXN-002351,ACCT-006601,ACCT-005072,2023-09-15T05:12:00,14944.39,TRANSFER,LOC-002199,SYNREF-00002351,NET-000015,true
TXN-002352,ACCT-000752,ACCT-000243,2022-09-08T18:44:00,54261.29,TRANSFER,LOC-000968,SYNREF-00002352,,true
TXN-002353,ACCT-007111,ACCT-003295,2023-11-20T00:15:00,11984.98,BILL_PAYMENT,LOC-000583,SYNREF-00002353,NET-000010,true
TXN-002354,ACCT-007278,ACCT-008801,2023-07-18T12:17:00,24312.39,REFUND,LOC-002924,SYNREF-00002354,NET-000017,true
TXN-002355,ACCT-000173,ACCT-002361,2023-11-11T17:36:00,23597.15,BILL_PAYMENT,LOC-000520,SYNREF-00002355,NET-000002,true
TXN-002356,ACCT-007387,ACCT-005496,2024-02-02T00:42:00,18061.51,REFUND,LOC-001868,SYNREF-00002356,NET-000003,true
TXN-002357,ACCT-000412,ACCT-008515,2023-01-13T19:52:00,2869.03,CASH_DEPOSIT,LOC-002780,SYNREF-00002357,NET-000028,true
TXN-002358,ACCT-002351,ACCT-003743,2023-09-08T20:39:00,6367.53,TRANSFER,LOC-001783,SYNREF-00002358,NET-000010,true
TXN-002359,ACCT-000006,ACCT-006584,2023-04-06T12:34:00,11973.64,REFUND,LOC-002835,SYNREF-00002359,NET-000025,true
TXN-002360,ACCT-005081,ACCT-005403,2023-03-09T13:42:00,2100.96,REFUND,LOC-000252,SYNREF-00002360,NET-000014,true
TXN-002361,ACCT-003541,ACCT-008047,2023-10-22T10:45:00,24762.04,REFUND,LOC-002374,SYNREF-00002361,,true
TXN-002362,ACCT-000126,ACCT-009278,2022-10-28T04:07:00,4162.09,TRANSFER,LOC-001226,SYNREF-00002362,NET-000016,true
TXN-002363,ACCT-000760,ACCT-004889,2023-01-30T11:56:00,1212603.62,TRANSFER,LOC-001772,SYNREF-00002363,,true
TXN-002364,ACCT-003770,ACCT-008663,2023-07-06T21:56:00,3162.21,TRANSFER,LOC-000720,SYNREF-00002364,,true
TXN-002365,ACCT-003201,ACCT-002239,2023-05-28T04:01:00,32627.96,MERCHANT_PAYMENT,LOC-000521,SYNREF-00002365,NET-000006,true
TXN-002366,ACCT-003098,ACCT-005258,2023-06-27T15:52:00,2104.09,REFUND,LOC-001328,SYNREF-00002366,NET-000013,true
TXN-002367,ACCT-002203,ACCT-005005,2023-09-12T22:28:00,17417.05,CASH_WITHDRAWAL,LOC-002836,SYNREF-00002367,NET-000014,true
TXN-002368,ACCT-004703,ACCT-008743,2023-06-29T22:03:00,8179.24,BILL_PAYMENT,LOC-001173,SYNREF-00002368,,true
TXN-002369,ACCT-006507,ACCT-006930,2023-05-24T20:30:00,4069.9,REFUND,LOC-000405,SYNREF-00002369,NET-000018,true
TXN-002370,ACCT-009314,ACCT-011660,2023-03-27T14:42:00,27276.51,MERCHANT_PAYMENT,LOC-001004,SYNREF-00002370,,true
TXN-002371,ACCT-009347,ACCT-009238,2023-11-28T22:50:00,6435.95,CASH_WITHDRAWAL,LOC-001935,SYNREF-00002371,NET-000006,true
TXN-002372,ACCT-001237,ACCT-007873,2023-10-07T10:07:00,5538.1,MERCHANT_PAYMENT,LOC-001855,SYNREF-00002372,NET-000026,true
TXN-002373,ACCT-006101,ACCT-002916,2023-08-02T23:19:00,30872.05,CASH_WITHDRAWAL,LOC-000804,SYNREF-00002373,,true
TXN-002374,ACCT-004376,ACCT-008899,2023-11-25T01:17:00,10159.7,REFUND,LOC-000439,SYNREF-00002374,NET-000021,true
TXN-002375,ACCT-001033,ACCT-002870,2023-11-24T07:47:00,6002.82,MERCHANT_PAYMENT,LOC-001945,SYNREF-00002375,NET-000008,true
TXN-002376,ACCT-003087,ACCT-007081,2023-07-28T23:57:00,4870.04,CASH_WITHDRAWAL,LOC-001125,SYNREF-00002376,NET-000026,true
TXN-002377,ACCT-004739,ACCT-004733,2023-09-15T18:56:00,4767.64,TRANSFER,LOC-001186,SYNREF-00002377,NET-000015,true
TXN-002378,ACCT-004347,ACCT-000042,2022-10-16T19:30:00,6398.02,CASH_WITHDRAWAL,LOC-001280,SYNREF-00002378,NET-000025,true
TXN-002379,ACCT-000708,ACCT-001881,2023-10-25T00:54:00,9164.14,CASH_DEPOSIT,LOC-000823,SYNREF-00002379,,true
TXN-002380,ACCT-008262,ACCT-000892,2023-01-14T14:10:00,1331.42,TRANSFER,LOC-002761,SYNREF-00002380,NET-000011,true
TXN-002381,ACCT-008993,ACCT-009200,2024-01-01T04:27:00,25019.41,TRANSFER,LOC-000121,SYNREF-00002381,NET-000026,true
TXN-002382,ACCT-000953,ACCT-001437,2023-10-06T23:56:00,14372.54,REFUND,LOC-001593,SYNREF-00002382,NET-000017,true
TXN-002383,ACCT-006560,ACCT-001642,2023-02-11T10:07:00,48212.51,CASH_DEPOSIT,LOC-001475,SYNREF-00002383,NET-000028,true
TXN-002384,ACCT-001923,ACCT-009015,2023-06-27T19:36:00,12418.08,REFUND,LOC-001418,SYNREF-00002384,NET-000019,true
TXN-002385,ACCT-010735,ACCT-002051,2023-04-29T13:13:00,10893.31,MERCHANT_PAYMENT,LOC-002091,SYNREF-00002385,,true
TXN-002386,ACCT-008875,ACCT-003320,2023-04-04T13:52:00,2094.83,TRANSFER,LOC-000174,SYNREF-00002386,,true
TXN-002387,ACCT-002076,ACCT-006467,2023-08-08T05:01:00,4041.87,CASH_WITHDRAWAL,LOC-002587,SYNREF-00002387,NET-000004,true
TXN-002388,ACCT-007412,ACCT-009252,2023-01-01T01:38:00,20076.36,REFUND,LOC-001700,SYNREF-00002388,NET-000008,true
TXN-002389,ACCT-003067,ACCT-005499,2024-01-29T20:54:00,11117.23,BILL_PAYMENT,LOC-002931,SYNREF-00002389,,true
TXN-002390,ACCT-008285,ACCT-004344,2023-03-16T11:20:00,28865.86,REFUND,LOC-002868,SYNREF-00002390,NET-000028,true
TXN-002391,ACCT-002889,ACCT-001491,2023-04-23T16:55:00,15487.24,CASH_WITHDRAWAL,LOC-002765,SYNREF-00002391,NET-000005,true
TXN-002392,ACCT-003131,ACCT-002100,2022-10-25T22:51:00,5890.3,TRANSFER,LOC-000835,SYNREF-00002392,NET-000022,true
TXN-002393,ACCT-007415,ACCT-001103,2023-05-21T18:04:00,4397.54,BILL_PAYMENT,LOC-000396,SYNREF-00002393,,true
TXN-002394,ACCT-004859,ACCT-006224,2023-04-20T13:33:00,75722.8,TRANSFER,LOC-001496,SYNREF-00002394,NET-000018,true
TXN-002395,ACCT-011114,ACCT-011222,2023-01-21T12:13:00,42388.09,REFUND,LOC-002847,SYNREF-00002395,,true
TXN-002396,ACCT-000638,ACCT-004813,2024-01-05T03:56:00,3988.35,CASH_DEPOSIT,LOC-001001,SYNREF-00002396,NET-000023,true
TXN-002397,ACCT-003892,ACCT-008770,2023-12-04T07:26:00,7887.47,MERCHANT_PAYMENT,LOC-002778,SYNREF-00002397,NET-000016,true
TXN-002398,ACCT-003507,ACCT-000374,2023-08-29T19:49:00,41316.88,CASH_WITHDRAWAL,LOC-001834,SYNREF-00002398,NET-000020,true
TXN-002399,ACCT-007008,ACCT-006878,2023-05-11T00:13:00,977289.94,TRANSFER,LOC-001127,SYNREF-00002399,NET-000014,true
TXN-002400,ACCT-008132,ACCT-008137,2023-11-13T08:53:00,28553.51,BILL_PAYMENT,LOC-002321,SYNREF-00002400,NET-000016,true
TXN-002401,ACCT-003974,ACCT-008513,2024-01-18T08:15:00,101983.54,CASH_WITHDRAWAL,LOC-001270,SYNREF-00002401,NET-000018,true
TXN-002402,ACCT-008902,ACCT-004989,2022-09-18T09:30:00,6383.63,MERCHANT_PAYMENT,LOC-000255,SYNREF-00002402,NET-000021,true
TXN-002403,ACCT-008492,ACCT-000698,2023-05-09T14:45:00,10521.68,CASH_DEPOSIT,LOC-000133,SYNREF-00002403,NET-000005,true
TXN-002404,ACCT-003355,ACCT-008360,2023-08-10T21:10:00,7000.82,MERCHANT_PAYMENT,LOC-000023,SYNREF-00002404,NET-000019,true
TXN-002405,ACCT-003257,ACCT-006147,2023-04-21T13:13:00,34242.25,CASH_WITHDRAWAL,LOC-002474,SYNREF-00002405,NET-000009,true
TXN-002406,ACCT-009234,ACCT-009339,2023-04-28T15:50:00,4251.67,MERCHANT_PAYMENT,LOC-002622,SYNREF-00002406,NET-000006,true
TXN-002407,ACCT-002112,ACCT-007346,2023-01-17T00:07:00,20183.95,CASH_WITHDRAWAL,LOC-000256,SYNREF-00002407,NET-000001,true
TXN-002408,ACCT-000560,ACCT-003612,2023-08-14T19:20:00,210843.04,MERCHANT_PAYMENT,LOC-000725,SYNREF-00002408,NET-000022,true
TXN-002409,ACCT-008643,ACCT-000937,2023-06-04T06:25:00,5820.49,BILL_PAYMENT,LOC-001517,SYNREF-00002409,NET-000012,true
TXN-002410,ACCT-010129,ACCT-006313,2022-09-03T21:30:00,52567.15,CASH_WITHDRAWAL,LOC-000505,SYNREF-00002410,,true
TXN-002411,ACCT-000548,ACCT-005997,2023-04-30T05:11:00,482493.89,BILL_PAYMENT,LOC-001676,SYNREF-00002411,NET-000027,true
TXN-002412,ACCT-007051,ACCT-007519,2024-01-22T08:02:00,14866.96,TRANSFER,LOC-001858,SYNREF-00002412,NET-000026,true
TXN-002413,ACCT-005177,ACCT-003089,2024-01-12T22:46:00,45246.72,TRANSFER,LOC-000789,SYNREF-00002413,NET-000027,true
TXN-002414,ACCT-000379,ACCT-005031,2023-06-13T15:10:00,1845.82,REFUND,LOC-001260,SYNREF-00002414,,true
TXN-002415,ACCT-004111,ACCT-003977,2023-12-04T19:41:00,11073.13,CASH_DEPOSIT,LOC-000639,SYNREF-00002415,NET-000018,true
TXN-002416,ACCT-003058,ACCT-003810,2023-03-24T18:12:00,5426.19,TRANSFER,LOC-002416,SYNREF-00002416,NET-000011,true
TXN-002417,ACCT-002345,ACCT-008273,2023-03-10T06:54:00,28759.79,REFUND,LOC-002578,SYNREF-00002417,NET-000014,true
TXN-002418,ACCT-001253,ACCT-000380,2023-10-06T12:57:00,3128.78,BILL_PAYMENT,LOC-001173,SYNREF-00002418,NET-000028,true
TXN-002419,ACCT-003483,ACCT-002544,2023-11-15T15:04:00,427587.24,MERCHANT_PAYMENT,LOC-001279,SYNREF-00002419,NET-000028,true
TXN-002420,ACCT-006680,ACCT-007088,2023-12-19T19:20:00,27767.54,TRANSFER,LOC-002153,SYNREF-00002420,NET-000026,true
TXN-002421,ACCT-007703,ACCT-008184,2023-03-13T03:35:00,9708.04,BILL_PAYMENT,LOC-002979,SYNREF-00002421,NET-000018,true
TXN-002422,ACCT-003277,ACCT-006063,2024-04-21T04:58:00,28127.15,MERCHANT_PAYMENT,LOC-002847,SYNREF-00002422,NET-000028,true
TXN-002423,ACCT-005796,ACCT-006545,2024-01-21T20:40:00,42892.81,REFUND,LOC-002372,SYNREF-00002423,NET-000020,true
TXN-002424,ACCT-001035,ACCT-002688,2023-12-12T01:34:00,93798.17,REFUND,LOC-000301,SYNREF-00002424,NET-000008,true
TXN-002425,ACCT-004725,ACCT-009095,2023-03-25T13:13:00,4144.46,TRANSFER,LOC-001592,SYNREF-00002425,NET-000019,true
TXN-002426,ACCT-001595,ACCT-004486,2023-07-16T05:35:00,8819.74,TRANSFER,LOC-002083,SYNREF-00002426,,true
TXN-002427,ACCT-008336,ACCT-009225,2023-03-27T20:13:00,6908.7,TRANSFER,LOC-001602,SYNREF-00002427,NET-000019,true
TXN-002428,ACCT-001319,ACCT-002871,2022-10-27T16:37:00,918301.06,TRANSFER,LOC-000194,SYNREF-00002428,NET-000008,true
TXN-002429,ACCT-002169,ACCT-008831,2023-06-24T03:46:00,41519.43,MERCHANT_PAYMENT,LOC-000943,SYNREF-00002429,NET-000023,true
TXN-002430,ACCT-001190,ACCT-004353,2023-06-14T02:08:00,4203.31,MERCHANT_PAYMENT,LOC-002915,SYNREF-00002430,NET-000028,true
TXN-002431,ACCT-004022,ACCT-000478,2023-10-08T21:44:00,1908.34,CASH_WITHDRAWAL,LOC-002689,SYNREF-00002431,NET-000028,true
TXN-002432,ACCT-008010,ACCT-001340,2023-07-03T17:06:00,4210.71,CASH_WITHDRAWAL,LOC-000457,SYNREF-00002432,NET-000010,true
TXN-002433,ACCT-006765,ACCT-008571,2023-05-26T11:59:00,5569.13,TRANSFER,LOC-001816,SYNREF-00002433,NET-000006,true
TXN-002434,ACCT-005386,ACCT-000265,2023-09-07T07:29:00,82826.42,REFUND,LOC-002175,SYNREF-00002434,NET-000003,true
TXN-002435,ACCT-008481,ACCT-002611,2023-03-20T01:06:00,24732.9,TRANSFER,LOC-001070,SYNREF-00002435,NET-000020,true
TXN-002436,ACCT-005542,ACCT-005959,2023-02-19T13:39:00,2969.72,MERCHANT_PAYMENT,LOC-001514,SYNREF-00002436,,true
TXN-002437,ACCT-010581,ACCT-005470,2023-04-07T19:15:00,1184177.46,REFUND,LOC-001123,SYNREF-00002437,,true
TXN-002438,ACCT-002986,ACCT-001939,2024-03-17T02:02:00,8611.09,MERCHANT_PAYMENT,LOC-001535,SYNREF-00002438,NET-000004,true
TXN-002439,ACCT-008603,ACCT-008168,2023-11-15T13:56:00,66851.65,MERCHANT_PAYMENT,LOC-001146,SYNREF-00002439,NET-000015,true
TXN-002440,ACCT-008094,ACCT-000355,2023-10-13T20:17:00,8364.15,BILL_PAYMENT,LOC-002403,SYNREF-00002440,NET-000011,true
TXN-002441,ACCT-000172,ACCT-000651,2024-01-09T14:17:00,6938.94,MERCHANT_PAYMENT,LOC-001004,SYNREF-00002441,NET-000011,true
TXN-002442,ACCT-001259,ACCT-002629,2022-11-30T07:57:00,6353.43,BILL_PAYMENT,LOC-000841,SYNREF-00002442,NET-000009,true
TXN-002443,ACCT-000220,ACCT-001111,2023-10-19T03:39:00,5537.58,CASH_DEPOSIT,LOC-000845,SYNREF-00002443,NET-000026,true
