device_id,device_type,person_id,os,first_seen,last_seen,synthetic_flag
DEVICE-002401,Feature Phone,PERSON-002020,iOS,2023-01-08,2023-01-08,true
DEVICE-002402,Feature Phone,PERSON-001544,iOS,2023-01-08,2023-01-08,true
DEVICE-002403,Smartphone,PERSON-002873,Android,2023-01-08,2023-01-08,true
DEVICE-002404,Feature Phone,PERSON-001898,Android,2023-01-08,2023-01-08,true
DEVICE-002405,Feature Phone,PERSON-000921,Android,2023-01-08,2023-01-08,true
DEVICE-002406,Smartphone,PERSON-001992,iOS,2023-01-08,2023-01-08,true
DEVICE-002407,Tablet,PERSON-000863,iOS,2023-01-08,2023-01-08,true
DEVICE-002408,Feature Phone,PERSON-001543,iOS,2023-01-08,2023-01-08,true
DEVICE-002409,Smartphone,PERSON-002999,iOS,2023-01-08,2023-01-08,true
DEVICE-002410,Feature Phone,PERSON-002999,Android,2023-01-08,2023-01-08,true
DEVICE-002411,Smartphone,PERSON-000488,iOS,2023-01-08,2023-01-08,true
DEVICE-002412,Smartphone,PERSON-001205,iOS,2023-01-08,2023-01-08,true
DEVICE-002413,Feature Phone,PERSON-000146,Android,2023-06-29,2023-06-29,true
DEVICE-002414,Smartphone,PERSON-002609,Android,2023-06-29,2023-06-29,true
DEVICE-002415,Feature Phone,PERSON-000473,iOS,2023-06-29,2023-06-29,true
DEVICE-002416,Tablet,PERSON-002938,iOS,2023-06-29,2023-06-29,true
DEVICE-002417,Feature Phone,PERSON-000217,iOS,2023-06-29,2023-06-29,true
DEVICE-002418,Tablet,PERSON-002223,Android,2023-06-29,2023-06-29,true
DEVICE-002419,Tablet,PERSON-002223,iOS,2023-06-29,2023-06-29,true
DEVICE-002420,Smartphone,PERSON-000556,Android,2023-06-29,2023-06-29,true
DEVICE-002421,Feature Phone,PERSON-002964,Android,2023-06-29,2023-06-29,true
DEVICE-002422,Tablet,PERSON-002277,Android,2023-09-12,2023-09-12,true
DEVICE-002423,Feature Phone,PERSON-000804,iOS,2023-09-12,2023-09-12,true
DEVICE-002424,Tablet,PERSON-000804,iOS,2023-09-12,2023-09-12,true
DEVICE-002425,Tablet,PERSON-001617,Android,2023-09-12,2023-09-12,true
DEVICE-002426,Tablet,PERSON-001617,Android,2023-09-12,2023-09-12,true
DEVICE-002427,Tablet,PERSON-001191,Android,2023-09-12,2023-09-12,true
DEVICE-002428,Feature Phone,PERSON-001191,iOS,2023-09-12,2023-09-12,true
DEVICE-002429,Smartphone,PERSON-002371,iOS,2023-09-12,2023-09-12,true
DEVICE-002430,Smartphone,PERSON-002371,iOS,2023-09-12,2023-09-12,true
DEVICE-002431,Feature Phone,PERSON-002034,Android,2023-09-12,2023-09-12,true
DEVICE-002432,Tablet,PERSON-002034,iOS,2023-09-12,2023-09-12,true
DEVICE-002433,Tablet,PERSON-000009,iOS,2023-09-12,2023-09-12,true
DEVICE-002434,Feature Phone,PERSON-001899,iOS,2023-09-12,2023-09-12,true
DEVICE-002435,Feature Phone,PERSON-001899,Android,2023-09-12,2023-09-12,true
DEVICE-002436,Tablet,PERSON-000792,Android,2023-09-12,2023-09-12,true
DEVICE-002437,Feature Phone,PERSON-001648,Android,2023-09-12,2023-09-12,true
DEVICE-002438,Smartphone,PERSON-002246,Android,2023-09-12,2023-09-12,true
DEVICE-002439,Feature Phone,PERSON-002517,iOS,2023-02-26,2023-02-26,true
DEVICE-002440,Tablet,PERSON-002279,Android,2023-02-26,2023-02-26,true
DEVICE-002441,Tablet,PERSON-002279,iOS,2023-02-26,2023-02-26,true
DEVICE-002442,Tablet,PERSON-002887,Android,2023-02-26,2023-02-26,true
DEVICE-002443,Tablet,PERSON-001544,iOS,2023-02-26,2023-02-26,true
DEVICE-002444,Smartphone,PERSON-001544,Android,2023-02-26,2023-02-26,true
DEVICE-002445,Tablet,PERSON-001540,iOS,2023-02-26,2023-02-26,true
DEVICE-002446,Smartphone,PERSON-002999,Android,2023-02-26,2023-02-26,true
DEVICE-002447,Tablet,PERSON-001205,Android,2023-02-26,2023-02-26,true
DEVICE-002448,Feature Phone,PERSON-000919,iOS,2023-07-10,2023-07-10,true
DEVICE-002449,Smartphone,PERSON-000919,Android,2023-07-10,2023-07-10,true
DEVICE-002450,Tablet,PERSON-000132,iOS,2023-07-10,2023-07-10,true
DEVICE-002451,Tablet,PERSON-002653,iOS,2023-07-10,2023-07-10,true
DEVICE-002452,Smartphone,PERSON-002764,iOS,2023-07-10,2023-07-10,true
DEVICE-002453,Tablet,PERSON-002764,Android,2023-07-10,2023-07-10,true
DEVICE-002454,Feature Phone,PERSON-001478,iOS,2023-07-10,2023-07-10,true
DEVICE-002455,Tablet,PERSON-001478,Android,2023-07-10,2023-07-10,true
DEVICE-002456,Smartphone,PERSON-000569,Android,2023-07-10,2023-07-10,true
DEVICE-002457,Tablet,PERSON-000484,Android,2023-07-10,2023-07-10,true
DEVICE-002458,Tablet,PERSON-001860,Android,2023-07-10,2023-07-10,true
DEVICE-002459,Smartphone,PERSON-001135,Android,2023-11-19,2023-11-19,true
DEVICE-002460,Tablet,PERSON-000769,Android,2023-11-19,2023-11-19,true
DEVICE-002461,Smartphone,PERSON-002576,iOS,2023-11-19,2023-11-19,true
DEVICE-002462,Tablet,PERSON-000046,Android,2023-11-19,2023-11-19,true
DEVICE-002463,Smartphone,PERSON-000647,iOS,2023-11-19,2023-11-19,true
DEVICE-002464,Tablet,PERSON-000927,iOS,2023-11-19,2023-11-19,true
DEVICE-002465,Feature Phone,PERSON-002457,Android,2023-11-19,2023-11-19,true
DEVICE-002466,Feature Phone,PERSON-001337,Android,2023-11-19,2023-11-19,true
DEVICE-002467,Feature Phone,PERSON-001210,Android,2023-09-04,2023-09-04,true
DEVICE-002468,Feature Phone,PERSON-001210,Android,2023-09-04,2023-09-04,true
DEVICE-002469,Smartphone,PERSON-001667,Android,2023-09-04,2023-09-04,true
DEVICE-002470,Smartphone,PERSON-000146,iOS,2023-09-04,2023-09-04,true
DEVICE-002471,Smartphone,PERSON-000351,Android,2023-09-04,2023-09-04,true
DEVICE-002472,Tablet,PERSON-001041,iOS,2023-09-04,2023-09-04,true
DEVICE-002473,Feature Phone,PERSON-001589,iOS,2023-09-04,2023-09-04,true
DEVICE-002474,Feature Phone,PERSON-001670,Android,2023-09-04,2023-09-04,true
DEVICE-002475,Smartphone,PERSON-002764,Android,2023-05-22,2023-05-22,true
DEVICE-002476,Feature Phone,PERSON-000540,iOS,2023-05-22,2023-05-22,true
DEVICE-002477,Smartphone,PERSON-001474,iOS,2023-05-22,2023-05-22,true
DEVICE-002478,Smartphone,PERSON-001115,Android,2023-05-22,2023-05-22,true
DEVICE-002479,Tablet,PERSON-000180,iOS,2023-05-22,2023-05-22,true
DEVICE-002480,Feature Phone,PERSON-001610,Android,2023-05-22,2023-05-22,true
DEVICE-002481,Feature Phone,PERSON-001610,Android,2023-05-22,2023-05-22,true
DEVICE-002482,Feature Phone,PERSON-001757,iOS,2023-05-22,2023-05-22,true
DEVICE-002483,Feature Phone,PERSON-000506,iOS,2023-01-25,2023-01-25,true
DEVICE-002484,Tablet,PERSON-001596,iOS,2023-01-25,2023-01-25,true
DEVICE-002485,Tablet,PERSON-001596,iOS,2023-01-25,2023-01-25,true
DEVICE-002486,Tablet,PERSON-000092,iOS,2023-01-25,2023-01-25,true
DEVICE-002487,Feature Phone,PERSON-000860,Android,2023-01-25,2023-01-25,true
DEVICE-002488,Smartphone,PERSON-000062,iOS,2023-01-25,2023-01-25,true
DEVICE-002489,Tablet,PERSON-000062,iOS,2023-01-25,2023-01-25,true
DEVICE-002490,Feature Phone,PERSON-000405,iOS,2023-01-25,2023-01-25,true
DEVICE-002491,Feature Phone,PERSON-000405,Android,2023-01-25,2023-01-25,true
DEVICE-002492,Tablet,PERSON-002660,iOS,2023-01-25,2023-01-25,true
DEVICE-002493,Feature Phone,PERSON-002335,Android,2023-01-25,2023-01-25,true
DEVICE-002494,Feature Phone,PERSON-001425,iOS,2023-04-08,2023-04-08,true
DEVICE-002495,Tablet,PERSON-000822,iOS,2023-04-08,2023-04-08,true
DEVICE-002496,Smartphone,PERSON-002986,Android,2023-04-08,2023-04-08,true
DEVICE-002497,Feature Phone,PERSON-002759,iOS,2023-04-08,2023-04-08,true
DEVICE-002498,Smartphone,PERSON-001071,iOS,2023-04-08,2023-04-08,true
DEVICE-002499,Tablet,PERSON-000613,iOS,2023-04-08,2023-04-08,true
DEVICE-002500,Smartphone,PERSON-001578,iOS,2023-04-08,2023-04-08,true
DEVICE-002501,Feature Phone,PERSON-000245,Android,2023-08-17,2023-08-17,true
DEVICE-002502,Feature Phone,PERSON-002873,iOS,2023-08-17,2023-08-17,true
DEVICE-002503,Feature Phone,PERSON-000120,iOS,2023-08-17,2023-08-17,true
DEVICE-002504,Smartphone,PERSON-001540,Android,2023-08-17,2023-08-17,true
DEVICE-002505,Tablet,PERSON-001965,iOS,2023-08-17,2023-08-17,true
DEVICE-002506,Feature Phone,PERSON-000765,Android,2023-08-17,2023-08-17,true
DEVICE-002507,Smartphone,PERSON-000765,iOS,2023-08-17,2023-08-17,true
DEVICE-002508,Tablet,PERSON-002821,Android,2023-02-24,2023-02-24,true
DEVICE-002509,Smartphone,PERSON-001558,Android,2023-02-24,2023-02-24,true
DEVICE-002510,Smartphone,PERSON-000540,Android,2023-02-24,2023-02-24,true
DEVICE-002511,Tablet,PERSON-001262,iOS,2023-02-24,2023-02-24,true
DEVICE-002512,Smartphone,PERSON-000180,iOS,2023-02-24,2023-02-24,true
DEVICE-002513,Smartphone,PERSON-000180,Android,2023-02-24,2023-02-24,true
DEVICE-002514,Tablet,PERSON-001071,Android,2023-02-24,2023-02-24,true
DEVICE-002515,Feature Phone,PERSON-000792,iOS,2023-02-24,2023-02-24,true
DEVICE-002516,Feature Phone,PERSON-002060,Android,2023-02-24,2023-02-24,true
DEVICE-002517,Smartphone,PERSON-002618,iOS,2023-02-24,2023-02-24,true
DEVICE-002518,Feature Phone,PERSON-001757,Android,2023-02-24,2023-02-24,true
DEVICE-002519,Feature Phone,PERSON-000074,Android,2023-05-11,2023-05-11,true
DEVICE-002520,Tablet,PERSON-000667,iOS,2023-05-11,2023-05-11,true
DEVICE-002521,Smartphone,PERSON-000667,Android,2023-05-11,2023-05-11,true
DEVICE-002522,Smartphone,PERSON-001234,iOS,2023-05-11,2023-05-11,true
DEVICE-002523,Feature Phone,PERSON-000580,iOS,2023-05-11,2023-05-11,true
DEVICE-002524,Feature Phone,PERSON-001182,Android,2023-05-11,2023-05-11,true
DEVICE-002525,Tablet,PERSON-000405,iOS,2023-05-11,2023-05-11,true
DEVICE-002526,Feature Phone,PERSON-000405,Android,2023-05-11,2023-05-11,true
DEVICE-002527,Smartphone,PERSON-000622,iOS,2023-05-11,2023-05-11,true
DEVICE-002528,Feature Phone,PERSON-002164,iOS,2023-05-11,2023-05-11,true
DEVICE-002529,Tablet,PERSON-002164,iOS,2023-05-11,2023-05-11,true
DEVICE-002530,Feature Phone,PERSON-002004,Android,2023-05-11,2023-05-11,true
DEVICE-002531,Tablet,PERSON-002499,iOS,2023-05-11,2023-05-11,true
DEVICE-002532,Feature Phone,PERSON-002215,Android,2023-05-11,2023-05-11,true
DEVICE-002533,Feature Phone,PERSON-000449,Android,2023-08-11,2023-08-11,true
DEVICE-002534,Feature Phone,PERSON-001558,Android,2023-08-11,2023-08-11,true
DEVICE-002535,Tablet,PERSON-001474,iOS,2023-08-11,2023-08-11,true
DEVICE-002536,Smartphone,PERSON-001115,Android,2023-08-11,2023-08-11,true
DEVICE-002537,Tablet,PERSON-000180,Android,2023-08-11,2023-08-11,true
DEVICE-002538,Feature Phone,PERSON-000267,iOS,2023-08-11,2023-08-11,true
DEVICE-002539,Feature Phone,PERSON-000792,iOS,2023-08-11,2023-08-11,true
DEVICE-002540,Tablet,PERSON-002060,iOS,2023-08-11,2023-08-11,true
DEVICE-002541,Tablet,PERSON-002060,Android,2023-08-11,2023-08-11,true
DEVICE-002542,Feature Phone,PERSON-000081,Android,2023-03-30,2023-03-30,true
DEVICE-002543,Tablet,PERSON-002438,iOS,2023-03-30,2023-03-30,true
DEVICE-002544,Tablet,PERSON-001259,iOS,2023-03-30,2023-03-30,true
DEVICE-002545,Feature Phone,PERSON-000850,iOS,2023-03-30,2023-03-30,true
DEVICE-002546,Feature Phone,PERSON-001861,Android,2023-03-30,2023-03-30,true
DEVICE-002547,Feature Phone,PERSON-001861,iOS,2023-03-30,2023-03-30,true
DEVICE-002548,Smartphone,PERSON-002574,Android,2023-03-30,2023-03-30,true
DEVICE-002549,Feature Phone,PERSON-000063,iOS,2023-03-30,2023-03-30,true
DEVICE-002550,Feature Phone,PERSON-000863,iOS,2023-03-30,2023-03-30,true
DEVICE-002551,Feature Phone,PERSON-001589,iOS,2023-03-30,2023-03-30,true
DEVICE-002552,Feature Phone,PERSON-001589,iOS,2023-03-30,2023-03-30,true
DEVICE-002553,Feature Phone,PERSON-001674,Android,2023-05-13,2023-05-13,true
DEVICE-002554,Tablet,PERSON-001674,Android,2023-05-13,2023-05-13,true
DEVICE-002555,Smartphone,PERSON-002675,Android,2023-05-13,2023-05-13,true
DEVICE-002556,Feature Phone,PERSON-001807,Android,2023-05-13,2023-05-13,true
DEVICE-002557,Smartphone,PERSON-001807,iOS,2023-05-13,2023-05-13,true
DEVICE-002558,Smartphone,PERSON-002915,iOS,2023-05-13,2023-05-13,true
DEVICE-002559,Tablet,PERSON-002915,Android,2023-05-13,2023-05-13,true
DEVICE-002560,Tablet,PERSON-001455,Android,2023-05-13,2023-05-13,true
DEVICE-002561,Feature Phone,PERSON-002410,iOS,2023-05-13,2023-05-13,true
DEVICE-002562,Feature Phone,PERSON-000195,Android,2023-05-13,2023-05-13,true
DEVICE-002563,Feature Phone,PERSON-001212,iOS,2023-05-13,2023-05-13,true
DEVICE-002564,Smartphone,PERSON-000479,iOS,2023-07-24,2023-07-24,true
DEVICE-002565,Smartphone,PERSON-001431,Android,2023-07-24,2023-07-24,true
DEVICE-002566,Smartphone,PERSON-001066,Android,2023-07-24,2023-07-24,true
DEVICE-002567,Smartphone,PERSON-001066,Android,2023-07-24,2023-07-24,true
DEVICE-002568,Tablet,PERSON-001013,iOS,2023-07-24,2023-07-24,true
DEVICE-002569,Smartphone,PERSON-002646,Android,2023-07-24,2023-07-24,true
DEVICE-002570,Feature Phone,PERSON-002197,Android,2023-07-24,2023-07-24,true
DEVICE-002571,Tablet,PERSON-002197,Android,2023-07-24,2023-07-24,true
DEVICE-002572,Feature Phone,PERSON-002965,iOS,2023-07-24,2023-07-24,true
DEVICE-002573,Tablet,PERSON-000484,iOS,2023-07-24,2023-07-24,true
DEVICE-002574,Feature Phone,PERSON-001387,iOS,2023-07-24,2023-07-24,true
DEVICE-002575,Tablet,PERSON-002654,Android,2023-07-24,2023-07-24,true
DEVICE-002576,Feature Phone,PERSON-001259,iOS,2023-03-08,2023-03-08,true
DEVICE-002577,Smartphone,PERSON-000540,iOS,2023-03-08,2023-03-08,true
DEVICE-002578,Feature Phone,PERSON-000850,Android,2023-03-08,2023-03-08,true
DEVICE-002579,Tablet,PERSON-002574,Android,2023-03-08,2023-03-08,true
DEVICE-002580,Tablet,PERSON-002574,Android,2023-03-08,2023-03-08,true
DEVICE-002581,Smartphone,PERSON-000863,Android,2023-03-08,2023-03-08,true
DEVICE-002582,Feature Phone,PERSON-000063,Android,2023-03-08,2023-03-08,true
DEVICE-002583,Tablet,PERSON-002757,iOS,2023-03-08,2023-03-08,true
DEVICE-002584,Feature Phone,PERSON-001589,iOS,2023-03-08,2023-03-08,true
DEVICE-002585,Smartphone,PERSON-001334,Android,2023-03-31,2023-03-31,true
DEVICE-002586,Tablet,PERSON-001334,iOS,2023-03-31,2023-03-31,true
DEVICE-002587,Feature Phone,PERSON-000260,Android,2023-03-31,2023-03-31,true
DEVICE-002588,Smartphone,PERSON-000499,iOS,2023-03-31,2023-03-31,true
DEVICE-002589,Tablet,PERSON-001596,Android,2023-03-31,2023-03-31,true
DEVICE-002590,Feature Phone,PERSON-000825,iOS,2023-03-31,2023-03-31,true
DEVICE-002591,Tablet,PERSON-000943,Android,2023-03-31,2023-03-31,true
DEVICE-002592,Feature Phone,PERSON-001747,Android,2023-03-31,2023-03-31,true
DEVICE-002593,Feature Phone,PERSON-001691,iOS,2023-03-31,2023-03-31,true
DEVICE-002594,Tablet,PERSON-001029,Android,2023-03-31,2023-03-31,true
DEVICE-002595,Smartphone,PERSON-001334,iOS,2023-08-30,2023-08-30,true
DEVICE-002596,Tablet,PERSON-001334,Android,2023-08-30,2023-08-30,true
DEVICE-002597,Tablet,PERSON-000245,iOS,2023-08-30,2023-08-30,true
DEVICE-002598,Smartphone,PERSON-000825,iOS,2023-08-30,2023-08-30,true
DEVICE-002599,Tablet,PERSON-000825,Android,2023-08-30,2023-08-30,true
DEVICE-002600,Smartphone,PERSON-001747,iOS,2023-08-30,2023-08-30,true
DEVICE-002601,Smartphone,PERSON-000997,iOS,2023-08-30,2023-08-30,true
DEVICE-002602,Feature Phone,PERSON-000374,Android,2023-08-30,2023-08-30,true
DEVICE-002603,Feature Phone,PERSON-002304,iOS,2023-08-30,2023-08-30,true
DEVICE-002604,Tablet,PERSON-001847,Android,2023-08-30,2023-08-30,true
DEVICE-002605,Smartphone,PERSON-001847,iOS,2023-08-30,2023-08-30,true
DEVICE-002606,Smartphone,PERSON-001029,iOS,2023-08-30,2023-08-30,true
DEVICE-002607,Smartphone,PERSON-001029,Android,2023-08-30,2023-08-30,true
DEVICE-002608,Tablet,PERSON-002653,iOS,2023-10-24,2023-10-24,true
DEVICE-002609,Smartphone,PERSON-002947,Android,2023-10-24,2023-10-24,true
DEVICE-002610,Feature Phone,PERSON-002947,iOS,2023-10-24,2023-10-24,true
DEVICE-002611,Feature Phone,PERSON-000497,Android,2023-10-24,2023-10-24,true
DEVICE-002612,Feature Phone,PERSON-001043,iOS,2023-10-24,2023-10-24,true
DEVICE-002613,Tablet,PERSON-001043,iOS,2023-10-24,2023-10-24,true
DEVICE-002614,Tablet,PERSON-000484,iOS,2023-10-24,2023-10-24,true
DEVICE-002615,Smartphone,PERSON-001141,Android,2023-10-24,2023-10-24,true
DEVICE-002616,Feature Phone,PERSON-001141,Android,2023-10-24,2023-10-24,true
DEVICE-002617,Smartphone,PERSON-000081,iOS,2023-12-22,2023-12-22,true
DEVICE-002618,Tablet,PERSON-001259,iOS,2023-12-22,2023-12-22,true
DEVICE-002619,Feature Phone,PERSON-000120,iOS,2023-12-22,2023-12-22,true
DEVICE-002620,Smartphone,PERSON-001861,iOS,2023-12-22,2023-12-22,true
DEVICE-002621,Tablet,PERSON-002574,iOS,2023-12-22,2023-12-22,true
DEVICE-002622,Tablet,PERSON-000863,Android,2023-12-22,2023-12-22,true
DEVICE-002623,Tablet,PERSON-000063,iOS,2023-12-22,2023-12-22,true
DEVICE-002624,Feature Phone,PERSON-002757,Android,2023-12-22,2023-12-22,true
DEVICE-002625,Feature Phone,PERSON-001589,Android,2023-12-22,2023-12-22,true
DEVICE-002626,Tablet,PERSON-002821,iOS,2023-06-11,2023-06-11,true
DEVICE-002627,Smartphone,PERSON-000540,Android,2023-06-11,2023-06-11,true
DEVICE-002628,Smartphone,PERSON-001474,iOS,2023-06-11,2023-06-11,true
DEVICE-002629,Tablet,PERSON-001115,iOS,2023-06-11,2023-06-11,true
DEVICE-002630,Smartphone,PERSON-000180,Android,2023-06-11,2023-06-11,true
DEVICE-002631,Feature Phone,PERSON-001610,Android,2023-06-11,2023-06-11,true
DEVICE-002632,Feature Phone,PERSON-002618,Android,2023-06-11,2023-06-11,true
DEVICE-002633,Feature Phone,PERSON-001542,iOS,2023-09-24,2023-09-24,true
DEVICE-002634,Smartphone,PERSON-001542,iOS,2023-09-24,2023-09-24,true
DEVICE-002635,Smartphone,PERSON-001363,Android,2023-09-24,2023-09-24,true
DEVICE-002636,Smartphone,PERSON-001363,iOS,2023-09-24,2023-09-24,true
DEVICE-002637,Feature Phone,PERSON-000832,iOS,2023-09-24,2023-09-24,true
DEVICE-002638,Tablet,PERSON-000832,iOS,2023-09-24,2023-09-24,true
DEVICE-002639,Tablet,PERSON-000886,Android,2023-09-24,2023-09-24,true
DEVICE-002640,Tablet,PERSON-000948,iOS,2023-09-24,2023-09-24,true
DEVICE-002641,Smartphone,PERSON-002713,Android,2023-09-24,2023-09-24,true
DEVICE-002642,Smartphone,PERSON-001425,iOS,2023-02-06,2023-02-06,true
DEVICE-002643,Feature Phone,PERSON-001425,Android,2023-02-06,2023-02-06,true
DEVICE-002644,Tablet,PERSON-000822,iOS,2023-02-06,2023-02-06,true
DEVICE-002645,Tablet,PERSON-002986,iOS,2023-02-06,2023-02-06,true
DEVICE-002646,Feature Phone,PERSON-002759,Android,2023-02-06,2023-02-06,true
DEVICE-002647,Tablet,PERSON-001071,iOS,2023-02-06,2023-02-06,true
DEVICE-002648,Feature Phone,PERSON-001578,Android,2023-02-06,2023-02-06,true
DEVICE-002649,Feature Phone,PERSON-001343,iOS,2023-04-12,2023-04-12,true
DEVICE-002650,Feature Phone,PERSON-001343,Android,2023-04-12,2023-04-12,true
DEVICE-002651,Feature Phone,PERSON-002998,Android,2023-04-12,2023-04-12,true
DEVICE-002652,Feature Phone,PERSON-002835,Android,2023-04-12,2023-04-12,true
DEVICE-002653,Smartphone,PERSON-002835,iOS,2023-04-12,2023-04-12,true
DEVICE-002654,Tablet,PERSON-001315,iOS,2023-04-12,2023-04-12,true
DEVICE-002655,Feature Phone,PERSON-000074,iOS,2023-04-12,2023-04-12,true
DEVICE-002656,Smartphone,PERSON-000106,iOS,2023-04-12,2023-04-12,true
DEVICE-002657,Feature Phone,PERSON-000106,iOS,2023-04-12,2023-04-12,true
DEVICE-002658,Feature Phone,PERSON-000697,iOS,2023-04-12,2023-04-12,true
DEVICE-002659,Tablet,PERSON-000230,iOS,2023-04-12,2023-04-12,true
DEVICE-002660,Tablet,PERSON-002715,iOS,2023-04-12,2023-04-12,true
DEVICE-002661,Smartphone,PERSON-002020,Android,2023-08-13,2023-08-13,true
DEVICE-002662,Tablet,PERSON-002020,iOS,2023-08-13,2023-08-13,true
DEVICE-002663,Smartphone,PERSON-002517,iOS,2023-08-13,2023-08-13,true
DEVICE-002664,Tablet,PERSON-000120,iOS,2023-08-13,2023-08-13,true
DEVICE-002665,Tablet,PERSON-001540,Android,2023-08-13,2023-08-13,true
DEVICE-002666,Smartphone,PERSON-001992,Android,2023-08-13,2023-08-13,true
DEVICE-002667,Smartphone,PERSON-002999,Android,2023-08-13,2023-08-13,true
DEVICE-002668,Feature Phone,PERSON-002745,Android,2023-08-13,2023-08-13,true
DEVICE-002669,Feature Phone,PERSON-001385,Android,2023-08-13,2023-08-13,true
DEVICE-002670,Tablet,PERSON-002558,Android,2023-10-10,2023-10-10,true
DEVICE-002671,Smartphone,PERSON-000784,iOS,2023-10-10,2023-10-10,true
DEVICE-002672,Smartphone,PERSON-000717,iOS,2023-10-10,2023-10-10,true
DEVICE-002673,Feature Phone,PERSON-001890,Android,2023-10-10,2023-10-10,true
DEVICE-002674,Feature Phone,PERSON-002004,iOS,2023-10-10,2023-10-10,true
DEVICE-002675,Feature Phone,PERSON-002004,iOS,2023-10-10,2023-10-10,true
DEVICE-002676,Tablet,PERSON-001423,iOS,2023-10-10,2023-10-10,true
DEVICE-002677,Feature Phone,PERSON-001107,Android,2023-10-10,2023-10-10,true
DEVICE-002678,Feature Phone,PERSON-002675,Android,2023-05-30,2023-05-30,true
DEVICE-002679,Smartphone,PERSON-002998,iOS,2023-05-30,2023-05-30,true
DEVICE-002680,Feature Phone,PERSON-000106,Android,2023-05-30,2023-05-30,true
DEVICE-002681,Smartphone,PERSON-000106,iOS,2023-05-30,2023-05-30,true
DEVICE-002682,Tablet,PERSON-000948,iOS,2023-05-30,2023-05-30,true
DEVICE-002683,Smartphone,PERSON-001315,Android,2023-05-30,2023-05-30,true
DEVICE-002684,Feature Phone,PERSON-002757,iOS,2023-05-30,2023-05-30,true
DEVICE-002685,Feature Phone,PERSON-000904,Android,2023-05-30,2023-05-30,true
DEVICE-002686,Feature Phone,PERSON-000584,Android,2023-05-30,2023-05-30,true
DEVICE-002687,Feature Phone,PERSON-000584,Android,2023-05-30,2023-05-30,true
DEVICE-002688,Feature Phone,PERSON-000697,iOS,2023-05-30,2023-05-30,true
DEVICE-002689,Smartphone,PERSON-000230,iOS,2023-05-30,2023-05-30,true
DEVICE-002690,Smartphone,PERSON-002715,iOS,2023-05-30,2023-05-30,true
DEVICE-002691,Tablet,PERSON-002715,Android,2023-05-30,2023-05-30,true
DEVICE-002692,Tablet,PERSON-001544,Android,2023-02-26,2023-02-26,true
DEVICE-002693,Feature Phone,PERSON-001544,iOS,2023-02-26,2023-02-26,true
DEVICE-002694,Feature Phone,PERSON-000120,Android,2023-02-26,2023-02-26,true
DEVICE-002695,Tablet,PERSON-000901,Android,2023-02-26,2023-02-26,true
DEVICE-002696,Tablet,PERSON-000083,Android,2023-02-26,2023-02-26,true
DEVICE-002697,Smartphone,PERSON-001543,Android,2023-02-26,2023-02-26,true
DEVICE-002698,Feature Phone,PERSON-000621,Android,2023-02-26,2023-02-26,true
DEVICE-002699,Feature Phone,PERSON-000765,iOS,2023-02-26,2023-02-26,true
DEVICE-002700,Tablet,PERSON-001205,Android,2023-02-26,2023-02-26,true
DEVICE-002701,Feature Phone,PERSON-001205,Android,2023-02-26,2023-02-26,true
DEVICE-002702,Feature Phone,PERSON-001478,iOS,2023-08-14,2023-08-14,true
DEVICE-002703,Tablet,PERSON-002397,iOS,2023-08-14,2023-08-14,true
DEVICE-002704,Tablet,PERSON-002846,iOS,2023-08-14,2023-08-14,true
DEVICE-002705,Tablet,PERSON-001578,Android,2023-08-14,2023-08-14,true
DEVICE-002706,Smartphone,PERSON-002304,iOS,2023-08-14,2023-08-14,true
DEVICE-002707,Smartphone,PERSON-001691,iOS,2023-08-14,2023-08-14,true
DEVICE-002708,Tablet,PERSON-001847,Android,2023-08-14,2023-08-14,true
DEVICE-002709,Smartphone,PERSON-001847,Android,2023-08-14,2023-08-14,true
DEVICE-002710,Feature Phone,PERSON-001701,iOS,2023-07-14,2023-07-14,true
DEVICE-002711,Smartphone,PERSON-001516,iOS,2023-07-14,2023-07-14,true
DEVICE-002712,Feature Phone,PERSON-001516,iOS,2023-07-14,2023-07-14,true
DEVICE-002713,Tablet,PERSON-002106,iOS,2023-07-14,2023-07-14,true
DEVICE-002714,Smartphone,PERSON-002947,Android,2023-07-14,2023-07-14,true
DEVICE-002715,Feature Phone,PERSON-000484,Android,2023-07-14,2023-07-14,true
DEVICE-002716,Tablet,PERSON-001387,Android,2023-07-14,2023-07-14,true
DEVICE-002717,Feature Phone,PERSON-001492,Android,2023-07-14,2023-07-14,true
DEVICE-002718,Smartphone,PERSON-001817,Android,2023-10-16,2023-10-16,true
DEVICE-002719,Feature Phone,PERSON-001511,iOS,2023-10-16,2023-10-16,true
DEVICE-002720,Tablet,PERSON-001782,Android,2023-10-16,2023-10-16,true
DEVICE-002721,Feature Phone,PERSON-002829,Android,2023-10-16,2023-10-16,true
DEVICE-002722,Tablet,PERSON-002675,Android,2023-10-16,2023-10-16,true
DEVICE-002723,Tablet,PERSON-000092,Android,2023-10-16,2023-10-16,true
DEVICE-002724,Tablet,PERSON-001558,iOS,2023-10-16,2023-10-16,true
DEVICE-002725,Feature Phone,PERSON-002920,Android,2023-10-16,2023-10-16,true
DEVICE-002726,Feature Phone,PERSON-000470,iOS,2023-10-16,2023-10-16,true
DEVICE-002727,Tablet,PERSON-001455,iOS,2023-10-16,2023-10-16,true
DEVICE-002728,Tablet,PERSON-001116,iOS,2023-10-16,2023-10-16,true
