evidence_id,case_id,evidence_type,source,collected_at,location_id,related_person_id,related_vehicle_id,related_device_id,description,reliability,integrity_sha256,synthetic_flag
EVID-000282,CASE-000040,PHONE,Synthetic Source,2023-05-30T09:13:00,LOC-000115,PERSON-002757,VEH-000209,DEVICE-000284,Synthetic evidence record,0.62,48df30d940bdfb1dcad76fe4c98ed5b8e5d62533ff4e2329e4758c7acb085b4e,true
EVID-000283,CASE-000040,DIGITAL,Synthetic Source,2023-05-30T09:13:00,LOC-000116,PERSON-000181,VEH-000207,DEVICE-000378,Synthetic evidence record,0.75,cce7f7d4a1f587f45320d96ba68c384213b9656d77ceedfe87473cc901902b01,true
EVID-000284,CASE-000040,FINANCIAL,Synthetic Source,2023-05-30T09:13:00,LOC-000117,PERSON-002998,VEH-000191,DEVICE-000376,Synthetic evidence record,0.83,ce7cc4980ef31fc7713f5fe5eccd9e1870402e685d3dcac342b9537668e8cf02,true
EVID-000285,CASE-000040,PHYSICAL,Synthetic Source,2023-05-30T09:13:00,LOC-000118,PERSON-000904,VEH-000210,DEVICE-000358,Synthetic evidence record,0.73,367daaf622f489fccc1c62ad7facd2f3190784442dcfe56bbac15cea59fa40a7,true
EVID-000286,CASE-000040,CCTV,Synthetic Source,2023-05-30T09:13:00,LOC-000117,PERSON-000697,VEH-000195,DEVICE-000287,Synthetic evidence record,0.71,336c9b7aa34d46105a61628e5f5ea31f93b3850090c4090429a2b07e02e24831,true
EVID-000287,CASE-000040,FINANCIAL,Synthetic Source,2023-05-30T09:13:00,LOC-000116,PERSON-000181,VEH-000207,DEVICE-000377,Synthetic evidence record,0.69,f80699f9219b45f7ee9badde0fca6f564b407c756d17658caeb195bd56f23b3c,true
EVID-000288,CASE-000040,FINANCIAL,Synthetic Source,2023-05-30T09:13:00,LOC-000118,PERSON-000904,VEH-000210,DEVICE-000358,Synthetic evidence record,0.88,c2d512f1aaeffd79d8d18705f1f33f362deb44523a25c22eccfa8a4ec31ded51,true
EVID-000289,CASE-000041,FINANCIAL,Synthetic Source,2023-05-22T11:16:00,LOC-000120,PERSON-002715,VEH-000212,DEVICE-000396,Synthetic evidence record,0.87,aa5f3aa4896ada2e35ffd7086cd748ea50c6890a5f2f1d59052c96505564aac7,true
EVID-000290,CASE-000041,DOCUMENT,Synthetic Source,2023-05-22T11:16:00,LOC-000119,PERSON-001343,VEH-000214,DEVICE-000352,Synthetic evidence record,0.62,775c9ee2dbc23e79e80034439d9899047dd6b76830d1d17db6a2b3f66fac50be,true
EVID-000291,CASE-000041,DIGITAL,Synthetic Source,2023-05-22T11:16:00,LOC-000119,PERSON-002675,VEH-000213,DEVICE-000388,Synthetic evidence record,0.67,ba550b0c7c7da709ccd8724a8735c991e7549cbd7c0205011927a6d3b606bffd,true
EVID-000292,CASE-000041,FINANCIAL,Synthetic Source,2023-05-22T11:16:00,LOC-000119,PERSON-002998,VEH-000191,DEVICE-000390,Synthetic evidence record,0.91,0d8ef4eab9fb1642cfe88a10b3b6212c3edf145235db381a26f7a9477d678e69,true
EVID-000293,CASE-000041,FINANCIAL,Synthetic Source,2023-05-22T11:16:00,LOC-000120,PERSON-002675,VEH-000213,DEVICE-000388,Synthetic evidence record,0.81,875b766d23642a75db5bfbb2b688a92dea588640ddf607a17b591159af1009b8,true
EVID-000294,CASE-000041,SURVEILLANCE,Synthetic Source,2023-05-22T11:16:00,LOC-000120,PERSON-000697,VEH-000158,DEVICE-000360,Synthetic evidence record,0.74,ae39c0fdd54cea3b29d27849dbb88de0e1d5fd8ad60ae0a8054f89d36d9405de,true
EVID-000295,CASE-000041,PHYSICAL,Synthetic Source,2023-05-22T11:16:00,LOC-000119,PERSON-002757,VEH-000156,DEVICE-000383,Synthetic evidence record,0.7,70923790519ac7367e87a4af8a78fc5fb059360517994212ccdf3632a0395963,true
EVID-000296,CASE-000041,PHYSICAL,Synthetic Source,2023-05-22T11:16:00,LOC-000120,PERSON-002675,VEH-000213,DEVICE-000388,Synthetic evidence record,0.61,dfc6565c420741a30aae8a247a95d0ccf3e5cacf19f426d47e8e9f50e0638507,true
EVID-000297,CASE-000042,CCTV,Synthetic Source,2023-07-28T15:13:00,LOC-000122,PERSON-001041,VEH-000223,DEVICE-000315,Synthetic evidence record,0.79,5b9bc275d71defc4005f208883e7bb232c0f707cdbf8930d8bec797c163fa158,true
EVID-000298,CASE-000042,DOCUMENT,Synthetic Source,2023-07-28T15:13:00,LOC-000121,PERSON-001670,VEH-000002,DEVICE-000002,Synthetic evidence record,0.75,be26b122b21d9283b6f066f7c76809196c13b471ae92a12404e9422554e4b4a9,true
EVID-000299,CASE-000042,PHYSICAL,Synthetic Source,2023-07-28T15:13:00,LOC-000122,PERSON-001558,VEH-000162,DEVICE-000295,Synthetic evidence record,0.78,67422ae1a4928b8545ca28ba609137fba0140d92ba890b7d1007ca26e028d5e5,true
EVID-000300,CASE-000042,PHONE,Synthetic Source,2023-07-28T15:13:00,LOC-000122,PERSON-001670,VEH-000143,DEVICE-000300,Synthetic evidence record,0.93,aa3fc80835ca409f403eaf786c653802f9123cf77442979a13ebb1f8f7b1f951,true
EVID-000301,CASE-000042,CCTV,Synthetic Source,2023-07-28T15:13:00,LOC-000121,PERSON-002750,VEH-000222,DEVICE-000275,Synthetic evidence record,0.87,0ede40afef0b1f85a008e21134d419b4ba6ad8967f57ac60910d256da62fdc13,true
EVID-000302,CASE-000042,DOCUMENT,Synthetic Source,2023-07-28T15:13:00,LOC-000121,PERSON-001667,VEH-000220,DEVICE-000310,Synthetic evidence record,0.71,7b42c2ddde76e2ed117d5d9afd370ea7c29850ab24d261d5965fde52bd313349,true
EVID-000303,CASE-000042,PHYSICAL,Synthetic Source,2023-07-28T15:13:00,LOC-000123,PERSON-000351,VEH-000171,DEVICE-000312,Synthetic evidence record,0.76,a739cb9ae7ad9b94912084e4ec3b298e0cb79f44b8f29000fd0967a415386409,true
EVID-000304,CASE-000042,CCTV,Synthetic Source,2023-07-28T15:13:00,LOC-000122,PERSON-001670,VEH-000143,DEVICE-000300,Synthetic evidence record,0.64,29924ee7ab54480cad8e9eaf7d2abee9829eed3724b20e770844fcf4b77e613b,true
EVID-000305,CASE-000042,DOCUMENT,Synthetic Source,2023-07-28T15:13:00,LOC-000122,PERSON-001558,VEH-000124,DEVICE-000305,Synthetic evidence record,0.73,3c4578aebf8832304f424b27c3cc0fa9392006e1fbf6d1940c6f07157f4aff5b,true
EVID-000306,CASE-000043,PHYSICAL,Synthetic Source,2023-02-27T21:12:00,LOC-000124,PERSON-002114,,DEVICE-000414,Synthetic evidence record,0.84,c1d9da4e5ec358cf12abedaa2b77a6c659bdc7123b4a76b36079394e8070394f,true
EVID-000307,CASE-000043,CCTV,Synthetic Source,2023-02-27T21:12:00,LOC-000125,PERSON-000950,VEH-000226,DEVICE-000410,Synthetic evidence record,0.88,192f9e786b1d574cf74e0a65a2069781ebf97c1403ccf06adac5e680077745aa,true
EVID-000308,CASE-000043,SURVEILLANCE,Synthetic Source,2023-02-27T21:12:00,LOC-000124,PERSON-001112,,DEVICE-000409,Synthetic evidence record,0.83,7de71b1ca59c436238eac0db59091a6c213cb0af15d1024c7b09f57e737fd0e1,true
EVID-000309,CASE-000043,CCTV,Synthetic Source,2023-02-27T21:12:00,LOC-000124,PERSON-002017,VEH-000227,DEVICE-000412,Synthetic evidence record,0.66,6700d38a865fbe9e36b245029fc86333bb7d615b0346f431620191006a1152b1,true
EVID-000310,CASE-000043,PHYSICAL,Synthetic Source,2023-02-27T21:12:00,LOC-000125,PERSON-001112,,DEVICE-000409,Synthetic evidence record,0.95,afa99325b81df79f41f462f5eb5d270686d59e1e8c1bb322346a29630a2a6e3e,true
EVID-000311,CASE-000043,CCTV,Synthetic Source,2023-02-27T21:12:00,LOC-000124,PERSON-001112,,DEVICE-000408,Synthetic evidence record,0.99,269fb62e23d5ebe4d6d4c19f41114a1e6c05ecd8a824a043e5053877131676aa,true
EVID-000312,CASE-000043,DOCUMENT,Synthetic Source,2023-02-27T21:12:00,LOC-000125,PERSON-000950,VEH-000226,DEVICE-000410,Synthetic evidence record,0.78,13bbfc4863b6dae7453b52261a9d88ed72e07d26db833656edf279702900871c,true
EVID-000313,CASE-000044,PHYSICAL,Synthetic Source,2023-02-27T07:58:00,LOC-000129,PERSON-001212,,DEVICE-000427,Synthetic evidence record,0.94,6bd29e065d342872193f7a0115667842ae868c2186e0a120bfa0348979dbad68,true
EVID-000314,CASE-000044,PHYSICAL,Synthetic Source,2023-02-27T07:58:00,LOC-000128,PERSON-001455,VEH-000230,DEVICE-000424,Synthetic evidence record,0.6,b9cc368d9f6f0a28ea0c3d303a6a4a51411d9ecc1f210caf08521289ccf93a48,true
EVID-000315,CASE-000044,PHYSICAL,Synthetic Source,2023-02-27T07:58:00,LOC-000127,PERSON-000092,VEH-000228,DEVICE-000419,Synthetic evidence record,0.84,9f21a580147300038e66b34e0cdc6f369c705eb473cc982fbe4bedd7a7b0c2ff,true
EVID-000316,CASE-000044,SURVEILLANCE,Synthetic Source,2023-02-27T07:58:00,LOC-000126,PERSON-001212,,DEVICE-000427,Synthetic evidence record,0.62,7f257d40b1db782efd505f9910074e85ce836f6b35d73e93e72fbc789a08d299,true
EVID-000317,CASE-000044,DOCUMENT,Synthetic Source,2023-02-27T07:58:00,LOC-000127,PERSON-000470,,DEVICE-000422,Synthetic evidence record,0.77,dfd304ee47a9c3579595aa36e7c4aa4027a182773d5375070e0413f85f9baac5,true
EVID-000318,CASE-000044,SURVEILLANCE,Synthetic Source,2023-02-27T07:58:00,LOC-000126,PERSON-001455,VEH-000230,DEVICE-000424,Synthetic evidence record,0.61,e1ce2f4a9b311d457858e18286640e6be41ee086bc7ec85f9f9c163a7573ae06,true
EVID-000319,CASE-000044,DIGITAL,Synthetic Source,2023-02-27T07:58:00,LOC-000126,PERSON-000195,,DEVICE-000415,Synthetic evidence record,0.94,d9e560f0a7b7a28fd0fd918cb3a557db8a580897c75f276550eb94e7a061c5fe,true
EVID-000320,CASE-000044,DIGITAL,Synthetic Source,2023-02-27T07:58:00,LOC-000126,PERSON-001212,,DEVICE-000427,Synthetic evidence record,0.66,08395c122fed177644ee1b95b87b4df6f4fa467247658a34cd5030f5a6f9d654,true
EVID-000321,CASE-000044,DOCUMENT,Synthetic Source,2023-02-27T07:58:00,LOC-000126,PERSON-001212,,DEVICE-000427,Synthetic evidence record,0.6,6789b92ea578d2f140ed9aaa891ebd9dcfddf866be1dfa4f991541a8bec2f21b,true
EVID-000322,CASE-000045,FINANCIAL,Synthetic Source,2023-04-10T16:17:00,LOC-000130,PERSON-000792,VEH-000148,DEVICE-000207,Synthetic evidence record,0.88,258ab8c57037f87f3a3ceb86f71be7b93272d54a628857ddf2e19bd6e05f6e75,true
EVID-000323,CASE-000045,CCTV,Synthetic Source,2023-04-10T16:17:00,LOC-000131,PERSON-002618,VEH-000056,DEVICE-000209,Synthetic evidence record,0.97,6e2d09664c76e318f7bff5c538a1e14834d8626a9e8fe7ecd3d67ab60844da01,true
EVID-000324,CASE-000045,FINANCIAL,Synthetic Source,2023-04-10T16:17:00,LOC-000130,PERSON-001474,VEH-000052,DEVICE-000430,Synthetic evidence record,0.94,a7a1dbbc1b92be7edf9f7b51e72febbdb3168897ddb487efb06dd06b97a38875,true
EVID-000325,CASE-000045,SURVEILLANCE,Synthetic Source,2023-04-10T16:17:00,LOC-000131,PERSON-001474,VEH-000052,DEVICE-000200,Synthetic evidence record,0.99,32c0e4449b5c3a9e39e9a63012bf6c9af07aeb77b63a096c735281448d80b3db,true
EVID-000326,CASE-000045,SURVEILLANCE,Synthetic Source,2023-04-10T16:17:00,LOC-000131,PERSON-000267,VEH-000234,DEVICE-000434,Synthetic evidence record,0.77,1e97dbb209005bdf3dec07524027033d83f7c7fcee7407eeee9ecb8ad6587d37,true
EVID-000327,CASE-000045,PHYSICAL,Synthetic Source,2023-04-10T16:17:00,LOC-000131,PERSON-001262,VEH-000018,DEVICE-000432,Synthetic evidence record,0.96,ab3ac834dfa78f24dd82018cbbda4880adcf418e0255c062e6bf640f8b2a1cca,true
EVID-000328,CASE-000046,SURVEILLANCE,Synthetic Source,2023-06-21T06:31:00,LOC-000133,PERSON-001397,VEH-000237,DEVICE-000447,Synthetic evidence record,0.8,174ad2fa9b7fea340abfc4ed1d272ee36bc16a8a93fda1ac98fbc23836bf218b,true
EVID-000329,CASE-000046,DOCUMENT,Synthetic Source,2023-06-21T06:31:00,LOC-000133,PERSON-002331,,DEVICE-000440,Synthetic evidence record,0.86,1ac3d6d381f84a8dbc8b975f344ee663deb9d86bf79fc15752deb9c040c677e2,true
EVID-000330,CASE-000046,CCTV,Synthetic Source,2023-06-21T06:31:00,LOC-000134,PERSON-002689,VEH-000238,DEVICE-000448,Synthetic evidence record,0.82,c845f05bbdf23598ebe858910ff57514d3effae17c1062fe7fcd3a29e43a6d92,true
EVID-000331,CASE-000046,DIGITAL,Synthetic Source,2023-06-21T06:31:00,LOC-000132,PERSON-001668,VEH-000236,DEVICE-000444,Synthetic evidence record,0.7,8088b64ec899bea083471f37b667af1226ac16f5062d662ad471932b743c8ed5,true
EVID-000332,CASE-000046,DOCUMENT,Synthetic Source,2023-06-21T06:31:00,LOC-000132,PERSON-002499,,DEVICE-000446,Synthetic evidence record,0.97,530af88a1357c7df0254d9352e17918b1e05bcda44eafe5ec7aedee4d62e04c7,true
EVID-000333,CASE-000046,SURVEILLANCE,Synthetic Source,2023-06-21T06:31:00,LOC-000134,PERSON-002331,,DEVICE-000440,Synthetic evidence record,0.61,3d631cbe1afdffe714517c109692012e9d319eee3414b98cbf72900320ba911e,true
EVID-000334,CASE-000047,PHONE,Synthetic Source,2023-03-25T18:09:00,LOC-000137,PERSON-001861,,DEVICE-000171,Synthetic evidence record,0.69,0657c81a7b24ae32cdd903d48f89c7c29c585c79445ab1f8d272617c1ffce977,true
EVID-000335,CASE-000047,PHYSICAL,Synthetic Source,2023-03-25T18:09:00,LOC-000137,PERSON-000850,VEH-000107,DEVICE-000170,Synthetic evidence record,0.94,654c6999fb08d6c0f4f902f0a55f1d462c8b502f896d0f6f44649376b353e1c5,true
EVID-000336,CASE-000047,FINANCIAL,Synthetic Source,2023-03-25T18:09:00,LOC-000135,PERSON-001861,,DEVICE-000171,Synthetic evidence record,0.76,9d1a44922765e74f1285ea683374d3b1a8b5bb2336c522d1c3eb5c67f7e5eab0,true
EVID-000337,CASE-000047,DIGITAL,Synthetic Source,2023-03-25T18:09:00,LOC-000137,PERSON-002757,VEH-000246,DEVICE-000460,Synthetic evidence record,0.94,69c8c7e95994a3046d5ef74eb3c0bae53e0b12041d316520abed37138a694b01,true
EVID-000338,CASE-000047,CCTV,Synthetic Source,2023-03-25T18:09:00,LOC-000137,PERSON-001861,,DEVICE-000171,Synthetic evidence record,0.67,5cf94846067d88ca8acbb7fd1e8b6a7659421e99c2c1e489508c10169638dbda,true
EVID-000339,CASE-000047,PHONE,Synthetic Source,2023-03-25T18:09:00,LOC-000136,PERSON-000850,VEH-000107,DEVICE-000453,Synthetic evidence record,0.74,7e79fb0c9552ad6ddc60b392ddcd8ee295e30d1cd7984d5541a3d3e9cf508ae4,true
EVID-000340,CASE-000048,PHONE,Synthetic Source,2023-08-12T20:47:00,LOC-000138,PERSON-002998,VEH-000191,DEVICE-000280,Synthetic evidence record,0.65,7e2d39ab4c780f161cf5f37789226d6440dd845c1d3aaf5c02607f0ecca02e7d,true
EVID-000341,CASE-000048,FINANCIAL,Synthetic Source,2023-08-12T20:47:00,LOC-000138,PERSON-000584,VEH-000217,DEVICE-000473,Synthetic evidence record,0.92,58e09910d62ad69436b1e35ca20a8977a99e66bb9e28621a4a0644736dae6387,true
EVID-000342,CASE-000048,DOCUMENT,Synthetic Source,2023-08-12T20:47:00,LOC-000138,PERSON-001315,VEH-000193,DEVICE-000466,Synthetic evidence record,0.74,0a95923f1439a1a0f51f9187f2880fa1c3c1f2e596a8d796ae8caa8198c6076f,true
EVID-000343,CASE-000048,SURVEILLANCE,Synthetic Source,2023-08-12T20:47:00,LOC-000138,PERSON-000584,VEH-000252,DEVICE-000394,Synthetic evidence record,0.89,5de6a8b2a94ceaae058a94a10992b2742d1bee3c5088ca24a77e34532a1b7f41,true
EVID-000344,CASE-000048,FINANCIAL,Synthetic Source,2023-08-12T20:47:00,LOC-000139,PERSON-002998,VEH-000155,DEVICE-000376,Synthetic evidence record,0.95,98f50b9fde4ec21e3ccb06573bc5156d180438fae3b1e6a1da097221b0825400,true
EVID-000345,CASE-000048,PHONE,Synthetic Source,2023-08-12T20:47:00,LOC-000139,PERSON-001315,VEH-000193,DEVICE-000357,Synthetic evidence record,0.86,1e4262fc96bb18eebeb60505ec956b97f6d5a7fdc50ec59400bb7d6af586ac47,true
EVID-000346,CASE-000048,DIGITAL,Synthetic Source,2023-08-12T20:47:00,LOC-000139,PERSON-001315,VEH-000193,DEVICE-000467,Synthetic evidence record,0.79,3bb951add008a9e13d7a69f6f58f2ac61af391bf56e2968cc84c1ae32b5dbbe3,true
EVID-000347,CASE-000048,SURVEILLANCE,Synthetic Source,2023-08-12T20:47:00,LOC-000139,PERSON-000106,VEH-000042,DEVICE-000224,Synthetic evidence record,0.92,0460adfd82d1169bf183ad8acec8e1822e5f228d2a87cb7232e34f989320e61c,true
EVID-000348,CASE-000048,PHYSICAL,Synthetic Source,2023-08-12T20:47:00,LOC-000139,PERSON-000576,VEH-000249,DEVICE-000468,Synthetic evidence record,0.69,23793a714968d558f712e1e71571717ccbb9cb86dbb1242e09752b15520f05e5,true
EVID-000349,CASE-000049,PHONE,Synthetic Source,2023-03-22T05:46:00,LOC-000141,PERSON-001385,VEH-000258,DEVICE-000486,Synthetic evidence record,0.71,1a7e506e67b6dcbcb1b04eb92fef324bb57138572202af764f3dc4bc556a52c6,true
EVID-000350,CASE-000049,DOCUMENT,Synthetic Source,2023-03-22T05:46:00,LOC-000141,PERSON-001385,VEH-000258,DEVICE-000486,Synthetic evidence record,0.72,2d7316d45d89fb97cd78a17fded25ae113823c61f7ba88d4e9a47f38ae1ff4f5,true
EVID-000351,CASE-000049,DOCUMENT,Synthetic Source,2023-03-22T05:46:00,LOC-000140,PERSON-000222,VEH-000256,DEVICE-000478,Synthetic evidence record,0.68,24cc77d990660dc225602d836bbf108ecf76d3d35f47a3a5f74b696da01e5fa9,true
EVID-000352,CASE-000049,DOCUMENT,Synthetic Source,2023-03-22T05:46:00,LOC-000140,PERSON-000245,VEH-000255,DEVICE-000477,Synthetic evidence record,0.66,911fdba850797daeedcd9345e72f9f184704ae2389f62d653e3368b481b7a6bc,true
EVID-000353,CASE-000049,PHONE,Synthetic Source,2023-03-22T05:46:00,LOC-000141,PERSON-001769,VEH-000257,DEVICE-000112,Synthetic evidence record,0.96,4e60dd9fea1717e6b4d44b421c7cca453bd430c69d67c1f74bc2338b836c92ff,true
EVID-000354,CASE-000050,CCTV,Synthetic Source,2023-12-26T13:08:00,LOC-000144,PERSON-001343,VEH-000214,DEVICE-000352,Synthetic evidence record,0.97,306c1fc474f3d06cd14e049b3299d488a3d1bf63c4b9868f03857ccc59922eaf,true
EVID-000355,CASE-000050,DOCUMENT,Synthetic Source,2023-12-26T13:08:00,LOC-000144,PERSON-001112,,DEVICE-000409,Synthetic evidence record,0.9,a8fcfeaed67b740b727f6c5d021f9aae9f14f2774c740297e6073b511f467e13,true
EVID-000356,CASE-000050,FINANCIAL,Synthetic Source,2023-12-26T13:08:00,LOC-000143,PERSON-001112,,DEVICE-000409,Synthetic evidence record,0.7,ec6c9f9457a0e7db8d36559240a8affecec03462baa61a0de78688a3e893837d,true
EVID-000357,CASE-000050,CCTV,Synthetic Source,2023-12-26T13:08:00,LOC-000142,PERSON-002835,VEH-000216,DEVICE-000491,Synthetic evidence record,0.77,234152b37053015d68e3abd9ff2fff29393fcfb54b421a6d1782b511f76238a9,true
EVID-000358,CASE-000050,DOCUMENT,Synthetic Source,2023-12-26T13:08:00,LOC-000143,PERSON-002675,VEH-000247,DEVICE-000388,Synthetic evidence record,0.62,052af4bbd383e08d7b7c93c48415e14c450b24a53ab77f12d8fc94ed33145d5a,true
EVID-000359,CASE-000050,DIGITAL,Synthetic Source,2023-12-26T13:08:00,LOC-000143,PERSON-001343,VEH-000261,DEVICE-000389,Synthetic evidence record,0.61,f6ca54d0659c82af519cce96ee36962408bb47e2d072b094881660282edb9a02,true
EVID-000360,CASE-000051,DIGITAL,Synthetic Source,2023-01-02T11:47:00,LOC-000146,PERSON-000279,VEH-000264,DEVICE-000498,Synthetic evidence record,0.74,139e77831410aa726334a9215dd6b7c87226636211576b1872a5ca6c258faf7b,true
EVID-000361,CASE-000051,SURVEILLANCE,Synthetic Source,2023-01-02T11:47:00,LOC-000146,PERSON-002223,,DEVICE-000500,Synthetic evidence record,0.64,64548499d7b3db41b2a0f62d934f91854794517e9f1c16503863f360156aa050,true
EVID-000362,CASE-000051,PHONE,Synthetic Source,2023-01-02T11:47:00,LOC-000147,PERSON-002938,,DEVICE-000497,Synthetic evidence record,0.74,917a24c5c0e170f1689049abde465f5b377ce81947c2a0024c4c39885e5551d3,true
EVID-000363,CASE-000051,SURVEILLANCE,Synthetic Source,2023-01-02T11:47:00,LOC-000145,PERSON-002938,,DEVICE-000497,Synthetic evidence record,0.78,9cd2b2448e44780bd719f398d2a33328c6be4a8ac1c7b91f51e8db8eb8a79a2f,true
EVID-000364,CASE-000051,PHYSICAL,Synthetic Source,2023-01-02T11:47:00,LOC-000145,PERSON-002938,,DEVICE-000497,Synthetic evidence record,0.99,fc982438fe1e5e3bda614b5d71a67d625fca70ea4578c8e68c253eea68dbe1d0,true
EVID-000365,CASE-000051,SURVEILLANCE,Synthetic Source,2023-01-02T11:47:00,LOC-000146,PERSON-000047,VEH-000263,DEVICE-000496,Synthetic evidence record,0.7,8d1cc0858e80c1f1e5adb17281e946dbd4ac1081fa631efa6732db21e382ecc8,true
EVID-000366,CASE-000051,SURVEILLANCE,Synthetic Source,2023-01-02T11:47:00,LOC-000145,PERSON-000047,VEH-000263,DEVICE-000496,Synthetic evidence record,0.84,24d5a5fb085d4df45ea96c705d8ebb6e02f354835406891b49e194303499da39,true
EVID-000367,CASE-000051,DOCUMENT,Synthetic Source,2023-01-02T11:47:00,LOC-000147,PERSON-000146,VEH-000262,DEVICE-000271,Synthetic evidence record,0.85,d844aee61aa30a8ab235c1dec40a5ef0b1b4444edb26a4b6d1a6449fd47754a6,true
EVID-000368,CASE-000051,PHYSICAL,Synthetic Source,2023-01-02T11:47:00,LOC-000146,PERSON-000146,VEH-000262,DEVICE-000303,Synthetic evidence record,0.95,c6025b796f839af30e6b644f9dd8f3b4b623eb99561ad7045f630d5df0b11808,true
EVID-000369,CASE-000052,PHYSICAL,Synthetic Source,2023-03-17T20:14:00,LOC-000149,PERSON-001182,VEH-000269,DEVICE-000505,Synthetic evidence record,0.72,50ad1298a5cf3dde71f14de7f28a7b1e599292c1a21c81c027d0cbe17884b920,true
EVID-000370,CASE-000052,PHONE,Synthetic Source,2023-03-17T20:14:00,LOC-000150,PERSON-000948,VEH-000268,DEVICE-000380,Synthetic evidence record,0.79,b996943f7679b3244b4d495a400dd9cf000bd44252e223ea92e5972de9bd6fbf,true
EVID-000371,CASE-000052,DOCUMENT,Synthetic Source,2023-03-17T20:14:00,LOC-000148,PERSON-001315,VEH-000193,DEVICE-000381,Synthetic evidence record,0.62,bf3c8909a91618df89400df6d0ab6198f74ced03db0a72af53119d462cec6d23,true
EVID-000372,CASE-000052,CCTV,Synthetic Source,2023-03-17T20:14:00,LOC-000148,PERSON-002998,VEH-000191,DEVICE-000376,Synthetic evidence record,0.63,ea46471d890caeaa4327f26840e137f35269b1810be0f20fa0ca38ccba5c5f4c,true
EVID-000373,CASE-000052,SURVEILLANCE,Synthetic Source,2023-03-17T20:14:00,LOC-000150,PERSON-000948,VEH-000208,DEVICE-000281,Synthetic evidence record,0.95,01b6dcc8a7f88c56a7fdaebcd71e28484ad1bb1a5d36683a20bf5ac65f152875,true
EVID-000374,CASE-000052,SURVEILLANCE,Synthetic Source,2023-03-17T20:14:00,LOC-000150,PERSON-001315,VEH-000193,DEVICE-000466,Synthetic evidence record,0.85,a3892a2e524311b625c65f5f9ad0dae8c9cd8ccb51a2e819564d157bc6dc17ed,true
EVID-000375,CASE-000052,DOCUMENT,Synthetic Source,2023-03-17T20:14:00,LOC-000149,PERSON-002998,VEH-000155,DEVICE-000503,Synthetic evidence record,0.77,5a43e48986e7fa3c689b0e1c0819504507269b27defcbf8304ae39c20f44c878,true
EVID-000376,CASE-000053,DIGITAL,Synthetic Source,2023-05-24T07:34:00,LOC-000153,PERSON-000081,VEH-000241,DEVICE-000451,Synthetic evidence record,0.67,617f6dffddaa4f9298e16573f61a0a45772146b0b3705900b8506a4c49752476,true
EVID-000377,CASE-000053,SURVEILLANCE,Synthetic Source,2023-05-24T07:34:00,LOC-000153,PERSON-002574,VEH-000272,DEVICE-000172,Synthetic evidence record,0.77,0f87fca0beb5eb68cbcdd6938f296418604072dc31d7fe41c3c83be8af042884,true
EVID-000378,CASE-000053,CCTV,Synthetic Source,2023-05-24T07:34:00,LOC-000153,PERSON-002574,VEH-000272,DEVICE-000455,Synthetic evidence record,0.95,a13d6c0e43b24eb7d57b7c2ed92bafe1d11f91ee0243eb748538e9e20838eb5d,true
EVID-000379,CASE-000053,CCTV,Synthetic Source,2023-05-24T07:34:00,LOC-000152,PERSON-000081,VEH-000241,DEVICE-000509,Synthetic evidence record,0.88,1292f00f1900a4c85c4a11c349ae912d556cc784648a0ef8f9c09e456dcfb87b,true
EVID-000380,CASE-000053,DIGITAL,Synthetic Source,2023-05-24T07:34:00,LOC-000152,PERSON-000081,VEH-000241,DEVICE-000451,Synthetic evidence record,0.73,2a64a69ec22e1416a46ca3dd62852d60e44585cfb4a57e1de6dc903a15cc2f35,true
EVID-000381,CASE-000053,DIGITAL,Synthetic Source,2023-05-24T07:34:00,LOC-000152,PERSON-001578,VEH-000276,DEVICE-000010,Synthetic evidence record,0.98,fa78ff4c963c98de7681009e7332b6a8c9a5330043162ce65f168a759a516ef0,true
EVID-000382,CASE-000053,PHYSICAL,Synthetic Source,2023-05-24T07:34:00,LOC-000153,PERSON-000081,VEH-000113,DEVICE-000451,Synthetic evidence record,0.97,fb248d4a1ab18e4d92be92d6252b7e963a1088f17d61625f38c58a1b76ef56ad,true
EVID-000383,CASE-000053,DOCUMENT,Synthetic Source,2023-05-24T07:34:00,LOC-000152,PERSON-001578,VEH-000276,DEVICE-000516,Synthetic evidence record,0.97,bcc77371df2624822d2466c4abe649149b74a080ffc017906060a7e023ee556b,true
EVID-000384,CASE-000054,CCTV,Synthetic Source,2023-12-04T03:30:00,LOC-000156,PERSON-000230,VEH-000280,DEVICE-000288,Synthetic evidence record,0.81,afe69b3003abad3be0aecbd77cc2eb9006c899e4e1f96ff15e583a2d49a90ccf,true
EVID-000385,CASE-000054,DIGITAL,Synthetic Source,2023-12-04T03:30:00,LOC-000157,PERSON-000230,VEH-000280,DEVICE-000520,Synthetic evidence record,0.98,a6cc387583e66d50892c1bca64b331a5af08a52ae2b1906510d17a51d923260c,true
EVID-000386,CASE-000054,PHYSICAL,Synthetic Source,2023-12-04T03:30:00,LOC-000155,PERSON-001343,VEH-000214,DEVICE-000518,Synthetic evidence record,0.64,cefd80cdc80f3326c30017fa1359c51568df0d5c501e85bd7d43c929b0efe3d5,true
EVID-000387,CASE-000054,PHYSICAL,Synthetic Source,2023-12-04T03:30:00,LOC-000157,PERSON-000697,VEH-000158,DEVICE-000360,Synthetic evidence record,0.93,d502f37503a0d4f80da0daf82009cdada5c2ffdfd7fc0950fee8695c07e8ecba,true
