organization_id,name,organization_type,location_id,network_type,status,synthetic_flag
ORG-000286,Lotus Solutions 286,Legitimate Business,LOC-000862,MIXED_CRIME,Active,true
ORG-000287,Harbor Services 287,Hospitality Business,LOC-000867,KIDNAPPING,Active,true
ORG-000288,Cedar Enterprises 288,Front Company,LOC-000870,ROBBERY_DACOITY,Active,true
ORG-000289,Blue Logistics 289,Front Company,LOC-000873,ORGANIZED_CRIME,Active,true
ORG-000290,Northstar Solutions 290,Legitimate Business,LOC-000876,ORGANIZED_CRIME,Active,true
ORG-000291,Pioneer Solutions 291,Construction Firm,LOC-000882,KIDNAPPING,Active,true
ORG-000292,Aster Transport 292,Transport Company,LOC-000884,MIXED_CRIME,Inactive,true
ORG-000293,Cedar Enterprises 293,Logistics Company,LOC-000886,ORGANIZED_CRIME,Inactive,true
ORG-000294,Aster Enterprises 294,Hospitality Business,LOC-000891,MIXED_CRIME,Inactive,true
ORG-000295,Delta Trading 295,Hospitality Business,LOC-000896,MIXED_CRIME,Active,true
ORG-000296,Indigo Solutions 296,Construction Firm,LOC-000899,FINANCIAL_FRAUD,Active,true
ORG-000297,Indigo Trading 297,Logistics Company,LOC-000901,NARCOTICS,Inactive,true
ORG-000298,Harbor Solutions 298,Trading Company,LOC-000902,MIXED_CRIME,Active,true
ORG-000299,Orion Services 299,Hospitality Business,LOC-000905,MIXED_CRIME,Active,true
ORG-000300,Everest Solutions 300,Construction Firm,LOC-000907,ROBBERY_DACOITY,Active,true
ORG-000301,Harbor Transport 301,Trading Company,LOC-000910,ROBBERY_DACOITY,Active,true
ORG-000302,Cedar Enterprises 302,Trading Company,LOC-000915,MIXED_CRIME,Inactive,true
ORG-000303,Blue Enterprises 303,Shell-like Synthetic Entity,LOC-000917,FINANCIAL_FRAUD,Inactive,true
ORG-000304,Cedar Logistics 304,Transport Company,LOC-000919,NARCOTICS,Inactive,true
ORG-000305,Harbor Transport 305,Construction Firm,LOC-000922,ROBBERY_DACOITY,Active,true
ORG-000306,Blue Transport 306,Construction Firm,LOC-000927,MIXED_CRIME,Active,true
ORG-000307,Lotus Logistics 307,Trading Company,LOC-000930,HUMAN_TRAFFICKING,Inactive,true
ORG-000308,Delta Solutions 308,Transport Company,LOC-000935,ORGANIZED_CRIME,Active,true
ORG-000309,Aster Enterprises 309,Logistics Company,LOC-000939,ORGANIZED_CRIME,Active,true
ORG-000310,Harbor Enterprises 310,Logistics Company,LOC-000942,HUMAN_TRAFFICKING,Active,true
ORG-000311,Orion Trading 311,Construction Firm,LOC-000945,FINANCIAL_FRAUD,Active,true
ORG-000312,Blue Enterprises 312,Trading Company,LOC-000947,KIDNAPPING,Active,true
ORG-000313,Aster Enterprises 313,Transport Company,LOC-000950,MIXED_CRIME,Inactive,true
ORG-000314,Indigo Logistics 314,Digital Services Firm,LOC-000955,MIXED_CRIME,Active,true
ORG-000315,Delta Services 315,Legitimate Business,LOC-000957,MIXED_CRIME,Active,true
ORG-000316,Blue Enterprises 316,Hospitality Business,LOC-000960,MIXED_CRIME,Active,true
ORG-000317,Orion Solutions 317,Transport Company,LOC-000964,FINANCIAL_FRAUD,Inactive,true
ORG-000318,Indigo Logistics 318,Front Company,LOC-000965,ORGANIZED_CRIME,Active,true
ORG-000319,Orion Transport 319,Hospitality Business,LOC-000970,FINANCIAL_FRAUD,Active,true
ORG-000320,Blue Trading 320,Shell-like Synthetic Entity,LOC-000973,ORGANIZED_CRIME,Active,true
ORG-000321,Pioneer Logistics 321,Logistics Company,LOC-000975,ORGANIZED_CRIME,Active,true
ORG-000322,Lotus Transport 322,Legitimate Business,LOC-000977,CYBERCRIME,Inactive,true
ORG-000323,Cedar Transport 323,Digital Services Firm,LOC-000983,ORGANIZED_CRIME,Active,true
ORG-000324,Falcon Trading 324,Hospitality Business,LOC-000988,MIXED_CRIME,Inactive,true
ORG-000325,Aster Enterprises 325,Transport Company,LOC-000989,ORGANIZED_CRIME,Active,true
ORG-000326,Delta Services 326,Trading Company,LOC-000994,MIXED_CRIME,Inactive,true
ORG-000327,Orion Logistics 327,Shell-like Synthetic Entity,LOC-000995,FINANCIAL_FRAUD,Active,true
ORG-000328,Aster Solutions 328,Transport Company,LOC-001000,MIXED_CRIME,Inactive,true
ORG-000329,Falcon Logistics 329,Front Company,LOC-001002,ROBBERY_DACOITY,Active,true
ORG-000330,Blue Trading 330,Legitimate Business,LOC-001007,MIXED_CRIME,Inactive,true
ORG-000331,Orion Trading 331,Front Company,LOC-001008,ORGANIZED_CRIME,Active,true
ORG-000332,Northstar Logistics 332,Shell-like Synthetic Entity,LOC-001012,MIXED_CRIME,Active,true
ORG-000333,Everest Services 333,Digital Services Firm,LOC-001016,MIXED_CRIME,Inactive,true
ORG-000334,Aster Services 334,Digital Services Firm,LOC-001021,MIXED_CRIME,Active,true
ORG-000335,Lotus Trading 335,Digital Services Firm,LOC-001023,FINANCIAL_FRAUD,Active,true
ORG-000336,Northstar Transport 336,Digital Services Firm,LOC-001026,NARCOTICS,Active,true
ORG-000337,Blue Transport 337,Legitimate Business,LOC-001028,NARCOTICS,Inactive,true
ORG-000338,Orion Enterprises 338,Trading Company,LOC-001031,MIXED_CRIME,Active,true
ORG-000339,Harbor Trading 339,Front Company,LOC-001033,ROBBERY_DACOITY,Active,true
ORG-000340,Delta Transport 340,Logistics Company,LOC-001037,MIXED_CRIME,Inactive,true
ORG-000341,Falcon Logistics 341,Digital Services Firm,LOC-001040,MIXED_CRIME,Active,true
ORG-000342,Orion Enterprises 342,Shell-like Synthetic Entity,LOC-001045,NARCOTICS,Active,true
ORG-000343,Orion Logistics 343,Legitimate Business,LOC-001046,HUMAN_TRAFFICKING,Active,true
ORG-000344,Aster Solutions 344,Shell-like Synthetic Entity,LOC-001050,ORGANIZED_CRIME,Inactive,true
ORG-000345,Pioneer Transport 345,Hospitality Business,LOC-001052,ORGANIZED_CRIME,Active,true
ORG-000346,Harbor Enterprises 346,Front Company,LOC-001055,MIXED_CRIME,Active,true
ORG-000347,Pioneer Trading 347,Construction Firm,LOC-001060,ORGANIZED_CRIME,Inactive,true
ORG-000348,Lotus Logistics 348,Shell-like Synthetic Entity,LOC-001061,MIXED_CRIME,Active,true
ORG-000349,Indigo Solutions 349,Logistics Company,LOC-001065,ROBBERY_DACOITY,Inactive,true
ORG-000350,Northstar Services 350,Construction Firm,LOC-001069,ORGANIZED_CRIME,Active,true
ORG-000351,Pioneer Solutions 351,Shell-like Synthetic Entity,LOC-001072,ROBBERY_DACOITY,Active,true
ORG-000352,Harbor Services 352,Construction Firm,LOC-001075,ORGANIZED_CRIME,Active,true
ORG-000353,Falcon Transport 353,Digital Services Firm,LOC-001077,KIDNAPPING,Active,true
ORG-000354,Pioneer Enterprises 354,Trading Company,LOC-001080,FINANCIAL_FRAUD,Inactive,true
ORG-000355,Cedar Solutions 355,Construction Firm,LOC-001083,MIXED_CRIME,Active,true
ORG-000356,Cedar Services 356,Construction Firm,LOC-001086,KIDNAPPING,Inactive,true
ORG-000357,Everest Solutions 357,Trading Company,LOC-001093,ROBBERY_DACOITY,Active,true
ORG-000358,Falcon Logistics 358,Construction Firm,LOC-001095,HUMAN_TRAFFICKING,Active,true
ORG-000359,Delta Transport 359,Front Company,LOC-001097,MIXED_CRIME,Active,true
ORG-000360,Lotus Enterprises 360,Trading Company,LOC-001102,ORGANIZED_CRIME,Active,true
ORG-000361,Lotus Enterprises 361,Transport Company,LOC-001104,MIXED_CRIME,Active,true
ORG-000362,Falcon Transport 362,Hospitality Business,LOC-001109,CYBERCRIME,Inactive,true
ORG-000363,Orion Enterprises 363,Front Company,LOC-001110,ROBBERY_DACOITY,Active,true
ORG-000364,Indigo Logistics 364,Shell-like Synthetic Entity,LOC-001114,HUMAN_TRAFFICKING,Active,true
ORG-000365,Orion Solutions 365,Front Company,LOC-001118,MIXED_CRIME,Active,true
ORG-000366,Aster Trading 366,Transport Company,LOC-001120,MIXED_CRIME,Active,true
ORG-000367,Northstar Trading 367,Digital Services Firm,LOC-001122,ORGANIZED_CRIME,Active,true
ORG-000368,Cedar Services 368,Hospitality Business,LOC-001126,MIXED_CRIME,Active,true
ORG-000369,Everest Logistics 369,Logistics Company,LOC-001129,NARCOTICS,Active,true
ORG-000370,Pioneer Transport 370,Digital Services Firm,LOC-001133,ORGANIZED_CRIME,Active,true
ORG-000371,Cedar Enterprises 371,Transport Company,LOC-001136,MIXED_CRIME,Active,true
ORG-000372,Harbor Trading 372,Hospitality Business,LOC-001142,HUMAN_TRAFFICKING,Active,true
ORG-000373,Delta Transport 373,Trading Company,LOC-001144,MIXED_CRIME,Active,true
ORG-000374,Aster Trading 374,Construction Firm,LOC-001147,FINANCIAL_FRAUD,Inactive,true
ORG-000375,Northstar Services 375,Shell-like Synthetic Entity,LOC-001149,MIXED_CRIME,Active,true
ORG-000376,Lotus Enterprises 376,Construction Firm,LOC-001150,MIXED_CRIME,Inactive,true
ORG-000377,Delta Enterprises 377,Hospitality Business,LOC-001153,KIDNAPPING,Inactive,true
ORG-000378,Northstar Solutions 378,Legitimate Business,LOC-001156,HUMAN_TRAFFICKING,Active,true
ORG-000379,Harbor Trading 379,Construction Firm,LOC-001159,ROBBERY_DACOITY,Active,true
ORG-000380,Harbor Enterprises 380,Logistics Company,LOC-001161,FINANCIAL_FRAUD,Inactive,true
ORG-000381,Aster Enterprises 381,Construction Firm,LOC-001163,ROBBERY_DACOITY,Inactive,true
ORG-000382,Cedar Enterprises 382,Construction Firm,LOC-001165,MIXED_CRIME,Inactive,true
ORG-000383,Indigo Transport 383,Logistics Company,LOC-001170,MIXED_CRIME,Active,true
ORG-000384,Blue Logistics 384,Shell-like Synthetic Entity,LOC-001171,MIXED_CRIME,Inactive,true
ORG-000385,Northstar Transport 385,Construction Firm,LOC-001173,KIDNAPPING,Inactive,true
ORG-000386,Indigo Solutions 386,Digital Services Firm,LOC-001175,NARCOTICS,Active,true
ORG-000387,Aster Solutions 387,Hospitality Business,LOC-001180,ORGANIZED_CRIME,Inactive,true
ORG-000388,Cedar Trading 388,Digital Services Firm,LOC-001183,ROBBERY_DACOITY,Active,true
ORG-000389,Harbor Trading 389,Front Company,LOC-001186,ROBBERY_DACOITY,Active,true
ORG-000390,Northstar Enterprises 390,Trading Company,LOC-001187,ORGANIZED_CRIME,Inactive,true
ORG-000391,Aster Enterprises 391,Digital Services Firm,LOC-001192,ORGANIZED_CRIME,Active,true
ORG-000392,Harbor Logistics 392,Digital Services Firm,LOC-001193,FINANCIAL_FRAUD,Active,true
ORG-000393,Everest Transport 393,Digital Services Firm,LOC-001196,MIXED_CRIME,Active,true
ORG-000394,Indigo Enterprises 394,Trading Company,LOC-001199,ORGANIZED_CRIME,Active,true
ORG-000395,Cedar Enterprises 395,Transport Company,LOC-001203,KIDNAPPING,Active,true
ORG-000396,Blue Trading 396,Shell-like Synthetic Entity,LOC-001207,ORGANIZED_CRIME,Active,true
ORG-000397,Orion Trading 397,Logistics Company,LOC-001210,NARCOTICS,Inactive,true
ORG-000398,Everest Logistics 398,Front Company,LOC-001214,KIDNAPPING,Inactive,true
ORG-000399,Cedar Transport 399,Trading Company,LOC-001217,NARCOTICS,Inactive,true
ORG-000400,Indigo Services 400,Shell-like Synthetic Entity,LOC-001219,ORGANIZED_CRIME,Active,true
ORG-000401,Blue Logistics 401,Legitimate Business,LOC-001220,NARCOTICS,Active,true
ORG-000402,Cedar Services 402,Digital Services Firm,LOC-001224,FINANCIAL_FRAUD,Active,true
ORG-000403,Pioneer Transport 403,Construction Firm,LOC-001227,ORGANIZED_CRIME,Inactive,true
ORG-000404,Cedar Solutions 404,Transport Company,LOC-001230,MIXED_CRIME,Active,true
ORG-000405,Falcon Services 405,Shell-like Synthetic Entity,LOC-001233,FINANCIAL_FRAUD,Active,true
ORG-000406,Aster Trading 406,Logistics Company,LOC-001234,ORGANIZED_CRIME,Active,true
ORG-000407,Delta Enterprises 407,Hospitality Business,LOC-001238,ORGANIZED_CRIME,Active,true
ORG-000408,Indigo Transport 408,Logistics Company,LOC-001242,ORGANIZED_CRIME,Inactive,true
ORG-000409,Indigo Services 409,Construction Firm,LOC-001247,MIXED_CRIME,Active,true
ORG-000410,Everest Trading 410,Legitimate Business,LOC-001249,ORGANIZED_CRIME,Active,true
ORG-000411,Blue Enterprises 411,Front Company,LOC-001251,MIXED_CRIME,Inactive,true
ORG-000412,Orion Transport 412,Hospitality Business,LOC-001257,MIXED_CRIME,Inactive,true
ORG-000413,Everest Logistics 413,Hospitality Business,LOC-001260,MIXED_CRIME,Inactive,true
ORG-000414,Harbor Logistics 414,Shell-like Synthetic Entity,LOC-001264,HUMAN_TRAFFICKING,Active,true
ORG-000415,Northstar Enterprises 415,Front Company,LOC-001267,MIXED_CRIME,Active,true
ORG-000416,Blue Transport 416,Trading Company,LOC-001269,NARCOTICS,Inactive,true
ORG-000417,Everest Logistics 417,Trading Company,LOC-001271,FINANCIAL_FRAUD,Active,true
ORG-000418,Delta Logistics 418,Trading Company,LOC-001274,MIXED_CRIME,Active,true
ORG-000419,Aster Enterprises 419,Digital Services Firm,LOC-001278,CYBERCRIME,Active,true
ORG-000420,Delta Transport 420,Construction Firm,LOC-001280,ORGANIZED_CRIME,Active,true
ORG-000421,Falcon Services 421,Transport Company,LOC-001285,ORGANIZED_CRIME,Active,true
ORG-000422,Lotus Logistics 422,Hospitality Business,LOC-001287,ORGANIZED_CRIME,Active,true
ORG-000423,Northstar Services 423,Construction Firm,LOC-001289,ORGANIZED_CRIME,Inactive,true
ORG-000424,Cedar Logistics 424,Trading Company,LOC-001291,MIXED_CRIME,Inactive,true
ORG-000425,Pioneer Logistics 425,Front Company,LOC-001294,NARCOTICS,Active,true
ORG-000426,Everest Solutions 426,Legitimate Business,LOC-001297,CYBERCRIME,Active,true
ORG-000427,Indigo Services 427,Trading Company,LOC-001300,MIXED_CRIME,Active,true
ORG-000428,Delta Solutions 428,Construction Firm,LOC-001302,ORGANIZED_CRIME,Active,true
ORG-000429,Harbor Solutions 429,Logistics Company,LOC-001306,ORGANIZED_CRIME,Inactive,true
ORG-000430,Pioneer Services 430,Trading Company,LOC-001310,CYBERCRIME,Active,true
ORG-000431,Lotus Trading 431,Construction Firm,LOC-001312,ORGANIZED_CRIME,Active,true
ORG-000432,Falcon Transport 432,Shell-like Synthetic Entity,LOC-001315,MIXED_CRIME,Active,true
ORG-000433,Harbor Transport 433,Transport Company,LOC-001319,ROBBERY_DACOITY,Active,true
ORG-000434,Cedar Logistics 434,Front Company,LOC-001322,ORGANIZED_CRIME,Inactive,true
ORG-000435,Harbor Enterprises 435,Digital Services Firm,LOC-001323,MIXED_CRIME,Active,true
ORG-000436,Indigo Logistics 436,Trading Company,LOC-001327,ORGANIZED_CRIME,Inactive,true
ORG-000437,Orion Enterprises 437,Logistics Company,LOC-001330,MIXED_CRIME,Inactive,true
ORG-000438,Cedar Logistics 438,Logistics Company,LOC-001331,KIDNAPPING,Active,true
ORG-000439,Lotus Solutions 439,Legitimate Business,LOC-001334,ORGANIZED_CRIME,Active,true
ORG-000440,Pioneer Trading 440,Transport Company,LOC-001337,MIXED_CRIME,Active,true
ORG-000441,Pioneer Enterprises 441,Trading Company,LOC-001339,NARCOTICS,Inactive,true
ORG-000442,Northstar Transport 442,Logistics Company,LOC-001343,KIDNAPPING,Inactive,true
ORG-000443,Harbor Enterprises 443,Digital Services Firm,LOC-001345,CYBERCRIME,Active,true
ORG-000444,Blue Enterprises 444,Front Company,LOC-001347,KIDNAPPING,Active,true
ORG-000445,Falcon Logistics 445,Front Company,LOC-001351,ORGANIZED_CRIME,Active,true
ORG-000446,Falcon Enterprises 446,Hospitality Business,LOC-001355,ROBBERY_DACOITY,Inactive,true
ORG-000447,Lotus Transport 447,Logistics Company,LOC-001359,NARCOTICS,Active,true
ORG-000448,Pioneer Transport 448,Logistics Company,LOC-001360,MIXED_CRIME,Active,true
ORG-000449,Indigo Trading 449,Trading Company,LOC-001363,FINANCIAL_FRAUD,Inactive,true
ORG-000450,Delta Logistics 450,Front Company,LOC-001364,ORGANIZED_CRIME,Active,true
ORG-000451,Blue Services 451,Digital Services Firm,LOC-001368,ORGANIZED_CRIME,Active,true
ORG-000452,Delta Enterprises 452,Hospitality Business,LOC-001369,ORGANIZED_CRIME,Active,true
ORG-000453,Pioneer Transport 453,Digital Services Firm,LOC-001372,KIDNAPPING,Active,true
ORG-000454,Blue Solutions 454,Shell-like Synthetic Entity,LOC-001375,MIXED_CRIME,Active,true
ORG-000455,Indigo Solutions 455,Logistics Company,LOC-001380,MIXED_CRIME,Active,true
ORG-000456,Delta Enterprises 456,Front Company,LOC-001384,FINANCIAL_FRAUD,Inactive,true
ORG-000457,Harbor Solutions 457,Logistics Company,LOC-001386,ORGANIZED_CRIME,Inactive,true
ORG-000458,Pioneer Trading 458,Hospitality Business,LOC-001387,ROBBERY_DACOITY,Inactive,true
ORG-000459,Cedar Trading 459,Logistics Company,LOC-001391,ORGANIZED_CRIME,Inactive,true
ORG-000460,Cedar Services 460,Trading Company,LOC-001392,MIXED_CRIME,Inactive,true
ORG-000461,Harbor Solutions 461,Construction Firm,LOC-001394,MIXED_CRIME,Active,true
ORG-000462,Delta Logistics 462,Legitimate Business,LOC-001398,HUMAN_TRAFFICKING,Active,true
ORG-000463,Pioneer Enterprises 463,Transport Company,LOC-001402,MIXED_CRIME,Active,true
ORG-000464,Delta Enterprises 464,Transport Company,LOC-001408,ROBBERY_DACOITY,Active,true
ORG-000465,Indigo Logistics 465,Construction Firm,LOC-001411,CYBERCRIME,Active,true
ORG-000466,Aster Solutions 466,Shell-like Synthetic Entity,LOC-001413,ORGANIZED_CRIME,Active,true
ORG-000467,Indigo Transport 467,Logistics Company,LOC-001414,KIDNAPPING,Active,true
ORG-000468,Aster Services 468,Logistics Company,LOC-001417,ROBBERY_DACOITY,Active,true
ORG-000469,Lotus Logistics 469,Transport Company,LOC-001421,ORGANIZED_CRIME,Active,true
ORG-000470,Falcon Logistics 470,Digital Services Firm,LOC-001422,ORGANIZED_CRIME,Active,true
ORG-000471,Everest Services 471,Construction Firm,LOC-001427,NARCOTICS,Active,true
ORG-000472,Orion Logistics 472,Transport Company,LOC-001431,KIDNAPPING,Inactive,true
ORG-000473,Harbor Trading 473,Shell-like Synthetic Entity,LOC-001433,ORGANIZED_CRIME,Active,true
ORG-000474,Pioneer Enterprises 474,Legitimate Business,LOC-001436,ORGANIZED_CRIME,Active,true
ORG-000475,Everest Solutions 475,Logistics Company,LOC-001438,HUMAN_TRAFFICKING,Active,true
ORG-000476,Orion Solutions 476,Legitimate Business,LOC-001442,ORGANIZED_CRIME,Active,true
ORG-000477,Blue Logistics 477,Transport Company,LOC-001443,ROBBERY_DACOITY,Active,true
ORG-000478,Harbor Solutions 478,Shell-like Synthetic Entity,LOC-001446,ORGANIZED_CRIME,Active,true
ORG-000479,Harbor Solutions 479,Transport Company,LOC-001447,MIXED_CRIME,Active,true
ORG-000480,Cedar Services 480,Construction Firm,LOC-001451,CYBERCRIME,Active,true
ORG-000481,Lotus Logistics 481,Legitimate Business,LOC-001456,MIXED_CRIME,Active,true
ORG-000482,Lotus Transport 482,Transport Company,LOC-001459,MIXED_CRIME,Inactive,true
ORG-000483,Everest Trading 483,Transport Company,LOC-001463,MIXED_CRIME,Active,true
ORG-000484,Northstar Transport 484,Logistics Company,LOC-001465,KIDNAPPING,Active,true
ORG-000485,Aster Solutions 485,Hospitality Business,LOC-001468,ORGANIZED_CRIME,Inactive,true
ORG-000486,Delta Transport 486,Digital Services Firm,LOC-001469,NARCOTICS,Active,true
ORG-000487,Blue Solutions 487,Hospitality Business,LOC-001476,ROBBERY_DACOITY,Active,true
ORG-000488,Harbor Services 488,Transport Company,LOC-001477,MIXED_CRIME,Inactive,true
ORG-000489,Everest Logistics 489,Transport Company,LOC-001482,FINANCIAL_FRAUD,Inactive,true
ORG-000490,Falcon Trading 490,Front Company,LOC-001484,FINANCIAL_FRAUD,Active,true
ORG-000491,Blue Solutions 491,Shell-like Synthetic Entity,LOC-001486,KIDNAPPING,Active,true
ORG-000492,Indigo Services 492,Construction Firm,LOC-001491,MIXED_CRIME,Active,true
ORG-000493,Harbor Trading 493,Digital Services Firm,LOC-001493,NARCOTICS,Active,true
ORG-000494,Northstar Trading 494,Hospitality Business,LOC-001494,MIXED_CRIME,Active,true
ORG-000495,Northstar Services 495,Transport Company,LOC-001496,ROBBERY_DACOITY,Active,true
ORG-000496,Northstar Enterprises 496,Shell-like Synthetic Entity,LOC-001498,ORGANIZED_CRIME,Active,true
ORG-000497,Blue Enterprises 497,Hospitality Business,LOC-001501,MIXED_CRIME,Active,true
ORG-000498,Blue Solutions 498,Shell-like Synthetic Entity,LOC-001504,ROBBERY_DACOITY,Active,true
ORG-000499,Delta Solutions 499,Digital Services Firm,LOC-001507,ORGANIZED_CRIME,Inactive,true
ORG-000500,Falcon Solutions 500,Hospitality Business,LOC-001509,ROBBERY_DACOITY,Active,true
ORG-000501,Lotus Enterprises 501,Legitimate Business,LOC-001511,MIXED_CRIME,Inactive,true
ORG-000502,Harbor Transport 502,Construction Firm,LOC-001514,KIDNAPPING,Active,true
ORG-000503,Aster Trading 503,Legitimate Business,LOC-001516,ROBBERY_DACOITY,Inactive,true
ORG-000504,Orion Solutions 504,Hospitality Business,LOC-001520,MIXED_CRIME,Inactive,true
ORG-000505,Falcon Logistics 505,Shell-like Synthetic Entity,LOC-001522,NARCOTICS,Active,true
ORG-000506,Northstar Trading 506,Logistics Company,LOC-001527,MIXED_CRIME,Active,true
ORG-000507,Delta Trading 507,Trading Company,LOC-001529,NARCOTICS,Active,true
ORG-000508,Pioneer Transport 508,Hospitality Business,LOC-001532,ROBBERY_DACOITY,Active,true
ORG-000509,Orion Transport 509,Transport Company,LOC-001537,FINANCIAL_FRAUD,Active,true
ORG-000510,Pioneer Solutions 510,Front Company,LOC-001539,HUMAN_TRAFFICKING,Active,true
ORG-000511,Northstar Services 511,Trading Company,LOC-001540,ORGANIZED_CRIME,Active,true
ORG-000512,Aster Transport 512,Legitimate Business,LOC-001544,ORGANIZED_CRIME,Inactive,true
ORG-000513,Lotus Trading 513,Front Company,LOC-001548,ORGANIZED_CRIME,Inactive,true
ORG-000514,Aster Logistics 514,Digital Services Firm,LOC-001553,MIXED_CRIME,Active,true
ORG-000515,Blue Logistics 515,Shell-like Synthetic Entity,LOC-001555,MIXED_CRIME,Inactive,true
ORG-000516,Indigo Enterprises 516,Front Company,LOC-001559,ORGANIZED_CRIME,Active,true
ORG-000517,Harbor Solutions 517,Logistics Company,LOC-001563,NARCOTICS,Active,true
ORG-000518,Northstar Logistics 518,Trading Company,LOC-001566,MIXED_CRIME,Active,true
ORG-000519,Orion Enterprises 519,Front Company,LOC-001569,ORGANIZED_CRIME,Active,true
ORG-000520,Falcon Transport 520,Logistics Company,LOC-001571,MIXED_CRIME,Active,true
ORG-000521,Harbor Trading 521,Shell-like Synthetic Entity,LOC-001575,ORGANIZED_CRIME,Active,true
ORG-000522,Falcon Solutions 522,Trading Company,LOC-001579,MIXED_CRIME,Active,true
ORG-000523,Cedar Services 523,Digital Services Firm,LOC-001581,NARCOTICS,Active,true
ORG-000524,Blue Logistics 524,Logistics Company,LOC-001585,ROBBERY_DACOITY,Inactive,true
ORG-000525,Orion Transport 525,Shell-like Synthetic Entity,LOC-001586,MIXED_CRIME,Inactive,true
ORG-000526,Lotus Trading 526,Logistics Company,LOC-001589,ORGANIZED_CRIME,Active,true
ORG-000527,Blue Transport 527,Construction Firm,LOC-001593,MIXED_CRIME,Active,true
ORG-000528,Harbor Services 528,Shell-like Synthetic Entity,LOC-001594,ORGANIZED_CRIME,Active,true
ORG-000529,Cedar Transport 529,Front Company,LOC-001599,ORGANIZED_CRIME,Active,true
ORG-000530,Falcon Transport 530,Hospitality Business,LOC-001600,ORGANIZED_CRIME,Active,true
ORG-000531,Cedar Trading 531,Logistics Company,LOC-001605,CYBERCRIME,Active,true
ORG-000532,Pioneer Services 532,Hospitality Business,LOC-001610,MIXED_CRIME,Active,true
ORG-000533,Pioneer Solutions 533,Digital Services Firm,LOC-001612,MIXED_CRIME,Active,true
ORG-000534,Falcon Enterprises 534,Logistics Company,LOC-001613,MIXED_CRIME,Active,true
ORG-000535,Delta Solutions 535,Shell-like Synthetic Entity,LOC-001616,MIXED_CRIME,Inactive,true
ORG-000536,Delta Services 536,Legitimate Business,LOC-001618,KIDNAPPING,Active,true
ORG-000537,Cedar Enterprises 537,Shell-like Synthetic Entity,LOC-001621,ORGANIZED_CRIME,Inactive,true
ORG-000538,Cedar Services 538,Logistics Company,LOC-001624,NARCOTICS,Active,true
ORG-000539,Everest Services 539,Transport Company,LOC-001628,ORGANIZED_CRIME,Inactive,true
ORG-000540,Northstar Services 540,Construction Firm,LOC-001634,ORGANIZED_CRIME,Active,true
ORG-000541,Everest Solutions 541,Shell-like Synthetic Entity,LOC-001635,ROBBERY_DACOITY,Inactive,true
ORG-000542,Aster Enterprises 542,Digital Services Firm,LOC-001640,KIDNAPPING,Active,true
ORG-000543,Harbor Logistics 543,Transport Company,LOC-001643,CYBERCRIME,Active,true
ORG-000544,Pioneer Services 544,Front Company,LOC-001647,ROBBERY_DACOITY,Active,true
ORG-000545,Northstar Services 545,Hospitality Business,LOC-001650,KIDNAPPING,Active,true
ORG-000546,Delta Trading 546,Transport Company,LOC-001653,MIXED_CRIME,Active,true
ORG-000547,Lotus Solutions 547,Trading Company,LOC-001657,ORGANIZED_CRIME,Active,true
ORG-000548,Everest Logistics 548,Construction Firm,LOC-001658,ORGANIZED_CRIME,Active,true
ORG-000549,Falcon Solutions 549,Front Company,LOC-001662,MIXED_CRIME,Active,true
ORG-000550,Orion Enterprises 550,Logistics Company,LOC-001663,ORGANIZED_CRIME,Active,true
ORG-000551,Orion Enterprises 551,Shell-like Synthetic Entity,LOC-001665,FINANCIAL_FRAUD,Inactive,true
ORG-000552,Everest Enterprises 552,Construction Firm,LOC-001670,KIDNAPPING,Inactive,true
ORG-000553,Cedar Services 553,Logistics Company,LOC-001673,CYBERCRIME,Active,true
ORG-000554,Aster Services 554,Transport Company,LOC-001676,ORGANIZED_CRIME,Active,true
ORG-000555,Delta Services 555,Logistics Company,LOC-001679,CYBERCRIME,Inactive,true
ORG-000556,Indigo Logistics 556,Legitimate Business,LOC-001681,ROBBERY_DACOITY,Inactive,true
ORG-000557,Harbor Trading 557,Shell-like Synthetic Entity,LOC-001686,CYBERCRIME,Active,true
ORG-000558,Northstar Solutions 558,Trading Company,LOC-001688,NARCOTICS,Active,true
ORG-000559,Pioneer Solutions 559,Logistics Company,LOC-001691,ORGANIZED_CRIME,Active,true
ORG-000560,Orion Transport 560,Trading Company,LOC-001693,MIXED_CRIME,Active,true
ORG-000561,Blue Solutions 561,Construction Firm,LOC-001695,MIXED_CRIME,Active,true
ORG-000562,Northstar Logistics 562,Shell-like Synthetic Entity,LOC-001698,MIXED_CRIME,Active,true
ORG-000563,Cedar Trading 563,Transport Company,LOC-001701,HUMAN_TRAFFICKING,Active,true
ORG-000564,Everest Solutions 564,Hospitality Business,LOC-001703,CYBERCRIME,Inactive,true
ORG-000565,Delta Services 565,Front Company,LOC-001706,ORGANIZED_CRIME,Active,true
ORG-000566,Pioneer Enterprises 566,Logistics Company,LOC-001707,MIXED_CRIME,Inactive,true
ORG-000567,Blue Trading 567,Hospitality Business,LOC-001710,NARCOTICS,Active,true
ORG-000568,Indigo Enterprises 568,Construction Firm,LOC-001712,MIXED_CRIME,Active,true
ORG-000569,Delta Transport 569,Hospitality Business,LOC-001716,ORGANIZED_CRIME,Inactive,true
ORG-000570,Orion Services 570,Construction Firm,LOC-001718,ORGANIZED_CRIME,Active,true
