relationship_id,source_entity_type,source_entity_id,relationship_type,target_entity_type,target_entity_id,start_time,end_time,confidence,source,case_id,evidence_id,synthetic_flag
REL-008232,PERSON,PERSON-002068,SUSPECT_IN,CASE,CASE-000237,2023-05-15T20:09:00,,1.0,synthetic,CASE-000237,,true
REL-008233,PERSON,PERSON-000682,SUSPECT_IN,CASE,CASE-000237,2023-05-15T20:09:00,,1.0,synthetic,CASE-000237,,true
REL-008234,PERSON,PERSON-000473,SUSPECT_IN,CASE,CASE-000237,2023-05-15T20:09:00,,1.0,synthetic,CASE-000237,,true
REL-008235,PERSON,PERSON-002737,OBSERVED_IN,CASE,CASE-000237,2023-05-15T20:09:00,,0.68,synthetic,CASE-000237,,true
REL-008236,PERSON,PERSON-000042,OBSERVED_IN,CASE,CASE-000237,2023-05-15T20:09:00,,0.86,synthetic,CASE-000237,,true
REL-008237,PERSON,PERSON-001481,OBSERVED_IN,CASE,CASE-000237,2023-05-15T20:09:00,,0.79,synthetic,CASE-000237,,true
REL-008238,PERSON,PERSON-000275,OBSERVED_IN,CASE,CASE-000237,2023-05-15T20:09:00,,0.86,synthetic,CASE-000237,,true
REL-008239,PERSON,PERSON-000032,OBSERVED_IN,CASE,CASE-000237,2023-05-15T20:09:00,,0.87,synthetic,CASE-000237,,true
REL-008240,ORGANIZATION,ORG-000237,ASSOCIATED_WITH,CASE,CASE-000237,2023-05-15T20:09:00,,0.82,synthetic,CASE-000237,,true
REL-008241,PERSON,PERSON-002068,MEMBER_OF,ORGANIZATION,ORG-000237,2023-05-15T20:09:00,,0.82,synthetic,CASE-000237,,true
REL-008242,PERSON,PERSON-002737,CONTROLS,ORGANIZATION,ORG-000237,2023-05-15T20:09:00,,0.84,synthetic,CASE-000237,,true
REL-008243,PERSON,PERSON-000275,WORKS_WITH,ORGANIZATION,ORG-000237,2023-05-15T20:09:00,,0.78,synthetic,CASE-000237,,true
REL-008244,PERSON,PERSON-000245,OWNS,PHONE,PHONE-002268,2023-04-05T18:13:00,,1.0,synthetic,,,true
REL-008245,PERSON,PERSON-000245,OWNS,ACCOUNT,ACCT-002241,2023-04-05T18:13:00,,1.0,synthetic,,,true
REL-008246,PERSON,PERSON-001780,OWNS,PHONE,PHONE-002269,2023-04-05T18:13:00,,1.0,synthetic,,,true
REL-008247,PERSON,PERSON-001780,OWNS,ACCOUNT,ACCT-002242,2023-04-05T18:13:00,,1.0,synthetic,,,true
REL-008248,PERSON,PERSON-002846,OWNS,PHONE,PHONE-002270,2023-04-05T18:13:00,,1.0,synthetic,,,true
REL-008249,PERSON,PERSON-002846,OWNS,ACCOUNT,ACCT-002243,2023-04-05T18:13:00,,1.0,synthetic,,,true
REL-008250,PERSON,PERSON-002846,OWNS,ACCOUNT,ACCT-002244,2023-04-05T18:13:00,,1.0,synthetic,,,true
REL-008251,PERSON,PERSON-001691,OWNS,PHONE,PHONE-002271,2023-04-05T18:13:00,,1.0,synthetic,,,true
REL-008252,PERSON,PERSON-001691,OWNS,VEHICLE,VEH-001136,2023-04-05T18:13:00,,1.0,synthetic,,,true
REL-008253,PERSON,PERSON-001691,OWNS,ACCOUNT,ACCT-002245,2023-04-05T18:13:00,,1.0,synthetic,,,true
REL-008254,PERSON,PERSON-002304,OWNS,PHONE,PHONE-002272,2023-04-05T18:13:00,,1.0,synthetic,,,true
REL-008255,PERSON,PERSON-002304,OWNS,VEHICLE,VEH-001137,2023-04-05T18:13:00,,1.0,synthetic,,,true
REL-008256,PERSON,PERSON-002304,OWNS,ACCOUNT,ACCT-002246,2023-04-05T18:13:00,,1.0,synthetic,,,true
REL-008257,PERSON,PERSON-002393,OWNS,PHONE,PHONE-002273,2023-04-05T18:13:00,,1.0,synthetic,,,true
REL-008258,PERSON,PERSON-002393,OWNS,VEHICLE,VEH-001138,2023-04-05T18:13:00,,1.0,synthetic,,,true
REL-008259,PERSON,PERSON-002393,OWNS,ACCOUNT,ACCT-002247,2023-04-05T18:13:00,,1.0,synthetic,,,true
REL-008260,PERSON,PERSON-001847,OWNS,PHONE,PHONE-002274,2023-04-05T18:13:00,,1.0,synthetic,,,true
REL-008261,PERSON,PERSON-001847,OWNS,VEHICLE,VEH-001139,2023-04-05T18:13:00,,1.0,synthetic,,,true
REL-008262,PERSON,PERSON-001847,OWNS,ACCOUNT,ACCT-002248,2023-04-05T18:13:00,,1.0,synthetic,,,true
REL-008263,PERSON,PERSON-001029,OWNS,PHONE,PHONE-002275,2023-04-05T18:13:00,,1.0,synthetic,,,true
REL-008264,PERSON,PERSON-001029,OWNS,VEHICLE,VEH-001140,2023-04-05T18:13:00,,1.0,synthetic,,,true
REL-008265,PERSON,PERSON-001029,OWNS,ACCOUNT,ACCT-002249,2023-04-05T18:13:00,,1.0,synthetic,,,true
REL-008266,PERSON,PERSON-002846,SUSPECT_IN,CASE,CASE-000238,2023-04-05T18:13:00,,1.0,synthetic,CASE-000238,,true
REL-008267,PERSON,PERSON-001029,SUSPECT_IN,CASE,CASE-000238,2023-04-05T18:13:00,,1.0,synthetic,CASE-000238,,true
REL-008268,PERSON,PERSON-002304,SUSPECT_IN,CASE,CASE-000238,2023-04-05T18:13:00,,1.0,synthetic,CASE-000238,,true
REL-008269,PERSON,PERSON-000245,OBSERVED_IN,CASE,CASE-000238,2023-04-05T18:13:00,,0.9,synthetic,CASE-000238,,true
REL-008270,PERSON,PERSON-001780,OBSERVED_IN,CASE,CASE-000238,2023-04-05T18:13:00,,0.86,synthetic,CASE-000238,,true
REL-008271,PERSON,PERSON-001691,OBSERVED_IN,CASE,CASE-000238,2023-04-05T18:13:00,,0.7,synthetic,CASE-000238,,true
REL-008272,PERSON,PERSON-002393,OBSERVED_IN,CASE,CASE-000238,2023-04-05T18:13:00,,0.78,synthetic,CASE-000238,,true
REL-008273,PERSON,PERSON-001847,OBSERVED_IN,CASE,CASE-000238,2023-04-05T18:13:00,,0.72,synthetic,CASE-000238,,true
REL-008274,ORGANIZATION,ORG-000238,ASSOCIATED_WITH,CASE,CASE-000238,2023-04-05T18:13:00,,0.82,synthetic,CASE-000238,,true
REL-008275,PERSON,PERSON-001029,MEMBER_OF,ORGANIZATION,ORG-000238,2023-04-05T18:13:00,,0.7,synthetic,CASE-000238,,true
REL-008276,PERSON,PERSON-000245,CONTROLS,ORGANIZATION,ORG-000238,2023-04-05T18:13:00,,0.91,synthetic,CASE-000238,,true
REL-008277,PERSON,PERSON-001847,CONTROLS,ORGANIZATION,ORG-000238,2023-04-05T18:13:00,,0.92,synthetic,CASE-000238,,true
REL-008278,PERSON,PERSON-001425,OWNS,PHONE,PHONE-002276,2023-12-07T06:23:00,,1.0,synthetic,,,true
REL-008279,PERSON,PERSON-001425,OWNS,VEHICLE,VEH-001141,2023-12-07T06:23:00,,1.0,synthetic,,,true
REL-008280,PERSON,PERSON-001425,OWNS,ACCOUNT,ACCT-002250,2023-12-07T06:23:00,,1.0,synthetic,,,true
REL-008281,PERSON,PERSON-000040,OWNS,PHONE,PHONE-002277,2023-12-07T06:23:00,,1.0,synthetic,,,true
REL-008282,PERSON,PERSON-000040,OWNS,VEHICLE,VEH-001142,2023-12-07T06:23:00,,1.0,synthetic,,,true
REL-008283,PERSON,PERSON-000040,OWNS,ACCOUNT,ACCT-002251,2023-12-07T06:23:00,,1.0,synthetic,,,true
REL-008284,PERSON,PERSON-002759,OWNS,PHONE,PHONE-002278,2023-12-07T06:23:00,,1.0,synthetic,,,true
REL-008285,PERSON,PERSON-002759,OWNS,PHONE,PHONE-002279,2023-12-07T06:23:00,,1.0,synthetic,,,true
REL-008286,PERSON,PERSON-002759,OWNS,ACCOUNT,ACCT-002252,2023-12-07T06:23:00,,1.0,synthetic,,,true
REL-008287,PERSON,PERSON-002068,OWNS,PHONE,PHONE-002280,2023-12-07T06:23:00,,1.0,synthetic,,,true
REL-008288,PERSON,PERSON-002068,OWNS,VEHICLE,VEH-001143,2023-12-07T06:23:00,,1.0,synthetic,,,true
REL-008289,PERSON,PERSON-002068,OWNS,ACCOUNT,ACCT-002253,2023-12-07T06:23:00,,1.0,synthetic,,,true
REL-008290,PERSON,PERSON-001578,OWNS,PHONE,PHONE-002281,2023-12-07T06:23:00,,1.0,synthetic,,,true
REL-008291,PERSON,PERSON-001578,OWNS,PHONE,PHONE-002282,2023-12-07T06:23:00,,1.0,synthetic,,,true
REL-008292,PERSON,PERSON-001578,OWNS,ACCOUNT,ACCT-002254,2023-12-07T06:23:00,,1.0,synthetic,,,true
REL-008293,PERSON,PERSON-001578,OWNS,ACCOUNT,ACCT-002255,2023-12-07T06:23:00,,1.0,synthetic,,,true
REL-008294,PERSON,PERSON-001425,SUSPECT_IN,CASE,CASE-000239,2023-12-07T06:23:00,,1.0,synthetic,CASE-000239,,true
REL-008295,PERSON,PERSON-001578,SUSPECT_IN,CASE,CASE-000239,2023-12-07T06:23:00,,1.0,synthetic,CASE-000239,,true
REL-008296,PERSON,PERSON-002068,SUSPECT_IN,CASE,CASE-000239,2023-12-07T06:23:00,,1.0,synthetic,CASE-000239,,true
REL-008297,PERSON,PERSON-000040,SUSPECT_IN,CASE,CASE-000239,2023-12-07T06:23:00,,1.0,synthetic,CASE-000239,,true
REL-008298,PERSON,PERSON-002759,OBSERVED_IN,CASE,CASE-000239,2023-12-07T06:23:00,,0.83,synthetic,CASE-000239,,true
REL-008299,ORGANIZATION,ORG-000239,ASSOCIATED_WITH,CASE,CASE-000239,2023-12-07T06:23:00,,0.82,synthetic,CASE-000239,,true
REL-008300,PERSON,PERSON-001578,WORKS_WITH,ORGANIZATION,ORG-000239,2023-12-07T06:23:00,,0.85,synthetic,CASE-000239,,true
REL-008301,PERSON,PERSON-001774,OWNS,PHONE,PHONE-002283,2023-04-06T19:58:00,,1.0,synthetic,,,true
REL-008302,PERSON,PERSON-001774,OWNS,VEHICLE,VEH-001144,2023-04-06T19:58:00,,1.0,synthetic,,,true
REL-008303,PERSON,PERSON-001774,OWNS,ACCOUNT,ACCT-002256,2023-04-06T19:58:00,,1.0,synthetic,,,true
REL-008304,PERSON,PERSON-000419,OWNS,PHONE,PHONE-002284,2023-04-06T19:58:00,,1.0,synthetic,,,true
REL-008305,PERSON,PERSON-000419,OWNS,PHONE,PHONE-002285,2023-04-06T19:58:00,,1.0,synthetic,,,true
REL-008306,PERSON,PERSON-000419,OWNS,VEHICLE,VEH-001145,2023-04-06T19:58:00,,1.0,synthetic,,,true
REL-008307,PERSON,PERSON-000419,OWNS,ACCOUNT,ACCT-002257,2023-04-06T19:58:00,,1.0,synthetic,,,true
REL-008308,PERSON,PERSON-000419,OWNS,ACCOUNT,ACCT-002258,2023-04-06T19:58:00,,1.0,synthetic,,,true
REL-008309,PERSON,PERSON-002737,OWNS,PHONE,PHONE-002286,2023-04-06T19:58:00,,1.0,synthetic,,,true
REL-008310,PERSON,PERSON-002737,OWNS,ACCOUNT,ACCT-002259,2023-04-06T19:58:00,,1.0,synthetic,,,true
REL-008311,PERSON,PERSON-000407,OWNS,PHONE,PHONE-002287,2023-04-06T19:58:00,,1.0,synthetic,,,true
REL-008312,PERSON,PERSON-000407,OWNS,VEHICLE,VEH-001146,2023-04-06T19:58:00,,1.0,synthetic,,,true
REL-008313,PERSON,PERSON-000407,OWNS,ACCOUNT,ACCT-002260,2023-04-06T19:58:00,,1.0,synthetic,,,true
REL-008314,PERSON,PERSON-000407,OWNS,ACCOUNT,ACCT-002261,2023-04-06T19:58:00,,1.0,synthetic,,,true
REL-008315,PERSON,PERSON-002417,OWNS,PHONE,PHONE-002288,2023-04-06T19:58:00,,1.0,synthetic,,,true
REL-008316,PERSON,PERSON-002417,OWNS,VEHICLE,VEH-001147,2023-04-06T19:58:00,,1.0,synthetic,,,true
REL-008317,PERSON,PERSON-002417,OWNS,ACCOUNT,ACCT-002262,2023-04-06T19:58:00,,1.0,synthetic,,,true
REL-008318,PERSON,PERSON-002417,OWNS,ACCOUNT,ACCT-002263,2023-04-06T19:58:00,,1.0,synthetic,,,true
REL-008319,PERSON,PERSON-002094,OWNS,PHONE,PHONE-002289,2023-04-06T19:58:00,,1.0,synthetic,,,true
REL-008320,PERSON,PERSON-002094,OWNS,VEHICLE,VEH-001148,2023-04-06T19:58:00,,1.0,synthetic,,,true
REL-008321,PERSON,PERSON-002094,OWNS,ACCOUNT,ACCT-002264,2023-04-06T19:58:00,,1.0,synthetic,,,true
REL-008322,PERSON,PERSON-001687,OWNS,PHONE,PHONE-002290,2023-04-06T19:58:00,,1.0,synthetic,,,true
REL-008323,PERSON,PERSON-001687,OWNS,ACCOUNT,ACCT-002265,2023-04-06T19:58:00,,1.0,synthetic,,,true
REL-008324,PERSON,PERSON-001381,OWNS,PHONE,PHONE-002291,2023-04-06T19:58:00,,1.0,synthetic,,,true
REL-008325,PERSON,PERSON-001381,OWNS,PHONE,PHONE-002292,2023-04-06T19:58:00,,1.0,synthetic,,,true
REL-008326,PERSON,PERSON-001381,OWNS,ACCOUNT,ACCT-002266,2023-04-06T19:58:00,,1.0,synthetic,,,true
REL-008327,PERSON,PERSON-000103,OWNS,PHONE,PHONE-002293,2023-04-06T19:58:00,,1.0,synthetic,,,true
REL-008328,PERSON,PERSON-000103,OWNS,VEHICLE,VEH-001149,2023-04-06T19:58:00,,1.0,synthetic,,,true
REL-008329,PERSON,PERSON-000103,OWNS,ACCOUNT,ACCT-002267,2023-04-06T19:58:00,,1.0,synthetic,,,true
REL-008330,PERSON,PERSON-000357,OWNS,PHONE,PHONE-002294,2023-04-06T19:58:00,,1.0,synthetic,,,true
REL-008331,PERSON,PERSON-000357,OWNS,VEHICLE,VEH-001150,2023-04-06T19:58:00,,1.0,synthetic,,,true
REL-008332,PERSON,PERSON-000357,OWNS,ACCOUNT,ACCT-002268,2023-04-06T19:58:00,,1.0,synthetic,,,true
REL-008333,PERSON,PERSON-001381,SUSPECT_IN,CASE,CASE-000240,2023-04-06T19:58:00,,1.0,synthetic,CASE-000240,,true
REL-008334,PERSON,PERSON-000407,SUSPECT_IN,CASE,CASE-000240,2023-04-06T19:58:00,,1.0,synthetic,CASE-000240,,true
REL-008335,PERSON,PERSON-000419,SUSPECT_IN,CASE,CASE-000240,2023-04-06T19:58:00,,1.0,synthetic,CASE-000240,,true
REL-008336,PERSON,PERSON-000357,SUSPECT_IN,CASE,CASE-000240,2023-04-06T19:58:00,,1.0,synthetic,CASE-000240,,true
REL-008337,PERSON,PERSON-001774,OBSERVED_IN,CASE,CASE-000240,2023-04-06T19:58:00,,0.78,synthetic,CASE-000240,,true
REL-008338,PERSON,PERSON-002737,OBSERVED_IN,CASE,CASE-000240,2023-04-06T19:58:00,,0.86,synthetic,CASE-000240,,true
REL-008339,PERSON,PERSON-002417,OBSERVED_IN,CASE,CASE-000240,2023-04-06T19:58:00,,0.86,synthetic,CASE-000240,,true
REL-008340,PERSON,PERSON-002094,OBSERVED_IN,CASE,CASE-000240,2023-04-06T19:58:00,,0.91,synthetic,CASE-000240,,true
REL-008341,PERSON,PERSON-001687,OBSERVED_IN,CASE,CASE-000240,2023-04-06T19:58:00,,0.74,synthetic,CASE-000240,,true
REL-008342,PERSON,PERSON-000103,OBSERVED_IN,CASE,CASE-000240,2023-04-06T19:58:00,,0.82,synthetic,CASE-000240,,true
REL-008343,ORGANIZATION,ORG-000240,ASSOCIATED_WITH,CASE,CASE-000240,2023-04-06T19:58:00,,0.82,synthetic,CASE-000240,,true
REL-008344,PERSON,PERSON-000103,MEMBER_OF,ORGANIZATION,ORG-000240,2023-04-06T19:58:00,,0.87,synthetic,CASE-000240,,true
REL-008345,PERSON,PERSON-000611,OWNS,PHONE,PHONE-002295,2023-05-30T12:37:00,,1.0,synthetic,,,true
REL-008346,PERSON,PERSON-000611,OWNS,ACCOUNT,ACCT-002269,2023-05-30T12:37:00,,1.0,synthetic,,,true
REL-008347,PERSON,PERSON-002438,OWNS,PHONE,PHONE-002296,2023-05-30T12:37:00,,1.0,synthetic,,,true
REL-008348,PERSON,PERSON-002438,OWNS,ACCOUNT,ACCT-002270,2023-05-30T12:37:00,,1.0,synthetic,,,true
REL-008349,PERSON,PERSON-001596,OWNS,PHONE,PHONE-002297,2023-05-30T12:37:00,,1.0,synthetic,,,true
REL-008350,PERSON,PERSON-001596,OWNS,VEHICLE,VEH-001151,2023-05-30T12:37:00,,1.0,synthetic,,,true
REL-008351,PERSON,PERSON-001596,OWNS,ACCOUNT,ACCT-002271,2023-05-30T12:37:00,,1.0,synthetic,,,true
REL-008352,PERSON,PERSON-001363,OWNS,PHONE,PHONE-002298,2023-05-30T12:37:00,,1.0,synthetic,,,true
REL-008353,PERSON,PERSON-001363,OWNS,ACCOUNT,ACCT-002272,2023-05-30T12:37:00,,1.0,synthetic,,,true
REL-008354,PERSON,PERSON-000060,OWNS,PHONE,PHONE-002299,2023-05-30T12:37:00,,1.0,synthetic,,,true
REL-008355,PERSON,PERSON-000060,OWNS,ACCOUNT,ACCT-002273,2023-05-30T12:37:00,,1.0,synthetic,,,true
REL-008356,PERSON,PERSON-000832,OWNS,PHONE,PHONE-002300,2023-05-30T12:37:00,,1.0,synthetic,,,true
REL-008357,PERSON,PERSON-000832,OWNS,VEHICLE,VEH-001152,2023-05-30T12:37:00,,1.0,synthetic,,,true
REL-008358,PERSON,PERSON-000832,OWNS,ACCOUNT,ACCT-002274,2023-05-30T12:37:00,,1.0,synthetic,,,true
REL-008359,PERSON,PERSON-000635,OWNS,PHONE,PHONE-002301,2023-05-30T12:37:00,,1.0,synthetic,,,true
REL-008360,PERSON,PERSON-000635,OWNS,VEHICLE,VEH-001153,2023-05-30T12:37:00,,1.0,synthetic,,,true
REL-008361,PERSON,PERSON-000635,OWNS,ACCOUNT,ACCT-002275,2023-05-30T12:37:00,,1.0,synthetic,,,true
REL-008362,PERSON,PERSON-000635,OWNS,ACCOUNT,ACCT-002276,2023-05-30T12:37:00,,1.0,synthetic,,,true
REL-008363,PERSON,PERSON-001619,OWNS,PHONE,PHONE-002302,2023-05-30T12:37:00,,1.0,synthetic,,,true
REL-008364,PERSON,PERSON-001619,OWNS,VEHICLE,VEH-001154,2023-05-30T12:37:00,,1.0,synthetic,,,true
REL-008365,PERSON,PERSON-001619,OWNS,ACCOUNT,ACCT-002277,2023-05-30T12:37:00,,1.0,synthetic,,,true
REL-008366,PERSON,PERSON-001619,OWNS,ACCOUNT,ACCT-002278,2023-05-30T12:37:00,,1.0,synthetic,,,true
REL-008367,PERSON,PERSON-002847,OWNS,PHONE,PHONE-002303,2023-05-30T12:37:00,,1.0,synthetic,,,true
REL-008368,PERSON,PERSON-002847,OWNS,PHONE,PHONE-002304,2023-05-30T12:37:00,,1.0,synthetic,,,true
REL-008369,PERSON,PERSON-002847,OWNS,VEHICLE,VEH-001155,2023-05-30T12:37:00,,1.0,synthetic,,,true
REL-008370,PERSON,PERSON-002847,OWNS,ACCOUNT,ACCT-002279,2023-05-30T12:37:00,,1.0,synthetic,,,true
REL-008371,PERSON,PERSON-001847,OWNS,PHONE,PHONE-002305,2023-05-30T12:37:00,,1.0,synthetic,,,true
REL-008372,PERSON,PERSON-001847,OWNS,ACCOUNT,ACCT-002280,2023-05-30T12:37:00,,1.0,synthetic,,,true
REL-008373,PERSON,PERSON-001596,SUSPECT_IN,CASE,CASE-000241,2023-05-30T12:37:00,,1.0,synthetic,CASE-000241,,true
REL-008374,PERSON,PERSON-002438,SUSPECT_IN,CASE,CASE-000241,2023-05-30T12:37:00,,1.0,synthetic,CASE-000241,,true
REL-008375,PERSON,PERSON-000832,SUSPECT_IN,CASE,CASE-000241,2023-05-30T12:37:00,,1.0,synthetic,CASE-000241,,true
REL-008376,PERSON,PERSON-002847,SUSPECT_IN,CASE,CASE-000241,2023-05-30T12:37:00,,1.0,synthetic,CASE-000241,,true
REL-008377,PERSON,PERSON-000060,SUSPECT_IN,CASE,CASE-000241,2023-05-30T12:37:00,,1.0,synthetic,CASE-000241,,true
REL-008378,PERSON,PERSON-001619,SUSPECT_IN,CASE,CASE-000241,2023-05-30T12:37:00,,1.0,synthetic,CASE-000241,,true
REL-008379,PERSON,PERSON-001847,OBSERVED_IN,CASE,CASE-000241,2023-05-30T12:37:00,,0.94,synthetic,CASE-000241,,true
REL-008380,PERSON,PERSON-000611,OBSERVED_IN,CASE,CASE-000241,2023-05-30T12:37:00,,0.66,synthetic,CASE-000241,,true
REL-008381,PERSON,PERSON-000635,OBSERVED_IN,CASE,CASE-000241,2023-05-30T12:37:00,,0.67,synthetic,CASE-000241,,true
REL-008382,PERSON,PERSON-001363,OBSERVED_IN,CASE,CASE-000241,2023-05-30T12:37:00,,0.74,synthetic,CASE-000241,,true
REL-008383,ORGANIZATION,ORG-000241,ASSOCIATED_WITH,CASE,CASE-000241,2023-05-30T12:37:00,,0.82,synthetic,CASE-000241,,true
REL-008384,PERSON,PERSON-000635,MEMBER_OF,ORGANIZATION,ORG-000241,2023-05-30T12:37:00,,0.95,synthetic,CASE-000241,,true
REL-008385,PERSON,PERSON-000060,CONTROLS,ORGANIZATION,ORG-000241,2023-05-30T12:37:00,,0.92,synthetic,CASE-000241,,true
REL-008386,PERSON,PERSON-000909,OWNS,PHONE,PHONE-002306,2023-02-24T08:29:00,,1.0,synthetic,,,true
REL-008387,PERSON,PERSON-000909,OWNS,PHONE,PHONE-002307,2023-02-24T08:29:00,,1.0,synthetic,,,true
REL-008388,PERSON,PERSON-000909,OWNS,VEHICLE,VEH-001156,2023-02-24T08:29:00,,1.0,synthetic,,,true
REL-008389,PERSON,PERSON-000909,OWNS,ACCOUNT,ACCT-002281,2023-02-24T08:29:00,,1.0,synthetic,,,true
REL-008390,PERSON,PERSON-002821,OWNS,PHONE,PHONE-002308,2023-02-24T08:29:00,,1.0,synthetic,,,true
REL-008391,PERSON,PERSON-002821,OWNS,PHONE,PHONE-002309,2023-02-24T08:29:00,,1.0,synthetic,,,true
REL-008392,PERSON,PERSON-002821,OWNS,VEHICLE,VEH-001157,2023-02-24T08:29:00,,1.0,synthetic,,,true
REL-008393,PERSON,PERSON-002821,OWNS,ACCOUNT,ACCT-002282,2023-02-24T08:29:00,,1.0,synthetic,,,true
REL-008394,PERSON,PERSON-001558,OWNS,PHONE,PHONE-002310,2023-02-24T08:29:00,,1.0,synthetic,,,true
REL-008395,PERSON,PERSON-001558,OWNS,ACCOUNT,ACCT-002283,2023-02-24T08:29:00,,1.0,synthetic,,,true
REL-008396,PERSON,PERSON-000540,OWNS,PHONE,PHONE-002311,2023-02-24T08:29:00,,1.0,synthetic,,,true
REL-008397,PERSON,PERSON-000540,OWNS,PHONE,PHONE-002312,2023-02-24T08:29:00,,1.0,synthetic,,,true
REL-008398,PERSON,PERSON-000540,OWNS,VEHICLE,VEH-001158,2023-02-24T08:29:00,,1.0,synthetic,,,true
REL-008399,PERSON,PERSON-000540,OWNS,ACCOUNT,ACCT-002284,2023-02-24T08:29:00,,1.0,synthetic,,,true
REL-008400,PERSON,PERSON-001474,OWNS,PHONE,PHONE-002313,2023-02-24T08:29:00,,1.0,synthetic,,,true
REL-008401,PERSON,PERSON-001474,OWNS,ACCOUNT,ACCT-002285,2023-02-24T08:29:00,,1.0,synthetic,,,true
REL-008402,PERSON,PERSON-000180,OWNS,PHONE,PHONE-002314,2023-02-24T08:29:00,,1.0,synthetic,,,true
REL-008403,PERSON,PERSON-000180,OWNS,PHONE,PHONE-002315,2023-02-24T08:29:00,,1.0,synthetic,,,true
REL-008404,PERSON,PERSON-000180,OWNS,VEHICLE,VEH-001159,2023-02-24T08:29:00,,1.0,synthetic,,,true
REL-008405,PERSON,PERSON-000180,OWNS,ACCOUNT,ACCT-002286,2023-02-24T08:29:00,,1.0,synthetic,,,true
REL-008406,PERSON,PERSON-001610,OWNS,PHONE,PHONE-002316,2023-02-24T08:29:00,,1.0,synthetic,,,true
REL-008407,PERSON,PERSON-001610,OWNS,PHONE,PHONE-002317,2023-02-24T08:29:00,,1.0,synthetic,,,true
REL-008408,PERSON,PERSON-001610,OWNS,VEHICLE,VEH-001160,2023-02-24T08:29:00,,1.0,synthetic,,,true
REL-008409,PERSON,PERSON-001610,OWNS,ACCOUNT,ACCT-002287,2023-02-24T08:29:00,,1.0,synthetic,,,true
REL-008410,PERSON,PERSON-000267,OWNS,PHONE,PHONE-002318,2023-02-24T08:29:00,,1.0,synthetic,,,true
REL-008411,PERSON,PERSON-000267,OWNS,PHONE,PHONE-002319,2023-02-24T08:29:00,,1.0,synthetic,,,true
REL-008412,PERSON,PERSON-000267,OWNS,VEHICLE,VEH-001161,2023-02-24T08:29:00,,1.0,synthetic,,,true
REL-008413,PERSON,PERSON-000267,OWNS,ACCOUNT,ACCT-002288,2023-02-24T08:29:00,,1.0,synthetic,,,true
REL-008414,PERSON,PERSON-002618,OWNS,PHONE,PHONE-002320,2023-02-24T08:29:00,,1.0,synthetic,,,true
REL-008415,PERSON,PERSON-002618,OWNS,PHONE,PHONE-002321,2023-02-24T08:29:00,,1.0,synthetic,,,true
REL-008416,PERSON,PERSON-002618,OWNS,VEHICLE,VEH-001162,2023-02-24T08:29:00,,1.0,synthetic,,,true
REL-008417,PERSON,PERSON-002618,OWNS,ACCOUNT,ACCT-002289,2023-02-24T08:29:00,,1.0,synthetic,,,true
REL-008418,PERSON,PERSON-000440,OWNS,PHONE,PHONE-002322,2023-02-24T08:29:00,,1.0,synthetic,,,true
REL-008419,PERSON,PERSON-000440,OWNS,PHONE,PHONE-002323,2023-02-24T08:29:00,,1.0,synthetic,,,true
REL-008420,PERSON,PERSON-000440,OWNS,ACCOUNT,ACCT-002290,2023-02-24T08:29:00,,1.0,synthetic,,,true
REL-008421,PERSON,PERSON-000440,OWNS,ACCOUNT,ACCT-002291,2023-02-24T08:29:00,,1.0,synthetic,,,true
REL-008422,PERSON,PERSON-001558,SUSPECT_IN,CASE,CASE-000242,2023-02-24T08:29:00,,1.0,synthetic,CASE-000242,,true
REL-008423,PERSON,PERSON-000909,SUSPECT_IN,CASE,CASE-000242,2023-02-24T08:29:00,,1.0,synthetic,CASE-000242,,true
REL-008424,PERSON,PERSON-002821,OBSERVED_IN,CASE,CASE-000242,2023-02-24T08:29:00,,0.7,synthetic,CASE-000242,,true
REL-008425,PERSON,PERSON-000540,OBSERVED_IN,CASE,CASE-000242,2023-02-24T08:29:00,,0.75,synthetic,CASE-000242,,true
REL-008426,PERSON,PERSON-001474,OBSERVED_IN,CASE,CASE-000242,2023-02-24T08:29:00,,0.77,synthetic,CASE-000242,,true
REL-008427,PERSON,PERSON-000180,OBSERVED_IN,CASE,CASE-000242,2023-02-24T08:29:00,,0.84,synthetic,CASE-000242,,true
REL-008428,PERSON,PERSON-001610,OBSERVED_IN,CASE,CASE-000242,2023-02-24T08:29:00,,0.92,synthetic,CASE-000242,,true
REL-008429,PERSON,PERSON-000267,OBSERVED_IN,CASE,CASE-000242,2023-02-24T08:29:00,,0.93,synthetic,CASE-000242,,true
REL-008430,PERSON,PERSON-002618,OBSERVED_IN,CASE,CASE-000242,2023-02-24T08:29:00,,0.82,synthetic,CASE-000242,,true
REL-008431,PERSON,PERSON-000440,OBSERVED_IN,CASE,CASE-000242,2023-02-24T08:29:00,,0.9,synthetic,CASE-000242,,true
REL-008432,ORGANIZATION,ORG-000242,ASSOCIATED_WITH,CASE,CASE-000242,2023-02-24T08:29:00,,0.82,synthetic,CASE-000242,,true
REL-008433,PERSON,PERSON-001558,CONTROLS,ORGANIZATION,ORG-000242,2023-02-24T08:29:00,,0.9,synthetic,CASE-000242,,true
REL-008434,PERSON,PERSON-000909,WORKS_WITH,ORGANIZATION,ORG-000242,2023-02-24T08:29:00,,0.94,synthetic,CASE-000242,,true
