event_id,case_id,event_type,timestamp,location_id,person_id,vehicle_id,phone_id,description,source,confidence,synthetic_flag
EVENT-002068,CASE-000207,MEETING,2023-12-06T03:53:00,LOC-000613,PERSON-000635,VEH-000666,PHONE-001145,Synthetic timeline event,synthetic,0.94,true
EVENT-002069,CASE-000207,MOVEMENT,2023-12-06T09:50:00,LOC-000614,PERSON-001542,VEH-000342,PHONE-001975,Synthetic timeline event,synthetic,0.83,true
EVENT-002070,CASE-000208,REPORT,2023-11-11T11:59:00,LOC-000616,PERSON-001043,VEH-000505,PHONE-000978,Synthetic timeline event,synthetic,0.68,true
EVENT-002071,CASE-000208,MOVEMENT,2023-11-11T14:49:00,LOC-000616,PERSON-001547,VEH-001000,PHONE-001993,Synthetic timeline event,synthetic,0.98,true
EVENT-002072,CASE-000208,MEETING,2023-11-11T08:53:00,LOC-000616,PERSON-001642,VEH-000998,PHONE-001988,Synthetic timeline event,synthetic,0.76,true
EVENT-002073,CASE-000208,OBSERVATION,2023-11-11T16:33:00,LOC-000615,PERSON-002343,VEH-000100,PHONE-000161,Synthetic timeline event,synthetic,0.79,true
EVENT-002074,CASE-000208,TRANSPORT,2023-11-11T05:37:00,LOC-000616,PERSON-001547,VEH-001000,PHONE-001993,Synthetic timeline event,synthetic,0.88,true
EVENT-002075,CASE-000208,DIGITAL_ACTIVITY,2023-11-11T14:49:00,LOC-000615,PERSON-001043,VEH-000999,PHONE-000978,Synthetic timeline event,synthetic,0.66,true
EVENT-002076,CASE-000208,MOVEMENT,2023-11-11T17:40:00,LOC-000616,PERSON-002343,VEH-000100,PHONE-001985,Synthetic timeline event,synthetic,0.65,true
EVENT-002077,CASE-000208,OBSERVATION,2023-11-11T14:04:00,LOC-000615,PERSON-001547,VEH-001000,PHONE-001993,Synthetic timeline event,synthetic,0.88,true
EVENT-002078,CASE-000208,TRANSPORT,2023-11-11T03:35:00,LOC-000616,PERSON-002728,,PHONE-001992,Synthetic timeline event,synthetic,0.85,true
EVENT-002079,CASE-000208,DIGITAL_ACTIVITY,2023-11-11T14:00:00,LOC-000615,PERSON-001547,VEH-001000,PHONE-001993,Synthetic timeline event,synthetic,0.71,true
EVENT-002080,CASE-000209,CONTACT,2023-06-27T16:53:00,LOC-000618,PERSON-002846,VEH-000087,PHONE-001999,Synthetic timeline event,synthetic,0.74,true
EVENT-002081,CASE-000209,DIGITAL_ACTIVITY,2023-06-27T10:29:00,LOC-000619,PERSON-002397,VEH-000812,PHONE-001605,Synthetic timeline event,synthetic,0.92,true
EVENT-002082,CASE-000209,OBSERVATION,2023-06-27T20:15:00,LOC-000618,PERSON-001397,VEH-001003,PHONE-000447,Synthetic timeline event,synthetic,0.73,true
EVENT-002083,CASE-000209,REPORT,2023-06-27T21:37:00,LOC-000618,PERSON-000825,VEH-000793,PHONE-000672,Synthetic timeline event,synthetic,0.97,true
EVENT-002084,CASE-000209,MEETING,2023-06-27T11:50:00,LOC-000619,PERSON-001578,VEH-000795,PHONE-001139,Synthetic timeline event,synthetic,0.64,true
EVENT-002085,CASE-000209,TRANSPORT,2023-06-27T13:38:00,LOC-000617,PERSON-002397,VEH-000812,PHONE-001563,Synthetic timeline event,synthetic,0.9,true
EVENT-002086,CASE-000209,CONTACT,2023-06-27T12:58:00,LOC-000617,PERSON-001578,VEH-000331,PHONE-000675,Synthetic timeline event,synthetic,0.83,true
EVENT-002087,CASE-000209,REPORT,2023-06-28T00:18:00,LOC-000618,PERSON-000825,VEH-000793,PHONE-000924,Synthetic timeline event,synthetic,0.66,true
EVENT-002088,CASE-000209,REPORT,2023-06-27T16:54:00,LOC-000619,PERSON-002304,VEH-000088,PHONE-001399,Synthetic timeline event,synthetic,0.97,true
EVENT-002089,CASE-000209,CONTACT,2023-06-27T11:58:00,LOC-000618,PERSON-001691,VEH-000650,PHONE-001266,Synthetic timeline event,synthetic,0.87,true
EVENT-002090,CASE-000209,MEETING,2023-06-28T00:39:00,LOC-000618,PERSON-001578,VEH-000716,PHONE-000516,Synthetic timeline event,synthetic,0.63,true
EVENT-002091,CASE-000209,DIGITAL_ACTIVITY,2023-06-27T21:23:00,LOC-000618,PERSON-001578,VEH-000795,PHONE-001259,Synthetic timeline event,synthetic,0.96,true
EVENT-002092,CASE-000209,DIGITAL_ACTIVITY,2023-06-27T14:20:00,LOC-000618,PERSON-002846,VEH-000087,PHONE-001265,Synthetic timeline event,synthetic,0.63,true
EVENT-002093,CASE-000210,REPORT,2023-07-05T01:31:00,LOC-000621,PERSON-002757,VEH-000671,PHONE-001515,Synthetic timeline event,synthetic,0.62,true
EVENT-002094,CASE-000210,TRANSPORT,2023-07-05T00:21:00,LOC-000622,PERSON-002757,VEH-000471,PHONE-001420,Synthetic timeline event,synthetic,0.75,true
EVENT-002095,CASE-000210,TRANSPORT,2023-07-05T01:21:00,LOC-000623,PERSON-001869,VEH-000904,PHONE-002007,Synthetic timeline event,synthetic,0.89,true
EVENT-002096,CASE-000210,REPORT,2023-07-05T07:13:00,LOC-000622,PERSON-002757,VEH-000209,PHONE-000460,Synthetic timeline event,synthetic,0.89,true
EVENT-002097,CASE-000210,REPORT,2023-07-05T13:04:00,LOC-000620,PERSON-001869,VEH-000904,PHONE-001687,Synthetic timeline event,synthetic,0.76,true
EVENT-002098,CASE-000210,OBSERVATION,2023-07-05T14:50:00,LOC-000621,PERSON-000111,VEH-001006,PHONE-001354,Synthetic timeline event,synthetic,0.97,true
EVENT-002099,CASE-000210,MOVEMENT,2023-07-05T11:20:00,LOC-000622,PERSON-001869,VEH-000904,PHONE-001893,Synthetic timeline event,synthetic,0.62,true
EVENT-002100,CASE-000210,MOVEMENT,2023-07-05T15:46:00,LOC-000620,PERSON-000111,VEH-001006,PHONE-001881,Synthetic timeline event,synthetic,0.64,true
EVENT-002101,CASE-000210,CONTACT,2023-07-05T04:55:00,LOC-000623,PERSON-001869,VEH-000904,PHONE-002007,Synthetic timeline event,synthetic,0.89,true
EVENT-002102,CASE-000210,DIGITAL_ACTIVITY,2023-07-05T14:03:00,LOC-000620,PERSON-002757,VEH-000727,PHONE-001013,Synthetic timeline event,synthetic,0.82,true
EVENT-002103,CASE-000210,OBSERVATION,2023-07-05T05:04:00,LOC-000620,PERSON-001869,VEH-000904,PHONE-001892,Synthetic timeline event,synthetic,0.7,true
EVENT-002104,CASE-000210,TRANSPORT,2023-07-05T09:44:00,LOC-000621,PERSON-002757,VEH-000727,PHONE-001305,Synthetic timeline event,synthetic,0.75,true
EVENT-002105,CASE-000210,DIGITAL_ACTIVITY,2023-07-05T07:48:00,LOC-000622,PERSON-001869,VEH-000904,PHONE-001687,Synthetic timeline event,synthetic,0.78,true
EVENT-002106,CASE-000211,MOVEMENT,2023-01-17T09:48:00,LOC-000624,PERSON-001667,VEH-000444,PHONE-001739,Synthetic timeline event,synthetic,0.79,true
EVENT-002107,CASE-000211,REPORT,2023-01-17T02:13:00,LOC-000625,PERSON-001589,VEH-000142,PHONE-000897,Synthetic timeline event,synthetic,0.93,true
EVENT-002108,CASE-000211,CONTACT,2023-01-17T03:47:00,LOC-000626,PERSON-001670,VEH-000741,PHONE-000589,Synthetic timeline event,synthetic,0.74,true
EVENT-002109,CASE-000211,TRANSPORT,2023-01-17T05:42:00,LOC-000625,PERSON-001667,VEH-000169,PHONE-001333,Synthetic timeline event,synthetic,0.94,true
EVENT-002110,CASE-000211,DIGITAL_ACTIVITY,2023-01-17T13:17:00,LOC-000626,PERSON-001667,VEH-000169,PHONE-000272,Synthetic timeline event,synthetic,0.96,true
EVENT-002111,CASE-000211,DIGITAL_ACTIVITY,2023-01-17T07:25:00,LOC-000626,PERSON-002750,VEH-000140,PHONE-000237,Synthetic timeline event,synthetic,0.74,true
EVENT-002112,CASE-000211,MOVEMENT,2023-01-17T15:07:00,LOC-000624,PERSON-001558,VEH-001009,PHONE-000251,Synthetic timeline event,synthetic,0.73,true
EVENT-002113,CASE-000211,OBSERVATION,2023-01-17T00:31:00,LOC-000626,PERSON-000950,VEH-000226,PHONE-002013,Synthetic timeline event,synthetic,0.85,true
EVENT-002114,CASE-000211,REPORT,2023-01-17T08:21:00,LOC-000625,PERSON-001210,VEH-000778,PHONE-001530,Synthetic timeline event,synthetic,0.74,true
EVENT-002115,CASE-000212,MEETING,2023-12-10T10:54:00,LOC-000628,PERSON-002704,,PHONE-002018,Synthetic timeline event,synthetic,0.62,true
EVENT-002116,CASE-000212,MEETING,2023-12-10T10:24:00,LOC-000628,PERSON-002757,VEH-001015,PHONE-000284,Synthetic timeline event,synthetic,0.82,true
EVENT-002117,CASE-000212,REPORT,2023-12-10T09:35:00,LOC-000627,PERSON-000063,VEH-000524,PHONE-000457,Synthetic timeline event,synthetic,0.72,true
EVENT-002118,CASE-000212,MEETING,2023-12-10T03:07:00,LOC-000628,PERSON-002704,,PHONE-002019,Synthetic timeline event,synthetic,0.94,true
EVENT-002119,CASE-000212,MEETING,2023-12-09T22:02:00,LOC-000628,PERSON-002757,VEH-000671,PHONE-002006,Synthetic timeline event,synthetic,0.76,true
EVENT-002120,CASE-000212,REPORT,2023-12-10T09:05:00,LOC-000628,PERSON-000863,VEH-000784,PHONE-001513,Synthetic timeline event,synthetic,0.97,true
EVENT-002121,CASE-000212,REPORT,2023-12-10T09:14:00,LOC-000627,PERSON-000863,VEH-000138,PHONE-001544,Synthetic timeline event,synthetic,0.95,true
EVENT-002122,CASE-000213,CONTACT,2023-08-10T07:00:00,LOC-000630,PERSON-002197,VEH-001017,PHONE-001929,Synthetic timeline event,synthetic,0.62,true
EVENT-002123,CASE-000213,OBSERVATION,2023-08-09T23:40:00,LOC-000632,PERSON-001492,,PHONE-000119,Synthetic timeline event,synthetic,0.73,true
EVENT-002124,CASE-000213,TRANSPORT,2023-08-09T20:10:00,LOC-000630,PERSON-000703,VEH-000123,PHONE-000118,Synthetic timeline event,synthetic,0.95,true
EVENT-002125,CASE-000213,DIGITAL_ACTIVITY,2023-08-10T09:03:00,LOC-000630,PERSON-002449,VEH-001016,PHONE-001748,Synthetic timeline event,synthetic,0.72,true
EVENT-002126,CASE-000213,DIGITAL_ACTIVITY,2023-08-10T06:42:00,LOC-000632,PERSON-001492,,PHONE-002030,Synthetic timeline event,synthetic,0.67,true
EVENT-002127,CASE-000213,MOVEMENT,2023-08-09T20:48:00,LOC-000629,PERSON-000703,VEH-001018,PHONE-002029,Synthetic timeline event,synthetic,0.77,true
EVENT-002128,CASE-000213,CONTACT,2023-08-10T03:23:00,LOC-000632,PERSON-000569,VEH-000967,PHONE-001750,Synthetic timeline event,synthetic,0.63,true
EVENT-002129,CASE-000213,CONTACT,2023-08-10T06:26:00,LOC-000632,PERSON-000569,VEH-000967,PHONE-001750,Synthetic timeline event,synthetic,0.79,true
EVENT-002130,CASE-000213,MOVEMENT,2023-08-10T01:33:00,LOC-000629,PERSON-001492,,PHONE-000119,Synthetic timeline event,synthetic,0.77,true
EVENT-002131,CASE-000213,TRANSPORT,2023-08-10T08:02:00,LOC-000630,PERSON-002449,VEH-001016,PHONE-002026,Synthetic timeline event,synthetic,0.6,true
EVENT-002132,CASE-000213,OBSERVATION,2023-08-10T08:19:00,LOC-000631,PERSON-001492,,PHONE-000119,Synthetic timeline event,synthetic,0.96,true
EVENT-002133,CASE-000213,REPORT,2023-08-09T22:08:00,LOC-000629,PERSON-001205,VEH-000738,PHONE-000128,Synthetic timeline event,synthetic,0.96,true
EVENT-002134,CASE-000214,CONTACT,2023-11-06T10:32:00,LOC-000634,PERSON-000863,VEH-000245,PHONE-001346,Synthetic timeline event,synthetic,0.86,true
EVENT-002135,CASE-000214,MEETING,2023-11-06T10:07:00,LOC-000634,PERSON-001205,VEH-000603,PHONE-001156,Synthetic timeline event,synthetic,0.77,true
EVENT-002136,CASE-000214,MOVEMENT,2023-11-06T16:28:00,LOC-000635,PERSON-000621,VEH-000145,PHONE-001524,Synthetic timeline event,synthetic,0.89,true
EVENT-002137,CASE-000214,TRANSPORT,2023-11-06T11:14:00,LOC-000636,PERSON-001205,VEH-000338,PHONE-002037,Synthetic timeline event,synthetic,0.85,true
EVENT-002138,CASE-000214,TRANSPORT,2023-11-06T08:25:00,LOC-000634,PERSON-000863,VEH-000109,PHONE-001575,Synthetic timeline event,synthetic,0.63,true
EVENT-002139,CASE-000214,DIGITAL_ACTIVITY,2023-11-06T18:03:00,LOC-000633,PERSON-000863,VEH-000245,PHONE-000512,Synthetic timeline event,synthetic,0.66,true
EVENT-002140,CASE-000214,REPORT,2023-11-06T21:03:00,LOC-000635,PERSON-002275,VEH-001020,PHONE-002032,Synthetic timeline event,synthetic,0.65,true
EVENT-002141,CASE-000214,REPORT,2023-11-06T20:53:00,LOC-000633,PERSON-002999,VEH-000428,PHONE-001432,Synthetic timeline event,synthetic,0.84,true
EVENT-002142,CASE-000215,DIGITAL_ACTIVITY,2023-08-30T22:22:00,LOC-000639,PERSON-000272,VEH-001025,PHONE-002042,Synthetic timeline event,synthetic,0.61,true
EVENT-002143,CASE-000215,TRANSPORT,2023-08-31T03:41:00,LOC-000639,PERSON-002343,VEH-001023,PHONE-000161,Synthetic timeline event,synthetic,0.94,true
EVENT-002144,CASE-000215,MOVEMENT,2023-08-31T11:27:00,LOC-000638,PERSON-000950,VEH-000226,PHONE-000410,Synthetic timeline event,synthetic,0.83,true
EVENT-002145,CASE-000215,CONTACT,2023-08-31T04:15:00,LOC-000637,PERSON-000272,VEH-001025,PHONE-002042,Synthetic timeline event,synthetic,0.67,true
EVENT-002146,CASE-000215,TRANSPORT,2023-08-31T11:03:00,LOC-000640,PERSON-001331,VEH-000102,PHONE-002039,Synthetic timeline event,synthetic,0.93,true
EVENT-002147,CASE-000215,TRANSPORT,2023-08-31T05:02:00,LOC-000637,PERSON-001331,VEH-000102,PHONE-002039,Synthetic timeline event,synthetic,0.79,true
EVENT-002148,CASE-000215,REPORT,2023-08-30T23:54:00,LOC-000640,PERSON-002728,,PHONE-002043,Synthetic timeline event,synthetic,0.99,true
EVENT-002149,CASE-000215,MEETING,2023-08-30T23:06:00,LOC-000638,PERSON-000950,VEH-001024,PHONE-002014,Synthetic timeline event,synthetic,0.68,true
EVENT-002150,CASE-000215,MOVEMENT,2023-08-30T20:24:00,LOC-000638,PERSON-002728,,PHONE-002043,Synthetic timeline event,synthetic,0.77,true
EVENT-002151,CASE-000216,CONTACT,2023-04-28T22:28:00,LOC-000641,PERSON-001796,VEH-001028,PHONE-000910,Synthetic timeline event,synthetic,0.95,true
EVENT-002152,CASE-000216,CONTACT,2023-04-29T00:41:00,LOC-000641,PERSON-000845,VEH-000114,PHONE-000180,Synthetic timeline event,synthetic,0.81,true
EVENT-002153,CASE-000216,CONTACT,2023-04-29T04:08:00,LOC-000641,PERSON-000096,VEH-000597,PHONE-000566,Synthetic timeline event,synthetic,0.68,true
EVENT-002154,CASE-000216,TRANSPORT,2023-04-28T23:48:00,LOC-000641,PERSON-000121,VEH-001027,PHONE-001149,Synthetic timeline event,synthetic,0.9,true
EVENT-002155,CASE-000216,REPORT,2023-04-28T16:04:00,LOC-000641,PERSON-000121,VEH-001027,PHONE-001149,Synthetic timeline event,synthetic,0.83,true
EVENT-002156,CASE-000216,MOVEMENT,2023-04-28T17:45:00,LOC-000642,PERSON-000845,VEH-001030,PHONE-000567,Synthetic timeline event,synthetic,0.77,true
EVENT-002157,CASE-000216,REPORT,2023-04-28T17:47:00,LOC-000641,PERSON-001796,VEH-001028,PHONE-000910,Synthetic timeline event,synthetic,0.94,true
EVENT-002158,CASE-000216,MOVEMENT,2023-04-29T04:04:00,LOC-000641,PERSON-002418,VEH-000598,PHONE-001936,Synthetic timeline event,synthetic,0.66,true
EVENT-002159,CASE-000216,DIGITAL_ACTIVITY,2023-04-28T19:10:00,LOC-000641,PERSON-000845,VEH-000114,PHONE-000180,Synthetic timeline event,synthetic,0.9,true
EVENT-002160,CASE-000216,MOVEMENT,2023-04-29T04:23:00,LOC-000641,PERSON-002418,VEH-001029,PHONE-001936,Synthetic timeline event,synthetic,0.86,true
EVENT-002161,CASE-000217,OBSERVATION,2023-11-17T16:44:00,LOC-000645,PERSON-001552,VEH-000830,PHONE-002064,Synthetic timeline event,synthetic,0.78,true
EVENT-002162,CASE-000217,TRANSPORT,2023-11-17T11:04:00,LOC-000645,PERSON-001558,VEH-001009,PHONE-000251,Synthetic timeline event,synthetic,0.93,true
EVENT-002163,CASE-000217,TRANSPORT,2023-11-17T18:36:00,LOC-000644,PERSON-001552,VEH-000830,PHONE-001628,Synthetic timeline event,synthetic,0.85,true
EVENT-002164,CASE-000217,TRANSPORT,2023-11-17T19:57:00,LOC-000643,PERSON-000440,VEH-000881,PHONE-001280,Synthetic timeline event,synthetic,0.65,true
EVENT-002165,CASE-000217,OBSERVATION,2023-11-17T18:10:00,LOC-000643,PERSON-001558,VEH-001031,PHONE-000305,Synthetic timeline event,synthetic,0.75,true
EVENT-002166,CASE-000217,CONTACT,2023-11-17T10:31:00,LOC-000645,PERSON-001262,VEH-000655,PHONE-002061,Synthetic timeline event,synthetic,0.69,true
EVENT-002167,CASE-000217,MEETING,2023-11-17T13:40:00,LOC-000643,PERSON-001552,VEH-001033,PHONE-001628,Synthetic timeline event,synthetic,0.64,true
EVENT-002168,CASE-000217,TRANSPORT,2023-11-17T12:05:00,LOC-000645,PERSON-001558,VEH-000892,PHONE-000235,Synthetic timeline event,synthetic,0.93,true
EVENT-002169,CASE-000217,CONTACT,2023-11-17T20:57:00,LOC-000643,PERSON-001552,VEH-001033,PHONE-002064,Synthetic timeline event,synthetic,0.64,true
EVENT-002170,CASE-000217,DIGITAL_ACTIVITY,2023-11-17T07:04:00,LOC-000643,PERSON-001262,VEH-000018,PHONE-001053,Synthetic timeline event,synthetic,0.8,true
EVENT-002171,CASE-000217,CONTACT,2023-11-17T09:26:00,LOC-000644,PERSON-001610,VEH-000550,PHONE-000205,Synthetic timeline event,synthetic,0.64,true
EVENT-002172,CASE-000217,DIGITAL_ACTIVITY,2023-11-17T21:29:00,LOC-000646,PERSON-000440,VEH-000881,PHONE-002067,Synthetic timeline event,synthetic,0.78,true
EVENT-002173,CASE-000217,DIGITAL_ACTIVITY,2023-11-17T11:49:00,LOC-000646,PERSON-002060,VEH-000772,PHONE-000262,Synthetic timeline event,synthetic,0.99,true
EVENT-002174,CASE-000218,REPORT,2023-08-21T16:08:00,LOC-000650,PERSON-002999,VEH-000030,PHONE-000958,Synthetic timeline event,synthetic,0.7,true
EVENT-002175,CASE-000218,MOVEMENT,2023-08-21T11:16:00,LOC-000650,PERSON-002517,VEH-000782,PHONE-000870,Synthetic timeline event,synthetic,0.84,true
EVENT-002176,CASE-000218,CONTACT,2023-08-21T16:53:00,LOC-000650,PERSON-001543,VEH-000527,PHONE-001547,Synthetic timeline event,synthetic,0.88,true
EVENT-002177,CASE-000218,REPORT,2023-08-21T09:19:00,LOC-000648,PERSON-001544,VEH-000076,PHONE-001093,Synthetic timeline event,synthetic,0.84,true
EVENT-002178,CASE-000218,DIGITAL_ACTIVITY,2023-08-21T17:31:00,LOC-000650,PERSON-002020,VEH-000604,PHONE-000955,Synthetic timeline event,synthetic,0.95,true
EVENT-002179,CASE-000218,CONTACT,2023-08-21T11:26:00,LOC-000648,PERSON-000538,VEH-000569,PHONE-000228,Synthetic timeline event,synthetic,0.92,true
EVENT-002180,CASE-000218,OBSERVATION,2023-08-21T19:41:00,LOC-000650,PERSON-001540,VEH-000600,PHONE-001943,Synthetic timeline event,synthetic,0.98,true
EVENT-002181,CASE-000218,DIGITAL_ACTIVITY,2023-08-21T22:38:00,LOC-000650,PERSON-002020,VEH-000282,PHONE-001422,Synthetic timeline event,synthetic,0.86,true
EVENT-002182,CASE-000218,DIGITAL_ACTIVITY,2023-08-21T16:00:00,LOC-000647,PERSON-001544,VEH-000320,PHONE-001197,Synthetic timeline event,synthetic,0.61,true
EVENT-002183,CASE-000218,MEETING,2023-08-21T23:02:00,LOC-000648,PERSON-001540,VEH-000975,PHONE-000809,Synthetic timeline event,synthetic,0.7,true
EVENT-002184,CASE-000218,DIGITAL_ACTIVITY,2023-08-21T20:49:00,LOC-000650,PERSON-000538,VEH-001035,PHONE-001171,Synthetic timeline event,synthetic,0.98,true
EVENT-002185,CASE-000218,MOVEMENT,2023-08-21T14:39:00,LOC-000650,PERSON-001540,VEH-000425,PHONE-001943,Synthetic timeline event,synthetic,0.83,true
EVENT-002186,CASE-000219,REPORT,2023-03-11T19:38:00,LOC-000653,PERSON-001610,VEH-001032,PHONE-000096,Synthetic timeline event,synthetic,0.93,true
EVENT-002187,CASE-000219,MEETING,2023-03-11T18:00:00,LOC-000654,PERSON-000440,VEH-000657,PHONE-002092,Synthetic timeline event,synthetic,0.87,true
EVENT-002188,CASE-000219,MEETING,2023-03-11T23:54:00,LOC-000652,PERSON-001558,VEH-001009,PHONE-000400,Synthetic timeline event,synthetic,0.91,true
EVENT-002189,CASE-000219,REPORT,2023-03-11T09:00:00,LOC-000654,PERSON-001610,VEH-001032,PHONE-000206,Synthetic timeline event,synthetic,0.8,true
EVENT-002190,CASE-000219,CONTACT,2023-03-11T14:17:00,LOC-000654,PERSON-002900,VEH-000055,PHONE-000436,Synthetic timeline event,synthetic,0.81,true
EVENT-002191,CASE-000219,REPORT,2023-03-11T08:20:00,LOC-000651,PERSON-000440,VEH-000852,PHONE-002066,Synthetic timeline event,synthetic,0.99,true
EVENT-002192,CASE-000219,MOVEMENT,2023-03-11T15:16:00,LOC-000654,PERSON-001135,VEH-000493,PHONE-002083,Synthetic timeline event,synthetic,0.67,true
EVENT-002193,CASE-000219,DIGITAL_ACTIVITY,2023-03-11T09:07:00,LOC-000653,PERSON-002060,VEH-001042,PHONE-001677,Synthetic timeline event,synthetic,0.91,true
EVENT-002194,CASE-000219,MOVEMENT,2023-03-11T14:46:00,LOC-000652,PERSON-001558,VEH-000548,PHONE-000582,Synthetic timeline event,synthetic,0.7,true
EVENT-002195,CASE-000219,MEETING,2023-03-11T22:27:00,LOC-000651,PERSON-002060,VEH-000772,PHONE-000262,Synthetic timeline event,synthetic,0.61,true
EVENT-002196,CASE-000220,MEETING,2023-09-18T21:43:00,LOC-000657,PERSON-000850,VEH-000640,PHONE-001414,Synthetic timeline event,synthetic,0.98,true
EVENT-002197,CASE-000220,TRANSPORT,2023-09-18T17:21:00,LOC-000655,PERSON-000081,VEH-000241,PHONE-000451,Synthetic timeline event,synthetic,0.72,true
EVENT-002198,CASE-000220,OBSERVATION,2023-09-18T10:19:00,LOC-000656,PERSON-001387,VEH-000956,PHONE-001903,Synthetic timeline event,synthetic,0.65,true
EVENT-002199,CASE-000220,TRANSPORT,2023-09-18T23:43:00,LOC-000657,PERSON-001589,VEH-000448,PHONE-000861,Synthetic timeline event,synthetic,0.95,true
EVENT-002200,CASE-000220,CONTACT,2023-09-18T17:40:00,LOC-000656,PERSON-001387,VEH-000887,PHONE-001755,Synthetic timeline event,synthetic,0.65,true
EVENT-002201,CASE-000220,CONTACT,2023-09-18T19:43:00,LOC-000655,PERSON-001259,VEH-000819,PHONE-000169,Synthetic timeline event,synthetic,0.85,true
EVENT-002202,CASE-000220,MEETING,2023-09-18T10:27:00,LOC-000655,PERSON-000081,VEH-000817,PHONE-001714,Synthetic timeline event,synthetic,0.8,true
EVENT-002203,CASE-000220,MOVEMENT,2023-09-18T12:18:00,LOC-000656,PERSON-001259,VEH-000963,PHONE-001615,Synthetic timeline event,synthetic,0.81,true
EVENT-002204,CASE-000220,CONTACT,2023-09-18T19:40:00,LOC-000657,PERSON-000850,VEH-000242,PHONE-001570,Synthetic timeline event,synthetic,0.61,true
EVENT-002205,CASE-000220,MEETING,2023-09-18T11:14:00,LOC-000656,PERSON-000850,VEH-000931,PHONE-001616,Synthetic timeline event,synthetic,0.96,true
EVENT-002206,CASE-000221,TRANSPORT,2023-10-15T20:34:00,LOC-000660,PERSON-001262,VEH-000655,PHONE-000257,Synthetic timeline event,synthetic,0.74,true
EVENT-002207,CASE-000221,DIGITAL_ACTIVITY,2023-10-16T04:48:00,LOC-000661,PERSON-002821,VEH-000980,PHONE-002102,Synthetic timeline event,synthetic,0.69,true
EVENT-002208,CASE-000221,OBSERVATION,2023-10-16T08:08:00,LOC-000658,PERSON-000792,VEH-000291,PHONE-001963,Synthetic timeline event,synthetic,0.62,true
EVENT-002209,CASE-000221,TRANSPORT,2023-10-15T21:12:00,LOC-000659,PERSON-000792,VEH-000547,PHONE-001676,Synthetic timeline event,synthetic,0.79,true
EVENT-002210,CASE-000221,MEETING,2023-10-16T02:52:00,LOC-000660,PERSON-000440,VEH-000881,PHONE-002092,Synthetic timeline event,synthetic,0.61,true
EVENT-002211,CASE-000221,TRANSPORT,2023-10-15T22:41:00,LOC-000660,PERSON-002821,VEH-000980,PHONE-000252,Synthetic timeline event,synthetic,0.61,true
EVENT-002212,CASE-000221,REPORT,2023-10-15T19:03:00,LOC-000658,PERSON-001115,VEH-000146,PHONE-001051,Synthetic timeline event,synthetic,0.94,true
EVENT-002213,CASE-000221,MOVEMENT,2023-10-16T09:26:00,LOC-000661,PERSON-002999,VEH-001022,PHONE-000814,Synthetic timeline event,synthetic,0.83,true
EVENT-002214,CASE-000221,DIGITAL_ACTIVITY,2023-10-15T22:00:00,LOC-000661,PERSON-002999,VEH-000607,PHONE-000233,Synthetic timeline event,synthetic,0.96,true
EVENT-002215,CASE-000221,REPORT,2023-10-16T01:04:00,LOC-000660,PERSON-000792,VEH-000656,PHONE-001058,Synthetic timeline event,synthetic,0.78,true
EVENT-002216,CASE-000221,MEETING,2023-10-16T03:14:00,LOC-000661,PERSON-000180,VEH-000147,PHONE-001178,Synthetic timeline event,synthetic,0.88,true
EVENT-002217,CASE-000221,DIGITAL_ACTIVITY,2023-10-16T07:25:00,LOC-000658,PERSON-002821,VEH-000980,PHONE-001957,Synthetic timeline event,synthetic,0.69,true
EVENT-002218,CASE-000222,DIGITAL_ACTIVITY,2023-07-01T04:38:00,LOC-000664,PERSON-000886,VEH-000937,PHONE-001293,Synthetic timeline event,synthetic,0.98,true
EVENT-002219,CASE-000222,MOVEMENT,2023-07-01T09:28:00,LOC-000664,PERSON-000489,VEH-000406,PHONE-002121,Synthetic timeline event,synthetic,0.9,true
EVENT-002220,CASE-000222,OBSERVATION,2023-07-01T00:47:00,LOC-000662,PERSON-002122,VEH-000037,PHONE-001872,Synthetic timeline event,synthetic,0.6,true
EVENT-002221,CASE-000222,OBSERVATION,2023-07-01T09:59:00,LOC-000663,PERSON-000342,VEH-000017,PHONE-000045,Synthetic timeline event,synthetic,0.74,true
EVENT-002222,CASE-000222,DIGITAL_ACTIVITY,2023-07-01T06:39:00,LOC-000664,PERSON-002122,VEH-001055,PHONE-000051,Synthetic timeline event,synthetic,0.79,true
EVENT-002223,CASE-000222,OBSERVATION,2023-07-01T06:24:00,LOC-000664,PERSON-000492,VEH-000026,PHONE-002114,Synthetic timeline event,synthetic,0.81,true
EVENT-002224,CASE-000222,DIGITAL_ACTIVITY,2023-07-01T02:39:00,LOC-000662,PERSON-000489,VEH-000544,PHONE-001373,Synthetic timeline event,synthetic,0.91,true
EVENT-002225,CASE-000222,REPORT,2023-07-01T00:45:00,LOC-000662,PERSON-002082,VEH-000031,PHONE-000042,Synthetic timeline event,synthetic,0.75,true
EVENT-002226,CASE-000222,TRANSPORT,2023-07-01T07:19:00,LOC-000663,PERSON-002122,VEH-000543,PHONE-000052,Synthetic timeline event,synthetic,0.92,true
EVENT-002227,CASE-000222,DIGITAL_ACTIVITY,2023-07-01T01:47:00,LOC-000662,PERSON-000886,VEH-000837,PHONE-001316,Synthetic timeline event,synthetic,0.71,true
