vehicle_id,vehicle_type,registration_alias,owner_person_id,color,make,model,status,synthetic_flag
VEH-000795,SUV,SYN-UT-00795,PERSON-001578,White,Tata,Altroz,Active,true
VEH-000796,Truck,SYN-GU-00796,PERSON-000081,Red,Toyota,Urban Cruiser,Active,true
VEH-000797,Auto,SYN-GU-00797,PERSON-000850,Blue,Maruti,Ertiga,Transferred,true
VEH-000798,Auto,SYN-GU-00798,PERSON-001861,White,Toyota,Urban Cruiser,Active,true
VEH-000799,Auto,SYN-GU-00799,PERSON-000063,Blue,Toyota,Innova,Active,true
VEH-000800,Car,SYN-KE-00800,PERSON-002757,Black,Mahindra,Bolero,Transferred,true
VEH-000801,Van,SYN-KE-00801,PERSON-002164,White,Toyota,Innova,Transferred,true
VEH-000802,Motorcycle,SYN-RA-00802,PERSON-001363,White,Toyota,Innova,Active,true
VEH-000803,SUV,SYN-TE-00803,PERSON-000635,Grey,Tata,Punch,Active,true
VEH-000804,Truck,SYN-UT-00804,PERSON-002847,White,Toyota,Urban Cruiser,Active,true
VEH-000805,SUV,SYN-WE-00805,PERSON-002159,Silver,Tata,Nexon,Active,true
VEH-000806,Truck,SYN-UT-00806,PERSON-000022,Black,Toyota,Urban Cruiser,Active,true
VEH-000807,Car,SYN-TA-00807,PERSON-000906,Black,Hyundai,Creta,Active,true
VEH-000808,Van,SYN-WE-00808,PERSON-000955,Silver,Hyundai,Creta,Active,true
VEH-000809,Van,SYN-GU-00809,PERSON-001127,Grey,Maruti,Baleno,Transferred,true
VEH-000810,Truck,SYN-GU-00810,PERSON-001214,Red,Hyundai,i20,Active,true
VEH-000811,Motorcycle,SYN-KA-00811,PERSON-000499,Grey,Mahindra,XUV,Transferred,true
VEH-000812,Truck,SYN-TA-00812,PERSON-002397,Silver,Mahindra,XUV,Active,true
VEH-000813,Van,SYN-WE-00813,PERSON-001747,Red,Mahindra,Bolero,Active,true
VEH-000814,Car,SYN-TE-00814,PERSON-001691,Black,Maruti,Baleno,Transferred,true
VEH-000815,SUV,SYN-UT-00815,PERSON-001847,Black,Hyundai,Creta,Active,true
VEH-000816,Van,SYN-WE-00816,PERSON-001029,White,Maruti,Baleno,Transferred,true
VEH-000817,Auto,SYN-GU-00817,PERSON-000081,Red,Tata,Nexon,Active,true
VEH-000818,Car,SYN-TE-00818,PERSON-000449,Red,Tata,Punch,Transferred,true
VEH-000819,Motorcycle,SYN-KA-00819,PERSON-001259,Black,Toyota,Urban Cruiser,Active,true
VEH-000820,Motorcycle,SYN-GU-00820,PERSON-001861,White,Maruti,Swift,Active,true
VEH-000821,Motorcycle,SYN-GU-00821,PERSON-000063,White,Tata,Altroz,Active,true
VEH-000822,Truck,SYN-GU-00822,PERSON-000863,White,Hyundai,Venue,Transferred,true
VEH-000823,Car,SYN-KA-00823,PERSON-000526,Black,Mahindra,Bolero,Active,true
VEH-000824,SUV,SYN-MA-00824,PERSON-001110,Black,Toyota,Innova,Active,true
VEH-000825,Truck,SYN-DE-00825,PERSON-000957,Grey,Maruti,Baleno,Active,true
VEH-000826,Truck,SYN-MA-00826,PERSON-002309,Black,Mahindra,Scorpio,Active,true
VEH-000827,Motorcycle,SYN-WE-00827,PERSON-000955,Red,Maruti,Swift,Transferred,true
VEH-000828,Auto,SYN-MA-00828,PERSON-001360,Black,Hyundai,Creta,Active,true
VEH-000829,Truck,SYN-TA-00829,PERSON-000223,Grey,Maruti,Baleno,Active,true
VEH-000830,Motorcycle,SYN-RA-00830,PERSON-001552,Red,Mahindra,Bolero,Active,true
VEH-000831,Truck,SYN-GU-00831,PERSON-001214,Black,Tata,Punch,Active,true
VEH-000832,SUV,SYN-GU-00832,PERSON-001131,Black,Mahindra,Scorpio,Active,true
VEH-000833,Auto,SYN-WE-00833,PERSON-002982,Grey,Maruti,Ertiga,Active,true
VEH-000834,Car,SYN-GU-00834,PERSON-001127,Blue,Hyundai,Venue,Active,true
VEH-000835,Car,SYN-TA-00835,PERSON-002675,Grey,Hyundai,Venue,Active,true
VEH-000836,Motorcycle,SYN-RA-00836,PERSON-002438,Grey,Maruti,Baleno,Active,true
VEH-000837,Truck,SYN-KE-00837,PERSON-000886,White,Toyota,Urban Cruiser,Transferred,true
VEH-000838,Car,SYN-GU-00838,PERSON-000062,White,Hyundai,Creta,Active,true
VEH-000839,Motorcycle,SYN-UT-00839,PERSON-002847,Black,Toyota,Innova,Active,true
VEH-000840,Van,SYN-UT-00840,PERSON-002922,White,Mahindra,XUV,Active,true
VEH-000841,Van,SYN-TE-00841,PERSON-001898,White,Toyota,Innova,Active,true
VEH-000842,Car,SYN-MA-00842,PERSON-000921,Blue,Maruti,Ertiga,Active,true
VEH-000843,Car,SYN-TA-00843,PERSON-001992,Grey,Hyundai,Venue,Transferred,true
VEH-000844,Van,SYN-DE-00844,PERSON-002745,Grey,Maruti,Swift,Active,true
VEH-000845,Motorcycle,SYN-WE-00845,PERSON-000488,Grey,Mahindra,Scorpio,Transferred,true
VEH-000846,Motorcycle,SYN-UT-00846,PERSON-000822,Black,Maruti,Ertiga,Active,true
VEH-000847,Auto,SYN-MA-00847,PERSON-002759,Blue,Maruti,Ertiga,Active,true
VEH-000848,Auto,SYN-UT-00848,PERSON-001578,Blue,Tata,Altroz,Active,true
VEH-000849,SUV,SYN-RA-00849,PERSON-001363,Silver,Maruti,Baleno,Active,true
VEH-000850,Van,SYN-GU-00850,PERSON-001115,Red,Mahindra,Scorpio,Transferred,true
VEH-000851,Truck,SYN-WE-00851,PERSON-001610,Grey,Maruti,Baleno,Active,true
VEH-000852,Van,SYN-MA-00852,PERSON-000440,White,Hyundai,Venue,Transferred,true
VEH-000853,Motorcycle,SYN-TE-00853,PERSON-002618,Red,Maruti,Ertiga,Transferred,true
VEH-000854,Truck,SYN-KA-00854,PERSON-001757,White,Tata,Altroz,Active,true
VEH-000855,Motorcycle,SYN-WE-00855,PERSON-000366,Black,Toyota,Urban Cruiser,Transferred,true
VEH-000856,Van,SYN-DE-00856,PERSON-000597,Red,Hyundai,Venue,Active,true
VEH-000857,Auto,SYN-WE-00857,PERSON-000407,Grey,Toyota,Urban Cruiser,Active,true
VEH-000858,Truck,SYN-DE-00858,PERSON-000175,Grey,Hyundai,Creta,Active,true
VEH-000859,Auto,SYN-WE-00859,PERSON-000001,Blue,Mahindra,XUV,Active,true
VEH-000860,Truck,SYN-KE-00860,PERSON-001318,Red,Hyundai,i20,Active,true
VEH-000861,Car,SYN-DE-00861,PERSON-001540,Silver,Mahindra,Bolero,Active,true
VEH-000862,Truck,SYN-GU-00862,PERSON-000721,White,Tata,Nexon,Transferred,true
VEH-000863,Van,SYN-GU-00863,PERSON-002970,White,Hyundai,Venue,Transferred,true
VEH-000864,Auto,SYN-TA-00864,PERSON-000479,Silver,Tata,Punch,Active,true
VEH-000865,Truck,SYN-WE-00865,PERSON-002739,Red,Tata,Altroz,Active,true
VEH-000866,Car,SYN-UT-00866,PERSON-002106,Black,Tata,Nexon,Active,true
VEH-000867,Motorcycle,SYN-GU-00867,PERSON-001387,Blue,Tata,Nexon,Active,true
VEH-000868,Truck,SYN-MA-00868,PERSON-001152,White,Mahindra,Bolero,Active,true
VEH-000869,Car,SYN-KE-00869,PERSON-002009,Blue,Mahindra,XUV,Transferred,true
VEH-000870,Car,SYN-GU-00870,PERSON-000081,White,Hyundai,Venue,Active,true
VEH-000871,Motorcycle,SYN-KA-00871,PERSON-001259,Black,Maruti,Baleno,Active,true
VEH-000872,Auto,SYN-GU-00872,PERSON-000850,Silver,Maruti,Ertiga,Active,true
VEH-000873,SUV,SYN-RA-00873,PERSON-002574,Red,Maruti,Swift,Active,true
VEH-000874,Motorcycle,SYN-GU-00874,PERSON-000863,Red,Mahindra,Scorpio,Active,true
VEH-000875,Truck,SYN-TE-00875,PERSON-000792,Silver,Toyota,Urban Cruiser,Active,true
VEH-000876,Van,SYN-KE-00876,PERSON-000397,Silver,Hyundai,Venue,Active,true
VEH-000877,Truck,SYN-KA-00877,PERSON-002915,Blue,Tata,Punch,Active,true
VEH-000878,Motorcycle,SYN-KE-00878,PERSON-001890,Blue,Tata,Nexon,Transferred,true
VEH-000879,Auto,SYN-GU-00879,PERSON-002215,Blue,Maruti,Baleno,Active,true
VEH-000880,Car,SYN-WE-00880,PERSON-002821,Grey,Toyota,Urban Cruiser,Transferred,true
VEH-000881,Auto,SYN-MA-00881,PERSON-000440,Black,Tata,Punch,Transferred,true
VEH-000882,Truck,SYN-DE-00882,PERSON-000146,Red,Tata,Altroz,Transferred,true
VEH-000883,SUV,SYN-TE-00883,PERSON-001667,White,Tata,Punch,Active,true
VEH-000884,Van,SYN-MA-00884,PERSON-001210,Red,Tata,Punch,Transferred,true
VEH-000885,Auto,SYN-TA-00885,PERSON-001041,Silver,Maruti,Swift,Transferred,true
VEH-000886,Car,SYN-KE-00886,PERSON-001670,Red,Toyota,Urban Cruiser,Transferred,true
VEH-000887,Motorcycle,SYN-GU-00887,PERSON-001387,Blue,Maruti,Swift,Active,true
VEH-000888,Auto,SYN-TA-00888,PERSON-002654,Red,Hyundai,Venue,Transferred,true
VEH-000889,SUV,SYN-TE-00889,PERSON-001667,Silver,Mahindra,Bolero,Active,true
VEH-000890,Auto,SYN-GU-00890,PERSON-002750,Blue,Tata,Altroz,Transferred,true
VEH-000891,Van,SYN-DE-00891,PERSON-000682,Grey,Hyundai,Creta,Transferred,true
VEH-000892,Truck,SYN-TE-00892,PERSON-001558,Red,Hyundai,i20,Transferred,true
VEH-000893,Motorcycle,SYN-MA-00893,PERSON-000042,Grey,Tata,Punch,Active,true
VEH-000894,Motorcycle,SYN-GU-00894,PERSON-000473,Red,Toyota,Innova,Active,true
VEH-000895,Auto,SYN-TE-00895,PERSON-001481,Silver,Tata,Nexon,Transferred,true
VEH-000896,Car,SYN-DE-00896,PERSON-000832,Red,Tata,Altroz,Active,true
VEH-000897,Auto,SYN-UT-00897,PERSON-001847,Grey,Maruti,Baleno,Active,true
VEH-000898,Motorcycle,SYN-TE-00898,PERSON-002737,Blue,Tata,Altroz,Active,true
VEH-000899,Van,SYN-WE-00899,PERSON-000366,Blue,Tata,Punch,Active,true
VEH-000900,Car,SYN-TA-00900,PERSON-000414,Red,Mahindra,Scorpio,Transferred,true
VEH-000901,Van,SYN-KE-00901,PERSON-000207,Black,Mahindra,Bolero,Active,true
VEH-000902,SUV,SYN-KA-00902,PERSON-000111,Blue,Toyota,Innova,Transferred,true
VEH-000903,Auto,SYN-DE-00903,PERSON-000103,Black,Maruti,Baleno,Transferred,true
VEH-000904,Car,SYN-TE-00904,PERSON-001869,Silver,Tata,Nexon,Active,true
VEH-000905,SUV,SYN-GU-00905,PERSON-001908,Grey,Maruti,Ertiga,Active,true
VEH-000906,Auto,SYN-DE-00906,PERSON-001258,Blue,Toyota,Urban Cruiser,Active,true
VEH-000907,Auto,SYN-TA-00907,PERSON-000901,Red,Tata,Nexon,Transferred,true
VEH-000908,Motorcycle,SYN-KE-00908,PERSON-000599,Grey,Mahindra,Bolero,Transferred,true
VEH-000909,Van,SYN-RA-00909,PERSON-001519,Black,Toyota,Innova,Active,true
VEH-000910,Truck,SYN-DE-00910,PERSON-000146,White,Toyota,Innova,Active,true
VEH-000911,SUV,SYN-MA-00911,PERSON-000217,Black,Hyundai,i20,Active,true
VEH-000912,Truck,SYN-WE-00912,PERSON-002964,Blue,Hyundai,Venue,Active,true
VEH-000913,SUV,SYN-RA-00913,PERSON-002517,Blue,Maruti,Swift,Transferred,true
VEH-000914,Car,SYN-DE-00914,PERSON-000597,Black,Toyota,Innova,Active,true
VEH-000915,Auto,SYN-TA-00915,PERSON-000817,Blue,Hyundai,i20,Active,true
VEH-000916,Auto,SYN-TE-00916,PERSON-000860,Grey,Hyundai,Venue,Active,true
VEH-000917,Motorcycle,SYN-GU-00917,PERSON-002879,Black,Maruti,Baleno,Transferred,true
VEH-000918,Motorcycle,SYN-KE-00918,PERSON-002205,Silver,Hyundai,i20,Active,true
VEH-000919,Motorcycle,SYN-MA-00919,PERSON-000217,White,Toyota,Innova,Active,true
VEH-000920,Motorcycle,SYN-GU-00920,PERSON-001043,Grey,Tata,Altroz,Transferred,true
VEH-000921,Motorcycle,SYN-KE-00921,PERSON-000556,Blue,Mahindra,Scorpio,Active,true
VEH-000922,Truck,SYN-MA-00922,PERSON-001210,White,Mahindra,XUV,Active,true
VEH-000923,Car,SYN-TE-00923,PERSON-001558,White,Tata,Punch,Transferred,true
VEH-000924,SUV,SYN-TA-00924,PERSON-001041,White,Hyundai,Venue,Transferred,true
VEH-000925,Motorcycle,SYN-KE-00925,PERSON-002757,Red,Maruti,Baleno,Transferred,true
VEH-000926,Motorcycle,SYN-KE-00926,PERSON-001670,Black,Mahindra,XUV,Active,true
VEH-000927,SUV,SYN-WE-00927,PERSON-000120,Red,Tata,Nexon,Active,true
VEH-000928,Truck,SYN-GU-00928,PERSON-000863,Blue,Tata,Altroz,Transferred,true
VEH-000929,Van,SYN-GU-00929,PERSON-000081,White,Mahindra,XUV,Active,true
VEH-000930,Car,SYN-KA-00930,PERSON-001259,Black,Toyota,Urban Cruiser,Transferred,true
VEH-000931,SUV,SYN-GU-00931,PERSON-000850,White,Toyota,Innova,Active,true
VEH-000932,Truck,SYN-GU-00932,PERSON-000063,Black,Tata,Altroz,Active,true
VEH-000933,Truck,SYN-KE-00933,PERSON-002757,Silver,Mahindra,Scorpio,Active,true
VEH-000934,Motorcycle,SYN-DE-00934,PERSON-000832,Black,Mahindra,XUV,Transferred,true
VEH-000935,SUV,SYN-WE-00935,PERSON-000497,Silver,Hyundai,Creta,Active,true
VEH-000936,Car,SYN-UT-00936,PERSON-002922,Silver,Toyota,Urban Cruiser,Active,true
VEH-000937,Car,SYN-KE-00937,PERSON-000886,Silver,Hyundai,Venue,Active,true
VEH-000938,Van,SYN-MA-00938,PERSON-002771,White,Maruti,Baleno,Transferred,true
VEH-000939,Truck,SYN-TE-00939,PERSON-000144,Silver,Hyundai,Venue,Transferred,true
VEH-000940,Truck,SYN-KE-00940,PERSON-000302,Silver,Hyundai,i20,Active,true
VEH-000941,SUV,SYN-TA-00941,PERSON-001880,Silver,Mahindra,Bolero,Transferred,true
VEH-000942,Van,SYN-TE-00942,PERSON-002122,Grey,Maruti,Swift,Transferred,true
VEH-000943,Truck,SYN-TE-00943,PERSON-001830,White,Tata,Nexon,Active,true
VEH-000944,Car,SYN-UT-00944,PERSON-001584,Blue,Toyota,Innova,Transferred,true
VEH-000945,Van,SYN-UT-00945,PERSON-000419,Red,Hyundai,i20,Active,true
VEH-000946,Truck,SYN-DE-00946,PERSON-000103,White,Tata,Altroz,Active,true
VEH-000947,Auto,SYN-MA-00947,PERSON-001774,Blue,Toyota,Innova,Transferred,true
VEH-000948,Motorcycle,SYN-WE-00948,PERSON-000407,Silver,Mahindra,XUV,Active,true
VEH-000949,Car,SYN-TE-00949,PERSON-002094,Black,Mahindra,XUV,Active,true
VEH-000950,Van,SYN-DE-00950,PERSON-001687,Blue,Hyundai,Creta,Active,true
VEH-000951,Car,SYN-KE-00951,PERSON-000207,Blue,Toyota,Innova,Active,true
VEH-000952,SUV,SYN-GU-00952,PERSON-000862,Red,Toyota,Innova,Transferred,true
VEH-000953,Car,SYN-KA-00953,PERSON-000295,Blue,Maruti,Swift,Active,true
VEH-000954,Van,SYN-RA-00954,PERSON-000846,Red,Mahindra,Scorpio,Transferred,true
VEH-000955,Auto,SYN-KA-00955,PERSON-002646,Silver,Maruti,Baleno,Active,true
VEH-000956,Car,SYN-GU-00956,PERSON-001387,Blue,Tata,Nexon,Active,true
VEH-000957,Auto,SYN-RA-00957,PERSON-000784,Silver,Mahindra,Scorpio,Active,true
VEH-000958,SUV,SYN-KE-00958,PERSON-000397,Blue,Hyundai,Creta,Transferred,true
VEH-000959,Motorcycle,SYN-KE-00959,PERSON-001234,Blue,Toyota,Urban Cruiser,Transferred,true
VEH-000960,Auto,SYN-KA-00960,PERSON-002068,Blue,Mahindra,Scorpio,Active,true
VEH-000961,Van,SYN-TE-00961,PERSON-002004,Blue,Toyota,Urban Cruiser,Transferred,true
VEH-000962,SUV,SYN-UT-00962,PERSON-001107,Silver,Maruti,Ertiga,Active,true
VEH-000963,Motorcycle,SYN-KA-00963,PERSON-001259,Blue,Mahindra,Scorpio,Transferred,true
VEH-000964,Car,SYN-GU-00964,PERSON-001861,Black,Tata,Altroz,Active,true
VEH-000965,SUV,SYN-RA-00965,PERSON-002574,White,Mahindra,Bolero,Transferred,true
VEH-000966,Truck,SYN-KE-00966,PERSON-002757,Black,Mahindra,Bolero,Active,true
VEH-000967,Truck,SYN-WE-00967,PERSON-000569,White,Mahindra,XUV,Transferred,true
VEH-000968,Motorcycle,SYN-MA-00968,PERSON-001589,Blue,Toyota,Urban Cruiser,Transferred,true
VEH-000969,Motorcycle,SYN-TE-00969,PERSON-002066,White,Toyota,Urban Cruiser,Transferred,true
VEH-000970,Motorcycle,SYN-UT-00970,PERSON-002077,White,Tata,Nexon,Active,true
VEH-000971,Car,SYN-MA-00971,PERSON-000991,Grey,Tata,Altroz,Active,true
VEH-000972,Truck,SYN-MA-00972,PERSON-000096,White,Hyundai,Venue,Active,true
VEH-000973,Car,SYN-TA-00973,PERSON-002944,Black,Mahindra,Scorpio,Active,true
VEH-000974,Truck,SYN-DE-00974,PERSON-000538,Red,Hyundai,Venue,Transferred,true
VEH-000975,Auto,SYN-DE-00975,PERSON-001540,Grey,Toyota,Innova,Active,true
VEH-000976,Motorcycle,SYN-RA-00976,PERSON-002999,Red,Toyota,Urban Cruiser,Active,true
VEH-000977,SUV,SYN-WE-00977,PERSON-000488,Grey,Mahindra,XUV,Transferred,true
VEH-000978,Van,SYN-DE-00978,PERSON-002745,Blue,Hyundai,Venue,Active,true
VEH-000979,Car,SYN-MA-00979,PERSON-000357,Black,Hyundai,Creta,Active,true
VEH-000980,Van,SYN-WE-00980,PERSON-002821,Black,Mahindra,Bolero,Transferred,true
VEH-000981,Motorcycle,SYN-RA-00981,PERSON-001474,Blue,Tata,Punch,Active,true
VEH-000982,Van,SYN-DE-00982,PERSON-000180,Grey,Toyota,Innova,Active,true
VEH-000983,Car,SYN-WE-00983,PERSON-001610,Blue,Toyota,Innova,Transferred,true
VEH-000984,Motorcycle,SYN-TE-00984,PERSON-002618,Blue,Hyundai,Creta,Active,true
VEH-000985,Van,SYN-WE-00985,PERSON-002821,Black,Hyundai,Creta,Active,true
VEH-000986,Motorcycle,SYN-TE-00986,PERSON-000792,Black,Maruti,Baleno,Transferred,true
VEH-000987,Car,SYN-TE-00987,PERSON-002618,Black,Tata,Punch,Active,true
VEH-000988,Motorcycle,SYN-DE-00988,PERSON-000682,Blue,Hyundai,Venue,Transferred,true
VEH-000989,Car,SYN-TE-00989,PERSON-002737,Grey,Toyota,Innova,Active,true
VEH-000990,SUV,SYN-GU-00990,PERSON-000473,White,Mahindra,XUV,Transferred,true
VEH-000991,Truck,SYN-KE-00991,PERSON-000580,Red,Mahindra,Scorpio,Transferred,true
VEH-000992,SUV,SYN-RA-00992,PERSON-000032,Black,Hyundai,i20,Transferred,true
VEH-000993,SUV,SYN-RA-00993,PERSON-001363,Black,Toyota,Innova,Active,true
VEH-000994,Car,SYN-TE-00994,PERSON-001480,Silver,Toyota,Urban Cruiser,Transferred,true
VEH-000995,SUV,SYN-TE-00995,PERSON-000635,Black,Mahindra,Scorpio,Transferred,true
VEH-000996,Auto,SYN-KA-00996,PERSON-000295,Black,Tata,Altroz,Active,true
VEH-000997,SUV,SYN-TE-00997,PERSON-001521,Black,Tata,Altroz,Transferred,true
VEH-000998,Truck,SYN-TA-00998,PERSON-001642,White,Toyota,Innova,Transferred,true
VEH-000999,Motorcycle,SYN-GU-00999,PERSON-001043,Silver,Mahindra,Bolero,Active,true
VEH-001000,SUV,SYN-MA-01000,PERSON-001547,Black,Hyundai,Creta,Active,true
VEH-001001,Motorcycle,SYN-KE-01001,PERSON-000260,Grey,Maruti,Baleno,Active,true
VEH-001002,Auto,SYN-KE-01002,PERSON-002846,Silver,Toyota,Urban Cruiser,Active,true
VEH-001003,Car,SYN-DE-01003,PERSON-001397,Blue,Mahindra,Scorpio,Active,true
VEH-001004,Truck,SYN-TE-01004,PERSON-002304,Silver,Hyundai,Creta,Active,true
VEH-001005,Van,SYN-TE-01005,PERSON-001691,Silver,Toyota,Urban Cruiser,Active,true
VEH-001006,Car,SYN-KA-01006,PERSON-000111,Black,Tata,Altroz,Transferred,true
VEH-001007,Van,SYN-KE-01007,PERSON-002757,White,Tata,Altroz,Transferred,true
VEH-001008,Van,SYN-MA-01008,PERSON-001210,White,Hyundai,Venue,Active,true
VEH-001009,Car,SYN-TE-01009,PERSON-001558,White,Maruti,Swift,Active,true
VEH-001010,Car,SYN-GU-01010,PERSON-002750,Grey,Toyota,Innova,Active,true
VEH-001011,Car,SYN-TA-01011,PERSON-001041,Silver,Mahindra,Scorpio,Active,true
VEH-001012,Auto,SYN-MA-01012,PERSON-001589,Red,Hyundai,Venue,Active,true
VEH-001013,Car,SYN-KE-01013,PERSON-001670,White,Toyota,Urban Cruiser,Active,true
VEH-001014,Van,SYN-GU-01014,PERSON-000063,Red,Maruti,Ertiga,Active,true
VEH-001015,Truck,SYN-KE-01015,PERSON-002757,Blue,Mahindra,Bolero,Active,true
VEH-001016,SUV,SYN-KA-01016,PERSON-002449,White,Toyota,Urban Cruiser,Transferred,true
VEH-001017,Motorcycle,SYN-KE-01017,PERSON-002197,Blue,Hyundai,Creta,Active,true
VEH-001018,Truck,SYN-WE-01018,PERSON-000703,Red,Hyundai,Creta,Active,true
VEH-001019,Truck,SYN-WE-01019,PERSON-001205,White,Toyota,Urban Cruiser,Transferred,true
VEH-001020,Motorcycle,SYN-TE-01020,PERSON-002275,Black,Hyundai,Creta,Active,true
VEH-001021,Motorcycle,SYN-GU-01021,PERSON-000863,Black,Maruti,Baleno,Active,true
VEH-001022,SUV,SYN-RA-01022,PERSON-002999,Red,Tata,Nexon,Active,true
VEH-001023,Auto,SYN-RA-01023,PERSON-002343,White,Tata,Altroz,Active,true
VEH-001024,Auto,SYN-TE-01024,PERSON-000950,White,Hyundai,Venue,Transferred,true
VEH-001025,SUV,SYN-KE-01025,PERSON-000272,Grey,Toyota,Innova,Transferred,true
VEH-001026,Van,SYN-RA-01026,PERSON-002017,Red,Mahindra,Scorpio,Active,true
VEH-001027,Auto,SYN-TE-01027,PERSON-000121,Black,Hyundai,Creta,Active,true
VEH-001028,Van,SYN-MA-01028,PERSON-001796,Grey,Maruti,Ertiga,Active,true
VEH-001029,Car,SYN-UT-01029,PERSON-002418,Grey,Tata,Nexon,Active,true
VEH-001030,Motorcycle,SYN-WE-01030,PERSON-000845,Red,Tata,Nexon,Active,true
VEH-001031,SUV,SYN-TE-01031,PERSON-001558,Silver,Toyota,Urban Cruiser,Transferred,true
VEH-001032,Car,SYN-WE-01032,PERSON-001610,White,Tata,Altroz,Transferred,true
VEH-001033,Car,SYN-RA-01033,PERSON-001552,Silver,Toyota,Urban Cruiser,Active,true
VEH-001034,Motorcycle,SYN-KE-01034,PERSON-002020,Blue,Mahindra,Scorpio,Transferred,true
VEH-001035,Van,SYN-DE-01035,PERSON-000538,Silver,Mahindra,Bolero,Transferred,true
VEH-001036,Van,SYN-GU-01036,PERSON-001861,Grey,Maruti,Ertiga,Active,true
VEH-001037,Motorcycle,SYN-MA-01037,PERSON-000921,Red,Toyota,Urban Cruiser,Active,true
VEH-001038,Car,SYN-TA-01038,PERSON-001543,Black,Tata,Altroz,Active,true
VEH-001039,Van,SYN-WE-01039,PERSON-001205,Grey,Maruti,Swift,Active,true
VEH-001040,Truck,SYN-MA-01040,PERSON-001135,Grey,Tata,Nexon,Transferred,true
VEH-001041,Auto,SYN-DE-01041,PERSON-001262,Silver,Toyota,Urban Cruiser,Active,true
VEH-001042,Car,SYN-MA-01042,PERSON-002060,Grey,Mahindra,XUV,Active,true
VEH-001043,Truck,SYN-DE-01043,PERSON-000267,Black,Maruti,Swift,Active,true
VEH-001044,Auto,SYN-MA-01044,PERSON-000440,White,Tata,Punch,Active,true
VEH-001045,Van,SYN-GU-01045,PERSON-000081,Red,Maruti,Swift,Transferred,true
VEH-001046,Truck,SYN-KA-01046,PERSON-001259,White,Maruti,Ertiga,Transferred,true
VEH-001047,Truck,SYN-GU-01047,PERSON-000850,Blue,Maruti,Ertiga,Active,true
VEH-001048,Truck,SYN-WE-01048,PERSON-002821,Red,Hyundai,Creta,Active,true
VEH-001049,Auto,SYN-GU-01049,PERSON-001115,Red,Toyota,Urban Cruiser,Active,true
VEH-001050,Car,SYN-DE-01050,PERSON-000180,Red,Maruti,Ertiga,Active,true
VEH-001051,Motorcycle,SYN-UT-01051,PERSON-002900,White,Maruti,Swift,Active,true
VEH-001052,Car,SYN-KA-01052,PERSON-000233,Red,Tata,Nexon,Active,true
VEH-001053,SUV,SYN-KE-01053,PERSON-000492,Black,Toyota,Urban Cruiser,Active,true
VEH-001054,Van,SYN-UT-01054,PERSON-002082,Red,Hyundai,Creta,Active,true
VEH-001055,Auto,SYN-TE-01055,PERSON-002122,Silver,Tata,Altroz,Active,true
VEH-001056,Motorcycle,SYN-TA-01056,PERSON-000489,Silver,Tata,Punch,Active,true
VEH-001057,Car,SYN-TA-01057,PERSON-000305,White,Hyundai,Venue,Transferred,true
VEH-001058,Truck,SYN-TE-01058,PERSON-002094,White,Mahindra,Scorpio,Transferred,true
VEH-001059,SUV,SYN-DE-01059,PERSON-001397,Silver,Mahindra,XUV,Active,true
VEH-001060,Motorcycle,SYN-TE-01060,PERSON-001869,White,Hyundai,Creta,Active,true
VEH-001061,Truck,SYN-MA-01061,PERSON-001210,Silver,Toyota,Innova,Active,true
VEH-001062,Auto,SYN-UT-01062,PERSON-000022,Silver,Mahindra,Scorpio,Active,true
VEH-001063,Motorcycle,SYN-TE-01063,PERSON-001558,Silver,Toyota,Innova,Transferred,true
VEH-001064,Auto,SYN-RA-01064,PERSON-000351,Blue,Tata,Altroz,Active,true
VEH-001065,Van,SYN-KE-01065,PERSON-001670,Black,Toyota,Innova,Active,true
VEH-001066,SUV,SYN-TE-01066,PERSON-001558,Grey,Hyundai,i20,Active,true
VEH-001067,Auto,SYN-RA-01067,PERSON-001474,Blue,Maruti,Baleno,Active,true
VEH-001068,Motorcycle,SYN-GU-01068,PERSON-001115,Silver,Maruti,Baleno,Active,true
VEH-001069,SUV,SYN-DE-01069,PERSON-001262,Black,Mahindra,XUV,Transferred,true
VEH-001070,Motorcycle,SYN-DE-01070,PERSON-000180,Black,Maruti,Baleno,Active,true
VEH-001071,Motorcycle,SYN-TE-01071,PERSON-000792,White,Hyundai,Creta,Transferred,true
VEH-001072,Car,SYN-MA-01072,PERSON-000440,Grey,Toyota,Urban Cruiser,Active,true
VEH-001073,Auto,SYN-TE-01073,PERSON-001309,Red,Toyota,Urban Cruiser,Transferred,true
VEH-001074,Motorcycle,SYN-GU-01074,PERSON-000274,White,Mahindra,XUV,Active,true
VEH-001075,Motorcycle,SYN-TA-01075,PERSON-002368,Silver,Maruti,Ertiga,Active,true
VEH-001076,Motorcycle,SYN-MA-01076,PERSON-001210,Black,Toyota,Urban Cruiser,Transferred,true
VEH-001077,Auto,SYN-TA-01077,PERSON-001041,Silver,Toyota,Innova,Active,true
VEH-001078,Truck,SYN-TA-01078,PERSON-002675,Black,Tata,Nexon,Transferred,true
VEH-001079,Truck,SYN-MA-01079,PERSON-001542,Black,Mahindra,Scorpio,Transferred,true
VEH-001080,Truck,SYN-WE-01080,PERSON-000497,White,Hyundai,Creta,Active,true
VEH-001081,Motorcycle,SYN-UT-01081,PERSON-002847,Black,Toyota,Urban Cruiser,Active,true
