cdr_id,caller_phone_id,receiver_phone_id,timestamp,duration_seconds,call_type,cell_tower_id,location_id,network_id,synthetic_flag
CDR-004601,PHONE-008268,PHONE-006334,2023-09-30T05:15:00,273,VOICE,TOWER-0516,LOC-002735,NET-000015,true
CDR-004602,PHONE-003402,PHONE-009567,2023-05-27T02:53:00,261,SMS,TOWER-0233,LOC-000291,,true
CDR-004603,PHONE-005254,PHONE-006637,2023-06-20T15:01:00,35,SMS,TOWER-0293,LOC-002307,NET-000005,true
CDR-004604,PHONE-003456,PHONE-001476,2024-02-01T11:11:00,212,SMS,TOWER-0660,LOC-001954,NET-000021,true
CDR-004605,PHONE-004558,PHONE-004085,2023-04-13T15:23:00,747,SMS,TOWER-0332,LOC-002475,NET-000025,true
CDR-004606,PHONE-002434,PHONE-001700,2023-05-27T03:16:00,121,SMS,TOWER-0426,LOC-000792,NET-000024,true
CDR-004607,PHONE-007752,PHONE-008764,2023-11-15T02:23:00,708,SMS,TOWER-0096,LOC-001922,NET-000022,true
CDR-004608,PHONE-004658,PHONE-005294,2023-11-02T16:10:00,679,SMS,TOWER-0098,LOC-002489,NET-000016,true
CDR-004609,PHONE-005812,PHONE-008290,2024-02-09T22:06:00,107,VOICE,TOWER-0076,LOC-001743,NET-000011,true
CDR-004610,PHONE-010805,PHONE-012032,2023-11-18T22:58:00,638,SMS,TOWER-0706,LOC-000318,,true
CDR-004611,PHONE-004950,PHONE-001639,2023-04-09T21:22:00,700,VOICE,TOWER-0340,LOC-002765,NET-000016,true
CDR-004612,PHONE-011411,PHONE-009136,2023-09-27T14:42:00,388,VOICE,TOWER-0308,LOC-000871,NET-000021,true
CDR-004613,PHONE-004069,PHONE-004707,2023-03-04T06:24:00,613,SMS,TOWER-0291,LOC-001193,NET-000007,true
CDR-004614,PHONE-011940,PHONE-011857,2024-03-03T10:38:00,705,SMS,TOWER-0080,LOC-002381,,true
CDR-004615,PHONE-001507,PHONE-000554,2023-08-14T06:19:00,113,SMS,TOWER-0616,LOC-002102,NET-000012,true
CDR-004616,PHONE-004768,PHONE-004654,2023-02-07T19:28:00,289,VOICE,TOWER-0153,LOC-000759,NET-000019,true
CDR-004617,PHONE-009655,PHONE-009910,2023-04-22T22:42:00,598,SMS,TOWER-0662,LOC-001159,,true
CDR-004618,PHONE-004451,PHONE-006837,2023-07-14T23:32:00,89,VOICE,TOWER-0404,LOC-002412,NET-000015,true
CDR-004619,PHONE-002435,PHONE-002430,2023-03-08T02:30:00,280,VOICE,TOWER-0601,LOC-000913,NET-000024,true
CDR-004620,PHONE-006700,PHONE-007687,2023-10-07T01:27:00,78,SMS,TOWER-0718,LOC-001684,NET-000014,true
CDR-004621,PHONE-007466,PHONE-008970,2023-01-16T02:22:00,97,VOICE,TOWER-0162,LOC-002986,NET-000018,true
CDR-004622,PHONE-006110,PHONE-002950,2023-08-02T12:51:00,106,VOICE,TOWER-0394,LOC-002960,NET-000010,true
CDR-004623,PHONE-010908,PHONE-008427,2022-12-16T06:19:00,183,VOICE,TOWER-0170,LOC-002981,,true
CDR-004624,PHONE-002871,PHONE-007755,2023-03-27T19:15:00,766,VOICE,TOWER-0138,LOC-001906,NET-000005,true
CDR-004625,PHONE-005977,PHONE-003226,2023-07-19T03:50:00,769,VOICE,TOWER-0695,LOC-000359,NET-000023,true
CDR-004626,PHONE-001038,PHONE-003551,2023-05-18T02:51:00,425,SMS,TOWER-0196,LOC-000832,NET-000028,true
CDR-004627,PHONE-000374,PHONE-009542,2023-10-30T11:13:00,524,VOICE,TOWER-0557,LOC-001113,,true
CDR-004628,PHONE-006227,PHONE-007952,2023-09-26T20:50:00,75,SMS,TOWER-0446,LOC-000584,NET-000024,true
CDR-004629,PHONE-000369,PHONE-002989,2023-08-16T16:39:00,860,VOICE,TOWER-0494,LOC-000832,NET-000011,true
CDR-004630,PHONE-001750,PHONE-002760,2023-03-14T08:43:00,887,SMS,TOWER-0324,LOC-000776,NET-000019,true
CDR-004631,PHONE-003681,PHONE-008737,2023-06-14T18:31:00,10,SMS,TOWER-0470,LOC-000084,NET-000023,true
CDR-004632,PHONE-005645,PHONE-007484,2022-11-08T01:16:00,32,VOICE,TOWER-0408,LOC-001083,NET-000013,true
CDR-004633,PHONE-011212,PHONE-011937,2023-12-08T17:53:00,83,SMS,TOWER-0060,LOC-002603,,true
CDR-004634,PHONE-004287,PHONE-008640,2023-05-19T05:28:00,804,SMS,TOWER-0104,LOC-001443,NET-000018,true
CDR-004635,PHONE-008639,PHONE-005977,2023-06-21T13:24:00,866,SMS,TOWER-0717,LOC-000618,NET-000023,true
CDR-004636,PHONE-009904,PHONE-010526,2023-06-15T06:07:00,866,VOICE,TOWER-0208,LOC-000571,,true
CDR-004637,PHONE-003463,PHONE-000265,2023-05-26T03:42:00,214,SMS,TOWER-0701,LOC-001426,NET-000021,true
CDR-004638,PHONE-004085,PHONE-002213,2023-08-12T13:29:00,262,VOICE,TOWER-0295,LOC-000665,NET-000025,true
CDR-004639,PHONE-007576,PHONE-006924,2023-04-02T22:39:00,653,VOICE,TOWER-0488,LOC-000921,NET-000014,true
CDR-004640,PHONE-004680,PHONE-004471,2024-03-19T18:29:00,267,VOICE,TOWER-0552,LOC-001925,NET-000016,true
CDR-004641,PHONE-011021,PHONE-003014,2023-07-10T10:50:00,310,VOICE,TOWER-0205,LOC-001550,,true
CDR-004642,PHONE-011250,PHONE-005632,2023-03-12T07:46:00,289,SMS,TOWER-0367,LOC-001975,,true
CDR-004643,PHONE-004470,PHONE-007155,2023-08-27T05:50:00,20,VOICE,TOWER-0051,LOC-002438,NET-000016,true
CDR-004644,PHONE-009873,PHONE-010425,2023-06-13T12:37:00,611,SMS,TOWER-0629,LOC-002273,,true
CDR-004645,PHONE-003593,PHONE-005044,2023-12-04T08:29:00,409,VOICE,TOWER-0192,LOC-000123,NET-000017,true
CDR-004646,PHONE-006815,PHONE-007763,2023-05-18T12:22:00,486,SMS,TOWER-0008,LOC-000083,NET-000005,true
CDR-004647,PHONE-002019,PHONE-003426,2023-05-01T21:43:00,263,SMS,TOWER-0471,LOC-001453,NET-000010,true
CDR-004648,PHONE-004953,PHONE-007398,2024-02-06T13:27:00,28,VOICE,TOWER-0189,LOC-000178,NET-000012,true
CDR-004649,PHONE-007271,PHONE-008358,2023-07-15T06:38:00,225,VOICE,TOWER-0452,LOC-001350,NET-000006,true
CDR-004650,PHONE-010380,PHONE-009739,2023-01-08T17:58:00,497,SMS,TOWER-0677,LOC-001232,,true
CDR-004651,PHONE-010597,PHONE-011196,2023-07-21T18:36:00,10,VOICE,TOWER-0033,LOC-001868,,true
CDR-004652,PHONE-004212,PHONE-007097,2023-09-10T18:25:00,289,SMS,TOWER-0713,LOC-000202,NET-000014,true
CDR-004653,PHONE-005108,PHONE-007757,2022-11-05T10:27:00,813,SMS,TOWER-0007,LOC-000237,NET-000005,true
CDR-004654,PHONE-001166,PHONE-000377,2023-03-25T14:00:00,771,SMS,TOWER-0291,LOC-002161,NET-000016,true
CDR-004655,PHONE-006186,PHONE-009033,2023-09-01T23:12:00,150,VOICE,TOWER-0018,LOC-002105,NET-000019,true
CDR-004656,PHONE-000591,PHONE-006733,2023-08-12T07:09:00,244,VOICE,TOWER-0333,LOC-002382,NET-000017,true
CDR-004657,PHONE-006088,PHONE-004913,2023-10-17T13:02:00,535,VOICE,TOWER-0380,LOC-002924,NET-000017,true
CDR-004658,PHONE-001106,PHONE-009208,2023-08-24T12:19:00,534,VOICE,TOWER-0660,LOC-001918,,true
CDR-004659,PHONE-005609,PHONE-007788,2023-02-10T12:20:00,724,SMS,TOWER-0797,LOC-001137,NET-000018,true
CDR-004660,PHONE-007148,PHONE-001930,2023-09-06T07:45:00,748,VOICE,TOWER-0005,LOC-001422,NET-000016,true
CDR-004661,PHONE-008249,PHONE-005659,2023-06-27T11:42:00,357,VOICE,TOWER-0718,LOC-002147,NET-000013,true
CDR-004662,PHONE-007058,PHONE-007637,2024-01-26T02:58:00,12,SMS,TOWER-0027,LOC-001876,NET-000007,true
CDR-004663,PHONE-009858,PHONE-010266,2023-09-11T13:50:00,479,VOICE,TOWER-0262,LOC-001011,,true
CDR-004664,PHONE-002707,PHONE-001180,2023-10-13T10:05:00,900,VOICE,TOWER-0274,LOC-002783,NET-000021,true
CDR-004665,PHONE-004842,PHONE-008765,2024-01-06T13:30:00,511,VOICE,TOWER-0183,LOC-001255,,true
CDR-004666,PHONE-011552,PHONE-010311,2023-07-17T12:56:00,204,VOICE,TOWER-0015,LOC-002690,,true
CDR-004667,PHONE-000500,PHONE-001491,2023-04-04T12:54:00,30,SMS,TOWER-0698,LOC-000340,NET-000003,true
CDR-004668,PHONE-004544,PHONE-004932,2023-06-12T09:53:00,273,SMS,TOWER-0589,LOC-002726,NET-000025,true
CDR-004669,PHONE-002766,PHONE-004589,2023-03-09T08:49:00,721,VOICE,TOWER-0032,LOC-001357,NET-000019,true
CDR-004670,PHONE-011928,PHONE-003549,2023-05-09T20:12:00,573,VOICE,TOWER-0646,LOC-002991,,true
CDR-004671,PHONE-010105,PHONE-010073,2023-03-18T00:08:00,358,SMS,TOWER-0122,LOC-000893,,true
CDR-004672,PHONE-002816,PHONE-008009,2023-01-16T17:33:00,522,SMS,TOWER-0758,LOC-002501,NET-000020,true
CDR-004673,PHONE-000413,PHONE-003551,2023-05-04T22:10:00,236,VOICE,TOWER-0333,LOC-000371,NET-000013,true
CDR-004674,PHONE-009432,PHONE-004953,2023-02-20T05:03:00,772,SMS,TOWER-0685,LOC-000347,NET-000012,true
CDR-004675,PHONE-003544,PHONE-005659,2023-05-27T06:11:00,448,SMS,TOWER-0033,LOC-000073,NET-000013,true
CDR-004676,PHONE-007760,PHONE-010744,2023-12-05T00:13:00,453,SMS,TOWER-0020,LOC-000509,,true
CDR-004677,PHONE-001299,PHONE-004082,2023-08-13T17:30:00,256,VOICE,TOWER-0158,LOC-002994,NET-000018,true
CDR-004678,PHONE-007368,PHONE-005861,2023-04-15T11:46:00,201,SMS,TOWER-0303,LOC-002953,NET-000017,true
CDR-004679,PHONE-005814,PHONE-008212,2023-04-26T18:07:00,502,SMS,TOWER-0569,LOC-000131,NET-000011,true
CDR-004680,PHONE-003517,PHONE-004220,2023-01-14T21:42:00,885,SMS,TOWER-0013,LOC-000080,NET-000010,true
CDR-004681,PHONE-003748,PHONE-003845,2023-08-14T00:21:00,760,VOICE,TOWER-0181,LOC-000756,NET-000002,true
CDR-004682,PHONE-000448,PHONE-004202,2023-09-30T18:36:00,431,SMS,TOWER-0125,LOC-000516,NET-000027,true
CDR-004683,PHONE-003854,PHONE-003564,2023-02-06T03:25:00,342,SMS,TOWER-0636,LOC-000868,NET-000006,true
CDR-004684,PHONE-005765,PHONE-009236,2024-03-06T03:20:00,802,SMS,TOWER-0214,LOC-001998,NET-000015,true
CDR-004685,PHONE-007105,PHONE-003609,2023-05-17T13:32:00,587,SMS,TOWER-0527,LOC-001934,NET-000016,true
CDR-004686,PHONE-009812,PHONE-011949,2023-08-10T04:27:00,30,SMS,TOWER-0792,LOC-000246,,true
CDR-004687,PHONE-004406,PHONE-009019,2023-11-14T05:52:00,615,SMS,TOWER-0267,LOC-000033,NET-000021,true
CDR-004688,PHONE-004506,PHONE-002980,2023-04-28T14:28:00,271,VOICE,TOWER-0715,LOC-000579,NET-000028,true
CDR-004689,PHONE-007148,PHONE-009056,2023-10-07T21:28:00,638,VOICE,TOWER-0341,LOC-001463,NET-000016,true
CDR-004690,PHONE-009108,PHONE-003765,2023-04-14T16:59:00,757,SMS,TOWER-0160,LOC-001392,NET-000026,true
CDR-004691,PHONE-010296,PHONE-011890,2024-03-10T06:39:00,222,VOICE,TOWER-0001,LOC-000789,,true
CDR-004692,PHONE-001631,PHONE-001633,2023-07-27T08:02:00,140,SMS,TOWER-0274,LOC-001551,NET-000023,true
CDR-004693,PHONE-008112,PHONE-004658,2023-11-02T19:43:00,687,VOICE,TOWER-0045,LOC-000587,NET-000016,true
CDR-004694,PHONE-002561,PHONE-006145,2023-07-08T07:24:00,383,SMS,TOWER-0142,LOC-001644,NET-000028,true
CDR-004695,PHONE-002924,PHONE-004528,2023-03-26T09:53:00,777,VOICE,TOWER-0167,LOC-000831,NET-000008,true
CDR-004696,PHONE-004510,PHONE-002486,2023-09-23T03:37:00,97,VOICE,TOWER-0561,LOC-000833,NET-000028,true
CDR-004697,PHONE-003063,PHONE-006170,2024-02-19T15:33:00,620,SMS,TOWER-0679,LOC-002507,NET-000011,true
CDR-004698,PHONE-010146,PHONE-012026,2023-04-13T04:45:00,701,SMS,TOWER-0132,LOC-001217,,true
CDR-004699,PHONE-001517,PHONE-008676,2023-08-08T18:38:00,407,VOICE,TOWER-0652,LOC-000373,NET-000004,true
CDR-004700,PHONE-005958,PHONE-007105,2024-03-26T10:58:00,467,SMS,TOWER-0252,LOC-002927,NET-000016,true
CDR-004701,PHONE-001913,PHONE-000758,2023-07-17T02:42:00,518,SMS,TOWER-0033,LOC-002005,NET-000014,true
CDR-004702,PHONE-002616,PHONE-001804,2023-10-05T04:54:00,547,SMS,TOWER-0242,LOC-002923,NET-000010,true
CDR-004703,PHONE-002086,PHONE-003839,2024-03-03T13:26:00,71,SMS,TOWER-0090,LOC-001310,NET-000004,true
CDR-004704,PHONE-009671,PHONE-009908,2023-08-20T01:44:00,23,SMS,TOWER-0707,LOC-001201,,true
CDR-004705,PHONE-011854,PHONE-011641,2023-02-17T06:31:00,222,VOICE,TOWER-0771,LOC-000110,,true
CDR-004706,PHONE-003321,PHONE-001180,2023-04-29T06:31:00,124,VOICE,TOWER-0249,LOC-001763,NET-000021,true
CDR-004707,PHONE-007772,PHONE-007341,2023-08-17T18:48:00,834,SMS,TOWER-0680,LOC-002013,NET-000021,true
CDR-004708,PHONE-009621,PHONE-002712,2023-09-09T19:02:00,179,SMS,TOWER-0346,LOC-002399,,true
CDR-004709,PHONE-001912,PHONE-004152,2023-08-11T12:24:00,844,SMS,TOWER-0353,LOC-002102,NET-000014,true
CDR-004710,PHONE-002840,PHONE-003505,2023-07-31T19:37:00,305,SMS,TOWER-0740,LOC-001673,NET-000017,true
CDR-004711,PHONE-011928,PHONE-011080,2023-08-22T00:33:00,89,SMS,TOWER-0017,LOC-000515,,true
CDR-004712,PHONE-009698,PHONE-010581,2023-07-03T10:37:00,661,SMS,TOWER-0344,LOC-000552,,true
CDR-004713,PHONE-010285,PHONE-010361,2023-09-24T02:39:00,91,SMS,TOWER-0775,LOC-000344,,true
CDR-004714,PHONE-007148,PHONE-009056,2023-01-22T08:47:00,645,SMS,TOWER-0302,LOC-000519,NET-000016,true
CDR-004715,PHONE-006392,PHONE-006172,2023-10-09T23:14:00,624,SMS,TOWER-0499,LOC-000298,NET-000011,true
CDR-004716,PHONE-008898,PHONE-007757,2023-05-03T05:37:00,56,SMS,TOWER-0700,LOC-000324,NET-000005,true
CDR-004717,PHONE-008614,PHONE-003376,2022-12-12T17:01:00,419,VOICE,TOWER-0398,LOC-002267,NET-000022,true
CDR-004718,PHONE-006053,PHONE-007802,2023-01-13T22:54:00,196,VOICE,TOWER-0668,LOC-000104,NET-000012,true
CDR-004719,PHONE-006133,PHONE-004774,2023-08-04T05:19:00,330,VOICE,TOWER-0675,LOC-001201,NET-000019,true
CDR-004720,PHONE-001630,PHONE-001130,2023-04-16T21:26:00,688,VOICE,TOWER-0226,LOC-000952,NET-000023,true
CDR-004721,PHONE-007123,PHONE-007125,2023-11-03T12:19:00,877,SMS,TOWER-0655,LOC-002115,NET-000013,true
CDR-004722,PHONE-011179,PHONE-011840,2023-09-20T14:57:00,173,SMS,TOWER-0105,LOC-002499,,true
CDR-004723,PHONE-001088,PHONE-003513,2023-06-02T17:59:00,693,SMS,TOWER-0272,LOC-000500,NET-000009,true
CDR-004724,PHONE-002155,PHONE-003457,2023-03-17T23:49:00,755,SMS,TOWER-0074,LOC-002521,NET-000021,true
CDR-004725,PHONE-004320,PHONE-003375,2023-04-14T13:21:00,400,SMS,TOWER-0051,LOC-001160,NET-000022,true
CDR-004726,PHONE-010111,PHONE-009974,2023-07-09T02:08:00,623,SMS,TOWER-0323,LOC-002555,,true
CDR-004727,PHONE-001301,PHONE-003549,2023-09-28T07:07:00,617,VOICE,TOWER-0502,LOC-002354,NET-000013,true
CDR-004728,PHONE-002771,PHONE-007180,2023-07-04T16:24:00,245,VOICE,TOWER-0176,LOC-001924,NET-000012,true
CDR-004729,PHONE-005603,PHONE-008985,2022-11-18T05:06:00,809,VOICE,TOWER-0722,LOC-001424,NET-000008,true
CDR-004730,PHONE-009087,PHONE-000772,2023-09-28T17:41:00,800,SMS,TOWER-0429,LOC-000906,NET-000025,true
CDR-004731,PHONE-002858,PHONE-007814,2023-03-27T13:48:00,724,SMS,TOWER-0170,LOC-001123,NET-000009,true
CDR-004732,PHONE-011490,PHONE-010430,2024-03-03T14:32:00,494,VOICE,TOWER-0431,LOC-001820,,true
CDR-004733,PHONE-009235,PHONE-008275,2023-04-30T04:00:00,97,VOICE,TOWER-0041,LOC-000621,NET-000015,true
CDR-004734,PHONE-005900,PHONE-008099,2023-08-26T19:41:00,366,SMS,TOWER-0168,LOC-002267,NET-000010,true
CDR-004735,PHONE-002113,PHONE-003626,2023-11-11T00:08:00,815,VOICE,TOWER-0392,LOC-000964,NET-000008,true
CDR-004736,PHONE-004791,PHONE-011302,2023-06-03T01:54:00,467,VOICE,TOWER-0047,LOC-000614,,true
CDR-004737,PHONE-002004,PHONE-009016,2023-12-23T18:31:00,529,VOICE,TOWER-0794,LOC-000331,NET-000021,true
CDR-004738,PHONE-002989,PHONE-006589,2023-11-23T07:42:00,256,VOICE,TOWER-0078,LOC-000176,NET-000011,true
CDR-004739,PHONE-009758,PHONE-010635,2023-10-23T12:36:00,136,VOICE,TOWER-0396,LOC-000434,,true
CDR-004740,PHONE-010901,PHONE-011341,2023-11-10T07:57:00,471,SMS,TOWER-0491,LOC-002900,,true
CDR-004741,PHONE-000991,PHONE-000301,2023-04-28T19:42:00,27,SMS,TOWER-0167,LOC-002435,NET-000001,true
CDR-004742,PHONE-002575,PHONE-003399,2024-01-18T07:46:00,726,VOICE,TOWER-0320,LOC-001012,NET-000019,true
CDR-004743,PHONE-011715,PHONE-010869,2023-10-08T09:30:00,147,SMS,TOWER-0563,LOC-001474,,true
CDR-004744,PHONE-004932,PHONE-005299,2023-03-16T16:45:00,387,SMS,TOWER-0753,LOC-000651,NET-000017,true
CDR-004745,PHONE-004125,PHONE-005426,2023-07-11T03:37:00,375,SMS,TOWER-0647,LOC-002670,NET-000028,true
CDR-004746,PHONE-000021,PHONE-005900,2023-02-14T02:36:00,273,SMS,TOWER-0249,LOC-000803,NET-000010,true
CDR-004747,PHONE-006344,PHONE-008607,2023-04-03T04:34:00,577,VOICE,TOWER-0064,LOC-002972,NET-000007,true
CDR-004748,PHONE-010216,PHONE-010174,2023-10-24T14:29:00,84,VOICE,TOWER-0580,LOC-002202,,true
CDR-004749,PHONE-000269,PHONE-001180,2023-02-07T11:26:00,375,SMS,TOWER-0202,LOC-001459,NET-000021,true
CDR-004750,PHONE-005321,PHONE-003491,2023-12-02T07:04:00,131,VOICE,TOWER-0586,LOC-001103,NET-000013,true
CDR-004751,PHONE-011253,PHONE-009980,2024-01-12T02:45:00,135,VOICE,TOWER-0147,LOC-001620,,true
CDR-004752,PHONE-002847,PHONE-007498,2023-08-20T14:10:00,583,SMS,TOWER-0477,LOC-002016,NET-000017,true
CDR-004753,PHONE-004212,PHONE-006212,2023-07-10T11:33:00,555,VOICE,TOWER-0160,LOC-000202,NET-000014,true
CDR-004754,PHONE-005328,PHONE-008330,2023-05-27T13:08:00,750,VOICE,TOWER-0590,LOC-001866,NET-000012,true
CDR-004755,PHONE-001131,PHONE-001621,2022-11-20T11:19:00,350,VOICE,TOWER-0508,LOC-001621,NET-000023,true
CDR-004756,PHONE-000209,PHONE-006485,2023-06-29T01:33:00,467,VOICE,TOWER-0645,LOC-001534,NET-000004,true
CDR-004757,PHONE-003367,PHONE-007869,2023-01-23T06:57:00,595,VOICE,TOWER-0425,LOC-001206,NET-000002,true
CDR-004758,PHONE-001327,PHONE-005444,2023-09-12T22:10:00,295,VOICE,TOWER-0047,LOC-000023,NET-000005,true
CDR-004759,PHONE-009067,PHONE-000166,2023-02-07T13:18:00,337,VOICE,TOWER-0508,LOC-001327,NET-000013,true
CDR-004760,PHONE-007054,PHONE-001603,2023-09-03T05:49:00,148,VOICE,TOWER-0694,LOC-002267,NET-000007,true
CDR-004761,PHONE-003080,PHONE-005249,2023-10-22T06:48:00,750,VOICE,TOWER-0206,LOC-001926,NET-000005,true
CDR-004762,PHONE-007760,PHONE-006810,2022-11-27T07:13:00,378,VOICE,TOWER-0722,LOC-000761,NET-000005,true
CDR-004763,PHONE-006397,PHONE-000157,2023-10-08T15:59:00,264,SMS,TOWER-0469,LOC-000057,NET-000015,true
CDR-004764,PHONE-004932,PHONE-005973,2023-09-17T23:52:00,359,SMS,TOWER-0605,LOC-001172,NET-000017,true
CDR-004765,PHONE-004336,PHONE-000048,2023-04-24T04:33:00,27,VOICE,TOWER-0367,LOC-001124,NET-000008,true
CDR-004766,PHONE-003775,PHONE-009246,2024-03-10T05:47:00,65,SMS,TOWER-0522,LOC-002540,NET-000001,true
CDR-004767,PHONE-003143,PHONE-001890,2022-12-21T15:54:00,301,SMS,TOWER-0697,LOC-002177,NET-000022,true
CDR-004768,PHONE-009829,PHONE-000404,2023-06-19T10:11:00,853,SMS,TOWER-0633,LOC-001392,,true
CDR-004769,PHONE-009129,PHONE-006063,2023-10-29T10:57:00,551,SMS,TOWER-0457,LOC-001299,NET-000023,true
CDR-004770,PHONE-000935,PHONE-004374,2023-05-05T17:14:00,272,VOICE,TOWER-0523,LOC-001103,NET-000010,true
CDR-004771,PHONE-005638,PHONE-007125,2023-09-29T10:11:00,343,VOICE,TOWER-0183,LOC-002877,NET-000013,true
CDR-004772,PHONE-001238,PHONE-006034,2023-08-07T21:40:00,137,SMS,TOWER-0108,LOC-002379,NET-000027,true
CDR-004773,PHONE-008386,PHONE-000547,2023-02-01T18:02:00,157,VOICE,TOWER-0237,LOC-000413,NET-000028,true
CDR-004774,PHONE-001903,PHONE-008449,2023-04-04T02:30:00,643,VOICE,TOWER-0647,LOC-000895,NET-000019,true
CDR-004775,PHONE-002810,PHONE-007289,2023-06-23T16:37:00,845,VOICE,TOWER-0266,LOC-000358,NET-000020,true
CDR-004776,PHONE-002730,PHONE-000659,2023-03-13T00:55:00,65,VOICE,TOWER-0587,LOC-002284,NET-000002,true
CDR-004777,PHONE-002152,PHONE-009016,2023-03-05T04:56:00,596,VOICE,TOWER-0386,LOC-002058,NET-000021,true
CDR-004778,PHONE-003941,PHONE-001807,2023-12-19T22:55:00,491,SMS,TOWER-0268,LOC-002667,NET-000010,true
CDR-004779,PHONE-001070,PHONE-000556,2022-10-29T02:44:00,825,VOICE,TOWER-0574,LOC-001227,NET-000012,true
CDR-004780,PHONE-002809,PHONE-000352,2024-03-07T04:31:00,178,SMS,TOWER-0260,LOC-001712,NET-000020,true
CDR-004781,PHONE-008060,PHONE-006840,2023-01-22T01:08:00,270,VOICE,TOWER-0034,LOC-000645,NET-000015,true
CDR-004782,PHONE-011612,PHONE-010257,2023-04-07T12:48:00,413,VOICE,TOWER-0690,LOC-000394,,true
CDR-004783,PHONE-006692,PHONE-000447,2023-04-03T23:34:00,395,SMS,TOWER-0284,LOC-001067,NET-000027,true
CDR-004784,PHONE-006227,PHONE-001229,2023-03-07T19:16:00,106,SMS,TOWER-0563,LOC-002047,NET-000024,true
CDR-004785,PHONE-006545,PHONE-008557,2023-09-28T13:04:00,559,VOICE,TOWER-0320,LOC-001608,NET-000011,true
CDR-004786,PHONE-003239,PHONE-001533,2023-04-14T01:54:00,27,VOICE,TOWER-0226,LOC-001322,NET-000004,true
CDR-004787,PHONE-001697,PHONE-002428,2023-09-04T20:37:00,553,VOICE,TOWER-0644,LOC-000181,NET-000024,true
CDR-004788,PHONE-005132,PHONE-006059,2023-07-02T10:22:00,885,VOICE,TOWER-0639,LOC-000327,NET-000014,true
CDR-004789,PHONE-005940,PHONE-001434,2023-07-15T20:42:00,569,VOICE,TOWER-0343,LOC-000819,NET-000017,true
CDR-004790,PHONE-000779,PHONE-002486,2023-06-22T16:11:00,137,VOICE,TOWER-0017,LOC-000025,NET-000012,true
CDR-004791,PHONE-001324,PHONE-011854,2023-03-13T05:26:00,136,VOICE,TOWER-0081,LOC-000070,,true
CDR-004792,PHONE-003351,PHONE-002236,2023-05-17T18:28:00,788,SMS,TOWER-0355,LOC-000505,NET-000014,true
CDR-004793,PHONE-005433,PHONE-002558,2023-07-07T04:22:00,92,VOICE,TOWER-0737,LOC-001736,NET-000028,true
CDR-004794,PHONE-000938,PHONE-007303,2023-10-31T06:12:00,65,VOICE,TOWER-0651,LOC-002513,NET-000010,true
CDR-004795,PHONE-004895,PHONE-004937,2023-03-23T11:08:00,505,SMS,TOWER-0391,LOC-000674,NET-000007,true
CDR-004796,PHONE-000105,PHONE-011777,2023-03-02T08:36:00,500,VOICE,TOWER-0383,LOC-000224,,true
CDR-004797,PHONE-011843,PHONE-009581,2023-03-14T19:23:00,643,SMS,TOWER-0531,LOC-002778,,true
CDR-004798,PHONE-011846,PHONE-005681,2023-04-15T16:08:00,665,VOICE,TOWER-0199,LOC-001400,,true
CDR-004799,PHONE-011024,PHONE-001755,2022-11-21T23:43:00,155,VOICE,TOWER-0110,LOC-002329,,true
CDR-004800,PHONE-006924,PHONE-002374,2023-07-25T18:35:00,604,VOICE,TOWER-0733,LOC-000439,NET-000014,true
CDR-004801,PHONE-001021,PHONE-006833,2023-11-17T05:55:00,35,VOICE,TOWER-0003,LOC-001580,NET-000020,true
CDR-004802,PHONE-000268,PHONE-000100,2023-07-10T04:09:00,701,SMS,TOWER-0655,LOC-001142,NET-000021,true
CDR-004803,PHONE-000884,PHONE-007196,2023-02-05T08:18:00,806,SMS,TOWER-0654,LOC-002926,NET-000007,true
CDR-004804,PHONE-002149,PHONE-008793,2023-02-04T00:56:00,807,VOICE,TOWER-0708,LOC-000217,NET-000004,true
CDR-004805,PHONE-007347,PHONE-007977,2023-08-14T07:04:00,835,SMS,TOWER-0132,LOC-000444,NET-000024,true
CDR-004806,PHONE-004653,PHONE-004767,2023-07-06T10:59:00,90,SMS,TOWER-0244,LOC-000898,NET-000019,true
CDR-004807,PHONE-001977,PHONE-002954,2023-12-20T20:47:00,14,VOICE,TOWER-0658,LOC-000593,NET-000018,true
CDR-004808,PHONE-001700,PHONE-006463,2023-08-01T17:04:00,373,SMS,TOWER-0358,LOC-000402,NET-000024,true
CDR-004809,PHONE-008768,PHONE-006620,2023-03-19T19:25:00,528,VOICE,TOWER-0059,LOC-000666,NET-000022,true
CDR-004810,PHONE-008191,PHONE-008490,2023-08-15T07:17:00,250,VOICE,TOWER-0692,LOC-002258,NET-000018,true
CDR-004811,PHONE-007802,PHONE-006034,2023-03-28T11:39:00,267,VOICE,TOWER-0240,LOC-001735,NET-000027,true
CDR-004812,PHONE-010146,PHONE-005451,2024-03-10T17:05:00,669,VOICE,TOWER-0072,LOC-001043,,true
CDR-004813,PHONE-004553,PHONE-008516,2023-08-18T10:29:00,336,VOICE,TOWER-0246,LOC-002016,NET-000025,true
CDR-004814,PHONE-000126,PHONE-007807,2023-07-04T13:46:00,591,VOICE,TOWER-0427,LOC-001117,NET-000012,true
CDR-004815,PHONE-011702,PHONE-010526,2023-03-18T16:18:00,278,VOICE,TOWER-0666,LOC-002915,,true
CDR-004816,PHONE-001875,PHONE-003466,2023-01-13T08:29:00,484,VOICE,TOWER-0706,LOC-001234,NET-000028,true
