alias_id,person_id,alias,alias_type,confidence,synthetic_flag
ALIAS-000416,PERSON-001067,vik_111,Online Handle,0.84,true
ALIAS-000417,PERSON-000844,meera98,Business Name,0.91,true
ALIAS-000418,PERSON-000366,vik_228,Online Handle,0.72,true
ALIAS-000419,PERSON-000781,raven46,Nickname,0.97,true
ALIAS-000420,PERSON-002177,Rao Online,Operational Alias,0.67,true
ALIAS-000421,PERSON-000539,orbit71,Business Name,0.8,true
ALIAS-000422,PERSON-001523,sim_48,Known As,0.88,true
ALIAS-000423,PERSON-001183,north77,Nickname,0.62,true
ALIAS-000424,PERSON-001640,kav_128,Nickname,0.98,true
ALIAS-000425,PERSON-000151,orbit52,Online Handle,0.9,true
ALIAS-000426,PERSON-001288,diya41,Known As,0.88,true
ALIAS-000427,PERSON-000520,karan57,Business Name,0.77,true
ALIAS-000428,PERSON-002507,raven88,Operational Alias,0.88,true
ALIAS-000429,PERSON-000532,falcon31,Business Name,0.81,true
ALIAS-000430,PERSON-000353,raj_218,Known As,0.81,true
ALIAS-000431,PERSON-002475,aarav48,Nickname,0.76,true
ALIAS-000432,PERSON-000069,north49,Operational Alias,0.89,true
ALIAS-000433,PERSON-002387,shadow54,Operational Alias,0.63,true
ALIAS-000434,PERSON-000203,tara55,Business Name,0.69,true
ALIAS-000435,PERSON-001787,tara23,Operational Alias,0.71,true
ALIAS-000436,PERSON-000309,vikram29,Business Name,0.78,true
ALIAS-000437,PERSON-001827,ish_77,Business Name,0.83,true
ALIAS-000438,PERSON-001461,vik_391,Nickname,0.9,true
ALIAS-000439,PERSON-001559,arjun80,Operational Alias,0.94,true
ALIAS-000440,PERSON-002345,Rao Online,Operational Alias,0.81,true
ALIAS-000441,PERSON-000175,shadow98,Business Name,0.82,true
ALIAS-000442,PERSON-002097,vih_261,Business Name,0.9,true
ALIAS-000443,PERSON-000995,Chauhan Online,Operational Alias,0.64,true
ALIAS-000444,PERSON-000017,Singh Online,Operational Alias,0.89,true
ALIAS-000445,PERSON-002337,shadow77,Online Handle,0.93,true
ALIAS-000446,PERSON-002432,shadow70,Known As,0.78,true
ALIAS-000447,PERSON-001060,may_799,Business Name,0.93,true
ALIAS-000448,PERSON-002062,Verma Online,Online Handle,0.79,true
ALIAS-000449,PERSON-001629,priya15,Business Name,0.93,true
ALIAS-000450,PERSON-002886,nee_990,Nickname,0.71,true
ALIAS-000451,PERSON-000659,falcon67,Known As,0.73,true
ALIAS-000452,PERSON-000610,falcon3,Operational Alias,0.79,true
ALIAS-000453,PERSON-001730,Iyer Online,Business Name,0.77,true
ALIAS-000454,PERSON-001157,san_560,Operational Alias,0.81,true
ALIAS-000455,PERSON-002168,falcon91,Operational Alias,0.93,true
ALIAS-000456,PERSON-000326,Iyer Online,Nickname,0.77,true
ALIAS-000457,PERSON-002850,simran85,Online Handle,0.73,true
ALIAS-000458,PERSON-000919,north52,Nickname,0.63,true
ALIAS-000459,PERSON-000368,Pawar Online,Online Handle,0.71,true
ALIAS-000460,PERSON-002820,aditya39,Known As,0.86,true
ALIAS-000461,PERSON-001777,orbit74,Known As,0.78,true
ALIAS-000462,PERSON-002051,pri_499,Online Handle,0.77,true
ALIAS-000463,PERSON-000275,raj67,Online Handle,0.98,true
ALIAS-000464,PERSON-001044,orbit48,Known As,0.79,true
ALIAS-000465,PERSON-001277,sana93,Known As,0.82,true
ALIAS-000466,PERSON-002949,vih_632,Known As,0.94,true
ALIAS-000467,PERSON-001705,kavya79,Nickname,0.75,true
ALIAS-000468,PERSON-001063,orbit82,Business Name,0.97,true
ALIAS-000469,PERSON-002196,ishaan12,Online Handle,0.85,true
ALIAS-000470,PERSON-002761,rohan61,Nickname,0.81,true
ALIAS-000471,PERSON-001446,north92,Business Name,0.85,true
ALIAS-000472,PERSON-001060,may_85,Online Handle,0.67,true
ALIAS-000473,PERSON-002872,raven35,Business Name,0.97,true
ALIAS-000474,PERSON-000744,Khan Online,Online Handle,0.67,true
ALIAS-000475,PERSON-001765,ira_356,Known As,0.68,true
ALIAS-000476,PERSON-001487,Rao Online,Known As,0.7,true
ALIAS-000477,PERSON-002980,riya34,Business Name,0.83,true
ALIAS-000478,PERSON-002796,pri_687,Online Handle,0.89,true
ALIAS-000479,PERSON-000635,man_785,Known As,0.69,true
ALIAS-000480,PERSON-001924,Patel Online,Online Handle,0.86,true
ALIAS-000481,PERSON-001474,Kulkarni Online,Business Name,0.81,true
ALIAS-000482,PERSON-002981,priya54,Operational Alias,0.73,true
ALIAS-000483,PERSON-001469,Patel Online,Operational Alias,0.7,true
ALIAS-000484,PERSON-002877,tar_379,Business Name,0.8,true
ALIAS-000485,PERSON-000059,ais_923,Online Handle,0.7,true
ALIAS-000486,PERSON-002051,Nair Online,Business Name,0.74,true
ALIAS-000487,PERSON-000451,pri_352,Online Handle,0.63,true
ALIAS-000488,PERSON-001566,Das Online,Nickname,0.8,true
ALIAS-000489,PERSON-001915,nikhil52,Online Handle,0.78,true
ALIAS-000490,PERSON-000871,shadow58,Nickname,0.65,true
ALIAS-000491,PERSON-002373,orbit16,Known As,0.75,true
ALIAS-000492,PERSON-000047,kabir81,Business Name,0.76,true
ALIAS-000493,PERSON-000047,kabir69,Nickname,0.66,true
ALIAS-000494,PERSON-001758,kavya95,Business Name,0.66,true
ALIAS-000495,PERSON-001363,raven2,Business Name,0.9,true
ALIAS-000496,PERSON-002025,vik_907,Online Handle,0.67,true
ALIAS-000497,PERSON-001845,raven91,Nickname,0.68,true
ALIAS-000498,PERSON-000654,north37,Online Handle,0.87,true
ALIAS-000499,PERSON-000002,north55,Known As,0.95,true
ALIAS-000500,PERSON-000555,orbit69,Known As,0.74,true
ALIAS-000501,PERSON-002397,raj_25,Known As,0.86,true
ALIAS-000502,PERSON-001195,raven13,Business Name,0.78,true
ALIAS-000503,PERSON-000175,ana_442,Nickname,0.96,true
ALIAS-000504,PERSON-001353,riya49,Operational Alias,0.72,true
ALIAS-000505,PERSON-002029,san_496,Known As,0.68,true
ALIAS-000506,PERSON-002680,karan4,Operational Alias,0.91,true
ALIAS-000507,PERSON-002407,Malik Online,Online Handle,0.95,true
ALIAS-000508,PERSON-000590,orbit42,Business Name,0.94,true
ALIAS-000509,PERSON-002604,Joshi Online,Operational Alias,0.82,true
ALIAS-000510,PERSON-002968,raven58,Online Handle,0.76,true
ALIAS-000511,PERSON-000776,Yadav Online,Nickname,0.69,true
ALIAS-000512,PERSON-002321,sim_803,Known As,0.88,true
ALIAS-000513,PERSON-001444,Malik Online,Business Name,0.84,true
ALIAS-000514,PERSON-001077,falcon99,Operational Alias,0.93,true
ALIAS-000515,PERSON-001351,ira_370,Business Name,0.94,true
ALIAS-000516,PERSON-002417,vih_533,Business Name,0.73,true
ALIAS-000517,PERSON-000417,raven50,Business Name,0.67,true
ALIAS-000518,PERSON-001957,Nair Online,Nickname,0.9,true
ALIAS-000519,PERSON-001333,aar_536,Online Handle,0.75,true
ALIAS-000520,PERSON-000600,vih_754,Business Name,0.76,true
ALIAS-000521,PERSON-001642,Khan Online,Operational Alias,0.97,true
ALIAS-000522,PERSON-000141,adi_655,Operational Alias,0.97,true
ALIAS-000523,PERSON-000302,orbit14,Online Handle,0.91,true
ALIAS-000524,PERSON-002122,man_966,Known As,0.64,true
ALIAS-000525,PERSON-001686,orbit61,Known As,0.67,true
ALIAS-000526,PERSON-000059,orbit69,Online Handle,0.8,true
ALIAS-000527,PERSON-000066,Yadav Online,Operational Alias,0.77,true
ALIAS-000528,PERSON-001935,falcon93,Online Handle,0.95,true
ALIAS-000529,PERSON-001786,vihaan42,Nickname,0.79,true
ALIAS-000530,PERSON-000044,ais_667,Online Handle,0.83,true
ALIAS-000531,PERSON-000746,kar_662,Operational Alias,0.72,true
ALIAS-000532,PERSON-001273,Malik Online,Online Handle,0.76,true
ALIAS-000533,PERSON-002588,adi_606,Operational Alias,0.63,true
ALIAS-000534,PERSON-001477,adi_743,Operational Alias,0.78,true
ALIAS-000535,PERSON-002939,raven55,Operational Alias,0.94,true
ALIAS-000536,PERSON-001527,nikhil62,Known As,0.69,true
ALIAS-000537,PERSON-000709,orbit3,Nickname,0.9,true
ALIAS-000538,PERSON-000476,priya45,Business Name,0.74,true
ALIAS-000539,PERSON-000925,orbit92,Operational Alias,0.69,true
ALIAS-000540,PERSON-002271,raven52,Known As,0.8,true
ALIAS-000541,PERSON-000133,aditya21,Nickname,0.71,true
ALIAS-000542,PERSON-000806,Das Online,Online Handle,0.83,true
ALIAS-000543,PERSON-000349,raven71,Online Handle,0.93,true
ALIAS-000544,PERSON-000066,raven80,Online Handle,0.68,true
ALIAS-000545,PERSON-002385,Patel Online,Operational Alias,0.96,true
ALIAS-000546,PERSON-001661,Deshmukh Online,Operational Alias,0.67,true
ALIAS-000547,PERSON-002868,Das Online,Known As,0.69,true
ALIAS-000548,PERSON-001502,vih_978,Operational Alias,0.82,true
ALIAS-000549,PERSON-002500,ira_990,Operational Alias,0.92,true
ALIAS-000550,PERSON-000579,Singh Online,Nickname,0.9,true
ALIAS-000551,PERSON-001342,vih_173,Online Handle,0.84,true
ALIAS-000552,PERSON-002255,nee_845,Known As,0.79,true
ALIAS-000553,PERSON-002642,falcon30,Operational Alias,0.79,true
ALIAS-000554,PERSON-000180,tar_168,Known As,0.81,true
ALIAS-000555,PERSON-002817,shadow99,Online Handle,0.65,true
ALIAS-000556,PERSON-000365,pri_104,Known As,0.9,true
ALIAS-000557,PERSON-001451,Das Online,Nickname,0.93,true
ALIAS-000558,PERSON-001707,aditya10,Business Name,0.78,true
ALIAS-000559,PERSON-000988,shadow29,Known As,0.82,true
ALIAS-000560,PERSON-000240,maya25,Business Name,0.82,true
ALIAS-000561,PERSON-001048,rohan89,Nickname,0.62,true
ALIAS-000562,PERSON-002591,nik_176,Nickname,0.88,true
ALIAS-000563,PERSON-002347,riya55,Operational Alias,0.85,true
ALIAS-000564,PERSON-001281,riya2,Known As,0.81,true
ALIAS-000565,PERSON-001895,ais_277,Online Handle,0.79,true
ALIAS-000566,PERSON-000375,Mehta Online,Online Handle,0.69,true
ALIAS-000567,PERSON-000866,kab_631,Nickname,0.79,true
ALIAS-000568,PERSON-000330,meera60,Operational Alias,0.82,true
ALIAS-000569,PERSON-000383,maya7,Known As,0.71,true
ALIAS-000570,PERSON-001962,north78,Operational Alias,0.65,true
ALIAS-000571,PERSON-001240,Iyer Online,Business Name,0.63,true
ALIAS-000572,PERSON-000932,aar_821,Known As,0.94,true
ALIAS-000573,PERSON-001449,north89,Operational Alias,0.65,true
ALIAS-000574,PERSON-002521,diya46,Nickname,0.75,true
ALIAS-000575,PERSON-000631,neel16,Known As,0.75,true
ALIAS-000576,PERSON-000561,ish_457,Nickname,0.69,true
ALIAS-000577,PERSON-001660,Joshi Online,Nickname,0.66,true
ALIAS-000578,PERSON-001492,Gupta Online,Nickname,0.7,true
ALIAS-000579,PERSON-001744,shadow45,Nickname,0.75,true
ALIAS-000580,PERSON-002632,orbit3,Online Handle,0.94,true
ALIAS-000581,PERSON-000726,Mehta Online,Known As,0.63,true
ALIAS-000582,PERSON-000757,falcon67,Operational Alias,0.64,true
ALIAS-000583,PERSON-002036,Chauhan Online,Online Handle,0.72,true
ALIAS-000584,PERSON-000417,ira43,Online Handle,0.83,true
ALIAS-000585,PERSON-000085,aditya63,Online Handle,0.82,true
ALIAS-000586,PERSON-001154,aditya85,Business Name,0.79,true
ALIAS-000587,PERSON-002193,simran6,Operational Alias,0.7,true
ALIAS-000588,PERSON-002591,Khan Online,Nickname,0.86,true
ALIAS-000589,PERSON-001636,Khan Online,Nickname,0.76,true
ALIAS-000590,PERSON-000753,anaya92,Business Name,0.81,true
ALIAS-000591,PERSON-002873,orbit82,Operational Alias,0.95,true
ALIAS-000592,PERSON-002864,north93,Business Name,0.96,true
ALIAS-000593,PERSON-002726,Rao Online,Operational Alias,0.73,true
ALIAS-000594,PERSON-000301,ishaan89,Nickname,0.74,true
ALIAS-000595,PERSON-001009,Patel Online,Business Name,0.62,true
ALIAS-000596,PERSON-002942,kavya76,Business Name,0.76,true
ALIAS-000597,PERSON-001982,ana_827,Business Name,0.79,true
ALIAS-000598,PERSON-002982,neel21,Known As,0.89,true
ALIAS-000599,PERSON-001883,maya61,Nickname,0.76,true
ALIAS-000600,PERSON-000469,orbit4,Known As,0.84,true
ALIAS-000601,PERSON-002434,arjun8,Business Name,0.8,true
ALIAS-000602,PERSON-000261,Joshi Online,Operational Alias,0.8,true
ALIAS-000603,PERSON-001676,Yadav Online,Online Handle,0.81,true
ALIAS-000604,PERSON-001736,falcon2,Operational Alias,0.66,true
ALIAS-000605,PERSON-002555,mee_182,Known As,0.81,true
ALIAS-000606,PERSON-000757,falcon62,Online Handle,0.84,true
ALIAS-000607,PERSON-001617,kavya37,Nickname,0.9,true
ALIAS-000608,PERSON-002738,orbit50,Operational Alias,0.88,true
ALIAS-000609,PERSON-001563,raven12,Known As,0.68,true
ALIAS-000610,PERSON-001070,raven33,Online Handle,0.68,true
ALIAS-000611,PERSON-002227,riy_174,Nickname,0.72,true
ALIAS-000612,PERSON-001751,priya36,Operational Alias,0.97,true
ALIAS-000613,PERSON-001160,diy_699,Operational Alias,0.89,true
ALIAS-000614,PERSON-001795,kav_475,Operational Alias,0.74,true
ALIAS-000615,PERSON-001222,nik_483,Business Name,0.67,true
ALIAS-000616,PERSON-000007,Nair Online,Online Handle,0.97,true
ALIAS-000617,PERSON-000902,may_645,Business Name,0.64,true
ALIAS-000618,PERSON-002435,neel28,Online Handle,0.88,true
ALIAS-000619,PERSON-001363,Iyer Online,Known As,0.75,true
ALIAS-000620,PERSON-000101,ish_525,Online Handle,0.64,true
ALIAS-000621,PERSON-002851,raven72,Nickname,0.97,true
ALIAS-000622,PERSON-001449,riy_102,Online Handle,0.69,true
ALIAS-000623,PERSON-002092,orbit53,Nickname,0.87,true
ALIAS-000624,PERSON-001901,Das Online,Nickname,0.7,true
ALIAS-000625,PERSON-000127,aditya69,Operational Alias,0.95,true
ALIAS-000626,PERSON-000458,kabir35,Operational Alias,0.81,true
ALIAS-000627,PERSON-002666,Joshi Online,Nickname,0.87,true
ALIAS-000628,PERSON-000828,Deshmukh Online,Business Name,0.89,true
ALIAS-000629,PERSON-000663,raven50,Business Name,0.93,true
ALIAS-000630,PERSON-002902,ais_209,Operational Alias,0.68,true
ALIAS-000631,PERSON-000746,karan9,Operational Alias,0.77,true
ALIAS-000632,PERSON-001531,mee_182,Online Handle,0.62,true
ALIAS-000633,PERSON-001241,north53,Online Handle,0.94,true
ALIAS-000634,PERSON-002303,shadow86,Known As,0.78,true
ALIAS-000635,PERSON-001543,Das Online,Operational Alias,0.67,true
ALIAS-000636,PERSON-000975,tara9,Operational Alias,0.63,true
ALIAS-000637,PERSON-002191,nik_525,Operational Alias,0.88,true
ALIAS-000638,PERSON-002685,tar_786,Business Name,0.79,true
ALIAS-000639,PERSON-002370,Nair Online,Business Name,0.66,true
ALIAS-000640,PERSON-002330,Khan Online,Operational Alias,0.77,true
ALIAS-000641,PERSON-002174,sana74,Business Name,0.7,true
ALIAS-000642,PERSON-000776,anaya29,Operational Alias,0.66,true
ALIAS-000643,PERSON-000762,ana_998,Known As,0.66,true
ALIAS-000644,PERSON-002879,Verma Online,Operational Alias,0.64,true
ALIAS-000645,PERSON-000345,arj_913,Operational Alias,0.94,true
ALIAS-000646,PERSON-002093,karan24,Business Name,0.87,true
ALIAS-000647,PERSON-000796,diya9,Business Name,0.62,true
ALIAS-000648,PERSON-002713,Khan Online,Nickname,0.7,true
ALIAS-000649,PERSON-000398,ais_309,Known As,0.74,true
ALIAS-000650,PERSON-000314,vihaan61,Operational Alias,0.81,true
ALIAS-000651,PERSON-000519,raven47,Known As,0.94,true
ALIAS-000652,PERSON-001935,nik_728,Business Name,0.73,true
ALIAS-000653,PERSON-001164,Mehta Online,Nickname,0.86,true
ALIAS-000654,PERSON-001687,Chauhan Online,Business Name,0.69,true
ALIAS-000655,PERSON-001318,Kulkarni Online,Nickname,0.94,true
ALIAS-000656,PERSON-002453,vihaan6,Operational Alias,0.87,true
ALIAS-000657,PERSON-002755,kav_524,Online Handle,0.94,true
ALIAS-000658,PERSON-001448,raven63,Nickname,0.96,true
ALIAS-000659,PERSON-002977,pri_524,Operational Alias,0.91,true
ALIAS-000660,PERSON-000305,sim_345,Known As,0.75,true
ALIAS-000661,PERSON-001931,raj64,Online Handle,0.75,true
ALIAS-000662,PERSON-000352,Khan Online,Operational Alias,0.94,true
ALIAS-000663,PERSON-002567,Verma Online,Known As,0.79,true
ALIAS-000664,PERSON-002506,maya22,Nickname,0.66,true
ALIAS-000665,PERSON-002285,north99,Business Name,0.73,true
ALIAS-000666,PERSON-001445,maya29,Known As,0.74,true
ALIAS-000667,PERSON-002425,shadow67,Known As,0.78,true
ALIAS-000668,PERSON-002648,ira_545,Operational Alias,0.78,true
ALIAS-000669,PERSON-002350,orbit73,Known As,0.72,true
ALIAS-000670,PERSON-001043,adi_673,Business Name,0.64,true
ALIAS-000671,PERSON-002419,sim_39,Known As,0.76,true
ALIAS-000672,PERSON-002079,shadow84,Nickname,0.7,true
ALIAS-000673,PERSON-000569,raj4,Nickname,0.88,true
ALIAS-000674,PERSON-002701,north97,Known As,0.69,true
ALIAS-000675,PERSON-001390,Nair Online,Online Handle,0.77,true
ALIAS-000676,PERSON-002608,rohan36,Known As,0.65,true
ALIAS-000677,PERSON-002705,falcon15,Known As,0.83,true
ALIAS-000678,PERSON-001516,ish_903,Operational Alias,0.76,true
ALIAS-000679,PERSON-001301,aar_627,Known As,0.92,true
ALIAS-000680,PERSON-002773,aarav77,Business Name,0.79,true
ALIAS-000681,PERSON-000590,Malik Online,Nickname,0.73,true
ALIAS-000682,PERSON-001882,Verma Online,Nickname,0.63,true
ALIAS-000683,PERSON-001580,Nair Online,Business Name,0.96,true
ALIAS-000684,PERSON-002930,anaya25,Nickname,0.68,true
ALIAS-000685,PERSON-000373,aditya8,Known As,0.83,true
ALIAS-000686,PERSON-001684,north61,Online Handle,0.87,true
ALIAS-000687,PERSON-001668,Iyer Online,Known As,0.87,true
ALIAS-000688,PERSON-001854,aisha83,Operational Alias,0.81,true
ALIAS-000689,PERSON-001125,nee_39,Known As,0.69,true
ALIAS-000690,PERSON-002515,Pawar Online,Online Handle,0.8,true
ALIAS-000691,PERSON-000633,north82,Operational Alias,0.77,true
ALIAS-000692,PERSON-000915,shadow77,Business Name,0.65,true
ALIAS-000693,PERSON-001062,falcon64,Known As,0.89,true
ALIAS-000694,PERSON-000905,kav_285,Online Handle,0.72,true
ALIAS-000695,PERSON-001322,Deshmukh Online,Online Handle,0.7,true
ALIAS-000696,PERSON-000709,aar_455,Nickname,0.91,true
ALIAS-000697,PERSON-001200,Verma Online,Business Name,0.89,true
ALIAS-000698,PERSON-000327,rah_78,Online Handle,0.75,true
ALIAS-000699,PERSON-002878,Gupta Online,Online Handle,0.93,true
ALIAS-000700,PERSON-001634,raven45,Operational Alias,0.83,true
ALIAS-000701,PERSON-001015,Yadav Online,Online Handle,0.87,true
ALIAS-000702,PERSON-000339,Yadav Online,Operational Alias,0.69,true
ALIAS-000703,PERSON-000705,north92,Online Handle,0.96,true
ALIAS-000704,PERSON-000269,rohan47,Known As,0.93,true
ALIAS-000705,PERSON-000965,ish_607,Known As,0.75,true
ALIAS-000706,PERSON-001142,Gupta Online,Business Name,0.83,true
ALIAS-000707,PERSON-000723,orbit96,Online Handle,0.96,true
ALIAS-000708,PERSON-002077,orbit79,Operational Alias,0.88,true
ALIAS-000709,PERSON-001296,Deshmukh Online,Nickname,0.85,true
ALIAS-000710,PERSON-001643,anaya69,Operational Alias,0.69,true
ALIAS-000711,PERSON-000275,raj_493,Online Handle,0.64,true
ALIAS-000712,PERSON-000081,raven99,Operational Alias,0.63,true
ALIAS-000713,PERSON-001910,raj34,Online Handle,0.7,true
ALIAS-000714,PERSON-002778,neel47,Operational Alias,0.8,true
ALIAS-000715,PERSON-002783,riy_736,Online Handle,0.73,true
ALIAS-000716,PERSON-001033,sim_457,Operational Alias,0.73,true
ALIAS-000717,PERSON-000446,arjun84,Online Handle,0.78,true
ALIAS-000718,PERSON-001976,raven45,Business Name,0.85,true
ALIAS-000719,PERSON-000589,orbit86,Known As,0.91,true
ALIAS-000720,PERSON-000225,ais_577,Business Name,0.81,true
ALIAS-000721,PERSON-002975,shadow74,Nickname,0.7,true
ALIAS-000722,PERSON-001681,orbit46,Known As,0.67,true
ALIAS-000723,PERSON-000445,Yadav Online,Operational Alias,0.64,true
ALIAS-000724,PERSON-000162,Gupta Online,Business Name,0.65,true
ALIAS-000725,PERSON-000016,Verma Online,Business Name,0.89,true
ALIAS-000726,PERSON-002983,raven64,Business Name,0.78,true
ALIAS-000727,PERSON-002563,may_650,Operational Alias,0.79,true
ALIAS-000728,PERSON-002279,falcon92,Business Name,0.8,true
ALIAS-000729,PERSON-000725,Iyer Online,Online Handle,0.82,true
ALIAS-000730,PERSON-002371,vih_214,Nickname,0.88,true
ALIAS-000731,PERSON-000743,tara89,Business Name,0.72,true
ALIAS-000732,PERSON-001651,Rao Online,Online Handle,0.65,true
ALIAS-000733,PERSON-002975,vikram94,Operational Alias,0.87,true
ALIAS-000734,PERSON-000851,Kulkarni Online,Nickname,0.66,true
ALIAS-000735,PERSON-002167,Singh Online,Business Name,0.64,true
ALIAS-000736,PERSON-002096,Chauhan Online,Business Name,0.95,true
ALIAS-000737,PERSON-000071,kar_140,Known As,0.84,true
ALIAS-000738,PERSON-000603,arj_788,Operational Alias,0.87,true
ALIAS-000739,PERSON-001331,Pawar Online,Nickname,0.73,true
ALIAS-000740,PERSON-001487,vihaan81,Business Name,0.83,true
ALIAS-000741,PERSON-001354,riy_593,Nickname,0.65,true
ALIAS-000742,PERSON-000338,Singh Online,Nickname,0.93,true
ALIAS-000743,PERSON-000157,adi_779,Online Handle,0.86,true
ALIAS-000744,PERSON-002802,maya1,Known As,0.66,true
ALIAS-000745,PERSON-000891,ish_937,Nickname,0.8,true
ALIAS-000746,PERSON-000997,Kulkarni Online,Operational Alias,0.64,true
ALIAS-000747,PERSON-000284,raven8,Online Handle,0.76,true
ALIAS-000748,PERSON-000435,Pawar Online,Nickname,0.97,true
ALIAS-000749,PERSON-001446,san_423,Business Name,0.97,true
ALIAS-000750,PERSON-000667,Joshi Online,Business Name,0.75,true
ALIAS-000751,PERSON-001136,Patel Online,Nickname,0.66,true
ALIAS-000752,PERSON-001966,Singh Online,Business Name,0.93,true
ALIAS-000753,PERSON-001592,sim_929,Online Handle,0.95,true
ALIAS-000754,PERSON-000051,orbit9,Nickname,0.68,true
ALIAS-000755,PERSON-002730,falcon22,Known As,0.95,true
ALIAS-000756,PERSON-001872,falcon4,Known As,0.71,true
ALIAS-000757,PERSON-001819,aisha87,Online Handle,0.7,true
ALIAS-000758,PERSON-000044,north28,Business Name,0.82,true
ALIAS-000759,PERSON-000458,kabir29,Online Handle,0.96,true
ALIAS-000760,PERSON-000377,Nair Online,Online Handle,0.91,true
ALIAS-000761,PERSON-000831,Pawar Online,Operational Alias,0.95,true
ALIAS-000762,PERSON-000361,rah_43,Known As,0.98,true
ALIAS-000763,PERSON-001076,raven26,Operational Alias,0.93,true
ALIAS-000764,PERSON-001130,meera42,Operational Alias,0.78,true
ALIAS-000765,PERSON-000980,raven75,Online Handle,0.75,true
ALIAS-000766,PERSON-002269,neel45,Online Handle,0.9,true
ALIAS-000767,PERSON-001579,raven35,Known As,0.82,true
ALIAS-000768,PERSON-002947,raven7,Known As,0.89,true
ALIAS-000769,PERSON-002611,priya86,Online Handle,0.81,true
ALIAS-000770,PERSON-000704,rah_972,Known As,0.68,true
ALIAS-000771,PERSON-002056,raven81,Known As,0.71,true
ALIAS-000772,PERSON-002492,raj_408,Business Name,0.81,true
ALIAS-000773,PERSON-000953,karan10,Known As,0.75,true
ALIAS-000774,PERSON-002178,north59,Online Handle,0.79,true
ALIAS-000775,PERSON-001081,maya62,Known As,0.67,true
ALIAS-000776,PERSON-002229,roh_457,Nickname,0.63,true
ALIAS-000777,PERSON-000275,raj51,Operational Alias,0.97,true
ALIAS-000778,PERSON-002715,Verma Online,Business Name,0.84,true
ALIAS-000779,PERSON-002588,adi_778,Online Handle,0.72,true
ALIAS-000780,PERSON-000052,riya50,Online Handle,0.76,true
ALIAS-000781,PERSON-001284,raven95,Known As,0.84,true
ALIAS-000782,PERSON-001944,Rao Online,Known As,0.81,true
ALIAS-000783,PERSON-001749,falcon84,Known As,0.71,true
ALIAS-000784,PERSON-000295,Gupta Online,Operational Alias,0.74,true
ALIAS-000785,PERSON-001147,manav54,Operational Alias,0.83,true
ALIAS-000786,PERSON-000231,nee_154,Operational Alias,0.94,true
ALIAS-000787,PERSON-001107,san_964,Nickname,0.97,true
ALIAS-000788,PERSON-002092,arjun29,Nickname,0.88,true
ALIAS-000789,PERSON-000262,Das Online,Known As,0.73,true
ALIAS-000790,PERSON-002443,kab_65,Business Name,0.82,true
ALIAS-000791,PERSON-001140,may_954,Operational Alias,0.78,true
ALIAS-000792,PERSON-000196,arjun11,Nickname,0.76,true
ALIAS-000793,PERSON-002739,Nair Online,Operational Alias,0.88,true
ALIAS-000794,PERSON-002192,Rao Online,Nickname,0.73,true
ALIAS-000795,PERSON-001797,ish_677,Operational Alias,0.94,true
ALIAS-000796,PERSON-002231,ana_337,Operational Alias,0.64,true
ALIAS-000797,PERSON-002993,diya16,Nickname,0.86,true
ALIAS-000798,PERSON-002542,orbit25,Business Name,0.98,true
ALIAS-000799,PERSON-001742,rahul52,Operational Alias,0.92,true
ALIAS-000800,PERSON-001707,Pawar Online,Online Handle,0.83,true
ALIAS-000801,PERSON-001446,raven27,Business Name,0.84,true
ALIAS-000802,PERSON-000512,ish_449,Operational Alias,0.83,true
ALIAS-000803,PERSON-002009,shadow89,Online Handle,0.94,true
ALIAS-000804,PERSON-000317,north11,Operational Alias,0.94,true
ALIAS-000805,PERSON-001375,falcon51,Nickname,0.98,true
ALIAS-000806,PERSON-001470,arjun19,Nickname,0.72,true
ALIAS-000807,PERSON-002655,Rao Online,Nickname,0.72,true
ALIAS-000808,PERSON-000577,vihaan51,Known As,0.9,true
ALIAS-000809,PERSON-002014,ira_529,Nickname,0.72,true
ALIAS-000810,PERSON-001891,orbit29,Known As,0.71,true
ALIAS-000811,PERSON-001709,Mehta Online,Business Name,0.97,true
ALIAS-000812,PERSON-000104,raven76,Nickname,0.83,true
ALIAS-000813,PERSON-002315,pri_57,Online Handle,0.64,true
ALIAS-000814,PERSON-001552,raven27,Online Handle,0.67,true
ALIAS-000815,PERSON-000299,may_220,Nickname,0.76,true
ALIAS-000816,PERSON-002102,shadow15,Nickname,0.93,true
ALIAS-000817,PERSON-001737,raven29,Online Handle,0.74,true
ALIAS-000818,PERSON-001171,Iyer Online,Business Name,0.63,true
ALIAS-000819,PERSON-001521,Nair Online,Nickname,0.91,true
ALIAS-000820,PERSON-001860,pri_440,Known As,0.94,true
ALIAS-000821,PERSON-001237,north4,Operational Alias,0.77,true
ALIAS-000822,PERSON-002430,Singh Online,Operational Alias,0.67,true
ALIAS-000823,PERSON-002171,diy_682,Online Handle,0.64,true
ALIAS-000824,PERSON-000646,ira23,Online Handle,0.97,true
ALIAS-000825,PERSON-001778,riya46,Known As,0.83,true
ALIAS-000826,PERSON-001596,vih_33,Operational Alias,0.73,true
ALIAS-000827,PERSON-002402,karan25,Known As,0.69,true
ALIAS-000828,PERSON-002299,nik_644,Nickname,0.69,true
ALIAS-000829,PERSON-000967,shadow23,Online Handle,0.79,true
ALIAS-000830,PERSON-002476,nikhil16,Business Name,0.78,true
ALIAS-000831,PERSON-000959,raven28,Business Name,0.67,true
