account_id,person_id,institution_type,account_type,masked_identifier,opened_date,status,synthetic_flag
ACCT-001255,PERSON-002986,Synthetic Bank C,Current,SYN-XXXX-1255,2022-02-11,Dormant,true
ACCT-001256,PERSON-002759,Synthetic Cooperative Bank,Current,SYN-XXXX-1256,2022-03-28,Active,true
ACCT-001257,PERSON-001071,Synthetic Bank A,Current,SYN-XXXX-1257,2022-12-21,Active,true
ACCT-001258,PERSON-001071,Synthetic Bank B,Current,SYN-XXXX-1258,2022-08-05,Active,true
ACCT-001259,PERSON-002068,Synthetic Digital Bank,Savings,SYN-XXXX-1259,2021-12-10,Dormant,true
ACCT-001260,PERSON-001578,Synthetic Bank A,Digital Wallet,SYN-XXXX-1260,2023-01-26,Dormant,true
ACCT-001261,PERSON-000499,Synthetic Cooperative Bank,Current,SYN-XXXX-1261,2022-05-01,Active,true
ACCT-001262,PERSON-000943,Synthetic Bank A,Current,SYN-XXXX-1262,2021-12-25,Active,true
ACCT-001263,PERSON-000943,Synthetic Cooperative Bank,Savings,SYN-XXXX-1263,2022-01-04,Active,true
ACCT-001264,PERSON-000825,Synthetic Cooperative Bank,Savings,SYN-XXXX-1264,2022-03-19,Active,true
ACCT-001265,PERSON-002408,Synthetic Cooperative Bank,Digital Wallet,SYN-XXXX-1265,2022-07-07,Dormant,true
ACCT-001266,PERSON-002846,Synthetic Cooperative Bank,Savings,SYN-XXXX-1266,2021-11-10,Active,true
ACCT-001267,PERSON-001691,Synthetic Bank C,Digital Wallet,SYN-XXXX-1267,2022-09-13,Active,true
ACCT-001268,PERSON-002660,Synthetic Cooperative Bank,Digital Wallet,SYN-XXXX-1268,2022-10-09,Active,true
ACCT-001269,PERSON-001578,Synthetic Bank A,Current,SYN-XXXX-1269,2022-03-09,Dormant,true
ACCT-001270,PERSON-002393,Synthetic Digital Bank,Current,SYN-XXXX-1270,2022-08-16,Active,true
ACCT-001271,PERSON-002393,Synthetic Bank B,Savings,SYN-XXXX-1271,2021-12-03,Active,true
ACCT-001272,PERSON-000540,Synthetic Bank B,Digital Wallet,SYN-XXXX-1272,2023-09-26,Active,true
ACCT-001273,PERSON-000540,Synthetic Digital Bank,Savings,SYN-XXXX-1273,2023-11-06,Active,true
ACCT-001274,PERSON-000180,Synthetic Bank A,Savings,SYN-XXXX-1274,2023-04-08,Active,true
ACCT-001275,PERSON-000180,Synthetic Digital Bank,Savings,SYN-XXXX-1275,2022-12-29,Active,true
ACCT-001276,PERSON-001262,Synthetic Digital Bank,Digital Wallet,SYN-XXXX-1276,2022-08-14,Dormant,true
ACCT-001277,PERSON-000267,Synthetic Bank A,Current,SYN-XXXX-1277,2023-01-31,Active,true
ACCT-001278,PERSON-000267,Synthetic Cooperative Bank,Current,SYN-XXXX-1278,2023-03-31,Active,true
ACCT-001279,PERSON-000792,Synthetic Bank C,Savings,SYN-XXXX-1279,2023-04-11,Dormant,true
ACCT-001280,PERSON-002060,Synthetic Bank A,Current,SYN-XXXX-1280,2023-11-06,Active,true
ACCT-001281,PERSON-002618,Synthetic Bank C,Digital Wallet,SYN-XXXX-1281,2022-12-04,Active,true
ACCT-001282,PERSON-000440,Synthetic Bank B,Savings,SYN-XXXX-1282,2023-02-04,Active,true
ACCT-001283,PERSON-000440,Synthetic Digital Bank,Savings,SYN-XXXX-1283,2022-10-15,Dormant,true
ACCT-001284,PERSON-000120,Synthetic Bank C,Digital Wallet,SYN-XXXX-1284,2022-10-12,Active,true
ACCT-001285,PERSON-000046,Synthetic Bank B,Current,SYN-XXXX-1285,2023-02-24,Active,true
ACCT-001286,PERSON-001992,Synthetic Cooperative Bank,Savings,SYN-XXXX-1286,2023-01-13,Dormant,true
ACCT-001287,PERSON-001543,Synthetic Digital Bank,Current,SYN-XXXX-1287,2022-02-04,Active,true
ACCT-001288,PERSON-002999,Synthetic Digital Bank,Digital Wallet,SYN-XXXX-1288,2023-02-02,Active,true
ACCT-001289,PERSON-002999,Synthetic Bank B,Savings,SYN-XXXX-1289,2023-01-19,Dormant,true
ACCT-001290,PERSON-000488,Synthetic Cooperative Bank,Digital Wallet,SYN-XXXX-1290,2022-10-16,Dormant,true
ACCT-001291,PERSON-000765,Synthetic Digital Bank,Current,SYN-XXXX-1291,2022-11-23,Active,true
ACCT-001292,PERSON-002745,Synthetic Bank B,Digital Wallet,SYN-XXXX-1292,2022-04-24,Active,true
ACCT-001293,PERSON-001205,Synthetic Digital Bank,Savings,SYN-XXXX-1293,2022-12-19,Active,true
ACCT-001294,PERSON-002438,Synthetic Digital Bank,Savings,SYN-XXXX-1294,2022-11-26,Dormant,true
ACCT-001295,PERSON-000886,Synthetic Bank B,Digital Wallet,SYN-XXXX-1295,2023-10-30,Active,true
ACCT-001296,PERSON-002896,Synthetic Digital Bank,Savings,SYN-XXXX-1296,2023-03-29,Active,true
ACCT-001297,PERSON-000497,Synthetic Bank C,Savings,SYN-XXXX-1297,2023-10-04,Active,true
ACCT-001298,PERSON-000635,Synthetic Bank A,Digital Wallet,SYN-XXXX-1298,2023-04-25,Dormant,true
ACCT-001299,PERSON-002922,Synthetic Digital Bank,Digital Wallet,SYN-XXXX-1299,2022-11-13,Dormant,true
ACCT-001300,PERSON-001664,Synthetic Cooperative Bank,Current,SYN-XXXX-1300,2022-01-06,Active,true
ACCT-001301,PERSON-001664,Synthetic Bank A,Digital Wallet,SYN-XXXX-1301,2023-03-10,Active,true
ACCT-001302,PERSON-000916,Synthetic Digital Bank,Savings,SYN-XXXX-1302,2022-05-13,Active,true
ACCT-001303,PERSON-002675,Synthetic Bank C,Current,SYN-XXXX-1303,2022-04-04,Active,true
ACCT-001304,PERSON-002998,Synthetic Bank B,Savings,SYN-XXXX-1304,2022-10-23,Active,true
ACCT-001305,PERSON-002998,Synthetic Cooperative Bank,Current,SYN-XXXX-1305,2023-02-23,Active,true
ACCT-001306,PERSON-000948,Synthetic Digital Bank,Savings,SYN-XXXX-1306,2022-11-29,Active,true
ACCT-001307,PERSON-002757,Synthetic Bank A,Savings,SYN-XXXX-1307,2023-03-25,Dormant,true
ACCT-001308,PERSON-000904,Synthetic Bank A,Savings,SYN-XXXX-1308,2022-08-29,Active,true
ACCT-001309,PERSON-000106,Synthetic Bank B,Digital Wallet,SYN-XXXX-1309,2023-01-08,Active,true
ACCT-001310,PERSON-000697,Synthetic Bank C,Savings,SYN-XXXX-1310,2023-03-23,Active,true
ACCT-001311,PERSON-000230,Synthetic Bank A,Current,SYN-XXXX-1311,2022-11-04,Active,true
ACCT-001312,PERSON-000230,Synthetic Bank A,Savings,SYN-XXXX-1312,2023-02-14,Dormant,true
ACCT-001313,PERSON-000584,Synthetic Digital Bank,Savings,SYN-XXXX-1313,2022-07-20,Active,true
ACCT-001314,PERSON-002715,Synthetic Cooperative Bank,Savings,SYN-XXXX-1314,2022-03-14,Active,true
ACCT-001315,PERSON-001664,Synthetic Cooperative Bank,Digital Wallet,SYN-XXXX-1315,2022-08-19,Active,true
ACCT-001316,PERSON-002675,Synthetic Cooperative Bank,Current,SYN-XXXX-1316,2023-05-23,Dormant,true
ACCT-001317,PERSON-002675,Synthetic Bank B,Savings,SYN-XXXX-1317,2022-06-26,Active,true
ACCT-001318,PERSON-002438,Synthetic Bank A,Current,SYN-XXXX-1318,2023-05-01,Active,true
ACCT-001319,PERSON-000886,Synthetic Bank A,Savings,SYN-XXXX-1319,2022-11-16,Dormant,true
ACCT-001320,PERSON-002896,Synthetic Digital Bank,Savings,SYN-XXXX-1320,2022-04-19,Active,true
ACCT-001321,PERSON-002847,Synthetic Digital Bank,Savings,SYN-XXXX-1321,2022-10-09,Active,true
ACCT-001322,PERSON-001349,Synthetic Bank B,Digital Wallet,SYN-XXXX-1322,2022-05-02,Dormant,true
ACCT-001323,PERSON-001349,Synthetic Cooperative Bank,Digital Wallet,SYN-XXXX-1323,2022-04-19,Active,true
ACCT-001324,PERSON-001658,Synthetic Digital Bank,Savings,SYN-XXXX-1324,2021-10-26,Dormant,true
ACCT-001325,PERSON-002975,Synthetic Bank B,Current,SYN-XXXX-1325,2022-07-22,Dormant,true
ACCT-001326,PERSON-001327,Synthetic Bank C,Current,SYN-XXXX-1326,2021-11-27,Dormant,true
ACCT-001327,PERSON-001327,Synthetic Bank B,Digital Wallet,SYN-XXXX-1327,2021-11-18,Active,true
ACCT-001328,PERSON-000922,Synthetic Bank C,Digital Wallet,SYN-XXXX-1328,2022-04-02,Dormant,true
ACCT-001329,PERSON-000634,Synthetic Bank B,Savings,SYN-XXXX-1329,2022-01-10,Dormant,true
ACCT-001330,PERSON-002803,Synthetic Bank C,Savings,SYN-XXXX-1330,2022-08-02,Active,true
ACCT-001331,PERSON-000081,Synthetic Cooperative Bank,Current,SYN-XXXX-1331,2022-12-04,Active,true
ACCT-001332,PERSON-001861,Synthetic Bank A,Savings,SYN-XXXX-1332,2022-08-15,Active,true
ACCT-001333,PERSON-002574,Synthetic Digital Bank,Current,SYN-XXXX-1333,2022-06-19,Active,true
ACCT-001334,PERSON-000863,Synthetic Bank B,Current,SYN-XXXX-1334,2023-03-06,Active,true
ACCT-001335,PERSON-001589,Synthetic Bank A,Savings,SYN-XXXX-1335,2022-06-18,Active,true
ACCT-001336,PERSON-001589,Synthetic Bank B,Savings,SYN-XXXX-1336,2022-10-02,Dormant,true
ACCT-001337,PERSON-001667,Synthetic Bank A,Current,SYN-XXXX-1337,2022-03-13,Dormant,true
ACCT-001338,PERSON-002750,Synthetic Cooperative Bank,Digital Wallet,SYN-XXXX-1338,2022-04-07,Active,true
ACCT-001339,PERSON-001041,Synthetic Digital Bank,Current,SYN-XXXX-1339,2022-04-23,Active,true
ACCT-001340,PERSON-000057,Synthetic Bank A,Savings,SYN-XXXX-1340,2022-11-24,Dormant,true
ACCT-001341,PERSON-000057,Synthetic Bank A,Current,SYN-XXXX-1341,2022-08-08,Active,true
ACCT-001342,PERSON-002517,Synthetic Bank C,Digital Wallet,SYN-XXXX-1342,2023-04-22,Active,true
ACCT-001343,PERSON-002873,Synthetic Bank A,Savings,SYN-XXXX-1343,2023-07-19,Active,true
ACCT-001344,PERSON-002873,Synthetic Bank B,Current,SYN-XXXX-1344,2023-05-19,Active,true
ACCT-001345,PERSON-000846,Synthetic Cooperative Bank,Digital Wallet,SYN-XXXX-1345,2023-02-08,Active,true
ACCT-001346,PERSON-001898,Synthetic Digital Bank,Current,SYN-XXXX-1346,2023-10-12,Active,true
ACCT-001347,PERSON-001965,Synthetic Cooperative Bank,Current,SYN-XXXX-1347,2023-05-14,Active,true
ACCT-001348,PERSON-000621,Synthetic Cooperative Bank,Digital Wallet,SYN-XXXX-1348,2023-02-06,Active,true
ACCT-001349,PERSON-000863,Synthetic Digital Bank,Digital Wallet,SYN-XXXX-1349,2023-05-01,Active,true
ACCT-001350,PERSON-002745,Synthetic Cooperative Bank,Savings,SYN-XXXX-1350,2023-07-08,Dormant,true
ACCT-001351,PERSON-000414,Synthetic Digital Bank,Savings,SYN-XXXX-1351,2022-10-22,Dormant,true
ACCT-001352,PERSON-001687,Synthetic Digital Bank,Digital Wallet,SYN-XXXX-1352,2021-12-14,Active,true
ACCT-001353,PERSON-001381,Synthetic Bank A,Digital Wallet,SYN-XXXX-1353,2022-06-17,Active,true
ACCT-001354,PERSON-000207,Synthetic Digital Bank,Current,SYN-XXXX-1354,2022-06-25,Dormant,true
ACCT-001355,PERSON-001326,Synthetic Cooperative Bank,Current,SYN-XXXX-1355,2022-02-25,Active,true
ACCT-001356,PERSON-000111,Synthetic Bank A,Digital Wallet,SYN-XXXX-1356,2022-01-21,Active,true
ACCT-001357,PERSON-001542,Synthetic Digital Bank,Savings,SYN-XXXX-1357,2022-10-25,Active,true
ACCT-001358,PERSON-002438,Synthetic Bank B,Digital Wallet,SYN-XXXX-1358,2022-08-29,Dormant,true
ACCT-001359,PERSON-002438,Synthetic Bank C,Savings,SYN-XXXX-1359,2022-09-03,Active,true
ACCT-001360,PERSON-002039,Synthetic Bank B,Savings,SYN-XXXX-1360,2023-07-15,Active,true
ACCT-001361,PERSON-002039,Synthetic Bank A,Current,SYN-XXXX-1361,2022-11-23,Dormant,true
ACCT-001362,PERSON-001363,Synthetic Bank A,Current,SYN-XXXX-1362,2022-12-11,Active,true
ACCT-001363,PERSON-000060,Synthetic Bank B,Savings,SYN-XXXX-1363,2022-09-30,Active,true
ACCT-001364,PERSON-000497,Synthetic Bank B,Digital Wallet,SYN-XXXX-1364,2023-06-06,Active,true
ACCT-001365,PERSON-002896,Synthetic Bank C,Savings,SYN-XXXX-1365,2022-11-13,Dormant,true
ACCT-001366,PERSON-002847,Synthetic Bank B,Savings,SYN-XXXX-1366,2022-10-31,Active,true
ACCT-001367,PERSON-002847,Synthetic Bank C,Current,SYN-XXXX-1367,2023-05-14,Dormant,true
ACCT-001368,PERSON-001847,Synthetic Bank C,Digital Wallet,SYN-XXXX-1368,2022-04-11,Active,true
ACCT-001369,PERSON-002922,Synthetic Bank B,Digital Wallet,SYN-XXXX-1369,2023-06-16,Active,true
ACCT-001370,PERSON-000822,Synthetic Digital Bank,Current,SYN-XXXX-1370,2022-04-13,Dormant,true
ACCT-001371,PERSON-002759,Synthetic Bank A,Digital Wallet,SYN-XXXX-1371,2021-12-23,Active,true
ACCT-001372,PERSON-002759,Synthetic Bank B,Digital Wallet,SYN-XXXX-1372,2023-02-18,Active,true
ACCT-001373,PERSON-001071,Synthetic Cooperative Bank,Current,SYN-XXXX-1373,2023-02-13,Dormant,true
ACCT-001374,PERSON-000613,Synthetic Bank B,Current,SYN-XXXX-1374,2022-01-15,Active,true
ACCT-001375,PERSON-002068,Synthetic Bank C,Digital Wallet,SYN-XXXX-1375,2023-02-02,Active,true
ACCT-001376,PERSON-000489,Synthetic Bank B,Savings,SYN-XXXX-1376,2023-03-01,Active,true
ACCT-001377,PERSON-001542,Synthetic Cooperative Bank,Digital Wallet,SYN-XXXX-1377,2023-01-14,Dormant,true
ACCT-001378,PERSON-001343,Synthetic Digital Bank,Current,SYN-XXXX-1378,2022-03-22,Dormant,true
ACCT-001379,PERSON-000060,Synthetic Bank A,Digital Wallet,SYN-XXXX-1379,2023-03-09,Active,true
ACCT-001380,PERSON-000886,Synthetic Bank B,Digital Wallet,SYN-XXXX-1380,2022-05-05,Active,true
ACCT-001381,PERSON-002896,Synthetic Cooperative Bank,Savings,SYN-XXXX-1381,2023-01-23,Active,true
ACCT-001382,PERSON-000497,Synthetic Digital Bank,Current,SYN-XXXX-1382,2023-02-16,Active,true
ACCT-001383,PERSON-002922,Synthetic Cooperative Bank,Digital Wallet,SYN-XXXX-1383,2023-04-13,Dormant,true
ACCT-001384,PERSON-000146,Synthetic Bank C,Current,SYN-XXXX-1384,2023-05-13,Active,true
ACCT-001385,PERSON-000146,Synthetic Bank B,Savings,SYN-XXXX-1385,2022-04-08,Dormant,true
ACCT-001386,PERSON-001210,Synthetic Digital Bank,Current,SYN-XXXX-1386,2022-11-25,Dormant,true
ACCT-001387,PERSON-001210,Synthetic Digital Bank,Current,SYN-XXXX-1387,2022-07-27,Active,true
ACCT-001388,PERSON-002750,Synthetic Digital Bank,Savings,SYN-XXXX-1388,2023-02-04,Active,true
ACCT-001389,PERSON-002750,Synthetic Bank B,Digital Wallet,SYN-XXXX-1389,2023-02-22,Active,true
ACCT-001390,PERSON-001619,Synthetic Bank B,Savings,SYN-XXXX-1390,2022-03-31,Active,true
ACCT-001391,PERSON-001041,Synthetic Digital Bank,Current,SYN-XXXX-1391,2022-12-15,Active,true
ACCT-001392,PERSON-001589,Synthetic Bank B,Current,SYN-XXXX-1392,2022-02-07,Dormant,true
ACCT-001393,PERSON-001670,Synthetic Bank A,Current,SYN-XXXX-1393,2022-09-15,Dormant,true
ACCT-001394,PERSON-001334,Synthetic Bank A,Digital Wallet,SYN-XXXX-1394,2022-01-06,Active,true
ACCT-001395,PERSON-000260,Synthetic Bank C,Savings,SYN-XXXX-1395,2022-03-22,Active,true
ACCT-001396,PERSON-001780,Synthetic Cooperative Bank,Digital Wallet,SYN-XXXX-1396,2023-02-11,Active,true
ACCT-001397,PERSON-001747,Synthetic Bank A,Digital Wallet,SYN-XXXX-1397,2022-11-27,Active,true
ACCT-001398,PERSON-002846,Synthetic Bank A,Savings,SYN-XXXX-1398,2022-06-16,Active,true
ACCT-001399,PERSON-002408,Synthetic Bank C,Digital Wallet,SYN-XXXX-1399,2022-05-17,Active,true
ACCT-001400,PERSON-001578,Synthetic Bank A,Digital Wallet,SYN-XXXX-1400,2022-05-23,Active,true
ACCT-001401,PERSON-001578,Synthetic Bank C,Savings,SYN-XXXX-1401,2022-03-25,Active,true
ACCT-001402,PERSON-002304,Synthetic Cooperative Bank,Digital Wallet,SYN-XXXX-1402,2022-02-25,Dormant,true
ACCT-001403,PERSON-002304,Synthetic Bank B,Savings,SYN-XXXX-1403,2022-06-20,Active,true
ACCT-001404,PERSON-001029,Synthetic Digital Bank,Digital Wallet,SYN-XXXX-1404,2022-05-11,Dormant,true
ACCT-001405,PERSON-001029,Synthetic Cooperative Bank,Digital Wallet,SYN-XXXX-1405,2022-08-10,Active,true
ACCT-001406,PERSON-000784,Synthetic Digital Bank,Current,SYN-XXXX-1406,2022-11-06,Active,true
ACCT-001407,PERSON-000397,Synthetic Cooperative Bank,Digital Wallet,SYN-XXXX-1407,2021-11-10,Dormant,true
ACCT-001408,PERSON-000717,Synthetic Digital Bank,Digital Wallet,SYN-XXXX-1408,2022-01-10,Active,true
ACCT-001409,PERSON-000667,Synthetic Digital Bank,Digital Wallet,SYN-XXXX-1409,2022-12-20,Dormant,true
ACCT-001410,PERSON-001131,Synthetic Cooperative Bank,Savings,SYN-XXXX-1410,2022-03-01,Active,true
ACCT-001411,PERSON-002004,Synthetic Bank A,Current,SYN-XXXX-1411,2021-11-05,Active,true
ACCT-001412,PERSON-002004,Synthetic Bank B,Savings,SYN-XXXX-1412,2022-08-12,Active,true
ACCT-001413,PERSON-001182,Synthetic Bank B,Savings,SYN-XXXX-1413,2022-12-06,Active,true
ACCT-001414,PERSON-000405,Synthetic Bank B,Current,SYN-XXXX-1414,2021-09-16,Active,true
ACCT-001415,PERSON-000405,Synthetic Digital Bank,Savings,SYN-XXXX-1415,2022-11-26,Active,true
ACCT-001416,PERSON-000074,Synthetic Digital Bank,Digital Wallet,SYN-XXXX-1416,2022-07-30,Active,true
ACCT-001417,PERSON-001107,Synthetic Bank A,Digital Wallet,SYN-XXXX-1417,2021-12-13,Active,true
ACCT-001418,PERSON-001259,Synthetic Bank C,Digital Wallet,SYN-XXXX-1418,2022-09-11,Active,true
ACCT-001419,PERSON-000850,Synthetic Cooperative Bank,Current,SYN-XXXX-1419,2022-11-16,Active,true
ACCT-001420,PERSON-001861,Synthetic Bank A,Current,SYN-XXXX-1420,2021-12-26,Dormant,true
ACCT-001421,PERSON-002574,Synthetic Cooperative Bank,Current,SYN-XXXX-1421,2022-03-01,Active,true
ACCT-001422,PERSON-002574,Synthetic Bank C,Digital Wallet,SYN-XXXX-1422,2022-12-07,Active,true
ACCT-001423,PERSON-000863,Synthetic Bank C,Digital Wallet,SYN-XXXX-1423,2022-09-24,Active,true
ACCT-001424,PERSON-000647,Synthetic Digital Bank,Savings,SYN-XXXX-1424,2023-03-23,Active,true
ACCT-001425,PERSON-000647,Synthetic Digital Bank,Current,SYN-XXXX-1425,2022-08-29,Dormant,true
ACCT-001426,PERSON-002757,Synthetic Cooperative Bank,Savings,SYN-XXXX-1426,2021-12-26,Dormant,true
ACCT-001427,PERSON-001589,Synthetic Bank B,Current,SYN-XXXX-1427,2022-01-19,Dormant,true
ACCT-001428,PERSON-002020,Synthetic Cooperative Bank,Current,SYN-XXXX-1428,2022-07-09,Active,true
ACCT-001429,PERSON-000921,Synthetic Bank B,Current,SYN-XXXX-1429,2022-02-28,Dormant,true
ACCT-001430,PERSON-000921,Synthetic Digital Bank,Savings,SYN-XXXX-1430,2022-02-20,Active,true
ACCT-001431,PERSON-001965,Synthetic Bank B,Savings,SYN-XXXX-1431,2022-05-08,Active,true
ACCT-001432,PERSON-000621,Synthetic Digital Bank,Current,SYN-XXXX-1432,2021-12-17,Active,true
ACCT-001433,PERSON-000621,Synthetic Bank B,Current,SYN-XXXX-1433,2022-07-31,Active,true
ACCT-001434,PERSON-000901,Synthetic Bank A,Savings,SYN-XXXX-1434,2022-10-30,Dormant,true
ACCT-001435,PERSON-000901,Synthetic Digital Bank,Current,SYN-XXXX-1435,2022-11-24,Dormant,true
ACCT-001436,PERSON-001992,Synthetic Bank C,Digital Wallet,SYN-XXXX-1436,2022-07-12,Dormant,true
ACCT-001437,PERSON-001992,Synthetic Bank C,Digital Wallet,SYN-XXXX-1437,2022-02-03,Active,true
ACCT-001438,PERSON-000863,Synthetic Cooperative Bank,Digital Wallet,SYN-XXXX-1438,2023-01-23,Active,true
ACCT-001439,PERSON-002999,Synthetic Cooperative Bank,Digital Wallet,SYN-XXXX-1439,2022-08-09,Active,true
ACCT-001440,PERSON-000765,Synthetic Bank B,Savings,SYN-XXXX-1440,2022-09-14,Active,true
ACCT-001441,PERSON-002745,Synthetic Cooperative Bank,Savings,SYN-XXXX-1441,2022-06-11,Active,true
ACCT-001442,PERSON-000682,Synthetic Digital Bank,Savings,SYN-XXXX-1442,2022-07-27,Dormant,true
ACCT-001443,PERSON-002737,Synthetic Digital Bank,Digital Wallet,SYN-XXXX-1443,2022-12-15,Dormant,true
ACCT-001444,PERSON-000473,Synthetic Bank C,Current,SYN-XXXX-1444,2021-12-18,Active,true
ACCT-001445,PERSON-000165,Synthetic Cooperative Bank,Current,SYN-XXXX-1445,2022-03-17,Active,true
ACCT-001446,PERSON-000275,Synthetic Digital Bank,Savings,SYN-XXXX-1446,2022-10-05,Active,true
ACCT-001447,PERSON-001481,Synthetic Digital Bank,Current,SYN-XXXX-1447,2021-10-11,Dormant,true
ACCT-001448,PERSON-001481,Synthetic Bank A,Digital Wallet,SYN-XXXX-1448,2021-09-27,Active,true
ACCT-001449,PERSON-000032,Synthetic Digital Bank,Digital Wallet,SYN-XXXX-1449,2022-01-05,Active,true
ACCT-001450,PERSON-001205,Synthetic Bank C,Current,SYN-XXXX-1450,2022-06-09,Active,true
ACCT-001451,PERSON-001205,Synthetic Bank B,Savings,SYN-XXXX-1451,2022-11-27,Active,true
ACCT-001452,PERSON-000146,Synthetic Bank A,Digital Wallet,SYN-XXXX-1452,2022-10-11,Active,true
ACCT-001453,PERSON-000146,Synthetic Digital Bank,Savings,SYN-XXXX-1453,2022-01-12,Active,true
ACCT-001454,PERSON-001558,Synthetic Digital Bank,Digital Wallet,SYN-XXXX-1454,2023-05-18,Dormant,true
ACCT-001455,PERSON-000351,Synthetic Cooperative Bank,Current,SYN-XXXX-1455,2022-03-03,Active,true
ACCT-001456,PERSON-002750,Synthetic Bank A,Savings,SYN-XXXX-1456,2022-05-16,Active,true
ACCT-001457,PERSON-001041,Synthetic Bank A,Current,SYN-XXXX-1457,2022-02-25,Active,true
ACCT-001458,PERSON-001589,Synthetic Bank C,Current,SYN-XXXX-1458,2022-12-06,Active,true
ACCT-001459,PERSON-001670,Synthetic Digital Bank,Digital Wallet,SYN-XXXX-1459,2022-07-12,Dormant,true
ACCT-001460,PERSON-000488,Synthetic Bank B,Current,SYN-XXXX-1460,2022-02-10,Active,true
ACCT-001461,PERSON-000488,Synthetic Bank A,Current,SYN-XXXX-1461,2022-12-02,Dormant,true
ACCT-001462,PERSON-001664,Synthetic Digital Bank,Savings,SYN-XXXX-1462,2022-12-06,Active,true
ACCT-001463,PERSON-002954,Synthetic Bank B,Current,SYN-XXXX-1463,2022-10-10,Active,true
ACCT-001464,PERSON-002675,Synthetic Bank A,Current,SYN-XXXX-1464,2022-03-10,Active,true
ACCT-001465,PERSON-002998,Synthetic Bank C,Savings,SYN-XXXX-1465,2022-10-01,Active,true
ACCT-001466,PERSON-002835,Synthetic Digital Bank,Current,SYN-XXXX-1466,2022-08-30,Active,true
ACCT-001467,PERSON-000948,Synthetic Cooperative Bank,Current,SYN-XXXX-1467,2022-08-13,Active,true
ACCT-001468,PERSON-001315,Synthetic Cooperative Bank,Digital Wallet,SYN-XXXX-1468,2022-12-05,Dormant,true
ACCT-001469,PERSON-002757,Synthetic Bank B,Current,SYN-XXXX-1469,2023-03-11,Active,true
ACCT-001470,PERSON-000904,Synthetic Bank B,Current,SYN-XXXX-1470,2022-02-01,Dormant,true
ACCT-001471,PERSON-000584,Synthetic Bank A,Savings,SYN-XXXX-1471,2022-11-16,Active,true
ACCT-001472,PERSON-000697,Synthetic Bank A,Digital Wallet,SYN-XXXX-1472,2022-01-02,Active,true
ACCT-001473,PERSON-002715,Synthetic Bank A,Savings,SYN-XXXX-1473,2022-04-22,Active,true
ACCT-001474,PERSON-000540,Synthetic Bank C,Current,SYN-XXXX-1474,2022-07-22,Active,true
ACCT-001475,PERSON-000540,Synthetic Bank B,Savings,SYN-XXXX-1475,2022-10-25,Active,true
ACCT-001476,PERSON-002839,Synthetic Digital Bank,Digital Wallet,SYN-XXXX-1476,2022-04-14,Dormant,true
ACCT-001477,PERSON-002839,Synthetic Bank B,Savings,SYN-XXXX-1477,2022-11-16,Dormant,true
ACCT-001478,PERSON-002368,Synthetic Digital Bank,Current,SYN-XXXX-1478,2022-01-25,Active,true
ACCT-001479,PERSON-002454,Synthetic Bank C,Savings,SYN-XXXX-1479,2022-09-23,Active,true
ACCT-001480,PERSON-002454,Synthetic Bank C,Digital Wallet,SYN-XXXX-1480,2022-05-04,Active,true
ACCT-001481,PERSON-000232,Synthetic Cooperative Bank,Current,SYN-XXXX-1481,2022-11-09,Active,true
ACCT-001482,PERSON-000146,Synthetic Bank C,Savings,SYN-XXXX-1482,2022-01-15,Active,true
ACCT-001483,PERSON-001210,Synthetic Bank B,Current,SYN-XXXX-1483,2022-01-29,Active,true
ACCT-001484,PERSON-001210,Synthetic Cooperative Bank,Savings,SYN-XXXX-1484,2022-08-17,Dormant,true
ACCT-001485,PERSON-001667,Synthetic Bank C,Current,SYN-XXXX-1485,2023-02-05,Dormant,true
ACCT-001486,PERSON-000351,Synthetic Cooperative Bank,Digital Wallet,SYN-XXXX-1486,2022-12-28,Active,true
ACCT-001487,PERSON-001558,Synthetic Bank B,Savings,SYN-XXXX-1487,2022-04-16,Active,true
ACCT-001488,PERSON-001558,Synthetic Bank C,Digital Wallet,SYN-XXXX-1488,2022-02-08,Active,true
ACCT-001489,PERSON-002750,Synthetic Bank B,Current,SYN-XXXX-1489,2021-12-29,Active,true
ACCT-001490,PERSON-001041,Synthetic Digital Bank,Digital Wallet,SYN-XXXX-1490,2023-02-16,Active,true
ACCT-001491,PERSON-001589,Synthetic Bank A,Savings,SYN-XXXX-1491,2022-11-30,Active,true
ACCT-001492,PERSON-001589,Synthetic Bank B,Digital Wallet,SYN-XXXX-1492,2023-02-10,Active,true
ACCT-001493,PERSON-001670,Synthetic Digital Bank,Digital Wallet,SYN-XXXX-1493,2023-03-10,Active,true
ACCT-001494,PERSON-001670,Synthetic Bank B,Digital Wallet,SYN-XXXX-1494,2022-07-25,Dormant,true
ACCT-001495,PERSON-000146,Synthetic Bank B,Digital Wallet,SYN-XXXX-1495,2023-06-03,Active,true
ACCT-001496,PERSON-000047,Synthetic Bank C,Savings,SYN-XXXX-1496,2023-05-25,Active,true
ACCT-001497,PERSON-002938,Synthetic Bank C,Savings,SYN-XXXX-1497,2023-05-20,Active,true
ACCT-001498,PERSON-000279,Synthetic Digital Bank,Savings,SYN-XXXX-1498,2022-03-05,Active,true
ACCT-001499,PERSON-000217,Synthetic Digital Bank,Savings,SYN-XXXX-1499,2022-12-28,Active,true
ACCT-001500,PERSON-002223,Synthetic Bank C,Savings,SYN-XXXX-1500,2023-02-13,Active,true
