cdr_id,caller_id,receiver_id,start_time,duration_seconds,call_type,location_id,case_id,evidence_id
CDR003723,PH01665,PH01646,2024-06-07T12:10:43,600,Incoming,L0005,C0147,nan
CDR003724,PH01654,PH01648,2024-08-17T03:55:52,512,Outgoing,L0005,C0147,E07154
CDR003725,PH01665,PH01652,2024-07-22T02:20:28,47,Incoming,L0354,C0147,nan
CDR003726,PH01651,PH01646,2024-08-05T17:08:36,720,Outgoing,L0354,C0147,nan
CDR003727,PH01646,PH01655,2024-06-30T08:29:52,240,Incoming,L0339,C0147,nan
CDR003728,PH01653,PH01655,2024-08-04T02:07:22,900,Incoming,L0339,C0147,E07155
CDR003729,PH01647,PH01665,2024-06-08T13:55:52,420,Incoming,L0003,C0147,nan
CDR003730,PH01652,PH01645,2024-07-23T06:44:51,600,Incoming,L0003,C0147,nan
CDR003731,PH01647,PH01653,2024-08-09T16:58:53,512,Outgoing,L0339,C0147,E07156
CDR003732,PH01644,PH01652,2024-06-19T09:32:33,240,Incoming,L0354,C0147,E07157
CDR003733,PH01666,PH01667,2024-12-14T00:01:42,600,Outgoing,L0028,C0148,nan
CDR003734,PH01666,PH01667,2024-03-23T03:05:30,900,Outgoing,L0028,C0148,nan
CDR003735,PH01666,PH01667,2024-01-11T13:47:39,900,Outgoing,L0508,C0148,nan
CDR003736,PH01667,PH01666,2024-05-02T04:34:16,720,Incoming,L0508,C0148,nan
CDR003737,PH01666,PH01667,2024-02-25T20:58:01,90,Outgoing,L0088,C0148,nan
CDR003738,PH01670,PH01669,2024-06-17T12:14:10,125,Outgoing,L0102,C0149,nan
CDR003739,PH01668,PH01671,2024-07-05T22:53:48,180,Incoming,L0501,C0149,E07175
CDR003740,PH01669,PH01670,2024-04-11T15:57:39,512,Incoming,L0379,C0149,nan
CDR003741,PH01672,PH01668,2024-05-24T13:10:26,25,Outgoing,L0268,C0149,nan
CDR003742,PH01672,PH01668,2024-01-26T22:09:05,63,Outgoing,L0501,C0149,nan
CDR003743,PH01669,PH01668,2024-06-17T14:35:33,420,Outgoing,L0268,C0149,nan
CDR003744,PH01669,PH01670,2024-03-23T16:02:04,310,Incoming,L0501,C0149,nan
CDR003745,PH01670,PH01672,2024-12-24T06:17:52,18,Incoming,L0379,C0149,nan
CDR003746,PH01668,PH01672,2024-02-07T02:26:54,310,Outgoing,L0102,C0149,nan
CDR003747,PH01672,PH01670,2024-03-10T20:55:00,812,Outgoing,L0379,C0149,nan
CDR003748,PH01669,PH01670,2024-04-07T09:12:06,720,Outgoing,L0379,C0149,nan
CDR003749,PH01670,PH01668,2024-08-07T16:22:50,240,Incoming,L0501,C0149,nan
CDR003750,PH01675,PH01695,2024-10-22T01:05:52,32,Outgoing,L0014,C0150,nan
CDR003751,PH01688,PH01689,2024-02-21T07:27:45,180,Outgoing,L0014,C0150,nan
CDR003752,PH01698,PH01684,2024-08-30T20:12:18,720,Incoming,L0014,C0150,nan
CDR003753,PH01689,PH01693,2024-03-23T04:00:35,512,Outgoing,L0358,C0150,nan
CDR003754,PH01683,PH01678,2024-08-19T06:57:51,812,Outgoing,L0334,C0150,nan
CDR003755,PH01677,PH01694,2024-06-28T15:17:52,420,Incoming,L0334,C0150,nan
CDR003756,PH01689,PH01685,2024-04-27T07:44:31,63,Incoming,L0358,C0150,E07180
CDR003757,PH01701,PH01699,2024-09-25T13:36:37,420,Outgoing,L0433,C0150,nan
CDR003758,PH01678,PH01683,2024-11-17T01:27:53,25,Outgoing,L0334,C0150,nan
CDR003759,PH01693,PH01688,2024-09-15T09:05:29,180,Outgoing,L0433,C0150,nan
CDR003760,PH01691,PH01698,2024-03-09T21:05:04,32,Incoming,L0334,C0150,nan
CDR003761,PH01686,PH01684,2024-08-17T04:03:09,90,Incoming,L0334,C0150,nan
CDR003762,PH01685,PH01680,2024-02-28T10:17:51,600,Incoming,L0433,C0150,nan
CDR003763,PH01682,PH01689,2024-08-09T06:14:36,512,Outgoing,L0014,C0150,E07181
CDR003764,PH01693,PH01676,2024-07-30T00:30:30,63,Outgoing,L0334,C0150,nan
CDR003765,PH01690,PH01698,2024-05-10T07:10:55,47,Incoming,L0433,C0150,nan
CDR003766,PH01702,PH01686,2024-12-21T06:21:54,240,Incoming,L0014,C0150,nan
CDR003767,PH01702,PH01699,2024-12-22T16:06:29,720,Outgoing,L0358,C0150,nan
CDR003768,PH01693,PH01702,2024-03-03T05:42:25,63,Outgoing,L0358,C0150,E07182
CDR003769,PH01684,PH01692,2024-04-18T08:48:54,63,Outgoing,L0014,C0150,E07183
CDR003770,PH01673,PH01680,2024-09-23T07:37:58,90,Incoming,L0433,C0150,nan
CDR003771,PH01678,PH01684,2024-09-08T05:05:37,18,Incoming,L0014,C0150,nan
CDR003772,PH01691,PH01675,2024-12-30T14:52:05,47,Incoming,L0358,C0150,nan
CDR003773,PH01674,PH01704,2024-07-24T06:11:32,32,Outgoing,L0433,C0150,nan
CDR003774,PH01690,PH01699,2024-12-09T16:34:00,512,Incoming,L0433,C0150,nan
CDR003775,PH01686,PH01685,2024-05-07T08:46:25,720,Outgoing,L0433,C0150,E07184
CDR003776,PH01698,PH01685,2024-11-10T09:35:03,420,Outgoing,L0358,C0150,nan
CDR003777,PH01691,PH01677,2024-03-15T14:18:23,420,Outgoing,L0358,C0150,nan
CDR003778,PH01701,PH01693,2024-02-26T23:12:45,900,Incoming,L0358,C0150,E07185
CDR003779,PH01681,PH01697,2024-11-15T03:09:35,180,Incoming,L0334,C0150,nan
CDR003780,PH01689,PH01704,2024-07-10T10:43:12,812,Outgoing,L0014,C0150,nan
CDR003781,PH01702,PH01704,2024-09-06T13:14:54,18,Incoming,L0358,C0150,nan
CDR003782,PH01679,PH01704,2024-12-15T03:43:36,18,Outgoing,L0433,C0150,nan
CDR003783,PH01684,PH01699,2024-01-20T09:38:42,25,Outgoing,L0433,C0150,nan
CDR003784,PH01674,PH01692,2024-08-01T17:31:06,600,Outgoing,L0433,C0150,nan
CDR003785,PH01681,PH01675,2024-10-08T00:31:18,720,Incoming,L0358,C0150,nan
CDR003786,PH01674,PH01696,2024-01-28T23:01:47,180,Outgoing,L0334,C0150,nan
CDR003787,PH01680,PH01702,2024-09-13T01:27:12,125,Outgoing,L0433,C0150,nan
CDR003788,PH01695,PH01704,2024-02-03T21:45:09,18,Outgoing,L0334,C0150,nan
CDR003789,PH01689,PH01698,2024-06-02T08:13:58,420,Incoming,L0014,C0150,nan
CDR003790,PH01682,PH01695,2024-09-03T20:26:20,180,Outgoing,L0358,C0150,nan
CDR003791,PH01705,PH01690,2024-07-27T19:22:56,63,Outgoing,L0433,C0150,nan
CDR003792,PH01701,PH01685,2024-08-28T09:45:26,63,Incoming,L0334,C0150,nan
CDR003793,PH01699,PH01694,2024-03-24T09:47:31,25,Incoming,L0014,C0150,nan
CDR003794,PH01673,PH01691,2024-08-12T00:02:07,900,Incoming,L0014,C0150,nan
CDR003795,PH01703,PH01697,2024-02-11T21:21:36,180,Incoming,L0358,C0150,nan
CDR003796,PH01688,PH01704,2024-04-24T01:41:00,25,Outgoing,L0014,C0150,nan
CDR003797,PH01700,PH01697,2024-06-26T13:05:41,180,Incoming,L0433,C0150,nan
CDR003798,PH01681,PH01698,2024-10-24T07:09:39,47,Incoming,L0334,C0150,nan
CDR003799,PH01691,PH01700,2024-04-27T14:30:31,63,Incoming,L0014,C0150,nan
CDR003800,PH01684,PH01703,2024-10-07T23:20:39,32,Incoming,L0014,C0150,nan
CDR003801,PH01695,PH01701,2024-01-05T20:11:50,812,Outgoing,L0358,C0150,E07186
CDR003802,PH01686,PH01678,2024-03-21T17:03:32,600,Incoming,L0014,C0150,E07187
CDR003803,PH01685,PH01677,2024-09-05T05:40:25,32,Outgoing,L0334,C0150,nan
CDR003804,PH01695,PH01699,2024-12-14T03:28:58,180,Incoming,L0433,C0150,E07188
CDR003805,PH01676,PH01704,2024-07-24T05:40:36,600,Incoming,L0014,C0150,nan
CDR003806,PH01697,PH01693,2024-08-26T19:06:55,720,Outgoing,L0334,C0150,nan
CDR003807,PH01705,PH01677,2024-01-27T08:10:20,180,Outgoing,L0334,C0150,nan
CDR003808,PH01688,PH01694,2024-12-05T03:15:52,47,Outgoing,L0433,C0150,E07189
CDR003809,PH01697,PH01704,2024-07-21T14:50:19,240,Incoming,L0358,C0150,E07190
CDR003810,PH01703,PH01700,2024-01-16T07:37:48,812,Incoming,L0334,C0150,nan
CDR003811,PH01673,PH01695,2024-11-18T07:11:09,47,Incoming,L0358,C0150,nan
CDR003812,PH01699,PH01686,2024-04-02T07:22:41,125,Incoming,L0433,C0150,nan
CDR003813,PH01683,PH01686,2024-04-25T05:54:03,32,Outgoing,L0358,C0150,E07191
CDR003814,PH01702,PH01688,2024-04-16T23:58:16,310,Incoming,L0358,C0150,nan
CDR003815,PH01683,PH01703,2024-02-26T19:18:04,240,Incoming,L0358,C0150,nan
CDR003816,PH01705,PH01685,2024-08-24T15:29:17,812,Outgoing,L0334,C0150,nan
CDR003817,PH01674,PH01692,2024-06-06T05:37:58,310,Outgoing,L0433,C0150,nan
CDR003818,PH01691,PH01690,2024-12-13T21:58:58,32,Incoming,L0433,C0150,nan
CDR003819,PH01688,PH01705,2024-06-21T11:04:43,900,Outgoing,L0358,C0150,E07192
CDR003820,PH01691,PH01678,2024-09-28T06:35:57,310,Incoming,L0014,C0150,E07193
CDR003821,PH01692,PH01703,2024-12-16T05:03:09,63,Incoming,L0334,C0150,nan
CDR003822,PH01684,PH01674,2024-08-24T05:25:42,32,Outgoing,L0358,C0150,nan
CDR003823,PH01698,PH01697,2024-02-15T05:28:04,240,Incoming,L0014,C0150,nan
CDR003824,PH01673,PH01683,2024-04-17T02:59:57,512,Incoming,L0433,C0150,nan
CDR003825,PH01691,PH01677,2024-12-22T09:33:48,310,Incoming,L0334,C0150,nan
CDR003826,PH01694,PH01698,2024-01-28T21:35:31,47,Incoming,L0014,C0150,nan
CDR003827,PH01703,PH01692,2024-11-23T18:17:54,32,Incoming,L0358,C0150,E07194
CDR003828,PH01686,PH01702,2024-06-27T09:08:31,47,Outgoing,L0358,C0150,E07195
CDR003829,PH01674,PH01687,2024-03-21T14:20:46,47,Outgoing,L0334,C0150,E07196
CDR003830,PH01675,PH01705,2024-12-27T10:26:28,125,Outgoing,L0358,C0150,nan
CDR003831,PH01696,PH01699,2024-10-18T23:55:17,310,Outgoing,L0433,C0150,nan
CDR003832,PH01705,PH01677,2024-03-17T13:26:31,420,Incoming,L0358,C0150,nan
CDR003833,PH01697,PH01676,2024-02-11T21:25:05,90,Incoming,L0358,C0150,nan
CDR003834,PH01699,PH01702,2024-01-03T19:01:10,240,Incoming,L0358,C0150,nan
CDR003835,PH01712,PH01713,2024-12-25T10:15:03,25,Outgoing,L0012,C0151,nan
CDR003836,PH01711,PH01714,2024-06-12T01:17:08,47,Incoming,L0001,C0151,nan
CDR003837,PH01711,PH01707,2024-05-01T20:50:49,32,Incoming,L0001,C0151,nan
CDR003838,PH01712,PH01711,2024-09-30T14:39:54,125,Outgoing,L0001,C0151,nan
CDR003839,PH01710,PH01714,2024-04-05T03:29:08,63,Outgoing,L0012,C0151,nan
CDR003840,PH01709,PH01710,2024-10-24T04:20:02,18,Outgoing,L0181,C0151,nan
CDR003841,PH01707,PH01712,2024-12-28T05:02:00,720,Outgoing,L0181,C0151,nan
CDR003842,PH01712,PH01709,2024-09-01T00:38:51,900,Outgoing,L0001,C0151,E07216
CDR003843,PH01714,PH01708,2024-03-05T09:57:20,63,Outgoing,L0238,C0151,nan
CDR003844,PH01714,PH01707,2024-11-16T13:56:35,63,Outgoing,L0012,C0151,nan
CDR003845,PH01714,PH01712,2024-11-14T17:38:08,900,Incoming,L0238,C0151,E07217
CDR003846,PH01710,PH01709,2024-11-22T12:09:48,63,Outgoing,L0238,C0151,E07218
CDR003847,PH01712,PH01706,2024-07-11T11:33:05,63,Incoming,L0001,C0151,nan
CDR003848,PH01706,PH01710,2024-07-16T19:46:30,600,Incoming,L0181,C0151,nan
CDR003849,PH01713,PH01710,2024-02-16T01:03:14,25,Outgoing,L0181,C0151,E07219
CDR003850,PH01714,PH01712,2024-10-12T02:17:39,32,Outgoing,L0238,C0151,E07220
CDR003851,PH01713,PH01710,2024-11-17T02:43:40,512,Outgoing,L0001,C0151,nan
CDR003852,PH01713,PH01710,2024-03-23T12:45:51,32,Outgoing,L0181,C0151,nan
CDR003853,PH01712,PH01706,2024-08-14T22:56:45,420,Incoming,L0001,C0151,E07221
CDR003854,PH01713,PH01711,2024-07-02T09:02:26,900,Incoming,L0181,C0151,nan
CDR003855,PH01710,PH01712,2024-01-05T19:13:20,63,Outgoing,L0238,C0151,nan
CDR003856,PH01710,PH01715,2024-06-25T12:10:23,125,Incoming,L0012,C0151,nan
CDR003857,PH01707,PH01708,2024-04-08T22:52:13,310,Outgoing,L0012,C0151,nan
CDR003858,PH01709,PH01715,2024-04-06T21:02:06,32,Incoming,L0181,C0151,nan
CDR003859,PH01709,PH01710,2024-07-18T20:25:47,512,Incoming,L0181,C0151,nan
CDR003860,PH01707,PH01708,2024-10-03T20:42:41,25,Incoming,L0181,C0151,nan
CDR003861,PH01706,PH01707,2024-08-28T15:10:49,512,Incoming,L0181,C0151,nan
CDR003862,PH01717,PH01716,2024-03-13T08:57:15,32,Incoming,L0259,C0152,nan
CDR003863,PH01716,PH01717,2024-07-23T15:34:07,812,Incoming,L0184,C0152,nan
CDR003864,PH01717,PH01716,2024-02-19T23:56:08,720,Incoming,L0164,C0152,nan
CDR003865,PH01716,PH01717,2024-06-22T16:41:41,240,Incoming,L0259,C0152,nan
CDR003866,PH01716,PH01717,2024-02-19T16:55:02,63,Outgoing,L0164,C0152,nan
CDR003867,PH01716,PH01717,2024-07-13T05:00:00,720,Outgoing,L0184,C0152,nan
CDR003868,PH01725,PH01740,2024-07-22T17:48:15,310,Outgoing,L0384,C0153,nan
CDR003869,PH01727,PH01731,2024-08-23T08:01:22,310,Incoming,L0564,C0153,nan
CDR003870,PH01741,PH01736,2024-07-09T18:59:56,25,Incoming,L0564,C0153,nan
CDR003871,PH01718,PH01730,2024-07-26T04:49:29,18,Incoming,L0410,C0153,nan
CDR003872,PH01722,PH01727,2024-08-06T16:04:22,310,Outgoing,L0384,C0153,nan
CDR003873,PH01719,PH01723,2024-08-20T23:55:55,512,Incoming,L0056,C0153,nan
CDR003874,PH01718,PH01733,2024-07-08T07:55:38,180,Outgoing,L0410,C0153,nan
CDR003875,PH01739,PH01736,2024-08-22T14:17:29,125,Outgoing,L0410,C0153,E07227
CDR003876,PH01726,PH01730,2024-08-14T04:19:11,63,Incoming,L0410,C0153,nan
CDR003877,PH01725,PH01731,2024-08-17T13:29:20,420,Incoming,L0564,C0153,nan
CDR003878,PH01732,PH01725,2024-07-21T15:36:37,720,Outgoing,L0564,C0153,nan
CDR003879,PH01719,PH01732,2024-07-20T02:46:43,18,Incoming,L0384,C0153,nan
CDR003880,PH01722,PH01741,2024-07-04T08:42:24,47,Outgoing,L0056,C0153,nan
CDR003881,PH01735,PH01721,2024-08-11T13:22:47,90,Outgoing,L0056,C0153,nan
CDR003882,PH01739,PH01724,2024-07-12T21:34:36,812,Incoming,L0384,C0153,nan
CDR003883,PH01729,PH01738,2024-08-21T13:36:24,125,Incoming,L0384,C0153,nan
CDR003884,PH01719,PH01721,2024-06-28T07:21:22,18,Outgoing,L0384,C0153,nan
CDR003885,PH01725,PH01726,2024-07-01T02:10:07,180,Incoming,L0056,C0153,nan
CDR003886,PH01727,PH01726,2024-08-10T08:55:17,240,Outgoing,L0410,C0153,nan
CDR003887,PH01733,PH01729,2024-07-03T02:58:17,25,Incoming,L0056,C0153,E07228
CDR003888,PH01720,PH01741,2024-07-21T23:04:56,63,Incoming,L0056,C0153,nan
CDR003889,PH01733,PH01729,2024-07-21T08:19:44,512,Incoming,L0564,C0153,nan
CDR003890,PH01741,PH01735,2024-07-28T04:13:16,63,Outgoing,L0564,C0153,nan
CDR003891,PH01727,PH01736,2024-07-11T12:53:39,512,Incoming,L0384,C0153,nan
CDR003892,PH01729,PH01724,2024-07-09T12:48:14,63,Outgoing,L0410,C0153,E07229
CDR003893,PH01731,PH01725,2024-06-28T21:46:06,512,Incoming,L0056,C0153,E07230
CDR003894,PH01733,PH01736,2024-07-08T20:57:26,600,Incoming,L0056,C0153,nan
CDR003895,PH01738,PH01731,2024-08-24T04:32:48,18,Outgoing,L0564,C0153,nan
CDR003896,PH01740,PH01736,2024-07-29T01:58:45,47,Outgoing,L0384,C0153,nan
CDR003897,PH01720,PH01736,2024-07-03T12:26:39,63,Outgoing,L0056,C0153,nan
CDR003898,PH01739,PH01734,2024-07-10T16:02:12,720,Incoming,L0056,C0153,nan
CDR003899,PH01737,PH01730,2024-07-28T07:51:34,812,Incoming,L0410,C0153,nan
CDR003900,PH01729,PH01739,2024-07-06T20:47:45,900,Outgoing,L0410,C0153,E07231
CDR003901,PH01732,PH01741,2024-08-08T05:55:40,125,Outgoing,L0564,C0153,nan
CDR003902,PH01728,PH01723,2024-07-29T10:22:03,420,Outgoing,L0564,C0153,nan
CDR003903,PH01728,PH01720,2024-08-03T01:42:33,18,Outgoing,L0564,C0153,nan
CDR003904,PH01735,PH01729,2024-08-31T10:17:32,420,Outgoing,L0384,C0153,nan
CDR003905,PH01736,PH01722,2024-07-20T15:10:52,18,Outgoing,L0410,C0153,nan
CDR003906,PH01741,PH01730,2024-07-28T21:42:24,812,Outgoing,L0564,C0153,E07232
CDR003907,PH01721,PH01733,2024-08-18T18:00:39,812,Incoming,L0384,C0153,nan
CDR003908,PH01720,PH01737,2024-07-16T02:10:20,63,Outgoing,L0056,C0153,nan
CDR003909,PH01734,PH01718,2024-08-11T17:21:55,90,Incoming,L0410,C0153,nan
CDR003910,PH01733,PH01722,2024-08-20T21:13:02,720,Outgoing,L0056,C0153,nan
CDR003911,PH01718,PH01740,2024-07-20T07:28:52,310,Incoming,L0564,C0153,nan
CDR003912,PH01740,PH01720,2024-08-30T14:42:08,47,Incoming,L0056,C0153,nan
CDR003913,PH01741,PH01719,2024-07-06T13:01:18,600,Incoming,L0410,C0153,nan
CDR003914,PH01748,PH01747,2024-04-03T20:02:25,900,Outgoing,L0014,C0154,nan
CDR003915,PH01743,PH01752,2024-03-05T12:03:12,512,Incoming,L0094,C0154,nan
CDR003916,PH01748,PH01755,2024-08-08T07:30:02,310,Incoming,L0014,C0154,nan
CDR003917,PH01758,PH01754,2024-06-16T12:14:09,32,Outgoing,L0530,C0154,E07241
CDR003918,PH01756,PH01757,2024-12-03T23:09:15,812,Incoming,L0008,C0154,nan
CDR003919,PH01753,PH01743,2024-08-27T01:35:55,90,Incoming,L0094,C0154,nan
CDR003920,PH01749,PH01752,2024-03-16T01:36:56,812,Incoming,L0008,C0154,nan
CDR003921,PH01758,PH01756,2024-08-06T10:14:08,600,Incoming,L0014,C0154,nan
CDR003922,PH01757,PH01751,2024-04-12T12:11:07,310,Outgoing,L0094,C0154,nan
CDR003923,PH01757,PH01752,2024-07-07T08:33:04,600,Incoming,L0530,C0154,E07242
CDR003924,PH01758,PH01750,2024-01-18T21:20:56,420,Outgoing,L0094,C0154,nan
CDR003925,PH01742,PH01758,2024-08-23T10:50:03,600,Incoming,L0008,C0154,nan
CDR003926,PH01758,PH01752,2024-04-19T16:58:53,32,Outgoing,L0008,C0154,nan
CDR003927,PH01756,PH01747,2024-05-09T17:47:46,25,Outgoing,L0094,C0154,nan
CDR003928,PH01756,PH01744,2024-01-01T19:06:05,63,Incoming,L0094,C0154,nan
CDR003929,PH01755,PH01743,2024-07-09T10:09:57,18,Outgoing,L0094,C0154,nan
CDR003930,PH01748,PH01750,2024-05-03T23:32:03,180,Outgoing,L0094,C0154,E07243
CDR003931,PH01746,PH01757,2024-07-27T19:05:55,812,Outgoing,L0094,C0154,nan
CDR003932,PH01758,PH01749,2024-05-27T19:27:49,720,Outgoing,L0530,C0154,nan
CDR003933,PH01744,PH01743,2024-08-01T02:55:53,25,Outgoing,L0008,C0154,nan
CDR003934,PH01746,PH01756,2024-05-09T21:23:19,90,Incoming,L0014,C0154,nan
CDR003935,PH01743,PH01745,2024-07-30T23:18:48,25,Outgoing,L0014,C0154,nan
CDR003936,PH01743,PH01758,2024-02-08T15:47:37,812,Outgoing,L0530,C0154,E07244
CDR003937,PH01752,PH01748,2024-10-25T15:27:39,47,Outgoing,L0014,C0154,nan
CDR003938,PH01758,PH01751,2024-12-18T03:27:59,47,Incoming,L0014,C0154,nan
CDR003939,PH01751,PH01753,2024-02-23T18:23:10,63,Incoming,L0014,C0154,E07245
CDR003940,PH01758,PH01742,2024-07-18T20:27:43,900,Outgoing,L0008,C0154,nan
CDR003941,PH01756,PH01749,2024-06-13T00:13:35,47,Outgoing,L0014,C0154,nan
CDR003942,PH01747,PH01750,2024-07-14T22:13:35,310,Outgoing,L0094,C0154,nan
CDR003943,PH01754,PH01744,2024-05-29T08:43:37,32,Incoming,L0014,C0154,E07246
CDR003944,PH01761,PH01760,2024-06-21T13:29:06,125,Outgoing,L0418,C0155,E07252
CDR003945,PH01761,PH01763,2024-08-19T16:28:41,512,Incoming,L0236,C0155,nan
CDR003946,PH01763,PH01759,2024-06-10T21:07:11,63,Outgoing,L0418,C0155,nan
CDR003947,PH01763,PH01761,2024-05-02T12:10:00,18,Outgoing,L0256,C0155,nan
CDR003948,PH01763,PH01761,2024-05-06T04:24:04,310,Incoming,L0236,C0155,nan
CDR003949,PH01762,PH01759,2024-05-17T23:30:20,25,Incoming,L0256,C0155,nan
CDR003950,PH01762,PH01760,2024-06-19T22:29:36,47,Outgoing,L0256,C0155,nan
CDR003951,PH01761,PH01763,2024-05-14T23:36:30,600,Incoming,L0256,C0155,nan
CDR003952,PH01759,PH01762,2024-05-30T01:05:55,310,Incoming,L0256,C0155,nan
CDR003953,PH01763,PH01760,2024-08-26T09:58:33,18,Incoming,L0418,C0155,nan
CDR003954,PH01763,PH01762,2024-08-24T20:21:08,812,Outgoing,L0248,C0155,nan
CDR003955,PH01761,PH01763,2024-07-11T21:09:52,18,Incoming,L0418,C0155,nan
CDR003956,PH01760,PH01762,2024-07-23T10:48:44,512,Outgoing,L0418,C0155,nan
CDR003957,PH01759,PH01763,2024-06-18T13:16:32,600,Outgoing,L0236,C0155,E07253
CDR003958,PH01762,PH01759,2024-06-28T06:30:10,512,Incoming,L0248,C0155,nan
CDR003959,PH01773,PH01774,2024-07-07T10:10:36,125,Outgoing,L0467,C0156,nan
CDR003960,PH01766,PH01774,2024-06-30T04:25:01,125,Incoming,L0265,C0156,nan
CDR003961,PH01766,PH01768,2024-07-08T06:27:48,25,Incoming,L0176,C0156,nan
CDR003962,PH01773,PH01768,2024-07-03T21:08:14,25,Incoming,L0467,C0156,nan
CDR003963,PH01766,PH01767,2024-08-31T21:36:57,180,Outgoing,L0089,C0156,nan
CDR003964,PH01769,PH01770,2024-08-18T09:13:42,310,Incoming,L0467,C0156,nan
CDR003965,PH01771,PH01769,2024-08-12T15:32:32,125,Outgoing,L0176,C0156,nan
CDR003966,PH01771,PH01772,2024-07-10T18:52:21,420,Outgoing,L0176,C0156,nan
CDR003967,PH01775,PH01774,2024-07-20T16:49:07,25,Incoming,L0176,C0156,E07254
CDR003968,PH01767,PH01773,2024-08-13T20:05:05,512,Outgoing,L0467,C0156,nan
CDR003969,PH01773,PH01764,2024-07-12T15:53:38,240,Outgoing,L0176,C0156,nan
CDR003970,PH01770,PH01768,2024-08-17T10:34:44,32,Incoming,L0265,C0156,nan
CDR003971,PH01769,PH01771,2024-08-09T15:21:32,25,Outgoing,L0265,C0156,nan
CDR003972,PH01774,PH01764,2024-08-01T21:50:15,310,Outgoing,L0176,C0156,nan
CDR003973,PH01765,PH01768,2024-08-21T14:05:46,90,Incoming,L0467,C0156,nan
CDR003974,PH01770,PH01768,2024-06-20T08:26:42,90,Outgoing,L0467,C0156,nan
CDR003975,PH01767,PH01765,2024-07-20T09:02:33,720,Outgoing,L0265,C0156,nan
CDR003976,PH01767,PH01769,2024-07-20T03:36:39,900,Outgoing,L0089,C0156,E07255
CDR003977,PH01769,PH01773,2024-05-30T01:08:20,90,Outgoing,L0467,C0156,nan
CDR003978,PH01771,PH01775,2024-08-17T16:36:37,240,Incoming,L0089,C0156,nan
CDR003979,PH01769,PH01767,2024-07-29T06:07:38,47,Outgoing,L0467,C0156,nan
CDR003980,PH01766,PH01765,2024-07-08T06:29:20,720,Outgoing,L0265,C0156,nan
CDR003981,PH01770,PH01772,2024-08-27T04:45:15,812,Outgoing,L0089,C0156,E07256
CDR003982,PH01773,PH01770,2024-06-14T22:15:23,900,Outgoing,L0176,C0156,E07257
CDR003983,PH01776,PH01780,2024-02-12T05:12:10,812,Outgoing,L0149,C0157,nan
CDR003984,PH01780,PH01779,2024-02-13T17:38:52,180,Outgoing,L0224,C0157,nan
CDR003985,PH01777,PH01779,2024-08-21T12:10:21,310,Incoming,L0249,C0157,E07269
CDR003986,PH01780,PH01777,2024-05-05T03:41:09,18,Incoming,L0224,C0157,nan
CDR003987,PH01777,PH01779,2024-01-08T20:37:05,720,Outgoing,L0149,C0157,nan
CDR003988,PH01780,PH01779,2024-08-28T12:32:27,420,Incoming,L0149,C0157,E07270
CDR003989,PH01778,PH01777,2024-04-19T12:16:07,512,Incoming,L0149,C0157,nan
CDR003990,PH01777,PH01780,2024-03-21T03:06:00,180,Incoming,L0249,C0157,nan
CDR003991,PH01780,PH01779,2024-07-06T02:02:05,180,Incoming,L0149,C0157,nan
CDR003992,PH01782,PH01781,2024-02-23T01:14:52,512,Outgoing,L0407,C0158,nan
CDR003993,PH01782,PH01781,2024-10-07T18:13:52,63,Incoming,L0065,C0158,nan
CDR003994,PH01783,PH01784,2024-08-15T21:53:08,18,Outgoing,L0598,C0159,nan
CDR003995,PH01783,PH01784,2024-12-03T05:21:31,512,Outgoing,L0241,C0159,nan
CDR003996,PH01783,PH01784,2024-11-10T22:10:02,125,Outgoing,L0197,C0159,nan
CDR003997,PH01784,PH01783,2024-11-05T21:27:21,125,Outgoing,L0243,C0159,nan
CDR003998,PH01783,PH01784,2024-06-19T02:00:57,18,Incoming,L0241,C0159,nan
CDR003999,PH01783,PH01784,2024-07-10T19:25:04,720,Incoming,L0598,C0159,nan
CDR004000,PH01783,PH01784,2024-05-14T20:09:30,18,Outgoing,L0241,C0159,nan
CDR004001,PH01783,PH01784,2024-12-18T09:38:46,63,Outgoing,L0197,C0159,nan
CDR004002,PH01784,PH01783,2024-06-12T08:53:11,420,Outgoing,L0243,C0159,nan
CDR004003,PH01783,PH01784,2024-08-28T22:47:28,512,Incoming,L0197,C0159,nan
CDR004004,PH01784,PH01783,2024-12-31T22:21:41,512,Incoming,L0243,C0159,nan
CDR004005,PH01784,PH01783,2024-04-11T02:30:12,900,Incoming,L0197,C0159,E07272
CDR004006,PH01784,PH01783,2024-03-05T19:24:15,25,Incoming,L0243,C0159,nan
CDR004007,PH01786,PH01787,2024-07-20T12:16:10,63,Incoming,L0036,C0160,nan
CDR004008,PH01787,PH01785,2024-08-06T15:07:00,180,Incoming,L0324,C0160,nan
CDR004009,PH01787,PH01785,2024-06-12T12:19:26,720,Incoming,L0036,C0160,nan
CDR004010,PH01788,PH01790,2024-08-01T03:12:01,420,Outgoing,L0259,C0160,E07279
CDR004011,PH01789,PH01790,2024-07-07T16:42:50,125,Incoming,L0573,C0160,E07280
CDR004012,PH01786,PH01787,2024-07-15T08:02:34,900,Incoming,L0259,C0160,nan
CDR004013,PH01787,PH01786,2024-07-28T22:22:37,812,Incoming,L0036,C0160,nan
CDR004014,PH01789,PH01785,2024-06-24T02:32:36,420,Outgoing,L0036,C0160,nan
