transaction_id,source_account_id,target_account_id,amount,currency,timestamp,transaction_type,reference,case_id,evidence_id
TX000924,ACC00366,ACC00367,150000,INR,2024-06-23T20:38:26,RTGS,TXN-00000924,C0046,nan
TX000925,ACC00367,ACC00373,350000,INR,2024-11-09T06:36:38,NEFT,TXN-00000925,C0046,E06201
TX000926,ACC00371,ACC00365,8500,INR,2024-10-08T15:30:15,RTGS,TXN-00000926,C0046,nan
TX000927,ACC00370,ACC00364,2500,INR,2024-10-26T02:54:08,RTGS,TXN-00000927,C0046,nan
TX000928,ACC00367,ACC00373,5000,INR,2024-07-20T12:34:34,RTGS,TXN-00000928,C0046,nan
TX000929,ACC00372,ACC00364,750000,INR,2024-09-30T18:04:32,NEFT,TXN-00000929,C0046,nan
TX000930,ACC00363,ACC00374,75000,INR,2024-07-11T15:56:38,RTGS,TXN-00000930,C0046,nan
TX000931,ACC00374,ACC00365,15000,INR,2024-04-15T13:09:53,RTGS,TXN-00000931,C0046,nan
TX000932,ACC00362,ACC00363,1000000,INR,2024-03-29T04:08:19,IMPS,TXN-00000932,C0046,nan
TX000933,ACC00364,ACC00375,750000,INR,2024-06-11T11:02:36,RTGS,TXN-00000933,C0046,nan
TX000934,ACC00374,ACC00370,2500,INR,2024-08-27T01:23:23,NEFT,TXN-00000934,C0046,nan
TX000935,ACC00367,ACC00362,250000,INR,2024-01-01T06:18:13,NEFT,TXN-00000935,C0046,E06202
TX000936,ACC00370,ACC00371,15000,INR,2024-04-29T15:24:21,RTGS,TXN-00000936,C0046,nan
TX000937,ACC00363,ACC00368,500000,INR,2024-08-21T11:18:54,IMPS,TXN-00000937,C0046,nan
TX000938,ACC00364,ACC00366,15000,INR,2024-01-08T19:39:13,IMPS,TXN-00000938,C0046,nan
TX000939,ACC00366,ACC00365,75000,INR,2024-02-02T18:33:22,NEFT,TXN-00000939,C0046,nan
TX000940,ACC00369,ACC00372,1000000,INR,2024-07-26T01:31:54,NEFT,TXN-00000940,C0046,nan
TX000941,ACC00374,ACC00375,250000,INR,2024-05-08T12:38:26,NEFT,TXN-00000941,C0046,nan
TX000942,ACC00368,ACC00373,150000,INR,2024-03-08T15:02:27,UPI,TXN-00000942,C0046,E06203
TX000943,ACC00377,ACC00378,50000,INR,2024-06-16T14:56:26,NEFT,TXN-00000943,C0047,nan
TX000944,ACC00378,ACC00380,350000,INR,2024-08-24T18:44:54,RTGS,TXN-00000944,C0047,nan
TX000945,ACC00380,ACC00377,750000,INR,2024-11-09T11:26:10,NEFT,TXN-00000945,C0047,nan
TX000946,ACC00378,ACC00377,150000,INR,2024-03-07T05:52:09,UPI,TXN-00000946,C0047,nan
TX000947,ACC00378,ACC00380,250000,INR,2024-11-09T07:08:56,RTGS,TXN-00000947,C0047,nan
TX000948,ACC00379,ACC00377,250000,INR,2024-07-03T11:46:28,NEFT,TXN-00000948,C0047,nan
TX000949,ACC00377,ACC00380,50000,INR,2024-12-31T15:48:34,RTGS,TXN-00000949,C0047,nan
TX000950,ACC00378,ACC00380,350000,INR,2024-05-28T06:07:16,NEFT,TXN-00000950,C0047,nan
TX000951,ACC00384,ACC00391,15000,INR,2024-01-06T08:15:20,NEFT,TXN-00000951,C0050,nan
TX000952,ACC00385,ACC00390,750000,INR,2024-05-30T18:10:46,UPI,TXN-00000952,C0050,nan
TX000953,ACC00383,ACC00396,500000,INR,2024-06-09T00:19:14,IMPS,TXN-00000953,C0050,nan
TX000954,ACC00385,ACC00383,1200,INR,2024-08-22T02:49:53,RTGS,TXN-00000954,C0050,nan
TX000955,ACC00395,ACC00383,1200,INR,2024-01-08T16:15:20,RTGS,TXN-00000955,C0050,nan
TX000956,ACC00393,ACC00387,100000,INR,2024-04-03T23:26:37,UPI,TXN-00000956,C0050,nan
TX000957,ACC00391,ACC00388,1000000,INR,2024-12-16T16:44:50,RTGS,TXN-00000957,C0050,nan
TX000958,ACC00390,ACC00392,500,INR,2024-05-23T07:20:14,NEFT,TXN-00000958,C0050,nan
TX000959,ACC00389,ACC00396,50000,INR,2024-05-02T08:30:45,UPI,TXN-00000959,C0050,nan
TX000960,ACC00395,ACC00384,500,INR,2024-03-26T22:54:54,RTGS,TXN-00000960,C0050,nan
TX000961,ACC00390,ACC00382,1000000,INR,2024-10-05T18:01:20,UPI,TXN-00000961,C0050,nan
TX000962,ACC00394,ACC00384,1200,INR,2024-06-29T16:50:26,UPI,TXN-00000962,C0050,nan
TX000963,ACC00383,ACC00387,15000,INR,2024-07-03T20:10:19,IMPS,TXN-00000963,C0050,nan
TX000964,ACC00392,ACC00395,150000,INR,2024-12-20T08:01:53,UPI,TXN-00000964,C0050,nan
TX000965,ACC00393,ACC00391,350000,INR,2024-01-24T20:15:03,NEFT,TXN-00000965,C0050,nan
TX000966,ACC00382,ACC00392,50000,INR,2024-05-30T01:43:28,RTGS,TXN-00000966,C0050,nan
TX000967,ACC00386,ACC00382,1200,INR,2024-04-07T10:39:21,UPI,TXN-00000967,C0050,nan
TX000968,ACC00386,ACC00384,25000,INR,2024-10-01T17:01:22,UPI,TXN-00000968,C0050,nan
TX000969,ACC00394,ACC00388,25000,INR,2024-10-26T01:14:22,UPI,TXN-00000969,C0050,nan
TX000970,ACC00393,ACC00391,15000,INR,2024-03-31T03:24:21,RTGS,TXN-00000970,C0050,E06214
TX000971,ACC00391,ACC00386,500,INR,2024-05-04T17:17:52,IMPS,TXN-00000971,C0050,nan
TX000972,ACC00383,ACC00396,1000000,INR,2024-10-09T11:21:37,UPI,TXN-00000972,C0050,nan
TX000973,ACC00387,ACC00393,5000,INR,2024-06-22T00:22:00,RTGS,TXN-00000973,C0050,nan
TX000974,ACC00391,ACC00384,50000,INR,2024-02-22T18:31:10,NEFT,TXN-00000974,C0050,nan
TX000975,ACC00387,ACC00389,5000,INR,2024-09-06T19:14:01,NEFT,TXN-00000975,C0050,nan
TX000976,ACC00394,ACC00396,750000,INR,2024-04-07T03:33:57,IMPS,TXN-00000976,C0050,nan
TX000977,ACC00386,ACC00385,8500,INR,2024-05-19T08:32:19,NEFT,TXN-00000977,C0050,nan
TX000978,ACC00384,ACC00386,150000,INR,2024-10-03T05:38:09,NEFT,TXN-00000978,C0050,nan
TX000979,ACC00383,ACC00392,500,INR,2024-04-24T02:55:58,NEFT,TXN-00000979,C0050,E06215
TX000980,ACC00387,ACC00391,750000,INR,2024-10-01T03:48:06,UPI,TXN-00000980,C0050,nan
TX000981,ACC00394,ACC00387,1000000,INR,2024-04-16T05:25:45,RTGS,TXN-00000981,C0050,E06216
TX000982,ACC00396,ACC00383,75000,INR,2024-12-09T17:05:48,NEFT,TXN-00000982,C0050,nan
TX000983,ACC00396,ACC00391,150000,INR,2024-05-31T11:21:18,IMPS,TXN-00000983,C0050,nan
TX000984,ACC00385,ACC00384,1200,INR,2024-12-22T01:38:55,RTGS,TXN-00000984,C0050,E06217
TX000985,ACC00399,ACC00398,25000,INR,2024-08-15T07:14:01,UPI,TXN-00000985,C0051,nan
TX000986,ACC00398,ACC00397,150000,INR,2024-05-09T17:57:54,NEFT,TXN-00000986,C0051,nan
TX000987,ACC00399,ACC00398,500000,INR,2024-05-24T20:08:46,UPI,TXN-00000987,C0051,nan
TX000988,ACC00400,ACC00399,500000,INR,2024-07-20T21:42:41,RTGS,TXN-00000988,C0051,E06222
TX000989,ACC00400,ACC00397,500,INR,2024-08-14T08:15:19,UPI,TXN-00000989,C0051,nan
TX000990,ACC00399,ACC00400,15000,INR,2024-06-25T19:45:05,RTGS,TXN-00000990,C0051,nan
TX000991,ACC00399,ACC00398,25000,INR,2024-02-10T14:04:08,NEFT,TXN-00000991,C0051,E06223
TX000992,ACC00399,ACC00400,8500,INR,2024-08-31T07:52:14,IMPS,TXN-00000992,C0051,E06224
TX000993,ACC00399,ACC00400,15000,INR,2024-06-06T11:13:48,IMPS,TXN-00000993,C0051,nan
TX000994,ACC00398,ACC00400,75000,INR,2024-07-13T19:50:56,RTGS,TXN-00000994,C0051,nan
TX000995,ACC00398,ACC00397,75000,INR,2024-08-11T15:25:11,RTGS,TXN-00000995,C0051,E06225
TX000996,ACC00399,ACC00397,500,INR,2024-01-12T09:39:10,UPI,TXN-00000996,C0051,nan
TX000997,ACC00397,ACC00398,750000,INR,2024-09-02T19:13:39,IMPS,TXN-00000997,C0051,nan
TX000998,ACC00398,ACC00400,25000,INR,2024-11-06T11:14:39,IMPS,TXN-00000998,C0051,nan
TX000999,ACC00402,ACC00405,500,INR,2024-08-09T00:26:58,RTGS,TXN-00000999,C0052,nan
TX001000,ACC00404,ACC00408,100000,INR,2024-08-19T13:25:43,UPI,TXN-00001000,C0052,nan
TX001001,ACC00404,ACC00407,150000,INR,2024-07-19T18:56:14,RTGS,TXN-00001001,C0052,nan
TX001002,ACC00401,ACC00404,250000,INR,2024-07-08T19:29:04,UPI,TXN-00001002,C0052,nan
TX001003,ACC00409,ACC00407,750000,INR,2024-08-14T01:42:06,IMPS,TXN-00001003,C0052,nan
TX001004,ACC00409,ACC00403,15000,INR,2024-06-04T21:36:53,NEFT,TXN-00001004,C0052,nan
TX001005,ACC00409,ACC00402,350000,INR,2024-08-20T04:30:31,IMPS,TXN-00001005,C0052,nan
TX001006,ACC00408,ACC00409,250000,INR,2024-09-27T22:42:17,IMPS,TXN-00001006,C0052,nan
TX001007,ACC00409,ACC00406,350000,INR,2024-06-05T06:15:25,UPI,TXN-00001007,C0052,E06230
TX001008,ACC00410,ACC00401,1200,INR,2024-08-30T02:12:05,UPI,TXN-00001008,C0052,nan
TX001009,ACC00405,ACC00403,500000,INR,2024-05-26T05:34:57,UPI,TXN-00001009,C0052,E06231
TX001010,ACC00403,ACC00402,500,INR,2024-11-25T06:28:18,RTGS,TXN-00001010,C0052,nan
TX001011,ACC00408,ACC00407,42000,INR,2024-10-28T23:56:16,UPI,TXN-00001011,C0052,nan
TX001012,ACC00402,ACC00408,25000,INR,2024-05-23T05:25:54,UPI,TXN-00001012,C0052,nan
TX001013,ACC00408,ACC00407,42000,INR,2024-06-29T19:22:33,RTGS,TXN-00001013,C0052,nan
TX001014,ACC00404,ACC00406,750000,INR,2024-01-22T00:17:57,RTGS,TXN-00001014,C0052,nan
TX001015,ACC00402,ACC00403,75000,INR,2024-02-01T07:11:21,IMPS,TXN-00001015,C0052,nan
TX001016,ACC00411,ACC00402,750000,INR,2024-04-11T20:40:46,RTGS,TXN-00001016,C0052,E06232
TX001017,ACC00407,ACC00403,50000,INR,2024-08-30T03:29:42,RTGS,TXN-00001017,C0052,nan
TX001018,ACC00404,ACC00403,42000,INR,2024-08-09T13:46:03,RTGS,TXN-00001018,C0052,nan
TX001019,ACC00406,ACC00403,750000,INR,2024-06-24T09:41:15,UPI,TXN-00001019,C0052,E06233
TX001020,ACC00410,ACC00411,500000,INR,2024-08-19T13:42:41,UPI,TXN-00001020,C0052,nan
TX001021,ACC00408,ACC00404,350000,INR,2024-07-29T02:21:08,RTGS,TXN-00001021,C0052,nan
TX001022,ACC00409,ACC00405,150000,INR,2024-10-26T23:07:12,IMPS,TXN-00001022,C0052,E06234
TX001023,ACC00403,ACC00411,1000000,INR,2024-11-18T06:42:37,NEFT,TXN-00001023,C0052,nan
TX001024,ACC00403,ACC00411,1000000,INR,2024-02-02T04:36:59,IMPS,TXN-00001024,C0052,nan
TX001025,ACC00406,ACC00408,750000,INR,2024-04-15T19:20:07,UPI,TXN-00001025,C0052,E06235
TX001026,ACC00407,ACC00403,8500,INR,2024-09-03T00:40:19,IMPS,TXN-00001026,C0052,nan
TX001027,ACC00406,ACC00410,500000,INR,2024-08-22T13:33:53,IMPS,TXN-00001027,C0052,nan
TX001028,ACC00417,ACC00424,75000,INR,2024-10-22T06:52:11,RTGS,TXN-00001028,C0054,nan
TX001029,ACC00414,ACC00420,15000,INR,2024-10-30T21:58:58,UPI,TXN-00001029,C0054,nan
TX001030,ACC00420,ACC00418,5000,INR,2024-06-30T14:57:47,IMPS,TXN-00001030,C0054,nan
TX001031,ACC00414,ACC00418,150000,INR,2024-06-22T22:27:27,RTGS,TXN-00001031,C0054,nan
TX001032,ACC00419,ACC00416,5000,INR,2024-01-15T19:52:52,UPI,TXN-00001032,C0054,E06249
TX001033,ACC00421,ACC00417,50000,INR,2024-01-24T21:37:31,UPI,TXN-00001033,C0054,nan
TX001034,ACC00425,ACC00421,100000,INR,2024-08-01T21:11:28,IMPS,TXN-00001034,C0054,nan
TX001035,ACC00418,ACC00419,75000,INR,2024-06-01T01:21:39,NEFT,TXN-00001035,C0054,E06250
TX001036,ACC00418,ACC00420,25000,INR,2024-08-17T07:23:53,NEFT,TXN-00001036,C0054,E06251
TX001037,ACC00426,ACC00418,50000,INR,2024-11-10T22:07:24,RTGS,TXN-00001037,C0054,nan
TX001038,ACC00415,ACC00418,2500,INR,2024-11-04T14:28:38,IMPS,TXN-00001038,C0054,nan
TX001039,ACC00418,ACC00415,42000,INR,2024-08-05T13:47:22,NEFT,TXN-00001039,C0054,E06252
TX001040,ACC00420,ACC00425,42000,INR,2024-10-15T08:16:54,NEFT,TXN-00001040,C0054,nan
TX001041,ACC00417,ACC00420,5000,INR,2024-03-22T03:47:40,RTGS,TXN-00001041,C0054,nan
TX001042,ACC00419,ACC00424,50000,INR,2024-12-30T23:59:47,NEFT,TXN-00001042,C0054,nan
TX001043,ACC00413,ACC00427,500,INR,2024-01-04T19:42:37,NEFT,TXN-00001043,C0054,nan
TX001044,ACC00420,ACC00417,1000000,INR,2024-03-13T13:57:51,IMPS,TXN-00001044,C0054,nan
TX001045,ACC00413,ACC00417,75000,INR,2024-04-17T22:16:07,RTGS,TXN-00001045,C0054,nan
TX001046,ACC00413,ACC00417,2500,INR,2024-08-04T21:35:01,RTGS,TXN-00001046,C0054,nan
TX001047,ACC00421,ACC00426,25000,INR,2024-09-21T11:47:29,UPI,TXN-00001047,C0054,nan
TX001048,ACC00420,ACC00423,5000,INR,2024-02-12T20:15:27,RTGS,TXN-00001048,C0054,nan
TX001049,ACC00418,ACC00416,250000,INR,2024-09-10T16:42:47,UPI,TXN-00001049,C0054,nan
TX001050,ACC00430,ACC00433,1000000,INR,2024-06-28T03:40:15,RTGS,TXN-00001050,C0055,nan
TX001051,ACC00432,ACC00431,15000,INR,2024-08-10T15:37:16,UPI,TXN-00001051,C0055,E06258
TX001052,ACC00431,ACC00430,75000,INR,2024-03-12T07:39:47,IMPS,TXN-00001052,C0055,nan
TX001053,ACC00430,ACC00429,8500,INR,2024-04-01T05:21:10,NEFT,TXN-00001053,C0055,nan
TX001054,ACC00430,ACC00431,1000000,INR,2024-01-11T13:57:57,IMPS,TXN-00001054,C0055,nan
TX001055,ACC00429,ACC00432,250000,INR,2024-01-21T14:19:23,RTGS,TXN-00001055,C0055,nan
TX001056,ACC00432,ACC00431,150000,INR,2024-03-26T17:35:13,NEFT,TXN-00001056,C0055,E06259
TX001057,ACC00430,ACC00429,250000,INR,2024-12-30T17:28:04,IMPS,TXN-00001057,C0055,nan
TX001058,ACC00433,ACC00431,25000,INR,2024-10-11T08:59:08,UPI,TXN-00001058,C0055,nan
TX001059,ACC00429,ACC00432,250000,INR,2024-04-28T14:30:16,RTGS,TXN-00001059,C0055,nan
TX001060,ACC00431,ACC00433,250000,INR,2024-05-28T01:05:37,IMPS,TXN-00001060,C0055,nan
TX001061,ACC00433,ACC00432,500,INR,2024-11-04T21:21:32,NEFT,TXN-00001061,C0055,nan
TX001062,ACC00432,ACC00429,1200,INR,2024-07-05T02:51:05,IMPS,TXN-00001062,C0055,nan
TX001063,ACC00429,ACC00430,250000,INR,2024-02-24T22:52:03,NEFT,TXN-00001063,C0055,E06260
TX001064,ACC00429,ACC00431,1200,INR,2024-11-24T17:32:59,UPI,TXN-00001064,C0055,nan
TX001065,ACC00443,ACC00437,100000,INR,2024-08-17T18:45:41,UPI,TXN-00001065,C0056,nan
TX001066,ACC00435,ACC00434,75000,INR,2024-08-10T07:28:09,NEFT,TXN-00001066,C0056,nan
TX001067,ACC00440,ACC00439,100000,INR,2024-07-06T13:55:23,IMPS,TXN-00001067,C0056,nan
TX001068,ACC00435,ACC00443,100000,INR,2024-07-17T16:53:54,UPI,TXN-00001068,C0056,nan
TX001069,ACC00444,ACC00438,150000,INR,2024-07-13T04:18:48,UPI,TXN-00001069,C0056,nan
TX001070,ACC00444,ACC00443,100000,INR,2024-08-13T01:50:43,UPI,TXN-00001070,C0056,nan
TX001071,ACC00442,ACC00435,42000,INR,2024-07-22T04:54:31,IMPS,TXN-00001071,C0056,nan
TX001072,ACC00439,ACC00436,75000,INR,2024-08-26T10:43:36,IMPS,TXN-00001072,C0056,nan
TX001073,ACC00439,ACC00434,150000,INR,2024-06-30T14:21:08,IMPS,TXN-00001073,C0056,nan
TX001074,ACC00436,ACC00438,100000,INR,2024-07-12T20:39:49,NEFT,TXN-00001074,C0056,E06267
TX001075,ACC00442,ACC00440,500,INR,2024-07-11T12:33:24,IMPS,TXN-00001075,C0056,nan
TX001076,ACC00444,ACC00438,1000000,INR,2024-07-15T11:24:22,NEFT,TXN-00001076,C0056,nan
TX001077,ACC00437,ACC00439,350000,INR,2024-06-21T08:03:51,UPI,TXN-00001077,C0056,nan
TX001078,ACC00440,ACC00441,75000,INR,2024-07-06T10:16:26,NEFT,TXN-00001078,C0056,nan
TX001079,ACC00442,ACC00440,25000,INR,2024-06-29T23:20:26,RTGS,TXN-00001079,C0056,nan
TX001080,ACC00445,ACC00439,150000,INR,2024-07-25T08:02:42,RTGS,TXN-00001080,C0056,nan
TX001081,ACC00438,ACC00434,75000,INR,2024-06-21T16:40:04,UPI,TXN-00001081,C0056,nan
TX001082,ACC00434,ACC00445,2500,INR,2024-07-27T23:47:43,RTGS,TXN-00001082,C0056,nan
TX001083,ACC00435,ACC00436,1200,INR,2024-06-25T18:52:51,NEFT,TXN-00001083,C0056,nan
TX001084,ACC00437,ACC00438,250000,INR,2024-08-15T05:05:43,UPI,TXN-00001084,C0056,nan
TX001085,ACC00442,ACC00435,500000,INR,2024-07-08T19:29:12,RTGS,TXN-00001085,C0056,nan
TX001086,ACC00444,ACC00437,1000000,INR,2024-07-27T17:14:53,IMPS,TXN-00001086,C0056,nan
TX001087,ACC00444,ACC00442,15000,INR,2024-08-23T02:57:35,UPI,TXN-00001087,C0056,nan
TX001088,ACC00439,ACC00444,250000,INR,2024-06-30T18:20:47,UPI,TXN-00001088,C0056,nan
TX001089,ACC00466,ACC00468,150000,INR,2024-05-23T16:37:11,RTGS,TXN-00001089,C0057,nan
TX001090,ACC00463,ACC00460,250000,INR,2024-04-14T16:33:29,IMPS,TXN-00001090,C0057,nan
TX001091,ACC00455,ACC00459,25000,INR,2024-07-10T08:17:51,NEFT,TXN-00001091,C0057,nan
TX001092,ACC00457,ACC00448,500000,INR,2024-03-25T00:36:58,RTGS,TXN-00001092,C0057,nan
TX001093,ACC00462,ACC00457,750000,INR,2024-07-04T06:48:36,IMPS,TXN-00001093,C0057,nan
TX001094,ACC00459,ACC00461,2500,INR,2024-07-02T17:58:28,UPI,TXN-00001094,C0057,nan
TX001095,ACC00454,ACC00452,1200,INR,2024-04-21T02:35:37,UPI,TXN-00001095,C0057,nan
TX001096,ACC00456,ACC00460,2500,INR,2024-08-20T02:19:24,UPI,TXN-00001096,C0057,nan
TX001097,ACC00469,ACC00459,500000,INR,2024-08-18T05:12:26,RTGS,TXN-00001097,C0057,nan
TX001098,ACC00452,ACC00457,1200,INR,2024-08-02T12:38:09,NEFT,TXN-00001098,C0057,nan
TX001099,ACC00464,ACC00463,1200,INR,2024-04-15T04:07:54,RTGS,TXN-00001099,C0057,nan
TX001100,ACC00454,ACC00449,1200,INR,2024-04-19T14:58:24,NEFT,TXN-00001100,C0057,E06278
TX001101,ACC00452,ACC00459,50000,INR,2024-08-23T08:16:03,NEFT,TXN-00001101,C0057,nan
TX001102,ACC00470,ACC00461,350000,INR,2024-07-31T15:46:44,UPI,TXN-00001102,C0057,nan
TX001103,ACC00448,ACC00469,2500,INR,2024-07-08T14:40:18,UPI,TXN-00001103,C0057,E06279
TX001104,ACC00446,ACC00452,1200,INR,2024-05-23T09:27:21,NEFT,TXN-00001104,C0057,E06280
TX001105,ACC00452,ACC00463,15000,INR,2024-05-28T13:01:11,IMPS,TXN-00001105,C0057,E06281
TX001106,ACC00452,ACC00459,100000,INR,2024-04-11T15:56:24,UPI,TXN-00001106,C0057,nan
TX001107,ACC00454,ACC00459,1200,INR,2024-07-09T13:21:03,RTGS,TXN-00001107,C0057,E06282
TX001108,ACC00462,ACC00449,15000,INR,2024-08-22T13:57:03,RTGS,TXN-00001108,C0057,nan
TX001109,ACC00462,ACC00467,1200,INR,2024-07-06T10:10:34,IMPS,TXN-00001109,C0057,nan
TX001110,ACC00465,ACC00450,8500,INR,2024-08-02T06:24:56,RTGS,TXN-00001110,C0057,E06283
TX001111,ACC00450,ACC00454,75000,INR,2024-06-21T05:45:52,IMPS,TXN-00001111,C0057,nan
TX001112,ACC00446,ACC00454,500,INR,2024-03-23T05:32:12,UPI,TXN-00001112,C0057,nan
TX001113,ACC00468,ACC00458,350000,INR,2024-04-21T01:46:21,IMPS,TXN-00001113,C0057,nan
TX001114,ACC00465,ACC00456,350000,INR,2024-05-23T20:19:37,IMPS,TXN-00001114,C0057,nan
TX001115,ACC00457,ACC00452,2500,INR,2024-04-20T22:31:09,RTGS,TXN-00001115,C0057,nan
TX001116,ACC00458,ACC00459,15000,INR,2024-08-17T10:00:38,NEFT,TXN-00001116,C0057,nan
TX001117,ACC00465,ACC00467,42000,INR,2024-04-29T22:32:57,RTGS,TXN-00001117,C0057,nan
TX001118,ACC00452,ACC00454,75000,INR,2024-08-15T00:02:15,NEFT,TXN-00001118,C0057,nan
TX001119,ACC00469,ACC00450,250000,INR,2024-04-07T18:08:38,NEFT,TXN-00001119,C0057,nan
TX001120,ACC00470,ACC00446,1000000,INR,2024-04-15T20:33:08,RTGS,TXN-00001120,C0057,nan
TX001121,ACC00468,ACC00469,150000,INR,2024-05-04T16:11:45,IMPS,TXN-00001121,C0057,nan
TX001122,ACC00464,ACC00454,350000,INR,2024-05-17T06:01:51,RTGS,TXN-00001122,C0057,nan
TX001123,ACC00462,ACC00458,2500,INR,2024-07-30T16:22:17,IMPS,TXN-00001123,C0057,nan
TX001124,ACC00469,ACC00447,250000,INR,2024-05-13T18:09:04,NEFT,TXN-00001124,C0057,E06284
TX001125,ACC00467,ACC00464,500,INR,2024-04-01T21:23:10,IMPS,TXN-00001125,C0057,nan
TX001126,ACC00451,ACC00454,15000,INR,2024-07-20T08:39:24,RTGS,TXN-00001126,C0057,nan
TX001127,ACC00458,ACC00452,25000,INR,2024-06-23T00:06:38,UPI,TXN-00001127,C0057,nan
TX001128,ACC00464,ACC00458,1000000,INR,2024-04-27T19:51:30,NEFT,TXN-00001128,C0057,nan
TX001129,ACC00459,ACC00460,75000,INR,2024-05-10T13:54:53,IMPS,TXN-00001129,C0057,nan
TX001130,ACC00465,ACC00454,1200,INR,2024-06-06T06:07:28,UPI,TXN-00001130,C0057,nan
TX001131,ACC00469,ACC00453,350000,INR,2024-07-06T07:42:47,RTGS,TXN-00001131,C0057,nan
TX001132,ACC00469,ACC00464,500000,INR,2024-05-20T22:52:50,UPI,TXN-00001132,C0057,nan
TX001133,ACC00475,ACC00474,500000,INR,2024-07-30T22:23:49,UPI,TXN-00001133,C0058,nan
TX001134,ACC00478,ACC00480,1200,INR,2024-07-26T04:29:36,NEFT,TXN-00001134,C0058,nan
TX001135,ACC00471,ACC00474,150000,INR,2024-07-15T03:59:53,NEFT,TXN-00001135,C0058,nan
TX001136,ACC00472,ACC00476,42000,INR,2024-08-25T00:48:59,IMPS,TXN-00001136,C0058,nan
TX001137,ACC00477,ACC00476,15000,INR,2024-07-14T18:25:19,UPI,TXN-00001137,C0058,nan
TX001138,ACC00474,ACC00473,5000,INR,2024-08-06T06:16:29,NEFT,TXN-00001138,C0058,nan
TX001139,ACC00475,ACC00473,500,INR,2024-08-26T23:18:58,RTGS,TXN-00001139,C0058,nan
TX001140,ACC00476,ACC00479,2500,INR,2024-08-18T09:03:16,NEFT,TXN-00001140,C0058,nan
TX001141,ACC00480,ACC00472,25000,INR,2024-06-23T10:37:41,NEFT,TXN-00001141,C0058,nan
TX001142,ACC00477,ACC00479,15000,INR,2024-06-29T02:27:30,IMPS,TXN-00001142,C0058,nan
TX001143,ACC00474,ACC00471,1200,INR,2024-06-24T00:15:42,UPI,TXN-00001143,C0058,nan
TX001144,ACC00475,ACC00471,75000,INR,2024-07-01T16:04:28,IMPS,TXN-00001144,C0058,E06299
TX001145,ACC00476,ACC00473,500,INR,2024-08-21T18:08:50,RTGS,TXN-00001145,C0058,nan
TX001146,ACC00471,ACC00478,500000,INR,2024-08-24T09:17:33,RTGS,TXN-00001146,C0058,nan
TX001147,ACC00473,ACC00480,350000,INR,2024-07-17T22:44:40,IMPS,TXN-00001147,C0058,E06300
TX001148,ACC00478,ACC00481,15000,INR,2024-07-16T01:19:21,NEFT,TXN-00001148,C0058,nan
TX001149,ACC00477,ACC00480,1000000,INR,2024-07-01T06:43:28,NEFT,TXN-00001149,C0058,nan
TX001150,ACC00480,ACC00471,50000,INR,2024-08-18T10:27:00,RTGS,TXN-00001150,C0058,nan
TX001151,ACC00481,ACC00480,350000,INR,2024-07-01T19:30:06,UPI,TXN-00001151,C0058,nan
TX001152,ACC00477,ACC00475,1000000,INR,2024-06-13T07:20:20,RTGS,TXN-00001152,C0058,E06301
TX001153,ACC00476,ACC00471,5000,INR,2024-08-31T13:03:02,NEFT,TXN-00001153,C0058,nan
TX001154,ACC00471,ACC00477,42000,INR,2024-07-12T00:59:17,NEFT,TXN-00001154,C0058,nan
TX001155,ACC00487,ACC00489,250000,INR,2024-07-17T14:09:49,UPI,TXN-00001155,C0059,nan
TX001156,ACC00493,ACC00491,2500,INR,2024-06-04T10:22:38,NEFT,TXN-00001156,C0059,E06315
TX001157,ACC00489,ACC00484,5000,INR,2024-03-05T03:56:26,RTGS,TXN-00001157,C0059,nan
TX001158,ACC00486,ACC00485,500000,INR,2024-08-13T09:50:22,UPI,TXN-00001158,C0059,nan
TX001159,ACC00488,ACC00494,1200,INR,2024-09-22T19:47:10,NEFT,TXN-00001159,C0059,nan
TX001160,ACC00487,ACC00489,350000,INR,2024-05-28T06:38:58,IMPS,TXN-00001160,C0059,nan
TX001161,ACC00491,ACC00493,75000,INR,2024-07-08T20:02:31,RTGS,TXN-00001161,C0059,nan
TX001162,ACC00484,ACC00486,350000,INR,2024-03-29T06:52:55,RTGS,TXN-00001162,C0059,E06316
TX001163,ACC00493,ACC00491,25000,INR,2024-08-20T05:40:00,NEFT,TXN-00001163,C0059,nan
TX001164,ACC00492,ACC00493,75000,INR,2024-02-03T09:13:43,UPI,TXN-00001164,C0059,nan
TX001165,ACC00491,ACC00483,500000,INR,2024-12-29T05:58:26,UPI,TXN-00001165,C0059,nan
TX001166,ACC00494,ACC00488,2500,INR,2024-04-24T09:05:56,IMPS,TXN-00001166,C0059,nan
TX001167,ACC00485,ACC00488,250000,INR,2024-04-09T13:28:03,RTGS,TXN-00001167,C0059,nan
TX001168,ACC00484,ACC00482,500,INR,2024-05-13T04:41:49,RTGS,TXN-00001168,C0059,nan
TX001169,ACC00495,ACC00494,150000,INR,2024-05-15T06:40:29,RTGS,TXN-00001169,C0059,nan
TX001170,ACC00490,ACC00494,5000,INR,2024-06-21T22:17:31,UPI,TXN-00001170,C0059,nan
TX001171,ACC00486,ACC00484,500000,INR,2024-06-12T05:35:39,NEFT,TXN-00001171,C0059,nan
TX001172,ACC00485,ACC00489,8500,INR,2024-12-24T01:15:14,NEFT,TXN-00001172,C0059,nan
