relationship_id,source_entity_id,source_entity_type,target_entity_id,target_entity_type,relationship_type,timestamp,case_id,evidence_id,confidence,source
R011806,P04478,person,L0497,location,OPERATED_IN,2025-06-16T11:15:09,C0320,nan,0.86,nan
R011807,P04479,person,PH03476,phone,OWNED_BY,2025-04-08T01:25:00,C0320,nan,0.64,nan
R011808,P04479,person,L0224,location,OPERATED_IN,2025-05-26T08:55:16,C0320,nan,0.68,nan
R011809,P04480,person,PH03477,phone,OWNED_BY,2025-05-11T10:07:20,C0320,nan,0.94,nan
R011810,P04481,person,PH03478,phone,OWNED_BY,2025-01-24T11:47:58,C0320,nan,0.8,nan
R011811,P04481,person,ACC02578,account,OWNED_BY,2025-07-16T02:31:12,C0320,nan,0.91,nan
R011812,P04482,person,PH03479,phone,OWNED_BY,2025-06-16T23:47:56,C0320,nan,0.62,nan
R011813,P04482,person,ACC02579,account,OWNED_BY,2025-08-04T20:44:11,C0320,nan,0.75,nan
R011814,P04482,person,D01762,device,OWNED_BY,2025-04-06T06:54:58,C0320,nan,0.84,nan
R011815,P04482,person,L0093,location,OPERATED_IN,2025-03-21T16:38:27,C0320,nan,0.8,nan
R011816,P04483,person,PH03480,phone,OWNED_BY,2025-04-23T20:57:46,C0320,nan,0.91,nan
R011817,P04483,person,ACC02580,account,OWNED_BY,2025-08-03T10:03:54,C0320,nan,0.94,nan
R011818,P04483,person,L0238,location,OPERATED_IN,2025-04-25T07:08:38,C0320,nan,0.66,nan
R011819,P04484,person,PH03481,phone,OWNED_BY,2025-12-08T06:13:46,C0320,nan,0.72,nan
R011820,P04484,person,D01763,device,OWNED_BY,2025-12-17T13:49:33,C0320,nan,0.89,nan
R011821,P04484,person,L0088,location,OPERATED_IN,2025-02-24T14:13:54,C0320,nan,0.62,nan
R011822,P04485,person,D01764,device,OWNED_BY,2025-01-28T07:57:48,C0320,nan,0.64,nan
R011823,P04486,person,PH03482,phone,OWNED_BY,2025-07-08T08:16:42,C0320,nan,0.85,nan
R011824,P04486,person,V00958,vehicle,OWNED_BY,2025-01-24T20:27:21,C0320,nan,0.79,nan
R011825,P04486,person,L0413,location,OPERATED_IN,2025-09-28T21:55:58,C0320,nan,0.82,nan
R011826,P04487,person,PH03483,phone,OWNED_BY,2025-06-24T04:25:23,C0320,nan,0.97,nan
R011827,P04487,person,ACC02581,account,OWNED_BY,2025-11-19T16:01:03,C0320,nan,0.75,nan
R011828,P04487,person,V00959,vehicle,OWNED_BY,2025-07-07T07:07:31,C0320,nan,0.93,nan
R011829,P04487,person,L0026,location,OPERATED_IN,2025-04-26T01:22:50,C0320,nan,0.88,nan
R011830,P04488,person,PH03484,phone,OWNED_BY,2025-01-07T18:40:59,C0320,nan,0.66,nan
R011831,P04488,person,ACC02582,account,OWNED_BY,2025-12-25T13:26:17,C0320,nan,0.63,nan
R011832,P04489,person,PH03485,phone,OWNED_BY,2025-05-11T09:12:39,C0320,nan,0.97,nan
R011833,P04489,person,PH03486,phone,OWNED_BY,2025-05-28T12:32:35,C0320,nan,0.73,nan
R011834,P04489,person,ACC02583,account,OWNED_BY,2025-02-05T15:19:56,C0320,nan,0.7,nan
R011835,P04490,person,PH03487,phone,OWNED_BY,2025-11-25T14:53:47,C0320,nan,0.7,nan
R011836,P04490,person,ACC02584,account,OWNED_BY,2025-02-26T04:24:12,C0320,nan,0.97,nan
R011837,P04490,person,L0031,location,OPERATED_IN,2025-10-15T06:27:03,C0320,nan,0.8,nan
R011838,P04491,person,PH03488,phone,OWNED_BY,2025-02-14T11:49:32,C0320,nan,0.66,nan
R011839,P04491,person,D01765,device,OWNED_BY,2025-06-28T09:24:23,C0320,nan,0.76,nan
R011840,P04491,person,L0130,location,OPERATED_IN,2025-06-30T05:21:53,C0320,nan,0.82,nan
R011841,P04492,person,D01766,device,OWNED_BY,2025-05-27T17:28:06,C0320,nan,0.95,nan
R011842,P04492,person,L0337,location,OPERATED_IN,2025-05-20T00:50:19,C0320,nan,0.68,nan
R011843,P04494,person,PH03489,phone,OWNED_BY,2025-02-01T11:33:16,C0320,nan,0.89,nan
R011844,P04494,person,D01767,device,OWNED_BY,2025-10-23T05:03:23,C0320,nan,0.8,nan
R011845,P04494,person,L0008,location,OPERATED_IN,2025-05-07T06:57:03,C0320,nan,0.78,nan
R011846,P04495,person,PH03490,phone,OWNED_BY,2025-01-22T11:26:24,C0320,nan,0.98,nan
R011847,P04495,person,PH03491,phone,OWNED_BY,2025-07-22T19:03:45,C0320,nan,0.77,nan
R011848,P04495,person,ACC02585,account,OWNED_BY,2025-02-15T01:06:54,C0320,nan,0.96,nan
R011849,P04495,person,L0551,location,OPERATED_IN,2025-07-31T17:35:49,C0320,nan,0.91,nan
R011850,P04496,person,ACC02586,account,OWNED_BY,2025-05-04T05:17:17,C0320,nan,0.62,nan
R011851,P04496,person,L0556,location,OPERATED_IN,2025-06-18T05:58:58,C0320,nan,0.67,nan
R011852,P04497,person,PH03492,phone,OWNED_BY,2025-07-22T01:54:15,C0320,nan,0.95,nan
R011853,P04498,person,PH03493,phone,OWNED_BY,2025-06-26T01:05:08,C0320,nan,0.63,nan
R011854,P04498,person,ACC02587,account,OWNED_BY,2025-11-28T23:14:37,C0320,nan,0.84,nan
R011855,P04498,person,V00960,vehicle,OWNED_BY,2025-08-20T15:24:18,C0320,nan,0.73,nan
R011856,P04499,person,PH03494,phone,OWNED_BY,2025-10-01T13:34:35,C0320,nan,0.9,nan
R011857,P04499,person,ACC02588,account,OWNED_BY,2025-11-10T16:11:46,C0320,nan,0.77,nan
R011858,P04500,person,PH03495,phone,OWNED_BY,2025-08-28T14:18:26,C0320,nan,0.65,nan
R011859,P04500,person,ACC02589,account,OWNED_BY,2025-04-30T12:45:56,C0320,nan,0.79,nan
R011860,P04500,person,L0434,location,OPERATED_IN,2025-12-29T21:25:34,C0320,nan,0.65,nan
R011861,P04501,person,PH03496,phone,OWNED_BY,2025-04-27T00:39:02,C0320,nan,0.97,nan
R011862,P04501,person,ACC02590,account,OWNED_BY,2025-10-26T04:30:35,C0320,nan,0.64,nan
R011863,P04502,person,PH03497,phone,OWNED_BY,2025-01-13T18:29:46,C0320,nan,0.86,nan
R011864,P04502,person,ACC02591,account,OWNED_BY,2025-03-20T19:52:07,C0320,nan,0.91,nan
R011865,P04502,person,V00961,vehicle,OWNED_BY,2025-02-27T09:36:20,C0320,nan,0.67,nan
R011866,P04503,person,PH03498,phone,OWNED_BY,2025-03-12T04:36:47,C0320,nan,0.66,nan
R011867,P04505,person,PH03499,phone,OWNED_BY,2025-08-25T12:09:00,C0320,nan,0.88,nan
R011868,P04505,person,PH03500,phone,OWNED_BY,2025-01-02T11:33:56,C0320,nan,0.67,nan
R011869,P04505,person,D01768,device,OWNED_BY,2025-06-16T00:50:16,C0320,nan,0.76,nan
R011870,P04506,person,ACC02592,account,OWNED_BY,2025-04-10T20:09:27,C0320,nan,0.83,nan
R011871,P04506,person,D01769,device,OWNED_BY,2025-01-18T17:48:42,C0320,nan,0.81,nan
R011872,P04506,person,L0127,location,OPERATED_IN,2025-02-27T02:48:58,C0320,nan,0.97,nan
R011873,P04507,person,PH03501,phone,OWNED_BY,2025-02-11T23:15:44,C0320,nan,0.86,nan
R011874,P04507,person,ACC02593,account,OWNED_BY,2025-01-26T02:10:24,C0320,nan,0.87,nan
R011875,P04507,person,D01770,device,OWNED_BY,2025-02-22T14:45:24,C0320,nan,0.67,nan
R011876,P04508,person,ACC02594,account,OWNED_BY,2025-11-21T02:25:37,C0320,nan,0.86,nan
R011877,P04508,person,D01771,device,OWNED_BY,2025-02-17T14:07:53,C0320,nan,0.97,nan
R011878,P04508,person,L0457,location,OPERATED_IN,2025-01-13T15:14:57,C0320,nan,0.98,nan
R011879,P04510,person,V00962,vehicle,OWNED_BY,2025-06-07T14:43:40,C0320,nan,0.92,nan
R011880,P04511,person,ACC02595,account,OWNED_BY,2025-12-08T08:33:18,C0320,nan,0.79,nan
R011881,P04511,person,D01772,device,OWNED_BY,2025-11-03T02:46:12,C0320,nan,0.72,nan
R011882,P04512,person,ACC02596,account,OWNED_BY,2025-02-18T17:05:06,C0320,nan,0.74,nan
R011883,P04512,person,L0509,location,OPERATED_IN,2025-11-16T19:52:31,C0320,nan,0.9,nan
R011884,P04513,person,ACC02597,account,OWNED_BY,2025-10-12T07:32:22,C0320,nan,0.84,nan
R011885,P04513,person,D01773,device,OWNED_BY,2025-10-02T12:49:12,C0320,nan,0.98,nan
R011886,P04514,person,PH03502,phone,OWNED_BY,2025-02-04T02:52:24,C0320,nan,0.98,nan
R011887,P04514,person,ACC02598,account,OWNED_BY,2025-11-25T14:33:51,C0320,nan,0.6,nan
R011888,P04514,person,D01774,device,OWNED_BY,2025-01-08T12:31:47,C0320,nan,0.63,nan
R011889,P04515,person,ACC02599,account,OWNED_BY,2025-10-06T17:16:15,C0320,nan,0.61,nan
R011890,P04516,person,PH03503,phone,OWNED_BY,2025-03-18T19:07:05,C0320,nan,0.97,nan
R011891,P04517,person,PH03504,phone,OWNED_BY,2025-12-16T13:43:14,C0320,nan,0.89,nan
R011892,P04517,person,D01775,device,OWNED_BY,2025-01-29T19:14:36,C0320,nan,0.86,nan
R011893,P04517,person,V00963,vehicle,OWNED_BY,2025-05-02T13:23:41,C0320,nan,0.89,nan
R011894,P04518,person,PH03505,phone,OWNED_BY,2025-07-25T06:04:44,C0320,nan,0.91,nan
R011895,P04518,person,ACC02600,account,OWNED_BY,2025-11-28T22:01:59,C0320,nan,0.69,nan
R011896,P04518,person,D01776,device,OWNED_BY,2025-01-27T10:18:57,C0320,nan,0.64,nan
R011897,P04518,person,L0537,location,OPERATED_IN,2025-02-23T19:59:53,C0320,nan,0.85,nan
R011898,P04519,person,PH03506,phone,OWNED_BY,2025-11-04T11:04:53,C0320,nan,0.79,nan
R011899,P04520,person,PH03507,phone,OWNED_BY,2025-12-22T08:22:12,C0320,nan,0.78,nan
R011900,P04521,person,PH03508,phone,OWNED_BY,2025-03-04T19:56:11,C0320,nan,0.66,nan
R011901,P04521,person,L0212,location,OPERATED_IN,2025-01-12T22:39:02,C0320,nan,0.61,nan
R011902,P04522,person,PH03509,phone,OWNED_BY,2025-01-24T17:16:47,C0320,nan,0.97,nan
R011903,P04522,person,ACC02601,account,OWNED_BY,2025-12-08T09:41:53,C0320,nan,0.61,nan
R011904,P04522,person,L0309,location,OPERATED_IN,2025-02-04T20:22:46,C0320,nan,0.84,nan
R011905,P04523,person,D01777,device,OWNED_BY,2025-12-20T09:34:05,C0320,nan,0.84,nan
R011906,P04524,person,PH03510,phone,OWNED_BY,2025-12-08T11:32:24,C0320,nan,0.79,nan
R011907,P04524,person,ACC02602,account,OWNED_BY,2025-08-04T20:59:14,C0320,nan,0.75,nan
R011908,P04524,person,L0469,location,OPERATED_IN,2025-01-08T08:26:27,C0320,nan,0.89,nan
R011909,P01149,person,ACC02603,account,OWNED_BY,2025-08-07T13:51:40,C0321,nan,0.77,Cross-case bridge
R011910,C0321,case,P01149,person,ASSOCIATED_WITH,2025-05-19T05:24:09,C0321,nan,0.64,Cross-case trace
R011911,P04525,person,PH03511,phone,OWNED_BY,2025-11-23T22:29:19,C0321,nan,0.77,nan
R011912,P04525,person,ACC02604,account,OWNED_BY,2025-02-19T21:11:35,C0321,nan,0.98,nan
R011913,P04526,person,PH03512,phone,OWNED_BY,2025-04-25T22:46:52,C0321,nan,0.7,nan
R011914,P04526,person,PH03513,phone,OWNED_BY,2025-12-30T19:31:16,C0321,nan,0.84,nan
R011915,P04526,person,V00964,vehicle,OWNED_BY,2025-08-11T05:22:15,C0321,nan,0.96,nan
R011916,P04526,person,L0347,location,OPERATED_IN,2025-08-24T03:59:09,C0321,nan,0.65,nan
R011917,P04527,person,PH03514,phone,OWNED_BY,2025-06-19T13:43:58,C0321,nan,0.79,nan
R011918,P04527,person,ACC02605,account,OWNED_BY,2025-08-17T23:51:45,C0321,nan,0.62,nan
R011919,P04527,person,V00965,vehicle,OWNED_BY,2025-03-30T15:40:44,C0321,nan,0.99,nan
R011920,P04528,person,PH03515,phone,OWNED_BY,2025-07-12T09:59:27,C0321,nan,0.94,nan
R011921,P04528,person,L0225,location,OPERATED_IN,2025-03-24T09:27:01,C0321,nan,0.84,nan
R011922,P04529,person,PH03516,phone,OWNED_BY,2025-09-24T07:58:21,C0321,nan,0.7,nan
R011923,P04529,person,L0527,location,OPERATED_IN,2025-07-14T23:27:55,C0321,nan,0.94,nan
R011924,P04530,person,PH03517,phone,OWNED_BY,2025-12-21T21:17:42,C0321,nan,0.7,nan
R011925,P04531,person,PH03518,phone,OWNED_BY,2025-10-24T20:38:09,C0321,nan,0.98,nan
R011926,P04531,person,D01778,device,OWNED_BY,2025-01-13T10:08:14,C0321,nan,0.87,nan
R011927,P04532,person,PH03519,phone,OWNED_BY,2025-08-08T04:11:36,C0321,nan,0.67,nan
R011928,P04532,person,ACC02606,account,OWNED_BY,2025-01-13T12:06:58,C0321,nan,0.99,nan
R011929,P04532,person,V00966,vehicle,OWNED_BY,2025-07-31T11:58:15,C0321,nan,0.61,nan
R011930,P04533,person,PH03520,phone,OWNED_BY,2025-08-22T19:02:44,C0321,nan,0.61,nan
R011931,P04533,person,L0065,location,OPERATED_IN,2025-02-23T12:42:56,C0321,nan,0.83,nan
R011932,P01816,person,ACC02607,account,OWNED_BY,2025-03-05T15:27:27,C0322,nan,0.94,Cross-case bridge
R011933,C0322,case,P01816,person,ASSOCIATED_WITH,2025-05-15T20:55:24,C0322,nan,0.79,Cross-case trace
R011934,P04442,person,O0182,organization,MEMBER_OF,2025-08-27T03:24:24,C0322,nan,0.92,Cross-case bridge
R011935,C0322,case,P04442,person,ASSOCIATED_WITH,2025-02-06T01:22:53,C0322,nan,0.95,Cross-case trace
R011936,P01790,person,D01779,device,OWNED_BY,2025-06-18T15:05:04,C0322,nan,0.94,Cross-case bridge
R011937,C0322,case,P01790,person,ASSOCIATED_WITH,2025-01-29T01:15:18,C0322,nan,0.87,Cross-case trace
R011938,P04534,person,PH03521,phone,OWNED_BY,2025-03-15T22:02:25,C0322,nan,0.75,nan
R011939,P04535,person,D01780,device,OWNED_BY,2025-08-26T14:46:56,C0322,nan,0.84,nan
R011940,P04535,person,L0288,location,OPERATED_IN,2025-02-14T18:20:07,C0322,nan,0.84,nan
R011941,P04536,person,ACC02608,account,OWNED_BY,2025-04-15T12:58:57,C0322,nan,0.71,nan
R011942,P04536,person,O0182,organization,MEMBER_OF,2025-07-11T05:32:42,C0322,nan,0.8,nan
R011943,P04536,person,L0580,location,OPERATED_IN,2025-07-01T16:45:24,C0322,nan,0.8,nan
R011944,P04537,person,PH03522,phone,OWNED_BY,2025-06-29T00:13:05,C0322,nan,0.71,nan
R011945,P04537,person,ACC02609,account,OWNED_BY,2025-03-18T21:39:34,C0322,nan,0.98,nan
R011946,P04537,person,V00967,vehicle,OWNED_BY,2025-05-17T05:25:16,C0322,nan,0.7,nan
R011947,P04538,person,PH03523,phone,OWNED_BY,2025-05-28T12:38:29,C0322,nan,0.65,nan
R011948,P04538,person,ACC02610,account,OWNED_BY,2025-03-14T15:41:25,C0322,nan,0.6,nan
R011949,P04538,person,D01781,device,OWNED_BY,2025-04-08T02:53:06,C0322,nan,0.67,nan
R011950,P04538,person,L0059,location,OPERATED_IN,2025-07-03T04:12:44,C0322,nan,0.98,nan
R011951,O0182,organization,ACC02611,account,OWNED_BY,2025-06-03T02:19:01,C0322,nan,0.62,nan
R011952,C0323,case,P00390,person,ASSOCIATED_WITH,2025-05-09T14:54:16,C0323,nan,0.91,Cross-case trace
R011953,P04539,person,PH03524,phone,OWNED_BY,2025-06-05T22:45:48,C0323,nan,0.93,nan
R011954,P04540,person,PH03525,phone,OWNED_BY,2025-02-18T09:16:21,C0323,nan,0.6,nan
R011955,P04540,person,ACC02612,account,OWNED_BY,2025-03-31T20:44:58,C0323,nan,0.83,nan
R011956,P04540,person,D01782,device,OWNED_BY,2025-12-04T11:52:36,C0323,nan,0.6,nan
R011957,P04541,person,ACC02613,account,OWNED_BY,2025-10-28T14:07:14,C0323,nan,0.62,nan
R011958,P04542,person,V00968,vehicle,OWNED_BY,2025-02-24T01:54:59,C0323,nan,0.99,nan
R011959,P04543,person,PH03526,phone,OWNED_BY,2025-05-23T11:57:31,C0323,nan,0.96,nan
R011960,P04543,person,ACC02614,account,OWNED_BY,2025-01-19T08:26:49,C0323,nan,0.6,nan
R011961,P04543,person,D01783,device,OWNED_BY,2025-10-02T14:15:12,C0323,nan,0.79,nan
R011962,P04544,person,PH03527,phone,OWNED_BY,2025-11-28T17:13:40,C0323,nan,0.64,nan
R011963,P04544,person,ACC02615,account,OWNED_BY,2025-05-06T10:47:05,C0323,nan,0.96,nan
R011964,P04544,person,V00969,vehicle,OWNED_BY,2025-01-23T20:02:39,C0323,nan,0.71,nan
R011965,P04545,person,O0183,organization,MEMBER_OF,2025-04-30T03:23:47,C0324,nan,0.72,nan
R011966,P04546,person,PH03528,phone,OWNED_BY,2025-05-13T17:34:07,C0324,nan,0.77,nan
R011967,P04546,person,O0183,organization,MEMBER_OF,2025-10-31T00:55:03,C0324,nan,0.89,nan
R011968,P04546,person,L0012,location,OPERATED_IN,2025-08-19T18:27:30,C0324,nan,0.61,nan
R011969,P04547,person,PH03529,phone,OWNED_BY,2025-12-11T11:34:45,C0324,nan,0.88,nan
R011970,P04547,person,V00970,vehicle,OWNED_BY,2025-11-19T14:29:48,C0324,nan,0.74,nan
R011971,P04548,person,PH03530,phone,OWNED_BY,2025-07-21T23:17:30,C0324,nan,0.78,nan
R011972,P04548,person,ACC02616,account,OWNED_BY,2025-02-04T16:07:44,C0324,nan,0.76,nan
R011973,P04548,person,V00971,vehicle,OWNED_BY,2025-04-06T16:28:53,C0324,nan,0.64,nan
R011974,P04549,person,ACC02617,account,OWNED_BY,2025-06-25T16:07:20,C0324,nan,0.75,nan
R011975,P04549,person,D01784,device,OWNED_BY,2025-08-04T02:59:00,C0324,nan,0.86,nan
R011976,P04550,person,PH03531,phone,OWNED_BY,2025-05-03T11:51:48,C0324,nan,0.96,nan
R011977,P04550,person,V00972,vehicle,OWNED_BY,2025-05-30T22:20:01,C0324,nan,0.7,nan
R011978,P04550,person,O0183,organization,MEMBER_OF,2025-07-31T22:48:09,C0324,nan,0.73,nan
R011979,P04551,person,PH03532,phone,OWNED_BY,2025-11-27T23:59:04,C0324,nan,0.69,nan
R011980,P04551,person,V00973,vehicle,OWNED_BY,2025-03-09T23:19:15,C0324,nan,0.74,nan
R011981,P04551,person,O0183,organization,MEMBER_OF,2025-10-18T00:56:22,C0324,nan,0.75,nan
R011982,P04551,person,L0405,location,OPERATED_IN,2025-03-19T19:54:18,C0324,nan,0.64,nan
R011983,P04552,person,V00974,vehicle,OWNED_BY,2025-01-29T04:15:20,C0324,nan,0.86,nan
R011984,P04553,person,ACC02618,account,OWNED_BY,2025-12-31T21:26:15,C0324,nan,0.93,nan
R011985,P04553,person,O0183,organization,MEMBER_OF,2025-12-18T22:07:53,C0324,nan,0.91,nan
R011986,P04554,person,PH03533,phone,OWNED_BY,2025-07-22T09:04:29,C0324,nan,0.83,nan
R011987,P04554,person,ACC02619,account,OWNED_BY,2025-11-17T04:47:08,C0324,nan,0.89,nan
R011988,P04554,person,V00975,vehicle,OWNED_BY,2025-07-05T10:28:04,C0324,nan,0.98,nan
R011989,P04554,person,O0183,organization,MEMBER_OF,2025-07-14T09:40:53,C0324,nan,0.64,nan
R011990,P04555,person,PH03534,phone,OWNED_BY,2025-10-28T15:42:19,C0324,nan,0.92,nan
R011991,P04555,person,ACC02620,account,OWNED_BY,2025-05-24T15:07:23,C0324,nan,0.82,nan
R011992,P04555,person,O0183,organization,MEMBER_OF,2025-12-09T10:04:29,C0324,nan,0.73,nan
R011993,P04556,person,ACC02621,account,OWNED_BY,2025-10-27T03:34:54,C0324,nan,0.64,nan
R011994,P04557,person,PH03535,phone,OWNED_BY,2025-07-21T11:49:29,C0324,nan,0.89,nan
R011995,P04557,person,ACC02622,account,OWNED_BY,2025-01-23T19:50:01,C0324,nan,0.69,nan
R011996,P04557,person,D01785,device,OWNED_BY,2025-08-06T04:22:04,C0324,nan,0.64,nan
R011997,P04557,person,O0183,organization,MEMBER_OF,2025-04-26T13:49:51,C0324,nan,0.75,nan
R011998,P04557,person,L0525,location,OPERATED_IN,2025-11-11T13:14:59,C0324,nan,0.67,nan
R011999,P04558,person,ACC02623,account,OWNED_BY,2025-08-05T14:35:26,C0324,nan,0.85,nan
R012000,P04558,person,V00976,vehicle,OWNED_BY,2025-11-20T15:15:28,C0324,nan,0.73,nan
R012001,P04558,person,O0183,organization,MEMBER_OF,2025-10-27T10:19:03,C0324,nan,0.77,nan
R012002,P04558,person,L0164,location,OPERATED_IN,2025-07-20T22:01:18,C0324,nan,0.68,nan
R012003,O0183,organization,ACC02624,account,OWNED_BY,2025-07-22T11:04:28,C0324,nan,0.93,nan
R012004,O0183,organization,L0521,location,OPERATED_IN,2025-12-02T06:41:12,C0324,nan,0.67,nan
R012005,P04560,person,PH03536,phone,OWNED_BY,2025-08-09T06:32:20,C0325,nan,0.8,nan
R012006,P04560,person,ACC02625,account,OWNED_BY,2025-06-25T09:12:51,C0325,nan,0.99,nan
R012007,P04560,person,D01786,device,OWNED_BY,2025-08-22T04:46:26,C0325,nan,0.78,nan
R012008,P04560,person,O0184,organization,MEMBER_OF,2025-05-12T07:45:04,C0325,nan,0.82,nan
R012009,P04561,person,L0075,location,OPERATED_IN,2025-07-07T02:02:20,C0325,nan,0.62,nan
R012010,P04562,person,PH03537,phone,OWNED_BY,2025-05-11T12:15:19,C0325,nan,0.7,nan
R012011,P04563,person,PH03538,phone,OWNED_BY,2025-08-21T13:52:21,C0325,nan,0.89,nan
R012012,P04563,person,D01787,device,OWNED_BY,2025-08-27T15:24:15,C0325,nan,0.77,nan
R012013,P04564,person,PH03539,phone,OWNED_BY,2025-08-13T11:01:45,C0325,nan,0.8,nan
R012014,P04564,person,ACC02626,account,OWNED_BY,2025-05-24T07:36:47,C0325,nan,0.63,nan
R012015,P04564,person,L0267,location,OPERATED_IN,2025-05-15T15:20:18,C0325,nan,0.63,nan
R012016,P04565,person,PH03540,phone,OWNED_BY,2025-07-01T15:37:25,C0325,nan,0.98,nan
R012017,P04565,person,ACC02627,account,OWNED_BY,2025-06-26T20:06:53,C0325,nan,0.7,nan
R012018,P04566,person,PH03541,phone,OWNED_BY,2025-06-03T06:57:14,C0325,nan,0.86,nan
R012019,P04566,person,ACC02628,account,OWNED_BY,2025-08-23T19:32:06,C0325,nan,0.65,nan
R012020,P04566,person,V00977,vehicle,OWNED_BY,2025-05-26T10:09:28,C0325,nan,0.67,nan
R012021,P04567,person,PH03542,phone,OWNED_BY,2025-07-07T22:35:07,C0325,nan,0.92,nan
R012022,P04567,person,PH03543,phone,OWNED_BY,2025-06-05T04:02:59,C0325,nan,0.86,nan
R012023,P04567,person,ACC02629,account,OWNED_BY,2025-07-30T01:42:24,C0325,nan,0.85,nan
R012024,P04567,person,D01788,device,OWNED_BY,2025-07-31T02:17:54,C0325,nan,0.67,nan
R012025,P04567,person,V00978,vehicle,OWNED_BY,2025-05-22T00:07:40,C0325,nan,0.87,nan
R012026,P04567,person,O0184,organization,MEMBER_OF,2025-06-16T03:01:48,C0325,nan,0.78,nan
R012027,P04568,person,PH03544,phone,OWNED_BY,2025-05-09T14:48:12,C0325,nan,0.9,nan
R012028,P04568,person,ACC02630,account,OWNED_BY,2025-06-27T06:50:31,C0325,nan,0.92,nan
R012029,P04569,person,ACC02631,account,OWNED_BY,2025-05-24T03:35:28,C0325,nan,0.92,nan
R012030,P04570,person,PH03545,phone,OWNED_BY,2025-08-02T09:05:56,C0325,nan,0.8,nan
R012031,P04570,person,ACC02632,account,OWNED_BY,2025-05-20T08:28:29,C0325,nan,0.62,nan
R012032,P04570,person,L0322,location,OPERATED_IN,2025-06-03T03:21:26,C0325,nan,0.92,nan
R012033,P04571,person,PH03546,phone,OWNED_BY,2025-06-12T05:58:12,C0325,nan,0.75,nan
R012034,P04571,person,L0040,location,OPERATED_IN,2025-07-27T00:15:59,C0325,nan,0.68,nan
R012035,P04572,person,PH03547,phone,OWNED_BY,2025-05-28T16:17:19,C0325,nan,0.87,nan
R012036,P04572,person,ACC02633,account,OWNED_BY,2025-07-13T04:57:16,C0325,nan,0.93,nan
R012037,P04572,person,O0184,organization,MEMBER_OF,2025-07-29T06:12:46,C0325,nan,0.97,nan
R012038,P04572,person,L0397,location,OPERATED_IN,2025-08-02T05:29:55,C0325,nan,0.87,nan
R012039,P04573,person,PH03548,phone,OWNED_BY,2025-07-03T14:03:44,C0325,nan,0.93,nan
R012040,P04573,person,ACC02634,account,OWNED_BY,2025-08-12T18:01:21,C0325,nan,0.95,nan
R012041,P04573,person,L0382,location,OPERATED_IN,2025-06-23T05:56:55,C0325,nan,0.88,nan
R012042,P04574,person,PH03549,phone,OWNED_BY,2025-07-14T16:08:58,C0325,nan,0.76,nan
R012043,P04575,person,PH03550,phone,OWNED_BY,2025-07-20T17:47:47,C0325,nan,0.84,nan
R012044,P04575,person,ACC02635,account,OWNED_BY,2025-07-19T12:18:19,C0325,nan,0.86,nan
R012045,P04576,person,ACC02636,account,OWNED_BY,2025-08-13T02:35:17,C0325,nan,0.98,nan
R012046,P04576,person,D01789,device,OWNED_BY,2025-07-16T11:02:26,C0325,nan,0.72,nan
R012047,P04576,person,O0184,organization,MEMBER_OF,2025-07-21T13:29:40,C0325,nan,0.73,nan
R012048,P04577,person,ACC02637,account,OWNED_BY,2025-07-05T15:37:50,C0325,nan,0.86,nan
R012049,P04578,person,PH03551,phone,OWNED_BY,2025-06-22T13:57:29,C0325,nan,0.95,nan
R012050,P04578,person,ACC02638,account,OWNED_BY,2025-06-12T13:38:49,C0325,nan,0.81,nan
R012051,P04578,person,O0184,organization,MEMBER_OF,2025-05-31T02:50:20,C0325,nan,0.62,nan
R012052,P04579,person,ACC02639,account,OWNED_BY,2025-08-01T10:41:20,C0325,nan,0.81,nan
R012053,P04579,person,D01790,device,OWNED_BY,2025-07-08T02:18:28,C0325,nan,0.68,nan
R012054,P04579,person,L0188,location,OPERATED_IN,2025-06-21T03:30:17,C0325,nan,0.75,nan
R012055,P04580,person,D01791,device,OWNED_BY,2025-05-06T01:54:08,C0325,nan,0.63,nan
R012056,P04580,person,O0184,organization,MEMBER_OF,2025-08-12T18:59:29,C0325,nan,0.87,nan
R012057,P04581,person,PH03552,phone,OWNED_BY,2025-05-25T03:40:48,C0325,nan,0.8,nan
R012058,P04581,person,L0089,location,OPERATED_IN,2025-04-27T23:54:36,C0325,nan,0.66,nan
R012059,P04582,person,PH03553,phone,OWNED_BY,2025-05-11T18:50:44,C0325,nan,0.69,nan
R012060,P04582,person,ACC02640,account,OWNED_BY,2025-06-03T23:39:00,C0325,nan,0.87,nan
R012061,P04582,person,D01792,device,OWNED_BY,2025-04-26T18:01:40,C0325,nan,0.95,nan
R012062,P04582,person,V00979,vehicle,OWNED_BY,2025-05-16T20:10:59,C0325,nan,0.83,nan
R012063,P04583,person,PH03554,phone,OWNED_BY,2025-07-30T11:53:56,C0325,nan,0.86,nan
R012064,P04583,person,PH03555,phone,OWNED_BY,2025-06-13T17:26:20,C0325,nan,0.63,nan
R012065,P04583,person,ACC02641,account,OWNED_BY,2025-07-16T02:03:01,C0325,nan,0.74,nan
R012066,P04583,person,D01793,device,OWNED_BY,2025-08-07T04:00:16,C0325,nan,0.88,nan
R012067,P04583,person,V00980,vehicle,OWNED_BY,2025-08-03T08:51:36,C0325,nan,0.83,nan
R012068,P04583,person,L0292,location,OPERATED_IN,2025-08-14T07:09:38,C0325,nan,0.87,nan
