alias_id,person_id,alias,alias_type,source,evidence_id,confidence
A00433,P02408,naveen52,Business Alias,Social Platform,nan,0.89
A00434,P02413,pooja71,Business Alias,Social Platform,nan,0.93
A00435,P02422,ritesh57,Social Media Username,Business Listing,nan,0.93
A00436,P02443,aanya82,Business Alias,Social Platform,nan,0.77
A00437,P02449,aman95,Nickname,Public Directory,nan,0.75
A00438,P02452,raj23,Social Media Username,Business Listing,nan,0.64
A00439,P02454,mahi39,Business Alias,Business Listing,E01828,0.62
A00440,P02461,mahi43,Social Media Username,Public Directory,nan,0.76
A00441,P02463,naveen43,Social Media Username,Public Directory,E01836,0.76
A00442,P02468,vanya48,Social Media Username,Social Platform,E01842,0.72
A00443,P02493,aanya35,Nickname,Public Directory,E01860,0.85
A00444,P02501,sameer88,Business Alias,Business Listing,nan,0.93
A00445,P02503,naveen75,Social Media Username,Public Directory,nan,0.77
A00446,P02508,simran40,Nickname,Social Platform,E01869,0.89
A00447,P02512,riya76,Social Media Username,Social Platform,E01874,0.85
A00448,P02513,arjun54,Business Alias,Social Platform,nan,0.7
A00449,P02515,manav36,Business Alias,Business Listing,nan,0.92
A00450,P02517,vanya95,Business Alias,Business Listing,nan,0.8
A00451,P02520,ishita21,Nickname,Business Listing,E01880,0.8
A00452,P02522,ishaan66,Social Media Username,Business Listing,nan,0.63
A00453,P02523,diya75,Business Alias,Social Platform,nan,0.71
A00454,P02529,kiara82,Nickname,Social Platform,E01893,0.73
A00455,P02535,aniket94,Social Media Username,Social Platform,nan,0.91
A00456,P02537,ishita25,Nickname,Public Directory,nan,0.56
A00457,P02541,kabir97,Business Alias,Social Platform,nan,0.66
A00458,P02546,avni33,Social Media Username,Business Listing,E01904,0.79
A00459,P02548,ishaan85,Business Alias,Social Platform,nan,0.59
A00460,P02550,akash92,Nickname,Social Platform,E01908,0.62
A00461,P02566,dhruv81,Nickname,Public Directory,nan,0.68
A00462,P02569,simran96,Business Alias,Public Directory,E01919,0.7
A00463,P02570,pranav67,Business Alias,Public Directory,nan,0.73
A00464,P02574,kabir40,Business Alias,Business Listing,nan,0.61
A00465,P02578,karan47,Social Media Username,Social Platform,nan,0.69
A00466,P02583,sana49,Social Media Username,Business Listing,nan,0.77
A00467,P02586,arnav15,Social Media Username,Social Platform,nan,0.56
A00468,P02588,kunal62,Nickname,Social Platform,nan,0.78
A00469,P02601,naina78,Nickname,Social Platform,nan,0.69
A00470,P02606,rahul39,Business Alias,Social Platform,nan,0.86
A00471,P02607,arjun38,Business Alias,Business Listing,E01946,0.64
A00472,P02608,kunal60,Business Alias,Public Directory,nan,0.6
A00473,P02615,aniket65,Business Alias,Business Listing,nan,0.91
A00474,P02619,diya36,Social Media Username,Business Listing,E01954,0.75
A00475,P02620,saurabh89,Social Media Username,Social Platform,E01955,0.55
A00476,P02633,avni61,Business Alias,Business Listing,nan,0.94
A00477,P02634,dhruv15,Nickname,Social Platform,E01968,0.88
A00478,P02644,arnav10,Social Media Username,Social Platform,nan,0.68
A00479,P02648,isha77,Nickname,Business Listing,nan,0.76
A00480,P02651,rohan44,Social Media Username,Business Listing,nan,0.9
A00481,P02655,naveen19,Business Alias,Social Platform,nan,0.6
A00482,P02657,rohan34,Business Alias,Public Directory,E01983,0.61
A00483,P02668,sana87,Business Alias,Business Listing,nan,0.94
A00484,P02683,mahi80,Business Alias,Business Listing,nan,0.79
A00485,P02689,naina84,Nickname,Business Listing,nan,0.9
A00486,P02698,karan26,Nickname,Social Platform,nan,0.64
A00487,P02702,karan19,Social Media Username,Business Listing,nan,0.84
A00488,P02706,arjun95,Nickname,Social Platform,E02017,0.92
A00489,P02707,sameer61,Social Media Username,Social Platform,E02018,0.9
A00490,P02719,aarav11,Nickname,Social Platform,nan,0.6
A00491,P02726,siddharth49,Business Alias,Public Directory,nan,0.63
A00492,P02734,tanvi75,Social Media Username,Social Platform,nan,0.89
A00493,P02738,mahi59,Business Alias,Public Directory,E02040,0.8
A00494,P02741,ishaan23,Social Media Username,Public Directory,E02044,0.6
A00495,P02746,aditi74,Nickname,Business Listing,nan,0.95
A00496,P02750,nikhil11,Social Media Username,Social Platform,nan,0.96
A00497,P02754,ishaan96,Nickname,Public Directory,nan,0.77
A00498,P02756,ishaan40,Business Alias,Business Listing,nan,0.6
A00499,P02758,karan25,Social Media Username,Business Listing,E02056,0.64
A00500,P02762,avni27,Social Media Username,Social Platform,E02060,0.56
A00501,P02763,diya33,Nickname,Business Listing,E02062,0.74
A00502,P02771,avni41,Business Alias,Business Listing,nan,0.88
A00503,P02778,aman42,Nickname,Public Directory,E02072,0.93
A00504,P02784,karan77,Social Media Username,Business Listing,E02075,0.57
A00505,P02785,arjun62,Nickname,Social Platform,nan,0.87
A00506,P02791,avni32,Business Alias,Social Platform,E02080,0.85
A00507,P02794,yash12,Social Media Username,Business Listing,E02082,0.74
A00508,P02795,aniket56,Social Media Username,Public Directory,E02084,0.82
A00509,P02798,manav89,Social Media Username,Social Platform,nan,0.92
A00510,P02826,diya50,Business Alias,Public Directory,nan,0.66
A00511,P02834,neha67,Business Alias,Social Platform,nan,0.85
A00512,P02860,avni30,Nickname,Public Directory,E02136,0.62
A00513,P02861,varun25,Business Alias,Public Directory,nan,0.79
A00514,P02866,pooja16,Social Media Username,Business Listing,nan,0.62
A00515,P02867,tara57,Social Media Username,Public Directory,E02147,0.89
A00516,P02880,kunal58,Nickname,Public Directory,E02157,0.83
A00517,P02884,aniket32,Business Alias,Social Platform,nan,0.75
A00518,P02891,arjun22,Social Media Username,Public Directory,nan,0.9
A00519,P02905,avni61,Business Alias,Business Listing,nan,0.76
A00520,P02908,pallavi79,Business Alias,Social Platform,nan,0.97
A00521,P02911,dev75,Social Media Username,Business Listing,nan,0.63
A00522,P02913,kabir16,Business Alias,Business Listing,nan,0.8
A00523,P02915,pranav81,Social Media Username,Business Listing,E02180,0.82
A00524,P02925,avni56,Nickname,Social Platform,E02186,0.82
A00525,P02926,diya89,Nickname,Business Listing,nan,0.71
A00526,P02932,tara62,Nickname,Public Directory,nan,0.67
A00527,P02933,kunal31,Nickname,Public Directory,nan,0.71
A00528,P02947,neha70,Nickname,Public Directory,nan,0.63
A00529,P02965,aditya65,Nickname,Public Directory,nan,0.9
A00530,P02974,aniket38,Nickname,Social Platform,nan,0.96
A00531,P02980,ishita33,Business Alias,Public Directory,E02228,0.67
A00532,P02985,tara76,Business Alias,Business Listing,E02233,0.79
A00533,P02993,vidhi28,Nickname,Social Platform,nan,0.61
A00534,P03006,manav47,Business Alias,Social Platform,nan,0.79
A00535,P03008,isha73,Nickname,Public Directory,nan,0.71
A00536,P03013,aniket52,Nickname,Business Listing,E02248,0.86
A00537,P03016,neha12,Social Media Username,Public Directory,nan,0.89
A00538,P03018,aniket77,Business Alias,Public Directory,nan,0.89
A00539,P03019,rahul11,Social Media Username,Business Listing,E02253,0.6
A00540,P03026,simran60,Social Media Username,Social Platform,E02258,0.77
A00541,P03033,kiara53,Business Alias,Social Platform,E02265,0.94
A00542,P03035,mahi15,Social Media Username,Social Platform,nan,0.63
A00543,P03040,naina95,Nickname,Public Directory,E02268,0.91
A00544,P03042,tara76,Social Media Username,Social Platform,nan,0.91
A00545,P03054,raj28,Business Alias,Social Platform,nan,0.79
A00546,P03060,aanya16,Social Media Username,Business Listing,nan,0.91
A00547,P03062,ishaan40,Social Media Username,Public Directory,nan,0.64
A00548,P03075,sameer59,Nickname,Business Listing,E02288,0.96
A00549,P03078,dev80,Nickname,Public Directory,nan,0.87
A00550,P03079,vanya46,Social Media Username,Business Listing,nan,0.59
A00551,P03088,pallavi34,Business Alias,Business Listing,nan,0.82
A00552,P03089,dhruv83,Social Media Username,Business Listing,nan,0.67
A00553,P03095,ishaan86,Nickname,Public Directory,nan,0.57
A00554,P03099,mahi97,Nickname,Business Listing,nan,0.89
A00555,P03108,pranav33,Business Alias,Public Directory,nan,0.96
A00556,P03129,diya59,Nickname,Public Directory,E02324,0.61
A00557,P03130,dev42,Business Alias,Business Listing,nan,0.92
A00558,P03152,neha81,Business Alias,Public Directory,nan,0.67
A00559,P03173,dev14,Social Media Username,Social Platform,nan,0.59
A00560,P03178,vikram27,Nickname,Social Platform,E02356,0.65
A00561,P03179,shreya59,Nickname,Business Listing,E02357,0.75
A00562,P03181,ananya57,Business Alias,Social Platform,E02367,0.82
A00563,P03183,siddharth94,Nickname,Business Listing,nan,0.75
A00564,P03185,neha27,Nickname,Public Directory,E02371,0.87
A00565,P03187,ishita89,Business Alias,Public Directory,E02373,0.91
A00566,P03196,sana15,Social Media Username,Social Platform,E02380,0.93
A00567,P03207,aarav76,Business Alias,Public Directory,nan,0.62
A00568,P03214,pooja19,Business Alias,Business Listing,E02395,0.69
A00569,P03223,avni62,Social Media Username,Public Directory,nan,0.97
A00570,P03235,rhea92,Social Media Username,Social Platform,nan,0.6
A00571,P03237,pallavi64,Business Alias,Social Platform,E02415,0.74
A00572,P03241,rohan12,Social Media Username,Public Directory,E02418,0.58
A00573,P03243,raj35,Business Alias,Public Directory,nan,0.68
A00574,P03251,neha51,Nickname,Public Directory,E02425,0.85
A00575,P03259,rohan50,Business Alias,Business Listing,E02429,0.76
A00576,P03266,arjun66,Social Media Username,Business Listing,E02436,0.75
A00577,P03274,avni24,Social Media Username,Public Directory,nan,0.58
A00578,P03276,sameer92,Business Alias,Public Directory,nan,0.69
A00579,P03280,pallavi26,Nickname,Public Directory,nan,0.67
A00580,P03284,siddharth26,Social Media Username,Social Platform,E02444,0.71
A00581,P03288,rohan20,Nickname,Public Directory,nan,0.92
A00582,P03294,pranav56,Business Alias,Business Listing,E02449,0.86
A00583,P03304,rohan48,Nickname,Business Listing,E02458,0.87
A00584,P03306,vidhi43,Social Media Username,Business Listing,nan,0.78
A00585,P03308,tara71,Social Media Username,Social Platform,nan,0.74
A00586,P03312,tara68,Nickname,Public Directory,nan,0.81
A00587,P03324,vanya65,Social Media Username,Business Listing,nan,0.73
A00588,P03331,vidhi95,Nickname,Business Listing,E02478,0.77
A00589,P03332,vanya57,Social Media Username,Public Directory,E02479,0.89
A00590,P03335,akash81,Social Media Username,Public Directory,nan,0.81
A00591,P03338,arjun23,Social Media Username,Public Directory,nan,0.66
A00592,P03340,saurabh28,Social Media Username,Public Directory,nan,0.74
A00593,P03347,arjun13,Nickname,Business Listing,E02487,0.68
A00594,P03348,arjun49,Business Alias,Business Listing,nan,0.82
A00595,P03352,ritesh93,Social Media Username,Social Platform,nan,0.82
A00596,P03353,kabir82,Social Media Username,Public Directory,E02493,0.77
A00597,P03354,yamini41,Social Media Username,Social Platform,nan,0.89
A00598,P03356,simran77,Nickname,Business Listing,E02496,0.89
A00599,P03357,simran84,Business Alias,Public Directory,nan,0.96
A00600,P03392,sana31,Business Alias,Public Directory,nan,0.81
A00601,P03403,karan45,Nickname,Public Directory,nan,0.68
A00602,P03408,vidhi77,Nickname,Social Platform,nan,0.87
A00603,P03412,rohan29,Social Media Username,Public Directory,E02527,0.83
A00604,P03413,isha25,Business Alias,Business Listing,E02528,0.83
A00605,P03426,karan86,Nickname,Public Directory,E02540,0.82
A00606,P03428,sneha59,Nickname,Social Platform,E02544,0.95
A00607,P03432,naina71,Nickname,Business Listing,nan,0.89
A00608,P03433,dhruv57,Nickname,Business Listing,E02550,0.71
A00609,P03437,sana57,Nickname,Business Listing,nan,0.72
A00610,P03443,kunal24,Social Media Username,Business Listing,E02558,0.93
A00611,P03448,rahul17,Social Media Username,Public Directory,nan,0.69
A00612,P03453,karan24,Social Media Username,Business Listing,nan,0.9
A00613,P03457,vikram40,Nickname,Social Platform,nan,0.62
A00614,P03461,avni29,Business Alias,Social Platform,E02574,0.88
A00615,P03462,aanya19,Social Media Username,Public Directory,nan,0.8
A00616,P03464,pranav93,Nickname,Business Listing,nan,0.84
A00617,P03469,tanvi51,Social Media Username,Social Platform,nan,0.55
A00618,P03476,nisha25,Business Alias,Business Listing,E02586,0.87
A00619,P03478,zoya79,Business Alias,Business Listing,nan,0.93
A00620,P03479,kiara77,Nickname,Business Listing,nan,0.85
A00621,P03485,arnav82,Business Alias,Business Listing,nan,0.88
A00622,P03492,ananya34,Nickname,Business Listing,E02598,0.75
A00623,P03495,raj50,Nickname,Business Listing,E02601,0.89
A00624,P03514,kavya86,Nickname,Business Listing,nan,0.86
A00625,P03524,karan78,Nickname,Business Listing,E02620,0.65
A00626,P03526,avni73,Social Media Username,Social Platform,nan,0.69
A00627,P03529,yash16,Social Media Username,Public Directory,nan,0.74
A00628,P03531,sana79,Nickname,Social Platform,E02624,0.92
A00629,P03532,nikhil67,Business Alias,Social Platform,nan,0.81
A00630,P03535,kiara81,Social Media Username,Public Directory,nan,0.92
A00631,P03536,harsh93,Social Media Username,Public Directory,E02626,0.69
A00632,P03538,rhea42,Nickname,Business Listing,nan,0.56
A00633,P03561,vidhi83,Business Alias,Public Directory,nan,0.81
A00634,P03568,rohan60,Business Alias,Business Listing,nan,0.67
A00635,P03573,pooja36,Nickname,Business Listing,nan,0.62
A00636,P03576,kabir58,Nickname,Social Platform,nan,0.85
A00637,P03581,mahi53,Nickname,Business Listing,nan,0.56
A00638,P03600,raj86,Social Media Username,Public Directory,nan,0.56
A00639,P03602,yash98,Business Alias,Public Directory,nan,0.92
A00640,P03603,ananya95,Social Media Username,Business Listing,nan,0.78
A00641,P03610,manav57,Social Media Username,Public Directory,nan,0.72
A00642,P03612,pooja86,Business Alias,Public Directory,E02683,0.86
A00643,P03615,kiara71,Social Media Username,Social Platform,nan,0.89
A00644,P03616,kabir83,Social Media Username,Public Directory,nan,0.69
A00645,P03618,sameer23,Nickname,Social Platform,E02685,0.85
A00646,P03620,pooja62,Nickname,Business Listing,nan,0.59
A00647,P03623,rohan91,Business Alias,Public Directory,nan,0.87
A00648,P03630,riya76,Business Alias,Business Listing,E02691,0.96
A00649,P03645,mahi78,Business Alias,Business Listing,E02698,0.78
A00650,P03653,ananya73,Social Media Username,Public Directory,nan,0.57
A00651,P03658,rhea89,Social Media Username,Public Directory,E02707,0.66
A00652,P03660,dhruv52,Nickname,Social Platform,nan,0.66
A00653,P03662,nisha23,Social Media Username,Social Platform,nan,0.9
A00654,P03663,diya67,Business Alias,Public Directory,E02714,0.62
A00655,P03669,aman75,Nickname,Social Platform,nan,0.61
A00656,P03672,vidhi80,Social Media Username,Public Directory,E02721,0.96
A00657,P03693,vikram56,Social Media Username,Business Listing,E02743,0.93
A00658,P03700,siddharth39,Business Alias,Business Listing,nan,0.73
A00659,P03705,tara45,Nickname,Public Directory,E02752,0.56
A00660,P03710,trisha91,Social Media Username,Social Platform,E02755,0.59
A00661,P03711,aniket58,Social Media Username,Public Directory,nan,0.63
A00662,P03717,akash85,Social Media Username,Social Platform,nan,0.92
A00663,P03720,tara53,Nickname,Social Platform,nan,0.88
A00664,P03723,rohan61,Nickname,Social Platform,nan,0.87
A00665,P03725,vivek25,Social Media Username,Public Directory,nan,0.56
A00666,P03727,aanya96,Social Media Username,Public Directory,nan,0.85
A00667,P03730,rhea55,Nickname,Public Directory,E02772,0.55
A00668,P03731,ananya81,Social Media Username,Business Listing,nan,0.85
A00669,P03746,anushka31,Business Alias,Public Directory,nan,0.63
A00670,P03753,arjun37,Business Alias,Business Listing,nan,0.64
A00671,P03758,pooja64,Nickname,Business Listing,nan,0.96
A00672,P03760,sneha97,Social Media Username,Public Directory,E02789,0.75
A00673,P03764,pooja37,Nickname,Public Directory,nan,0.59
A00674,P03765,dhruv77,Business Alias,Social Platform,E02793,0.94
A00675,P03781,ishita61,Business Alias,Social Platform,nan,0.84
A00676,P03789,sameer97,Social Media Username,Business Listing,nan,0.62
A00677,P03790,vanya54,Social Media Username,Business Listing,nan,0.92
A00678,P03791,avni70,Nickname,Social Platform,nan,0.65
A00679,P03798,rahul34,Business Alias,Social Platform,nan,0.94
A00680,P03802,manav80,Nickname,Public Directory,E02812,0.79
A00681,P03804,rahul12,Nickname,Social Platform,nan,0.56
A00682,P03807,mahi66,Business Alias,Social Platform,nan,0.81
A00683,P03812,simran48,Nickname,Social Platform,E02818,0.67
A00684,P03813,pooja17,Business Alias,Business Listing,E02819,0.74
A00685,P03820,manav41,Business Alias,Business Listing,E02827,0.79
A00686,P03824,naina98,Nickname,Business Listing,nan,0.82
A00687,P03825,riya15,Nickname,Public Directory,E02834,0.56
A00688,P03828,pranav62,Nickname,Public Directory,nan,0.82
A00689,P03829,sana70,Business Alias,Business Listing,nan,0.68
A00690,P03842,akash65,Nickname,Business Listing,nan,0.67
A00691,P03845,manav74,Social Media Username,Business Listing,nan,0.66
A00692,P03846,aniket96,Nickname,Public Directory,E02847,0.84
A00693,P03847,kiara22,Nickname,Social Platform,nan,0.76
A00694,P03857,yamini62,Social Media Username,Public Directory,E02857,0.83
A00695,P03867,shreya74,Nickname,Business Listing,nan,0.92
A00696,P03873,kavya24,Social Media Username,Social Platform,nan,0.73
A00697,P03875,diya32,Social Media Username,Public Directory,E02872,0.63
A00698,P03876,raj52,Social Media Username,Public Directory,nan,0.82
A00699,P03878,saurabh26,Social Media Username,Social Platform,E02873,0.95
A00700,P03880,pranav44,Social Media Username,Social Platform,E02877,0.57
A00701,P03884,tara59,Business Alias,Social Platform,nan,0.73
A00702,P03896,aanya46,Business Alias,Public Directory,nan,0.8
A00703,P03897,raj90,Social Media Username,Social Platform,nan,0.81
A00704,P03899,aanya27,Business Alias,Public Directory,E02893,0.55
A00705,P03903,vikram27,Business Alias,Social Platform,E02895,0.74
A00706,P03905,nikhil89,Business Alias,Social Platform,E02897,0.76
A00707,P03913,akash88,Nickname,Business Listing,nan,0.72
A00708,P03920,diya33,Social Media Username,Business Listing,nan,0.75
A00709,P03921,aanya56,Nickname,Public Directory,E02914,0.8
A00710,P03927,saurabh37,Nickname,Business Listing,nan,0.8
A00711,P03930,aanya61,Business Alias,Business Listing,E02918,0.88
A00712,P03933,zoya91,Nickname,Social Platform,E02920,0.68
A00713,P03935,vanya54,Nickname,Business Listing,nan,0.56
A00714,P03942,aanya88,Social Media Username,Public Directory,nan,0.75
A00715,P03948,sana87,Nickname,Business Listing,nan,0.63
A00716,P03951,naveen82,Social Media Username,Public Directory,E02941,0.84
A00717,P03956,avni87,Nickname,Public Directory,nan,0.72
A00718,P03958,nikhil79,Nickname,Public Directory,nan,0.63
A00719,P03968,ishaan83,Nickname,Social Platform,nan,0.73
A00720,P03974,anushka42,Nickname,Business Listing,E02955,0.62
A00721,P03978,sana70,Social Media Username,Social Platform,E02956,0.89
A00722,P03979,pooja68,Business Alias,Social Platform,nan,0.72
A00723,P03983,isha76,Nickname,Public Directory,nan,0.62
A00724,P04001,mohit34,Nickname,Business Listing,E02973,0.7
A00725,P04005,mahi28,Social Media Username,Business Listing,E02977,0.93
A00726,P04007,dhruv49,Social Media Username,Business Listing,nan,0.78
A00727,P04027,aman21,Business Alias,Social Platform,E02997,0.98
A00728,P04029,ishaan85,Nickname,Business Listing,E02999,0.98
A00729,P04030,raj23,Social Media Username,Public Directory,nan,0.89
A00730,P04033,dev85,Nickname,Public Directory,nan,0.74
A00731,P04035,aditi82,Nickname,Business Listing,E03003,0.91
A00732,P04036,mahi99,Business Alias,Business Listing,E03005,0.6
A00733,P04044,akash52,Nickname,Social Platform,E03013,0.98
A00734,P04045,riya10,Nickname,Business Listing,nan,0.61
A00735,P04067,arnav16,Business Alias,Business Listing,E03030,0.73
A00736,P04073,saurabh32,Business Alias,Business Listing,nan,0.71
A00737,P04078,sameer24,Nickname,Social Platform,nan,0.66
A00738,P04098,aanya69,Nickname,Business Listing,nan,0.63
A00739,P04107,tanvi19,Nickname,Public Directory,nan,0.97
A00740,P04113,ishita56,Nickname,Public Directory,E03071,0.94
A00741,P04115,rhea78,Social Media Username,Social Platform,nan,0.71
A00742,P04118,kiara20,Business Alias,Business Listing,E03076,0.96
A00743,P04119,manav35,Social Media Username,Social Platform,nan,0.68
A00744,P04120,rohan64,Social Media Username,Public Directory,E03079,0.73
A00745,P04124,sana70,Business Alias,Business Listing,nan,0.72
A00746,P04127,raj74,Social Media Username,Social Platform,E03083,0.76
A00747,P04134,ritesh77,Business Alias,Business Listing,nan,0.92
A00748,P04135,kiara48,Nickname,Business Listing,E03092,0.9
A00749,P04136,trisha24,Social Media Username,Business Listing,E03093,0.79
A00750,P04138,yash30,Nickname,Public Directory,nan,0.95
A00751,P04140,avni32,Social Media Username,Business Listing,nan,0.8
A00752,P04141,kabir66,Nickname,Social Platform,nan,0.92
A00753,P04146,trisha69,Social Media Username,Business Listing,E03102,0.69
A00754,P04148,anushka76,Business Alias,Public Directory,nan,0.65
A00755,P04156,manav65,Business Alias,Social Platform,nan,0.6
A00756,P04158,tanvi47,Business Alias,Business Listing,E03108,0.86
A00757,P04166,raj15,Business Alias,Social Platform,nan,0.73
A00758,P04169,kiara19,Business Alias,Social Platform,nan,0.85
A00759,P04172,vidhi53,Business Alias,Business Listing,nan,0.82
A00760,P04175,dhruv13,Nickname,Business Listing,E03125,0.79
A00761,P04177,arnav50,Social Media Username,Social Platform,E03127,0.77
A00762,P04197,meera96,Social Media Username,Social Platform,E03144,0.84
A00763,P04205,yamini14,Nickname,Social Platform,nan,0.88
A00764,P04225,raj29,Nickname,Social Platform,nan,0.79
A00765,P04229,kabir52,Business Alias,Public Directory,E03174,0.9
A00766,P04234,rahul22,Business Alias,Social Platform,nan,0.58
A00767,P04251,kunal96,Nickname,Social Platform,E03187,0.86
A00768,P04256,pooja67,Business Alias,Social Platform,E03190,0.77
A00769,P04257,harsh51,Nickname,Social Platform,E03192,0.66
A00770,P04262,raj32,Social Media Username,Business Listing,nan,0.9
A00771,P04269,nisha66,Social Media Username,Business Listing,E03203,0.92
A00772,P04270,naveen94,Social Media Username,Business Listing,E03205,0.63
A00773,P04271,simran27,Business Alias,Public Directory,E03206,0.97
A00774,P04283,raj55,Nickname,Public Directory,nan,0.89
A00775,P04288,dev10,Social Media Username,Public Directory,E03220,0.79
A00776,P04291,mahi52,Business Alias,Public Directory,nan,0.67
A00777,P04295,simran49,Nickname,Social Platform,nan,0.76
A00778,P04304,ananya87,Social Media Username,Business Listing,nan,0.58
A00779,P04306,ananya28,Social Media Username,Social Platform,nan,0.66
A00780,P04308,isha63,Business Alias,Social Platform,nan,0.67
A00781,P04312,nikhil84,Nickname,Social Platform,E03236,0.85
A00782,P04315,diya48,Nickname,Social Platform,E03238,0.88
A00783,P04316,ritesh67,Social Media Username,Business Listing,E03239,0.77
A00784,P04317,anushka35,Business Alias,Social Platform,nan,0.7
A00785,P04318,pooja13,Nickname,Social Platform,nan,0.92
A00786,P04319,arnav42,Business Alias,Business Listing,nan,0.83
A00787,P04320,ishaan94,Nickname,Public Directory,E03240,0.56
A00788,P04326,ishita89,Social Media Username,Social Platform,E03246,0.6
A00789,P04330,yamini77,Nickname,Business Listing,E03247,0.66
A00790,P04339,diya80,Nickname,Public Directory,nan,0.63
A00791,P04343,aman72,Business Alias,Social Platform,E03266,0.71
A00792,P04349,sneha40,Nickname,Social Platform,nan,0.92
A00793,P04350,kiara94,Social Media Username,Public Directory,E03273,0.65
A00794,P04351,aman71,Business Alias,Social Platform,nan,0.97
A00795,P04352,kiara45,Social Media Username,Social Platform,nan,0.77
A00796,P04357,yash67,Nickname,Public Directory,E03279,0.66
A00797,P04372,sana37,Social Media Username,Business Listing,E03287,0.77
A00798,P04380,mohit76,Social Media Username,Business Listing,E03291,0.68
A00799,P04382,trisha42,Social Media Username,Business Listing,nan,0.96
A00800,P04385,vanya60,Business Alias,Business Listing,nan,0.72
A00801,P04392,dev78,Social Media Username,Public Directory,nan,0.83
A00802,P04395,vanya59,Nickname,Business Listing,nan,0.62
A00803,P04404,kavya11,Business Alias,Business Listing,E03307,0.92
A00804,P04410,rhea78,Social Media Username,Business Listing,E03312,0.81
A00805,P04411,varun17,Nickname,Public Directory,nan,0.65
A00806,P04415,akash54,Nickname,Business Listing,nan,0.84
A00807,P04418,avni59,Business Alias,Public Directory,nan,0.68
A00808,P04430,tanvi42,Social Media Username,Public Directory,nan,0.74
A00809,P04434,aditya17,Nickname,Business Listing,E03332,0.87
A00810,P04439,dhruv33,Business Alias,Business Listing,E03340,0.73
A00811,P04442,kabir34,Business Alias,Business Listing,E03344,0.84
A00812,P04443,pooja66,Nickname,Business Listing,E03346,0.62
A00813,P04445,aniket11,Social Media Username,Public Directory,nan,0.89
A00814,P04448,raj16,Business Alias,Business Listing,nan,0.74
A00815,P04455,sana41,Nickname,Business Listing,E03357,0.8
A00816,P04459,meera88,Business Alias,Business Listing,nan,0.9
A00817,P04470,akash27,Social Media Username,Social Platform,nan,0.85
A00818,P04475,diya66,Nickname,Public Directory,E03368,0.83
A00819,P04476,naveen57,Business Alias,Business Listing,nan,0.78
A00820,P04493,kiara21,Business Alias,Public Directory,nan,0.91
A00821,P04496,varun62,Social Media Username,Social Platform,E03382,0.87
A00822,P04501,ishaan50,Social Media Username,Public Directory,E03385,0.68
A00823,P04507,aanya51,Business Alias,Public Directory,E03394,0.88
A00824,P04508,vivek59,Social Media Username,Public Directory,nan,0.75
A00825,P04513,aditi88,Business Alias,Public Directory,E03400,0.55
A00826,P04514,ishaan68,Social Media Username,Social Platform,nan,0.63
A00827,P04517,kabir11,Business Alias,Social Platform,E03403,0.57
A00828,P04521,vidhi66,Nickname,Social Platform,nan,0.98
A00829,P04536,kavya91,Business Alias,Public Directory,E03428,0.7
A00830,P04539,aarav37,Nickname,Public Directory,nan,0.7
A00831,P04542,kunal58,Social Media Username,Social Platform,nan,0.6
A00832,P04548,ishita72,Business Alias,Public Directory,E03434,0.67
A00833,P04550,vivek11,Business Alias,Business Listing,nan,0.69
A00834,P04551,aditya35,Social Media Username,Social Platform,nan,0.95
A00835,P04572,riya21,Business Alias,Business Listing,E03454,0.76
A00836,P04577,manav12,Social Media Username,Social Platform,nan,0.76
A00837,P04586,zoya82,Nickname,Public Directory,nan,0.73
A00838,P04587,rahul92,Nickname,Social Platform,nan,0.6
A00839,P04592,varun62,Social Media Username,Business Listing,nan,0.83
A00840,P04599,karan45,Social Media Username,Public Directory,E03472,0.7
A00841,P04601,kunal26,Social Media Username,Business Listing,E03474,0.82
A00842,P04603,akash35,Social Media Username,Business Listing,E03477,0.88
A00843,P04606,sneha55,Social Media Username,Public Directory,nan,0.75
A00844,P04609,arnav88,Business Alias,Social Platform,E03482,0.79
A00845,P04611,riya60,Business Alias,Social Platform,nan,0.6
A00846,P04634,kabir65,Nickname,Business Listing,nan,0.86
A00847,P04636,trisha76,Business Alias,Business Listing,nan,0.84
A00848,P04638,rahul16,Social Media Username,Business Listing,E03511,0.95
A00849,P04640,vivek19,Nickname,Business Listing,E03515,0.62
A00850,P04642,pranav24,Business Alias,Public Directory,nan,0.68
A00851,P04643,manav34,Business Alias,Social Platform,nan,0.8
A00852,P04646,arnav99,Social Media Username,Social Platform,E03517,0.93
A00853,P04660,rhea89,Social Media Username,Business Listing,nan,0.69
A00854,P04668,tanvi41,Nickname,Business Listing,nan,0.92
A00855,P04671,vanya25,Social Media Username,Business Listing,nan,0.63
A00856,P04676,rhea67,Nickname,Public Directory,nan,0.56
A00857,P04677,siddharth16,Social Media Username,Social Platform,nan,0.79
A00858,P04680,isha95,Social Media Username,Social Platform,nan,0.85
A00859,P04691,manav97,Nickname,Business Listing,nan,0.81
A00860,P04696,vivek48,Nickname,Social Platform,nan,0.75
A00861,P04699,karan83,Business Alias,Social Platform,E03550,0.63
A00862,P04701,vikram20,Business Alias,Business Listing,nan,0.59
A00863,P04704,akash22,Social Media Username,Public Directory,nan,0.85
A00864,P04707,akash97,Nickname,Social Platform,E03558,0.58
A00865,P04708,sameer39,Nickname,Business Listing,E03559,0.94
A00866,P04718,rohan40,Social Media Username,Public Directory,nan,0.68
