hidden_relationship_id,source_person_id,target_person_id,relationship_class,observable_evidence_types,shared_case_ids,shared_network_ids,expected_min_hops,should_be_direct_edge,synthetic_flag
HREL-000186,PERSON-002039,PERSON-001304,COMMON_INTERMEDIARY,COMMUNICATION|FINANCIAL|CASE_OVERLAP,,,4,false,true
HREL-000187,PERSON-001751,PERSON-002377,BRIDGE_RELATIONSHIP,COMMUNICATION|FINANCIAL|CASE_OVERLAP,,,4,false,true
HREL-000188,PERSON-001849,PERSON-000285,CROSS_CASE_ASSOCIATION,COMMUNICATION|FINANCIAL|CASE_OVERLAP,,,2,false,true
HREL-000189,PERSON-002977,PERSON-001775,COMMON_INTERMEDIARY,COMMUNICATION|FINANCIAL|CASE_OVERLAP,,,2,false,true
HREL-000190,PERSON-002212,PERSON-001674,BRIDGE_RELATIONSHIP,COMMUNICATION|FINANCIAL|CASE_OVERLAP,,,2,false,true
HREL-000191,PERSON-001069,PERSON-001196,CROSS_CASE_ASSOCIATION,COMMUNICATION|FINANCIAL|CASE_OVERLAP,,,3,false,true
HREL-000192,PERSON-002265,PERSON-001247,BRIDGE_RELATIONSHIP,COMMUNICATION|FINANCIAL|CASE_OVERLAP,,,3,false,true
HREL-000193,PERSON-001618,PERSON-000095,CROSS_CASE_ASSOCIATION,COMMUNICATION|FINANCIAL|CASE_OVERLAP,,,2,false,true
HREL-000194,PERSON-002345,PERSON-001209,CROSS_CASE_ASSOCIATION,COMMUNICATION|FINANCIAL|CASE_OVERLAP,,,4,false,true
HREL-000195,PERSON-001098,PERSON-000284,CROSS_CASE_ASSOCIATION,COMMUNICATION|FINANCIAL|CASE_OVERLAP,,,4,false,true
HREL-000196,PERSON-001691,PERSON-002322,SHARED_NETWORK,COMMUNICATION|FINANCIAL|CASE_OVERLAP,,,4,false,true
HREL-000197,PERSON-002575,PERSON-002086,COMMON_INTERMEDIARY,COMMUNICATION|FINANCIAL|CASE_OVERLAP,,,3,false,true
HREL-000198,PERSON-000180,PERSON-002129,COMMON_INTERMEDIARY,COMMUNICATION|FINANCIAL|CASE_OVERLAP,,,3,false,true
HREL-000199,PERSON-000652,PERSON-002095,SHARED_NETWORK,COMMUNICATION|FINANCIAL|CASE_OVERLAP,,,4,false,true
HREL-000200,PERSON-000883,PERSON-001551,SHARED_NETWORK,COMMUNICATION|FINANCIAL|CASE_OVERLAP,,,3,false,true
HREL-000201,PERSON-002734,PERSON-000088,SHARED_NETWORK,COMMUNICATION|FINANCIAL|CASE_OVERLAP,,,4,false,true
HREL-000202,PERSON-000373,PERSON-002900,COMMON_INTERMEDIARY,COMMUNICATION|FINANCIAL|CASE_OVERLAP,,,4,false,true
HREL-000203,PERSON-000984,PERSON-001541,BRIDGE_RELATIONSHIP,COMMUNICATION|FINANCIAL|CASE_OVERLAP,,,2,false,true
HREL-000204,PERSON-000833,PERSON-002063,BRIDGE_RELATIONSHIP,COMMUNICATION|FINANCIAL|CASE_OVERLAP,,,4,false,true
HREL-000205,PERSON-000991,PERSON-001425,COMMON_INTERMEDIARY,COMMUNICATION|FINANCIAL|ASSET|CASE_OVERLAP,,,4,false,true
HREL-000206,PERSON-000536,PERSON-000325,CROSS_CASE_ASSOCIATION,COMMUNICATION|FINANCIAL|CASE_OVERLAP,,,3,false,true
HREL-000207,PERSON-000482,PERSON-001166,COMMON_INTERMEDIARY,COMMUNICATION|FINANCIAL|CASE_OVERLAP,,,2,false,true
HREL-000208,PERSON-001239,PERSON-000161,CROSS_CASE_ASSOCIATION,COMMUNICATION|FINANCIAL|CASE_OVERLAP,,,4,false,true
HREL-000209,PERSON-000876,PERSON-000052,CROSS_CASE_ASSOCIATION,COMMUNICATION|FINANCIAL|CASE_OVERLAP,,,2,false,true
HREL-000210,PERSON-001688,PERSON-000258,COMMON_INTERMEDIARY,COMMUNICATION|FINANCIAL|CASE_OVERLAP,,,2,false,true
HREL-000211,PERSON-002901,PERSON-000452,BRIDGE_RELATIONSHIP,COMMUNICATION|FINANCIAL|CASE_OVERLAP,,,4,false,true
HREL-000212,PERSON-001083,PERSON-002596,COMMON_INTERMEDIARY,COMMUNICATION|FINANCIAL|CASE_OVERLAP,,,2,false,true
HREL-000213,PERSON-002305,PERSON-002201,COMMON_INTERMEDIARY,COMMUNICATION|FINANCIAL|CASE_OVERLAP,,,3,false,true
HREL-000214,PERSON-000306,PERSON-000628,BRIDGE_RELATIONSHIP,COMMUNICATION|FINANCIAL|CASE_OVERLAP,,,3,false,true
HREL-000215,PERSON-002665,PERSON-001983,SHARED_NETWORK,COMMUNICATION|FINANCIAL|CASE_OVERLAP,,,2,false,true
HREL-000216,PERSON-000607,PERSON-000483,CROSS_CASE_ASSOCIATION,COMMUNICATION|FINANCIAL|CASE_OVERLAP,,,3,false,true
HREL-000217,PERSON-002341,PERSON-001561,SHARED_NETWORK,COMMUNICATION|FINANCIAL|CASE_OVERLAP,,,2,false,true
HREL-000218,PERSON-000653,PERSON-000144,CROSS_CASE_ASSOCIATION,COMMUNICATION|FINANCIAL|ASSET|CASE_OVERLAP,,,4,false,true
HREL-000219,PERSON-001429,PERSON-002902,CROSS_CASE_ASSOCIATION,COMMUNICATION|FINANCIAL|CASE_OVERLAP,,,3,false,true
HREL-000220,PERSON-000361,PERSON-002682,COMMON_INTERMEDIARY,COMMUNICATION|FINANCIAL|CASE_OVERLAP,,,3,false,true
HREL-000221,PERSON-002222,PERSON-002172,BRIDGE_RELATIONSHIP,COMMUNICATION|FINANCIAL|CASE_OVERLAP,,,4,false,true
HREL-000222,PERSON-001106,PERSON-002084,SHARED_NETWORK,COMMUNICATION|FINANCIAL|CASE_OVERLAP,,,3,false,true
HREL-000223,PERSON-000440,PERSON-000554,BRIDGE_RELATIONSHIP,COMMUNICATION|FINANCIAL|CASE_OVERLAP,,,4,false,true
HREL-000224,PERSON-001571,PERSON-001469,COMMON_INTERMEDIARY,COMMUNICATION|FINANCIAL|CASE_OVERLAP,,,3,false,true
HREL-000225,PERSON-000661,PERSON-001583,BRIDGE_RELATIONSHIP,COMMUNICATION|FINANCIAL|CASE_OVERLAP,,,2,false,true
HREL-000226,PERSON-001925,PERSON-002270,SHARED_NETWORK,COMMUNICATION|FINANCIAL|CASE_OVERLAP,,,4,false,true
HREL-000227,PERSON-002224,PERSON-000103,COMMON_INTERMEDIARY,COMMUNICATION|FINANCIAL|CASE_OVERLAP,,,3,false,true
HREL-000228,PERSON-002618,PERSON-000895,BRIDGE_RELATIONSHIP,COMMUNICATION|FINANCIAL|ASSET|CASE_OVERLAP,,,4,false,true
HREL-000229,PERSON-000074,PERSON-000873,SHARED_NETWORK,COMMUNICATION|FINANCIAL|CASE_OVERLAP,,,2,false,true
HREL-000230,PERSON-002774,PERSON-000987,SHARED_NETWORK,COMMUNICATION|FINANCIAL|CASE_OVERLAP,,,4,false,true
HREL-000231,PERSON-001749,PERSON-001665,SHARED_NETWORK,COMMUNICATION|FINANCIAL|CASE_OVERLAP,,,3,false,true
HREL-000232,PERSON-002768,PERSON-000321,BRIDGE_RELATIONSHIP,COMMUNICATION|FINANCIAL|CASE_OVERLAP,,,4,false,true
HREL-000233,PERSON-001872,PERSON-002276,SHARED_NETWORK,COMMUNICATION|FINANCIAL|CASE_OVERLAP,,,3,false,true
HREL-000234,PERSON-001680,PERSON-002157,SHARED_NETWORK,COMMUNICATION|FINANCIAL|CASE_OVERLAP,,,2,false,true
HREL-000235,PERSON-000722,PERSON-002732,CROSS_CASE_ASSOCIATION,COMMUNICATION|FINANCIAL|CASE_OVERLAP,,,4,false,true
HREL-000236,PERSON-001608,PERSON-000541,CROSS_CASE_ASSOCIATION,COMMUNICATION|FINANCIAL|CASE_OVERLAP,,,2,false,true
HREL-000237,PERSON-001395,PERSON-001294,CROSS_CASE_ASSOCIATION,COMMUNICATION|FINANCIAL|CASE_OVERLAP,,,4,false,true
HREL-000238,PERSON-001166,PERSON-000688,BRIDGE_RELATIONSHIP,COMMUNICATION|FINANCIAL|CASE_OVERLAP,,,4,false,true
HREL-000239,PERSON-000411,PERSON-001550,COMMON_INTERMEDIARY,COMMUNICATION|FINANCIAL|CASE_OVERLAP,,,3,false,true
HREL-000240,PERSON-000475,PERSON-000537,BRIDGE_RELATIONSHIP,COMMUNICATION|FINANCIAL|CASE_OVERLAP,,,3,false,true
HREL-000241,PERSON-001541,PERSON-000443,SHARED_NETWORK,COMMUNICATION|FINANCIAL|CASE_OVERLAP,,,3,false,true
HREL-000242,PERSON-000813,PERSON-000090,SHARED_NETWORK,COMMUNICATION|FINANCIAL|CASE_OVERLAP,,,3,false,true
HREL-000243,PERSON-001465,PERSON-000449,CROSS_CASE_ASSOCIATION,COMMUNICATION|FINANCIAL|CASE_OVERLAP,,,4,false,true
HREL-000244,PERSON-002601,PERSON-001815,SHARED_NETWORK,COMMUNICATION|FINANCIAL|CASE_OVERLAP,,,3,false,true
HREL-000245,PERSON-002082,PERSON-002977,COMMON_INTERMEDIARY,COMMUNICATION|FINANCIAL|CASE_OVERLAP,,,4,false,true
HREL-000246,PERSON-001477,PERSON-001447,BRIDGE_RELATIONSHIP,COMMUNICATION|FINANCIAL|CASE_OVERLAP,,,2,false,true
HREL-000247,PERSON-000744,PERSON-002690,CROSS_CASE_ASSOCIATION,COMMUNICATION|FINANCIAL|CASE_OVERLAP,,,4,false,true
HREL-000248,PERSON-001515,PERSON-001343,SHARED_NETWORK,COMMUNICATION|FINANCIAL|CASE_OVERLAP,,,3,false,true
HREL-000249,PERSON-001893,PERSON-000060,CROSS_CASE_ASSOCIATION,COMMUNICATION|FINANCIAL|CASE_OVERLAP,,,4,false,true
HREL-000250,PERSON-002263,PERSON-002709,CROSS_CASE_ASSOCIATION,COMMUNICATION|FINANCIAL|CASE_OVERLAP,,,2,false,true
HREL-000251,PERSON-002911,PERSON-001972,COMMON_INTERMEDIARY,COMMUNICATION|FINANCIAL|CASE_OVERLAP,,,4,false,true
HREL-000252,PERSON-000995,PERSON-001045,COMMON_INTERMEDIARY,COMMUNICATION|FINANCIAL|CASE_OVERLAP,,,3,false,true
HREL-000253,PERSON-000706,PERSON-001887,COMMON_INTERMEDIARY,COMMUNICATION|FINANCIAL|CASE_OVERLAP,,,2,false,true
HREL-000254,PERSON-001158,PERSON-000548,BRIDGE_RELATIONSHIP,COMMUNICATION|FINANCIAL|CASE_OVERLAP,,,2,false,true
HREL-000255,PERSON-000875,PERSON-002805,SHARED_NETWORK,COMMUNICATION|FINANCIAL|CASE_OVERLAP,,,2,false,true
HREL-000256,PERSON-000007,PERSON-001786,COMMON_INTERMEDIARY,COMMUNICATION|FINANCIAL|CASE_OVERLAP,,,3,false,true
HREL-000257,PERSON-001936,PERSON-001160,COMMON_INTERMEDIARY,COMMUNICATION|FINANCIAL|CASE_OVERLAP,,,4,false,true
HREL-000258,PERSON-002113,PERSON-002626,BRIDGE_RELATIONSHIP,COMMUNICATION|FINANCIAL|CASE_OVERLAP,,,3,false,true
HREL-000259,PERSON-001590,PERSON-001339,SHARED_NETWORK,COMMUNICATION|FINANCIAL|CASE_OVERLAP,,,4,false,true
HREL-000260,PERSON-002422,PERSON-002378,CROSS_CASE_ASSOCIATION,COMMUNICATION|FINANCIAL|CASE_OVERLAP,,,3,false,true
HREL-000261,PERSON-000471,PERSON-002355,CROSS_CASE_ASSOCIATION,COMMUNICATION|FINANCIAL|CASE_OVERLAP,,,3,false,true
HREL-000262,PERSON-001661,PERSON-000735,SHARED_NETWORK,COMMUNICATION|FINANCIAL|CASE_OVERLAP,,,3,false,true
HREL-000263,PERSON-002718,PERSON-001040,CROSS_CASE_ASSOCIATION,COMMUNICATION|FINANCIAL|CASE_OVERLAP,,,3,false,true
HREL-000264,PERSON-002699,PERSON-000788,CROSS_CASE_ASSOCIATION,COMMUNICATION|FINANCIAL|CASE_OVERLAP,,,3,false,true
HREL-000265,PERSON-001942,PERSON-002976,BRIDGE_RELATIONSHIP,COMMUNICATION|FINANCIAL|CASE_OVERLAP,,,2,false,true
HREL-000266,PERSON-000218,PERSON-000312,SHARED_NETWORK,COMMUNICATION|FINANCIAL|CASE_OVERLAP,,,4,false,true
HREL-000267,PERSON-000737,PERSON-001468,BRIDGE_RELATIONSHIP,COMMUNICATION|FINANCIAL|CASE_OVERLAP,,,4,false,true
HREL-000268,PERSON-002396,PERSON-000687,SHARED_NETWORK,COMMUNICATION|FINANCIAL|CASE_OVERLAP,,,3,false,true
HREL-000269,PERSON-001373,PERSON-001015,BRIDGE_RELATIONSHIP,COMMUNICATION|FINANCIAL|CASE_OVERLAP,,,3,false,true
HREL-000270,PERSON-002579,PERSON-000357,SHARED_NETWORK,COMMUNICATION|FINANCIAL|CASE_OVERLAP,,,2,false,true
HREL-000271,PERSON-001668,PERSON-002425,CROSS_CASE_ASSOCIATION,COMMUNICATION|FINANCIAL|CASE_OVERLAP,,,4,false,true
HREL-000272,PERSON-002130,PERSON-001397,CROSS_CASE_ASSOCIATION,COMMUNICATION|FINANCIAL|CASE_OVERLAP,,,3,false,true
HREL-000273,PERSON-001514,PERSON-001933,SHARED_NETWORK,COMMUNICATION|FINANCIAL|CASE_OVERLAP,,,4,false,true
HREL-000274,PERSON-001098,PERSON-001486,BRIDGE_RELATIONSHIP,COMMUNICATION|FINANCIAL|CASE_OVERLAP,,,3,false,true
HREL-000275,PERSON-000994,PERSON-000134,CROSS_CASE_ASSOCIATION,COMMUNICATION|FINANCIAL|CASE_OVERLAP,,,3,false,true
HREL-000276,PERSON-000420,PERSON-000869,CROSS_CASE_ASSOCIATION,COMMUNICATION|FINANCIAL|CASE_OVERLAP,,,3,false,true
HREL-000277,PERSON-001476,PERSON-001843,CROSS_CASE_ASSOCIATION,COMMUNICATION|FINANCIAL|CASE_OVERLAP,,,2,false,true
HREL-000278,PERSON-002120,PERSON-001683,SHARED_NETWORK,COMMUNICATION|FINANCIAL|CASE_OVERLAP,,,3,false,true
HREL-000279,PERSON-000053,PERSON-001771,CROSS_CASE_ASSOCIATION,COMMUNICATION|FINANCIAL|CASE_OVERLAP,,,3,false,true
HREL-000280,PERSON-000676,PERSON-000013,CROSS_CASE_ASSOCIATION,COMMUNICATION|FINANCIAL|CASE_OVERLAP,,,2,false,true
HREL-000281,PERSON-001849,PERSON-002371,COMMON_INTERMEDIARY,COMMUNICATION|FINANCIAL|CASE_OVERLAP,,,4,false,true
HREL-000282,PERSON-001733,PERSON-000026,COMMON_INTERMEDIARY,COMMUNICATION|FINANCIAL|CASE_OVERLAP,,,2,false,true
HREL-000283,PERSON-002110,PERSON-000292,COMMON_INTERMEDIARY,COMMUNICATION|FINANCIAL|CASE_OVERLAP,,,3,false,true
HREL-000284,PERSON-002041,PERSON-002388,COMMON_INTERMEDIARY,COMMUNICATION|FINANCIAL|CASE_OVERLAP,,,2,false,true
HREL-000285,PERSON-001821,PERSON-002614,SHARED_NETWORK,COMMUNICATION|FINANCIAL|CASE_OVERLAP,,,4,false,true
HREL-000286,PERSON-002338,PERSON-001477,SHARED_NETWORK,COMMUNICATION|FINANCIAL|CASE_OVERLAP,,,3,false,true
HREL-000287,PERSON-000810,PERSON-001604,COMMON_INTERMEDIARY,COMMUNICATION|FINANCIAL|CASE_OVERLAP,,,4,false,true
HREL-000288,PERSON-002747,PERSON-002386,CROSS_CASE_ASSOCIATION,COMMUNICATION|FINANCIAL|CASE_OVERLAP,,,4,false,true
HREL-000289,PERSON-000267,PERSON-002165,BRIDGE_RELATIONSHIP,COMMUNICATION|FINANCIAL|CASE_OVERLAP,,,3,false,true
HREL-000290,PERSON-001683,PERSON-002269,CROSS_CASE_ASSOCIATION,COMMUNICATION|FINANCIAL|CASE_OVERLAP,,,2,false,true
HREL-000291,PERSON-000121,PERSON-002107,COMMON_INTERMEDIARY,COMMUNICATION|FINANCIAL|CASE_OVERLAP,,,4,false,true
HREL-000292,PERSON-001940,PERSON-000375,CROSS_CASE_ASSOCIATION,COMMUNICATION|FINANCIAL|CASE_OVERLAP,,,4,false,true
HREL-000293,PERSON-001802,PERSON-002003,COMMON_INTERMEDIARY,COMMUNICATION|FINANCIAL|CASE_OVERLAP,,,2,false,true
HREL-000294,PERSON-002537,PERSON-000306,BRIDGE_RELATIONSHIP,COMMUNICATION|FINANCIAL|CASE_OVERLAP,,,3,false,true
HREL-000295,PERSON-000718,PERSON-002384,CROSS_CASE_ASSOCIATION,COMMUNICATION|FINANCIAL|CASE_OVERLAP,,,2,false,true
HREL-000296,PERSON-001834,PERSON-002874,BRIDGE_RELATIONSHIP,COMMUNICATION|FINANCIAL|CASE_OVERLAP,,,4,false,true
HREL-000297,PERSON-000767,PERSON-001285,CROSS_CASE_ASSOCIATION,COMMUNICATION|FINANCIAL|CASE_OVERLAP,,,2,false,true
HREL-000298,PERSON-002158,PERSON-002062,COMMON_INTERMEDIARY,COMMUNICATION|FINANCIAL|CASE_OVERLAP,,,4,false,true
HREL-000299,PERSON-000619,PERSON-002433,COMMON_INTERMEDIARY,COMMUNICATION|FINANCIAL|CASE_OVERLAP,,,2,false,true
HREL-000300,PERSON-000434,PERSON-001860,BRIDGE_RELATIONSHIP,COMMUNICATION|FINANCIAL|CASE_OVERLAP,,,3,false,true
HREL-000301,PERSON-002053,PERSON-001769,SHARED_NETWORK,COMMUNICATION|FINANCIAL|CASE_OVERLAP,,,2,false,true
HREL-000302,PERSON-000580,PERSON-000553,SHARED_NETWORK,COMMUNICATION|FINANCIAL|CASE_OVERLAP,,,4,false,true
HREL-000303,PERSON-001506,PERSON-000374,BRIDGE_RELATIONSHIP,COMMUNICATION|FINANCIAL|CASE_OVERLAP,,,2,false,true
HREL-000304,PERSON-002431,PERSON-001019,COMMON_INTERMEDIARY,COMMUNICATION|FINANCIAL|CASE_OVERLAP,,,4,false,true
HREL-000305,PERSON-002733,PERSON-000224,SHARED_NETWORK,COMMUNICATION|FINANCIAL|CASE_OVERLAP,,,4,false,true
HREL-000306,PERSON-000236,PERSON-000959,SHARED_NETWORK,COMMUNICATION|FINANCIAL|CASE_OVERLAP,,,4,false,true
HREL-000307,PERSON-001556,PERSON-002272,BRIDGE_RELATIONSHIP,COMMUNICATION|FINANCIAL|CASE_OVERLAP,,,2,false,true
HREL-000308,PERSON-002939,PERSON-001740,BRIDGE_RELATIONSHIP,COMMUNICATION|FINANCIAL|CASE_OVERLAP,,,3,false,true
HREL-000309,PERSON-002494,PERSON-002442,COMMON_INTERMEDIARY,COMMUNICATION|FINANCIAL|CASE_OVERLAP,,,4,false,true
HREL-000310,PERSON-001490,PERSON-002777,CROSS_CASE_ASSOCIATION,COMMUNICATION|FINANCIAL|CASE_OVERLAP,,,2,false,true
HREL-000311,PERSON-000246,PERSON-000664,SHARED_NETWORK,COMMUNICATION|FINANCIAL|CASE_OVERLAP,,,3,false,true
HREL-000312,PERSON-002639,PERSON-002838,COMMON_INTERMEDIARY,COMMUNICATION|FINANCIAL|CASE_OVERLAP,,,4,false,true
HREL-000313,PERSON-000883,PERSON-002515,COMMON_INTERMEDIARY,COMMUNICATION|FINANCIAL|CASE_OVERLAP,,,3,false,true
HREL-000314,PERSON-002740,PERSON-000244,BRIDGE_RELATIONSHIP,COMMUNICATION|FINANCIAL|CASE_OVERLAP,,,4,false,true
HREL-000315,PERSON-001283,PERSON-002358,COMMON_INTERMEDIARY,COMMUNICATION|FINANCIAL|CASE_OVERLAP,,,4,false,true
HREL-000316,PERSON-001024,PERSON-002125,CROSS_CASE_ASSOCIATION,COMMUNICATION|FINANCIAL|CASE_OVERLAP,,,4,false,true
HREL-000317,PERSON-001775,PERSON-002881,CROSS_CASE_ASSOCIATION,COMMUNICATION|FINANCIAL|CASE_OVERLAP,,,3,false,true
HREL-000318,PERSON-000103,PERSON-002575,BRIDGE_RELATIONSHIP,COMMUNICATION|FINANCIAL|CASE_OVERLAP,,,2,false,true
HREL-000319,PERSON-000441,PERSON-002405,COMMON_INTERMEDIARY,COMMUNICATION|FINANCIAL|CASE_OVERLAP,,,4,false,true
HREL-000320,PERSON-002052,PERSON-002595,BRIDGE_RELATIONSHIP,COMMUNICATION|FINANCIAL|CASE_OVERLAP,,,3,false,true
HREL-000321,PERSON-000926,PERSON-000242,BRIDGE_RELATIONSHIP,COMMUNICATION|FINANCIAL|CASE_OVERLAP,,,4,false,true
HREL-000322,PERSON-001391,PERSON-000685,SHARED_NETWORK,COMMUNICATION|FINANCIAL|CASE_OVERLAP,,,3,false,true
HREL-000323,PERSON-002360,PERSON-002259,CROSS_CASE_ASSOCIATION,COMMUNICATION|FINANCIAL|CASE_OVERLAP,,,3,false,true
HREL-000324,PERSON-002955,PERSON-000341,BRIDGE_RELATIONSHIP,COMMUNICATION|FINANCIAL|CASE_OVERLAP,,,2,false,true
HREL-000325,PERSON-002195,PERSON-002137,SHARED_NETWORK,COMMUNICATION|FINANCIAL|CASE_OVERLAP,,,3,false,true
HREL-000326,PERSON-002030,PERSON-000373,CROSS_CASE_ASSOCIATION,COMMUNICATION|FINANCIAL|CASE_OVERLAP,,,3,false,true
HREL-000327,PERSON-002775,PERSON-002873,COMMON_INTERMEDIARY,COMMUNICATION|FINANCIAL|CASE_OVERLAP,,,2,false,true
HREL-000328,PERSON-000336,PERSON-000202,CROSS_CASE_ASSOCIATION,COMMUNICATION|FINANCIAL|CASE_OVERLAP,,,3,false,true
HREL-000329,PERSON-000671,PERSON-001775,BRIDGE_RELATIONSHIP,COMMUNICATION|FINANCIAL|CASE_OVERLAP,,,3,false,true
HREL-000330,PERSON-000602,PERSON-000808,BRIDGE_RELATIONSHIP,COMMUNICATION|FINANCIAL|CASE_OVERLAP,,,4,false,true
HREL-000331,PERSON-001206,PERSON-001519,CROSS_CASE_ASSOCIATION,COMMUNICATION|FINANCIAL|ASSET|CASE_OVERLAP,,,4,false,true
HREL-000332,PERSON-002178,PERSON-000692,COMMON_INTERMEDIARY,COMMUNICATION|FINANCIAL|CASE_OVERLAP,,,3,false,true
HREL-000333,PERSON-001329,PERSON-000946,BRIDGE_RELATIONSHIP,COMMUNICATION|FINANCIAL|CASE_OVERLAP,,,4,false,true
HREL-000334,PERSON-001947,PERSON-002611,CROSS_CASE_ASSOCIATION,COMMUNICATION|FINANCIAL|CASE_OVERLAP,,,2,false,true
HREL-000335,PERSON-002347,PERSON-002761,CROSS_CASE_ASSOCIATION,COMMUNICATION|FINANCIAL|CASE_OVERLAP,,,4,false,true
HREL-000336,PERSON-002167,PERSON-001074,CROSS_CASE_ASSOCIATION,COMMUNICATION|FINANCIAL|CASE_OVERLAP,,,2,false,true
HREL-000337,PERSON-002527,PERSON-002553,BRIDGE_RELATIONSHIP,COMMUNICATION|FINANCIAL|CASE_OVERLAP,,,4,false,true
HREL-000338,PERSON-002315,PERSON-001968,BRIDGE_RELATIONSHIP,COMMUNICATION|FINANCIAL|CASE_OVERLAP,,,4,false,true
HREL-000339,PERSON-001849,PERSON-000220,SHARED_NETWORK,COMMUNICATION|FINANCIAL|CASE_OVERLAP,,,2,false,true
HREL-000340,PERSON-000159,PERSON-002481,COMMON_INTERMEDIARY,COMMUNICATION|FINANCIAL|CASE_OVERLAP,,,2,false,true
HREL-000341,PERSON-001578,PERSON-001916,COMMON_INTERMEDIARY,COMMUNICATION|FINANCIAL|CASE_OVERLAP,,,3,false,true
HREL-000342,PERSON-000526,PERSON-002730,BRIDGE_RELATIONSHIP,COMMUNICATION|FINANCIAL|CASE_OVERLAP,,,3,false,true
HREL-000343,PERSON-001353,PERSON-002359,COMMON_INTERMEDIARY,COMMUNICATION|FINANCIAL|CASE_OVERLAP,,,3,false,true
HREL-000344,PERSON-000039,PERSON-000770,CROSS_CASE_ASSOCIATION,COMMUNICATION|FINANCIAL|CASE_OVERLAP,,,3,false,true
HREL-000345,PERSON-000487,PERSON-002839,SHARED_NETWORK,COMMUNICATION|FINANCIAL|CASE_OVERLAP,,,4,false,true
HREL-000346,PERSON-001319,PERSON-001104,BRIDGE_RELATIONSHIP,COMMUNICATION|FINANCIAL|CASE_OVERLAP,,,2,false,true
HREL-000347,PERSON-001093,PERSON-001514,CROSS_CASE_ASSOCIATION,COMMUNICATION|FINANCIAL|CASE_OVERLAP,,,4,false,true
HREL-000348,PERSON-002612,PERSON-000602,CROSS_CASE_ASSOCIATION,COMMUNICATION|FINANCIAL|CASE_OVERLAP,,,2,false,true
HREL-000349,PERSON-001686,PERSON-000337,COMMON_INTERMEDIARY,COMMUNICATION|FINANCIAL|CASE_OVERLAP,,,2,false,true
HREL-000350,PERSON-001643,PERSON-000415,BRIDGE_RELATIONSHIP,COMMUNICATION|FINANCIAL|CASE_OVERLAP,,,4,false,true
HREL-000351,PERSON-002384,PERSON-000851,COMMON_INTERMEDIARY,COMMUNICATION|FINANCIAL|CASE_OVERLAP,,,2,false,true
HREL-000352,PERSON-002587,PERSON-000177,CROSS_CASE_ASSOCIATION,COMMUNICATION|FINANCIAL|CASE_OVERLAP,,,2,false,true
HREL-000353,PERSON-001004,PERSON-002459,BRIDGE_RELATIONSHIP,COMMUNICATION|FINANCIAL|CASE_OVERLAP,,,2,false,true
HREL-000354,PERSON-000154,PERSON-001066,COMMON_INTERMEDIARY,COMMUNICATION|FINANCIAL|ASSET|CASE_OVERLAP,,,3,false,true
HREL-000355,PERSON-002688,PERSON-002813,BRIDGE_RELATIONSHIP,COMMUNICATION|FINANCIAL|CASE_OVERLAP,,,2,false,true
HREL-000356,PERSON-002197,PERSON-002873,BRIDGE_RELATIONSHIP,COMMUNICATION|FINANCIAL|ASSET|CASE_OVERLAP,,,2,false,true
HREL-000357,PERSON-001083,PERSON-000070,CROSS_CASE_ASSOCIATION,COMMUNICATION|FINANCIAL|CASE_OVERLAP,,,2,false,true
HREL-000358,PERSON-001541,PERSON-002275,COMMON_INTERMEDIARY,COMMUNICATION|FINANCIAL|CASE_OVERLAP,,,3,false,true
HREL-000359,PERSON-001282,PERSON-002510,SHARED_NETWORK,COMMUNICATION|FINANCIAL|CASE_OVERLAP,,,4,false,true
HREL-000360,PERSON-001615,PERSON-000592,BRIDGE_RELATIONSHIP,COMMUNICATION|FINANCIAL|CASE_OVERLAP,,,2,false,true
HREL-000361,PERSON-000513,PERSON-001470,CROSS_CASE_ASSOCIATION,COMMUNICATION|FINANCIAL|CASE_OVERLAP,,,2,false,true
HREL-000362,PERSON-002952,PERSON-002687,COMMON_INTERMEDIARY,COMMUNICATION|FINANCIAL|CASE_OVERLAP,,,2,false,true
HREL-000363,PERSON-002541,PERSON-001843,BRIDGE_RELATIONSHIP,COMMUNICATION|FINANCIAL|CASE_OVERLAP,,,3,false,true
HREL-000364,PERSON-000038,PERSON-001743,COMMON_INTERMEDIARY,COMMUNICATION|FINANCIAL|CASE_OVERLAP,,,4,false,true
HREL-000365,PERSON-000298,PERSON-001463,CROSS_CASE_ASSOCIATION,COMMUNICATION|FINANCIAL|CASE_OVERLAP,,,2,false,true
HREL-000366,PERSON-002039,PERSON-001133,BRIDGE_RELATIONSHIP,COMMUNICATION|FINANCIAL|CASE_OVERLAP,,,4,false,true
HREL-000367,PERSON-000174,PERSON-002579,BRIDGE_RELATIONSHIP,COMMUNICATION|FINANCIAL|CASE_OVERLAP,,,4,false,true
HREL-000368,PERSON-002142,PERSON-001295,BRIDGE_RELATIONSHIP,COMMUNICATION|FINANCIAL|CASE_OVERLAP,,,2,false,true
HREL-000369,PERSON-001280,PERSON-001560,COMMON_INTERMEDIARY,COMMUNICATION|FINANCIAL|CASE_OVERLAP,,,4,false,true
HREL-000370,PERSON-000547,PERSON-002782,COMMON_INTERMEDIARY,COMMUNICATION|FINANCIAL|CASE_OVERLAP,,,3,false,true
HREL-000371,PERSON-002625,PERSON-000305,SHARED_NETWORK,COMMUNICATION|FINANCIAL|CASE_OVERLAP,,,3,false,true
