network_id,network_type,person_id,ground_truth_role,synthetic_flag
NET-000024,HUMAN_TRAFFICKING,PERSON-000804,member,true
NET-000024,HUMAN_TRAFFICKING,PERSON-001066,member,true
NET-000024,HUMAN_TRAFFICKING,PERSON-000341,coordinator,true
NET-000024,HUMAN_TRAFFICKING,PERSON-001540,bridge,true
NET-000024,HUMAN_TRAFFICKING,PERSON-001262,coordinator,true
NET-000024,HUMAN_TRAFFICKING,PERSON-000106,coordinator,true
NET-000024,HUMAN_TRAFFICKING,PERSON-001617,associate,true
NET-000024,HUMAN_TRAFFICKING,PERSON-001194,associate,true
NET-000024,HUMAN_TRAFFICKING,PERSON-002930,coordinator,true
NET-000024,HUMAN_TRAFFICKING,PERSON-000009,coordinator,true
NET-000024,HUMAN_TRAFFICKING,PERSON-000721,associate,true
NET-000024,HUMAN_TRAFFICKING,PERSON-002454,member,true
NET-000024,HUMAN_TRAFFICKING,PERSON-001648,member,true
NET-000024,HUMAN_TRAFFICKING,PERSON-002371,member,true
NET-000024,HUMAN_TRAFFICKING,PERSON-000449,member,true
NET-000024,HUMAN_TRAFFICKING,PERSON-001191,coordinator,true
NET-000024,HUMAN_TRAFFICKING,PERSON-001899,associate,true
NET-000024,HUMAN_TRAFFICKING,PERSON-002970,member,true
NET-000024,HUMAN_TRAFFICKING,PERSON-002034,bridge,true
NET-000024,HUMAN_TRAFFICKING,PERSON-002900,coordinator,true
NET-000024,HUMAN_TRAFFICKING,PERSON-002633,associate,true
NET-000024,HUMAN_TRAFFICKING,PERSON-002246,member,true
NET-000025,CYBERCRIME,PERSON-002277,member,true
NET-000025,CYBERCRIME,PERSON-002980,coordinator,true
NET-000025,CYBERCRIME,PERSON-000092,member,true
NET-000025,CYBERCRIME,PERSON-000136,coordinator,true
NET-000025,CYBERCRIME,PERSON-000607,associate,true
NET-000025,CYBERCRIME,PERSON-000792,associate,true
NET-000025,CYBERCRIME,PERSON-000528,bridge,true
NET-000025,CYBERCRIME,PERSON-001180,associate,true
NET-000025,CYBERCRIME,PERSON-002887,bridge,true
NET-000025,CYBERCRIME,PERSON-002937,associate,true
NET-000025,CYBERCRIME,PERSON-001093,associate,true
NET-000025,CYBERCRIME,PERSON-001941,associate,true
NET-000025,CYBERCRIME,PERSON-001615,bridge,true
NET-000025,CYBERCRIME,PERSON-000808,member,true
NET-000025,CYBERCRIME,PERSON-001384,member,true
NET-000025,CYBERCRIME,PERSON-000075,bridge,true
NET-000025,CYBERCRIME,PERSON-000357,associate,true
NET-000025,CYBERCRIME,PERSON-002770,associate,true
NET-000025,CYBERCRIME,PERSON-001997,member,true
NET-000025,CYBERCRIME,PERSON-000653,bridge,true
NET-000025,CYBERCRIME,PERSON-001673,bridge,true
NET-000026,CYBERCRIME,PERSON-000648,bridge,true
NET-000026,CYBERCRIME,PERSON-001536,bridge,true
NET-000026,CYBERCRIME,PERSON-001706,coordinator,true
NET-000026,CYBERCRIME,PERSON-000647,bridge,true
NET-000026,CYBERCRIME,PERSON-001788,coordinator,true
NET-000026,CYBERCRIME,PERSON-000259,associate,true
NET-000026,CYBERCRIME,PERSON-000568,associate,true
NET-000026,CYBERCRIME,PERSON-000895,coordinator,true
NET-000026,CYBERCRIME,PERSON-000898,associate,true
NET-000026,CYBERCRIME,PERSON-001318,bridge,true
NET-000026,CYBERCRIME,PERSON-000106,bridge,true
NET-000027,CYBERCRIME,PERSON-002275,associate,true
NET-000027,CYBERCRIME,PERSON-002331,associate,true
NET-000027,CYBERCRIME,PERSON-000979,associate,true
NET-000027,CYBERCRIME,PERSON-001668,bridge,true
NET-000027,CYBERCRIME,PERSON-002087,coordinator,true
NET-000027,CYBERCRIME,PERSON-002499,member,true
NET-000027,CYBERCRIME,PERSON-001397,bridge,true
NET-000027,CYBERCRIME,PERSON-002689,bridge,true
NET-000027,CYBERCRIME,PERSON-001423,associate,true
NET-000028,HUMAN_TRAFFICKING,PERSON-001817,associate,true
NET-000028,HUMAN_TRAFFICKING,PERSON-000092,bridge,true
NET-000028,HUMAN_TRAFFICKING,PERSON-002915,associate,true
NET-000028,HUMAN_TRAFFICKING,PERSON-000470,associate,true
NET-000028,HUMAN_TRAFFICKING,PERSON-001659,bridge,true
NET-000028,HUMAN_TRAFFICKING,PERSON-001124,associate,true
NET-000028,HUMAN_TRAFFICKING,PERSON-002410,member,true
NET-000028,HUMAN_TRAFFICKING,PERSON-002006,coordinator,true
NET-000028,HUMAN_TRAFFICKING,PERSON-001511,bridge,true
NET-000028,HUMAN_TRAFFICKING,PERSON-002675,bridge,true
NET-000028,HUMAN_TRAFFICKING,PERSON-001810,bridge,true
NET-000028,HUMAN_TRAFFICKING,PERSON-001455,member,true
NET-000028,HUMAN_TRAFFICKING,PERSON-001547,coordinator,true
NET-000028,HUMAN_TRAFFICKING,PERSON-001212,member,true
NET-000028,HUMAN_TRAFFICKING,PERSON-001584,member,true
NET-000028,HUMAN_TRAFFICKING,PERSON-001674,bridge,true
NET-000028,HUMAN_TRAFFICKING,PERSON-001782,coordinator,true
NET-000028,HUMAN_TRAFFICKING,PERSON-001807,associate,true
NET-000028,HUMAN_TRAFFICKING,PERSON-002920,coordinator,true
NET-000028,HUMAN_TRAFFICKING,PERSON-000139,bridge,true
NET-000028,HUMAN_TRAFFICKING,PERSON-001116,member,true
NET-000028,HUMAN_TRAFFICKING,PERSON-002829,member,true
NET-000028,HUMAN_TRAFFICKING,PERSON-000909,bridge,true
NET-000028,HUMAN_TRAFFICKING,PERSON-001866,bridge,true
NET-000028,HUMAN_TRAFFICKING,PERSON-001824,associate,true
NET-000028,HUMAN_TRAFFICKING,PERSON-000195,bridge,true
NET-000028,HUMAN_TRAFFICKING,PERSON-000430,member,true
