person_id,case_id_a,case_id_b,continuity_ground_truth,synthetic_flag
PERSON-000042,CASE-000237,CASE-000303,true,true
PERSON-000042,CASE-000303,CASE-000335,true,true
PERSON-000042,CASE-000335,CASE-000405,true,true
PERSON-000042,CASE-000405,CASE-000490,true,true
PERSON-000042,CASE-000490,CASE-000509,true,true
PERSON-000042,CASE-000509,CASE-000557,true,true
PERSON-000042,CASE-000557,CASE-000642,true,true
PERSON-000042,CASE-000642,CASE-000684,true,true
PERSON-000042,CASE-000684,CASE-000779,true,true
PERSON-000042,CASE-000779,CASE-000809,true,true
PERSON-000042,CASE-000809,CASE-000867,true,true
PERSON-000042,CASE-000867,CASE-000871,true,true
PERSON-000042,CASE-000871,CASE-000877,true,true
PERSON-000042,CASE-000877,CASE-000951,true,true
PERSON-000042,CASE-000951,CASE-000982,true,true
PERSON-000042,CASE-000982,CASE-000983,true,true
PERSON-000042,CASE-000983,CASE-000994,true,true
PERSON-001807,CASE-000009,CASE-000044,true,true
PERSON-001807,CASE-000044,CASE-000106,true,true
PERSON-001807,CASE-000106,CASE-000266,true,true
PERSON-001807,CASE-000266,CASE-000310,true,true
PERSON-001807,CASE-000310,CASE-000475,true,true
PERSON-001807,CASE-000475,CASE-000592,true,true
PERSON-001807,CASE-000592,CASE-000798,true,true
PERSON-000165,CASE-000009,CASE-000022,true,true
PERSON-000165,CASE-000022,CASE-000126,true,true
PERSON-000165,CASE-000126,CASE-000150,true,true
PERSON-000165,CASE-000150,CASE-000161,true,true
PERSON-000165,CASE-000161,CASE-000237,true,true
PERSON-000165,CASE-000237,CASE-000311,true,true
PERSON-000165,CASE-000311,CASE-000335,true,true
PERSON-000165,CASE-000335,CASE-000509,true,true
PERSON-000165,CASE-000509,CASE-000642,true,true
PERSON-000165,CASE-000642,CASE-000720,true,true
PERSON-000165,CASE-000720,CASE-000779,true,true
PERSON-000165,CASE-000779,CASE-000828,true,true
PERSON-000165,CASE-000828,CASE-000834,true,true
PERSON-000165,CASE-000834,CASE-000867,true,true
PERSON-000165,CASE-000867,CASE-000871,true,true
PERSON-000165,CASE-000871,CASE-000877,true,true
PERSON-000165,CASE-000877,CASE-000978,true,true
PERSON-000165,CASE-000978,CASE-000994,true,true
PERSON-000275,CASE-000009,CASE-000022,true,true
PERSON-000275,CASE-000022,CASE-000126,true,true
PERSON-000275,CASE-000126,CASE-000150,true,true
PERSON-000275,CASE-000150,CASE-000161,true,true
PERSON-000275,CASE-000161,CASE-000185,true,true
PERSON-000275,CASE-000185,CASE-000237,true,true
PERSON-000275,CASE-000237,CASE-000311,true,true
PERSON-000275,CASE-000311,CASE-000405,true,true
PERSON-000275,CASE-000405,CASE-000490,true,true
PERSON-000275,CASE-000490,CASE-000495,true,true
PERSON-000275,CASE-000495,CASE-000509,true,true
PERSON-000275,CASE-000509,CASE-000684,true,true
PERSON-000275,CASE-000684,CASE-000765,true,true
PERSON-000275,CASE-000765,CASE-000809,true,true
PERSON-000275,CASE-000809,CASE-000828,true,true
PERSON-000275,CASE-000828,CASE-000834,true,true
PERSON-000275,CASE-000834,CASE-000871,true,true
PERSON-000275,CASE-000871,CASE-000877,true,true
PERSON-000275,CASE-000877,CASE-000951,true,true
PERSON-000275,CASE-000951,CASE-000982,true,true
PERSON-000275,CASE-000982,CASE-000994,true,true
PERSON-001481,CASE-000009,CASE-000022,true,true
PERSON-001481,CASE-000022,CASE-000126,true,true
PERSON-001481,CASE-000126,CASE-000150,true,true
PERSON-001481,CASE-000150,CASE-000185,true,true
PERSON-001481,CASE-000185,CASE-000237,true,true
PERSON-001481,CASE-000237,CASE-000311,true,true
PERSON-001481,CASE-000311,CASE-000374,true,true
PERSON-001481,CASE-000374,CASE-000405,true,true
PERSON-001481,CASE-000405,CASE-000417,true,true
PERSON-001481,CASE-000417,CASE-000490,true,true
PERSON-001481,CASE-000490,CASE-000509,true,true
PERSON-001481,CASE-000509,CASE-000684,true,true
PERSON-001481,CASE-000684,CASE-000720,true,true
PERSON-001481,CASE-000720,CASE-000765,true,true
PERSON-001481,CASE-000765,CASE-000828,true,true
PERSON-001481,CASE-000828,CASE-000877,true,true
PERSON-002068,CASE-000009,CASE-000022,true,true
PERSON-002068,CASE-000022,CASE-000063,true,true
PERSON-002068,CASE-000063,CASE-000112,true,true
PERSON-002068,CASE-000112,CASE-000126,true,true
PERSON-002068,CASE-000126,CASE-000130,true,true
PERSON-002068,CASE-000130,CASE-000143,true,true
PERSON-002068,CASE-000143,CASE-000172,true,true
PERSON-002068,CASE-000172,CASE-000173,true,true
PERSON-002068,CASE-000173,CASE-000200,true,true
PERSON-002068,CASE-000200,CASE-000206,true,true
PERSON-002068,CASE-000206,CASE-000237,true,true
PERSON-002068,CASE-000237,CASE-000239,true,true
PERSON-002068,CASE-000239,CASE-000244,true,true
PERSON-002068,CASE-000244,CASE-000297,true,true
PERSON-002068,CASE-000297,CASE-000303,true,true
PERSON-002068,CASE-000303,CASE-000304,true,true
PERSON-002068,CASE-000304,CASE-000311,true,true
PERSON-002068,CASE-000311,CASE-000335,true,true
PERSON-002068,CASE-000335,CASE-000342,true,true
PERSON-002068,CASE-000342,CASE-000369,true,true
PERSON-002068,CASE-000369,CASE-000374,true,true
PERSON-002068,CASE-000374,CASE-000396,true,true
PERSON-002068,CASE-000396,CASE-000405,true,true
PERSON-002068,CASE-000405,CASE-000425,true,true
PERSON-002068,CASE-000425,CASE-000447,true,true
PERSON-002068,CASE-000447,CASE-000505,true,true
PERSON-002068,CASE-000505,CASE-000509,true,true
PERSON-002068,CASE-000509,CASE-000571,true,true
PERSON-002068,CASE-000571,CASE-000638,true,true
PERSON-002068,CASE-000638,CASE-000642,true,true
PERSON-002068,CASE-000642,CASE-000658,true,true
PERSON-002068,CASE-000658,CASE-000675,true,true
PERSON-002068,CASE-000675,CASE-000684,true,true
PERSON-002068,CASE-000684,CASE-000686,true,true
PERSON-002068,CASE-000686,CASE-000713,true,true
PERSON-002068,CASE-000713,CASE-000737,true,true
PERSON-002068,CASE-000737,CASE-000765,true,true
PERSON-002068,CASE-000765,CASE-000779,true,true
PERSON-002068,CASE-000779,CASE-000799,true,true
PERSON-002068,CASE-000799,CASE-000820,true,true
PERSON-002068,CASE-000820,CASE-000828,true,true
PERSON-002068,CASE-000828,CASE-000834,true,true
PERSON-002068,CASE-000834,CASE-000850,true,true
PERSON-002068,CASE-000850,CASE-000867,true,true
PERSON-002068,CASE-000867,CASE-000871,true,true
PERSON-002068,CASE-000871,CASE-000877,true,true
PERSON-002068,CASE-000877,CASE-000893,true,true
PERSON-002068,CASE-000893,CASE-000928,true,true
PERSON-002068,CASE-000928,CASE-000953,true,true
PERSON-002068,CASE-000953,CASE-000982,true,true
PERSON-002068,CASE-000982,CASE-000994,true,true
PERSON-002068,CASE-000994,CASE-000995,true,true
PERSON-000032,CASE-000009,CASE-000022,true,true
PERSON-000032,CASE-000022,CASE-000126,true,true
PERSON-000032,CASE-000126,CASE-000150,true,true
PERSON-000032,CASE-000150,CASE-000185,true,true
PERSON-000032,CASE-000185,CASE-000206,true,true
PERSON-000032,CASE-000206,CASE-000237,true,true
PERSON-000032,CASE-000237,CASE-000303,true,true
PERSON-000032,CASE-000303,CASE-000311,true,true
PERSON-000032,CASE-000311,CASE-000335,true,true
PERSON-000032,CASE-000335,CASE-000374,true,true
PERSON-000032,CASE-000374,CASE-000405,true,true
PERSON-000032,CASE-000405,CASE-000417,true,true
PERSON-000032,CASE-000417,CASE-000441,true,true
PERSON-000032,CASE-000441,CASE-000473,true,true
PERSON-000032,CASE-000473,CASE-000490,true,true
PERSON-000032,CASE-000490,CASE-000642,true,true
PERSON-000032,CASE-000642,CASE-000765,true,true
PERSON-000032,CASE-000765,CASE-000779,true,true
PERSON-000032,CASE-000779,CASE-000789,true,true
PERSON-000032,CASE-000789,CASE-000809,true,true
PERSON-000032,CASE-000809,CASE-000867,true,true
PERSON-000032,CASE-000867,CASE-000871,true,true
PERSON-000032,CASE-000871,CASE-000877,true,true
PERSON-000032,CASE-000877,CASE-000951,true,true
PERSON-000032,CASE-000951,CASE-000982,true,true
PERSON-000032,CASE-000982,CASE-000994,true,true
PERSON-002821,CASE-000010,CASE-000028,true,true
PERSON-002821,CASE-000028,CASE-000181,true,true
PERSON-002821,CASE-000181,CASE-000204,true,true
PERSON-002821,CASE-000204,CASE-000205,true,true
PERSON-002821,CASE-000205,CASE-000221,true,true
PERSON-002821,CASE-000221,CASE-000242,true,true
PERSON-002821,CASE-000242,CASE-000262,true,true
PERSON-002821,CASE-000262,CASE-000273,true,true
PERSON-002821,CASE-000273,CASE-000294,true,true
PERSON-002821,CASE-000294,CASE-000319,true,true
PERSON-002821,CASE-000319,CASE-000332,true,true
PERSON-002821,CASE-000332,CASE-000338,true,true
PERSON-002821,CASE-000338,CASE-000339,true,true
PERSON-002821,CASE-000339,CASE-000340,true,true
PERSON-002821,CASE-000340,CASE-000346,true,true
PERSON-002821,CASE-000346,CASE-000371,true,true
PERSON-002821,CASE-000371,CASE-000384,true,true
PERSON-002821,CASE-000384,CASE-000412,true,true
PERSON-002821,CASE-000412,CASE-000424,true,true
PERSON-002821,CASE-000424,CASE-000479,true,true
PERSON-002821,CASE-000479,CASE-000514,true,true
PERSON-002821,CASE-000514,CASE-000572,true,true
PERSON-002821,CASE-000572,CASE-000594,true,true
PERSON-002821,CASE-000594,CASE-000615,true,true
PERSON-002821,CASE-000615,CASE-000616,true,true
PERSON-002821,CASE-000616,CASE-000633,true,true
PERSON-002821,CASE-000633,CASE-000678,true,true
PERSON-002821,CASE-000678,CASE-000682,true,true
PERSON-002821,CASE-000682,CASE-000693,true,true
PERSON-002821,CASE-000693,CASE-000743,true,true
PERSON-002821,CASE-000743,CASE-000750,true,true
PERSON-002821,CASE-000750,CASE-000770,true,true
PERSON-002821,CASE-000770,CASE-000788,true,true
PERSON-002821,CASE-000788,CASE-000883,true,true
PERSON-002821,CASE-000883,CASE-000884,true,true
PERSON-002821,CASE-000884,CASE-000909,true,true
PERSON-002821,CASE-000909,CASE-000913,true,true
PERSON-002821,CASE-000913,CASE-000922,true,true
PERSON-002821,CASE-000922,CASE-000938,true,true
PERSON-002821,CASE-000938,CASE-000940,true,true
PERSON-002821,CASE-000940,CASE-000960,true,true
PERSON-002821,CASE-000960,CASE-000970,true,true
PERSON-002821,CASE-000970,CASE-000989,true,true
PERSON-001474,CASE-000010,CASE-000023,true,true
PERSON-001474,CASE-000023,CASE-000028,true,true
PERSON-001474,CASE-000028,CASE-000045,true,true
PERSON-001474,CASE-000045,CASE-000109,true,true
PERSON-001474,CASE-000109,CASE-000123,true,true
PERSON-001474,CASE-000123,CASE-000204,true,true
PERSON-001474,CASE-000204,CASE-000205,true,true
PERSON-001474,CASE-000205,CASE-000217,true,true
PERSON-001474,CASE-000217,CASE-000219,true,true
PERSON-001474,CASE-000219,CASE-000225,true,true
PERSON-001474,CASE-000225,CASE-000242,true,true
PERSON-001474,CASE-000242,CASE-000258,true,true
PERSON-001474,CASE-000258,CASE-000264,true,true
PERSON-001474,CASE-000264,CASE-000273,true,true
PERSON-001474,CASE-000273,CASE-000299,true,true
PERSON-001474,CASE-000299,CASE-000315,true,true
PERSON-001474,CASE-000315,CASE-000318,true,true
PERSON-001474,CASE-000318,CASE-000324,true,true
PERSON-001474,CASE-000324,CASE-000334,true,true
PERSON-001474,CASE-000334,CASE-000338,true,true
PERSON-001474,CASE-000338,CASE-000340,true,true
PERSON-001474,CASE-000340,CASE-000373,true,true
PERSON-001474,CASE-000373,CASE-000383,true,true
PERSON-001474,CASE-000383,CASE-000409,true,true
PERSON-001474,CASE-000409,CASE-000427,true,true
PERSON-001474,CASE-000427,CASE-000479,true,true
PERSON-001474,CASE-000479,CASE-000482,true,true
PERSON-001474,CASE-000482,CASE-000515,true,true
PERSON-001474,CASE-000515,CASE-000533,true,true
PERSON-001474,CASE-000533,CASE-000566,true,true
PERSON-001474,CASE-000566,CASE-000572,true,true
PERSON-001474,CASE-000572,CASE-000615,true,true
PERSON-001474,CASE-000615,CASE-000678,true,true
PERSON-001474,CASE-000678,CASE-000682,true,true
PERSON-001474,CASE-000682,CASE-000711,true,true
PERSON-001474,CASE-000711,CASE-000730,true,true
PERSON-001474,CASE-000730,CASE-000743,true,true
PERSON-001474,CASE-000743,CASE-000750,true,true
PERSON-001474,CASE-000750,CASE-000763,true,true
PERSON-001474,CASE-000763,CASE-000812,true,true
PERSON-001474,CASE-000812,CASE-000858,true,true
PERSON-001474,CASE-000858,CASE-000883,true,true
PERSON-001474,CASE-000883,CASE-000884,true,true
PERSON-001474,CASE-000884,CASE-000909,true,true
PERSON-001474,CASE-000909,CASE-000913,true,true
PERSON-001474,CASE-000913,CASE-000938,true,true
PERSON-001474,CASE-000938,CASE-000940,true,true
PERSON-001474,CASE-000940,CASE-000944,true,true
PERSON-001474,CASE-000944,CASE-000960,true,true
PERSON-001474,CASE-000960,CASE-000970,true,true
PERSON-001474,CASE-000970,CASE-000988,true,true
PERSON-001115,CASE-000010,CASE-000023,true,true
PERSON-001115,CASE-000023,CASE-000028,true,true
PERSON-001115,CASE-000028,CASE-000045,true,true
PERSON-001115,CASE-000045,CASE-000108,true,true
PERSON-001115,CASE-000108,CASE-000109,true,true
PERSON-001115,CASE-000109,CASE-000174,true,true
PERSON-001115,CASE-000174,CASE-000181,true,true
PERSON-001115,CASE-000181,CASE-000221,true,true
PERSON-001115,CASE-000221,CASE-000225,true,true
PERSON-001115,CASE-000225,CASE-000231,true,true
PERSON-001115,CASE-000231,CASE-000258,true,true
PERSON-001115,CASE-000258,CASE-000264,true,true
PERSON-001115,CASE-000264,CASE-000273,true,true
PERSON-001115,CASE-000273,CASE-000313,true,true
PERSON-001115,CASE-000313,CASE-000315,true,true
PERSON-001115,CASE-000315,CASE-000316,true,true
PERSON-001115,CASE-000316,CASE-000332,true,true
PERSON-001115,CASE-000332,CASE-000340,true,true
PERSON-001115,CASE-000340,CASE-000371,true,true
PERSON-001115,CASE-000371,CASE-000409,true,true
PERSON-001115,CASE-000409,CASE-000424,true,true
PERSON-001115,CASE-000424,CASE-000427,true,true
PERSON-001115,CASE-000427,CASE-000461,true,true
PERSON-001115,CASE-000461,CASE-000506,true,true
PERSON-001115,CASE-000506,CASE-000515,true,true
PERSON-001115,CASE-000515,CASE-000566,true,true
PERSON-001115,CASE-000566,CASE-000572,true,true
PERSON-001115,CASE-000572,CASE-000594,true,true
PERSON-001115,CASE-000594,CASE-000625,true,true
PERSON-001115,CASE-000625,CASE-000633,true,true
PERSON-001115,CASE-000633,CASE-000678,true,true
PERSON-001115,CASE-000678,CASE-000682,true,true
PERSON-001115,CASE-000682,CASE-000750,true,true
PERSON-001115,CASE-000750,CASE-000763,true,true
PERSON-001115,CASE-000763,CASE-000770,true,true
PERSON-001115,CASE-000770,CASE-000788,true,true
PERSON-001115,CASE-000788,CASE-000812,true,true
PERSON-001115,CASE-000812,CASE-000831,true,true
PERSON-001115,CASE-000831,CASE-000858,true,true
PERSON-001115,CASE-000858,CASE-000884,true,true
PERSON-001115,CASE-000884,CASE-000940,true,true
PERSON-001115,CASE-000940,CASE-000944,true,true
PERSON-001115,CASE-000944,CASE-000960,true,true
PERSON-001115,CASE-000960,CASE-000963,true,true
PERSON-001115,CASE-000963,CASE-000974,true,true
PERSON-001610,CASE-000010,CASE-000011,true,true
PERSON-001610,CASE-000011,CASE-000023,true,true
PERSON-001610,CASE-000023,CASE-000028,true,true
PERSON-001610,CASE-000028,CASE-000045,true,true
PERSON-001610,CASE-000045,CASE-000109,true,true
PERSON-001610,CASE-000109,CASE-000123,true,true
PERSON-001610,CASE-000123,CASE-000174,true,true
PERSON-001610,CASE-000174,CASE-000181,true,true
PERSON-001610,CASE-000181,CASE-000204,true,true
PERSON-001610,CASE-000204,CASE-000205,true,true
PERSON-001610,CASE-000205,CASE-000217,true,true
PERSON-001610,CASE-000217,CASE-000219,true,true
PERSON-001610,CASE-000219,CASE-000242,true,true
PERSON-001610,CASE-000242,CASE-000258,true,true
PERSON-001610,CASE-000258,CASE-000273,true,true
PERSON-001610,CASE-000273,CASE-000286,true,true
PERSON-001610,CASE-000286,CASE-000294,true,true
PERSON-001610,CASE-000294,CASE-000313,true,true
PERSON-001610,CASE-000313,CASE-000315,true,true
PERSON-001610,CASE-000315,CASE-000316,true,true
PERSON-001610,CASE-000316,CASE-000332,true,true
PERSON-001610,CASE-000332,CASE-000338,true,true
PERSON-001610,CASE-000338,CASE-000373,true,true
PERSON-001610,CASE-000373,CASE-000412,true,true
PERSON-001610,CASE-000412,CASE-000424,true,true
PERSON-001610,CASE-000424,CASE-000427,true,true
PERSON-001610,CASE-000427,CASE-000461,true,true
PERSON-001610,CASE-000461,CASE-000506,true,true
PERSON-001610,CASE-000506,CASE-000514,true,true
PERSON-001610,CASE-000514,CASE-000515,true,true
PERSON-001610,CASE-000515,CASE-000533,true,true
PERSON-001610,CASE-000533,CASE-000555,true,true
PERSON-001610,CASE-000555,CASE-000587,true,true
PERSON-001610,CASE-000587,CASE-000594,true,true
PERSON-001610,CASE-000594,CASE-000605,true,true
PERSON-001610,CASE-000605,CASE-000633,true,true
PERSON-001610,CASE-000633,CASE-000678,true,true
PERSON-001610,CASE-000678,CASE-000682,true,true
PERSON-001610,CASE-000682,CASE-000691,true,true
PERSON-001610,CASE-000691,CASE-000693,true,true
PERSON-001610,CASE-000693,CASE-000743,true,true
PERSON-001610,CASE-000743,CASE-000753,true,true
PERSON-001610,CASE-000753,CASE-000763,true,true
PERSON-001610,CASE-000763,CASE-000801,true,true
PERSON-001610,CASE-000801,CASE-000913,true,true
PERSON-001610,CASE-000913,CASE-000940,true,true
PERSON-001610,CASE-000940,CASE-000944,true,true
PERSON-001610,CASE-000944,CASE-000974,true,true
PERSON-001610,CASE-000974,CASE-000988,true,true
PERSON-001610,CASE-000988,CASE-000989,true,true
PERSON-000267,CASE-000010,CASE-000045,true,true
PERSON-000267,CASE-000045,CASE-000109,true,true
PERSON-000267,CASE-000109,CASE-000132,true,true
PERSON-000267,CASE-000132,CASE-000219,true,true
PERSON-000267,CASE-000219,CASE-000231,true,true
PERSON-000267,CASE-000231,CASE-000242,true,true
PERSON-000267,CASE-000242,CASE-000264,true,true
PERSON-000267,CASE-000264,CASE-000294,true,true
PERSON-000267,CASE-000294,CASE-000316,true,true
PERSON-000267,CASE-000316,CASE-000324,true,true
PERSON-000267,CASE-000324,CASE-000332,true,true
PERSON-000267,CASE-000332,CASE-000334,true,true
PERSON-000267,CASE-000334,CASE-000340,true,true
PERSON-000267,CASE-000340,CASE-000346,true,true
PERSON-000267,CASE-000346,CASE-000409,true,true
PERSON-000267,CASE-000409,CASE-000412,true,true
PERSON-000267,CASE-000412,CASE-000424,true,true
PERSON-000267,CASE-000424,CASE-000440,true,true
PERSON-000267,CASE-000440,CASE-000479,true,true
PERSON-000267,CASE-000479,CASE-000482,true,true
PERSON-000267,CASE-000482,CASE-000514,true,true
PERSON-000267,CASE-000514,CASE-000566,true,true
PERSON-000267,CASE-000566,CASE-000572,true,true
PERSON-000267,CASE-000572,CASE-000587,true,true
PERSON-000267,CASE-000587,CASE-000590,true,true
PERSON-000267,CASE-000590,CASE-000594,true,true
PERSON-000267,CASE-000594,CASE-000615,true,true
PERSON-000267,CASE-000615,CASE-000693,true,true
PERSON-000267,CASE-000693,CASE-000730,true,true
PERSON-000267,CASE-000730,CASE-000753,true,true
PERSON-000267,CASE-000753,CASE-000763,true,true
PERSON-000267,CASE-000763,CASE-000770,true,true
PERSON-000267,CASE-000770,CASE-000800,true,true
PERSON-000267,CASE-000800,CASE-000812,true,true
PERSON-000267,CASE-000812,CASE-000829,true,true
PERSON-000267,CASE-000829,CASE-000858,true,true
PERSON-000267,CASE-000858,CASE-000883,true,true
PERSON-000267,CASE-000883,CASE-000884,true,true
PERSON-000267,CASE-000884,CASE-000909,true,true
PERSON-000267,CASE-000909,CASE-000922,true,true
PERSON-000267,CASE-000922,CASE-000940,true,true
PERSON-000267,CASE-000940,CASE-000970,true,true
PERSON-000267,CASE-000970,CASE-000989,true,true
PERSON-000792,CASE-000010,CASE-000023,true,true
PERSON-000792,CASE-000023,CASE-000028,true,true
PERSON-000792,CASE-000028,CASE-000045,true,true
PERSON-000792,CASE-000045,CASE-000056,true,true
PERSON-000792,CASE-000056,CASE-000108,true,true
PERSON-000792,CASE-000108,CASE-000109,true,true
PERSON-000792,CASE-000109,CASE-000127,true,true
PERSON-000792,CASE-000127,CASE-000132,true,true
PERSON-000792,CASE-000132,CASE-000174,true,true
PERSON-000792,CASE-000174,CASE-000179,true,true
PERSON-000792,CASE-000179,CASE-000181,true,true
PERSON-000792,CASE-000181,CASE-000204,true,true
PERSON-000792,CASE-000204,CASE-000205,true,true
PERSON-000792,CASE-000205,CASE-000221,true,true
PERSON-000792,CASE-000221,CASE-000225,true,true
PERSON-000792,CASE-000225,CASE-000233,true,true
PERSON-000792,CASE-000233,CASE-000253,true,true
PERSON-000792,CASE-000253,CASE-000262,true,true
PERSON-000792,CASE-000262,CASE-000264,true,true
PERSON-000792,CASE-000264,CASE-000299,true,true
PERSON-000792,CASE-000299,CASE-000313,true,true
PERSON-000792,CASE-000313,CASE-000315,true,true
PERSON-000792,CASE-000315,CASE-000324,true,true
PERSON-000792,CASE-000324,CASE-000332,true,true
PERSON-000792,CASE-000332,CASE-000340,true,true
PERSON-000792,CASE-000340,CASE-000371,true,true
PERSON-000792,CASE-000371,CASE-000373,true,true
PERSON-000792,CASE-000373,CASE-000383,true,true
PERSON-000792,CASE-000383,CASE-000410,true,true
PERSON-000792,CASE-000410,CASE-000412,true,true
PERSON-000792,CASE-000412,CASE-000418,true,true
PERSON-000792,CASE-000418,CASE-000479,true,true
PERSON-000792,CASE-000479,CASE-000480,true,true
PERSON-000792,CASE-000480,CASE-000489,true,true
PERSON-000792,CASE-000489,CASE-000514,true,true
PERSON-000792,CASE-000514,CASE-000515,true,true
PERSON-000792,CASE-000515,CASE-000566,true,true
PERSON-000792,CASE-000566,CASE-000590,true,true
PERSON-000792,CASE-000590,CASE-000615,true,true
PERSON-000792,CASE-000615,CASE-000616,true,true
PERSON-000792,CASE-000616,CASE-000689,true,true
PERSON-000792,CASE-000689,CASE-000691,true,true
PERSON-000792,CASE-000691,CASE-000693,true,true
PERSON-000792,CASE-000693,CASE-000730,true,true
PERSON-000792,CASE-000730,CASE-000753,true,true
PERSON-000792,CASE-000753,CASE-000763,true,true
PERSON-000792,CASE-000763,CASE-000770,true,true
PERSON-000792,CASE-000770,CASE-000800,true,true
PERSON-000792,CASE-000800,CASE-000801,true,true
PERSON-000792,CASE-000801,CASE-000810,true,true
PERSON-000792,CASE-000810,CASE-000829,true,true
PERSON-000792,CASE-000829,CASE-000866,true,true
PERSON-000792,CASE-000866,CASE-000909,true,true
PERSON-000792,CASE-000909,CASE-000913,true,true
PERSON-000792,CASE-000913,CASE-000929,true,true
PERSON-000792,CASE-000929,CASE-000938,true,true
PERSON-000792,CASE-000938,CASE-000944,true,true
PERSON-000792,CASE-000944,CASE-000947,true,true
PERSON-000792,CASE-000947,CASE-000960,true,true
PERSON-000792,CASE-000960,CASE-000963,true,true
PERSON-000792,CASE-000963,CASE-000974,true,true
PERSON-000792,CASE-000974,CASE-000985,true,true
PERSON-000792,CASE-000985,CASE-000989,true,true
PERSON-002618,CASE-000010,CASE-000023,true,true
PERSON-002618,CASE-000023,CASE-000028,true,true
PERSON-002618,CASE-000028,CASE-000045,true,true
PERSON-002618,CASE-000045,CASE-000123,true,true
PERSON-002618,CASE-000123,CASE-000132,true,true
PERSON-002618,CASE-000132,CASE-000174,true,true
PERSON-002618,CASE-000174,CASE-000204,true,true
PERSON-002618,CASE-000204,CASE-000205,true,true
PERSON-002618,CASE-000205,CASE-000242,true,true
PERSON-002618,CASE-000242,CASE-000262,true,true
PERSON-002618,CASE-000262,CASE-000273,true,true
PERSON-002618,CASE-000273,CASE-000315,true,true
PERSON-002618,CASE-000315,CASE-000332,true,true
PERSON-002618,CASE-000332,CASE-000338,true,true
PERSON-002618,CASE-000338,CASE-000371,true,true
PERSON-002618,CASE-000371,CASE-000461,true,true
PERSON-002618,CASE-000461,CASE-000479,true,true
PERSON-002618,CASE-000479,CASE-000515,true,true
PERSON-002618,CASE-000515,CASE-000533,true,true
PERSON-002618,CASE-000533,CASE-000542,true,true
PERSON-002618,CASE-000542,CASE-000572,true,true
PERSON-002618,CASE-000572,CASE-000590,true,true
PERSON-002618,CASE-000590,CASE-000594,true,true
PERSON-002618,CASE-000594,CASE-000661,true,true
PERSON-002618,CASE-000661,CASE-000682,true,true
PERSON-002618,CASE-000682,CASE-000691,true,true
PERSON-002618,CASE-000691,CASE-000730,true,true
PERSON-002618,CASE-000730,CASE-000743,true,true
PERSON-002618,CASE-000743,CASE-000770,true,true
PERSON-002618,CASE-000770,CASE-000788,true,true
PERSON-002618,CASE-000788,CASE-000810,true,true
PERSON-002618,CASE-000810,CASE-000831,true,true
PERSON-002618,CASE-000831,CASE-000858,true,true
PERSON-002618,CASE-000858,CASE-000909,true,true
PERSON-002618,CASE-000909,CASE-000913,true,true
PERSON-002618,CASE-000913,CASE-000944,true,true
PERSON-002618,CASE-000944,CASE-000947,true,true
PERSON-002618,CASE-000947,CASE-000960,true,true
PERSON-002618,CASE-000960,CASE-000963,true,true
PERSON-002618,CASE-000963,CASE-000970,true,true
PERSON-002618,CASE-000970,CASE-000988,true,true
PERSON-002639,CASE-000011,CASE-000226,true,true
PERSON-002639,CASE-000226,CASE-000362,true,true
PERSON-002639,CASE-000362,CASE-000465,true,true
PERSON-002639,CASE-000465,CASE-000960,true,true
PERSON-002839,CASE-000011,CASE-000085,true,true
PERSON-002839,CASE-000085,CASE-000153,true,true
PERSON-002839,CASE-000153,CASE-000226,true,true
PERSON-002839,CASE-000226,CASE-000710,true,true
PERSON-002839,CASE-000710,CASE-000945,true,true
PERSON-000274,CASE-000011,CASE-000226,true,true
PERSON-000274,CASE-000226,CASE-000292,true,true
PERSON-000274,CASE-000292,CASE-000362,true,true
PERSON-000274,CASE-000362,CASE-000625,true,true
PERSON-000274,CASE-000625,CASE-000871,true,true
PERSON-000274,CASE-000871,CASE-000874,true,true
PERSON-000274,CASE-000874,CASE-000945,true,true
PERSON-002368,CASE-000011,CASE-000153,true,true
PERSON-002368,CASE-000153,CASE-000226,true,true
PERSON-002368,CASE-000226,CASE-000362,true,true
PERSON-002368,CASE-000362,CASE-000465,true,true
PERSON-002368,CASE-000465,CASE-000552,true,true
PERSON-002368,CASE-000552,CASE-000761,true,true
PERSON-001705,CASE-000011,CASE-000029,true,true
PERSON-001705,CASE-000029,CASE-000226,true,true
PERSON-001705,CASE-000226,CASE-000332,true,true
PERSON-001705,CASE-000332,CASE-000723,true,true
PERSON-000911,CASE-000011,CASE-000123,true,true
PERSON-000232,CASE-000011,CASE-000029,true,true
PERSON-000232,CASE-000029,CASE-000153,true,true
PERSON-000232,CASE-000153,CASE-000362,true,true
PERSON-000232,CASE-000362,CASE-000723,true,true
PERSON-000232,CASE-000723,CASE-000945,true,true
PERSON-001691,CASE-000011,CASE-000015,true,true
PERSON-001691,CASE-000015,CASE-000094,true,true
PERSON-001691,CASE-000094,CASE-000131,true,true
PERSON-001691,CASE-000131,CASE-000166,true,true
PERSON-001691,CASE-000166,CASE-000209,true,true
PERSON-001691,CASE-000209,CASE-000238,true,true
PERSON-001691,CASE-000238,CASE-000243,true,true
PERSON-001691,CASE-000243,CASE-000269,true,true
PERSON-001691,CASE-000269,CASE-000281,true,true
PERSON-001691,CASE-000281,CASE-000347,true,true
PERSON-001691,CASE-000347,CASE-000428,true,true
PERSON-001691,CASE-000428,CASE-000434,true,true
