case_id,entity_id,actual_role,is_relevant,importance_score
CASE-000197,PERSON-000419,suspect,true,1.0
CASE-000197,PERSON-002737,suspect,true,1.0
CASE-000197,PERSON-001687,observed_associate,false,0.37
CASE-000197,PERSON-000111,suspect,true,1.0
CASE-000197,PERSON-000103,observed_associate,false,0.55
CASE-000198,PERSON-001774,observed_associate,false,0.62
CASE-000198,PERSON-001674,suspect,true,1.0
CASE-000198,PERSON-002737,observed_associate,false,0.31
CASE-000198,PERSON-000407,observed_associate,false,0.26
CASE-000198,PERSON-002094,suspect,true,1.0
CASE-000198,PERSON-001687,suspect,true,1.0
CASE-000198,PERSON-000207,observed_associate,false,0.26
CASE-000198,PERSON-001869,observed_associate,false,0.36
CASE-000199,PERSON-000862,observed_associate,false,0.65
CASE-000199,PERSON-000295,observed_associate,false,0.52
CASE-000199,PERSON-000846,suspect,true,1.0
CASE-000199,PERSON-002646,observed_associate,false,0.58
CASE-000199,PERSON-000569,observed_associate,false,0.52
CASE-000199,PERSON-000009,suspect,true,1.0
CASE-000199,PERSON-000823,suspect,true,1.0
CASE-000199,PERSON-001387,observed_associate,false,0.6
CASE-000199,PERSON-002009,observed_associate,false,0.57
CASE-000200,PERSON-000784,observed_associate,false,0.28
CASE-000200,PERSON-000397,suspect,true,1.0
CASE-000200,PERSON-001234,observed_associate,false,0.47
CASE-000200,PERSON-002068,suspect,true,1.0
CASE-000200,PERSON-002004,observed_associate,false,0.35
CASE-000200,PERSON-001107,suspect,true,1.0
CASE-000201,PERSON-000081,suspect,true,1.0
CASE-000201,PERSON-001259,observed_associate,false,0.48
CASE-000201,PERSON-001861,suspect,true,1.0
CASE-000201,PERSON-002574,observed_associate,false,0.74
CASE-000201,PERSON-000863,observed_associate,false,0.33
CASE-000201,PERSON-000063,observed_associate,false,0.38
CASE-000201,PERSON-002757,observed_associate,false,0.62
CASE-000201,PERSON-000569,suspect,true,1.0
CASE-000201,PERSON-001589,suspect,true,1.0
CASE-000202,PERSON-001172,observed_associate,false,0.43
CASE-000202,PERSON-002066,suspect,true,1.0
CASE-000202,PERSON-002197,observed_associate,false,0.36
CASE-000202,PERSON-002077,suspect,true,1.0
CASE-000202,PERSON-000991,observed_associate,false,0.6
CASE-000202,PERSON-000096,suspect,true,1.0
CASE-000202,PERSON-002944,suspect,true,1.0
CASE-000202,PERSON-000697,suspect,true,1.0
CASE-000202,PERSON-002418,suspect,true,1.0
CASE-000202,PERSON-000957,observed_associate,false,0.3
CASE-000203,PERSON-000538,observed_associate,false,0.55
CASE-000203,PERSON-002449,suspect,true,1.0
CASE-000203,PERSON-001898,suspect,true,1.0
CASE-000203,PERSON-000921,suspect,true,1.0
CASE-000203,PERSON-001540,observed_associate,false,0.69
CASE-000203,PERSON-002999,observed_associate,false,0.45
CASE-000203,PERSON-000488,suspect,true,1.0
CASE-000203,PERSON-002745,observed_associate,false,0.63
CASE-000203,PERSON-000357,suspect,true,1.0
CASE-000204,PERSON-002821,suspect,true,1.0
CASE-000204,PERSON-001474,suspect,true,1.0
CASE-000204,PERSON-000180,suspect,true,1.0
CASE-000204,PERSON-001610,observed_associate,false,0.35
CASE-000204,PERSON-000792,suspect,true,1.0
CASE-000204,PERSON-002618,suspect,true,1.0
CASE-000204,PERSON-000440,suspect,true,1.0
CASE-000205,PERSON-002821,observed_associate,false,0.32
CASE-000205,PERSON-001474,observed_associate,false,0.55
CASE-000205,PERSON-001262,suspect,true,1.0
CASE-000205,PERSON-001610,suspect,true,1.0
CASE-000205,PERSON-000136,suspect,true,1.0
CASE-000205,PERSON-000792,suspect,true,1.0
CASE-000205,PERSON-002618,suspect,true,1.0
CASE-000205,PERSON-000440,observed_associate,false,0.64
CASE-000206,PERSON-000682,suspect,true,1.0
CASE-000206,PERSON-002737,suspect,true,1.0
CASE-000206,PERSON-000473,suspect,true,1.0
CASE-000206,PERSON-002068,suspect,true,1.0
CASE-000206,PERSON-000580,suspect,true,1.0
CASE-000206,PERSON-000032,suspect,true,1.0
CASE-000207,PERSON-001542,suspect,true,1.0
CASE-000207,PERSON-001596,suspect,true,1.0
CASE-000207,PERSON-001363,suspect,true,1.0
CASE-000207,PERSON-000060,observed_associate,false,0.69
CASE-000207,PERSON-001066,suspect,true,1.0
CASE-000207,PERSON-001480,observed_associate,false,0.66
CASE-000207,PERSON-000635,observed_associate,false,0.32
CASE-000207,PERSON-001847,observed_associate,false,0.51
CASE-000208,PERSON-000295,suspect,true,1.0
CASE-000208,PERSON-002343,suspect,true,1.0
CASE-000208,PERSON-001521,observed_associate,false,0.74
CASE-000208,PERSON-001642,suspect,true,1.0
CASE-000208,PERSON-001043,observed_associate,false,0.56
CASE-000208,PERSON-002728,observed_associate,false,0.47
CASE-000208,PERSON-001547,observed_associate,false,0.44
CASE-000209,PERSON-000260,observed_associate,false,0.49
CASE-000209,PERSON-000825,observed_associate,false,0.25
CASE-000209,PERSON-000943,observed_associate,false,0.66
CASE-000209,PERSON-002397,observed_associate,false,0.26
CASE-000209,PERSON-002846,suspect,true,1.0
CASE-000209,PERSON-001578,observed_associate,false,0.41
CASE-000209,PERSON-001397,suspect,true,1.0
CASE-000209,PERSON-002304,suspect,true,1.0
CASE-000209,PERSON-001691,observed_associate,false,0.62
CASE-000210,PERSON-000111,observed_associate,false,0.61
CASE-000210,PERSON-002757,suspect,true,1.0
CASE-000210,PERSON-001869,observed_associate,false,0.53
CASE-000210,PERSON-000207,suspect,true,1.0
CASE-000211,PERSON-001667,observed_associate,false,0.6
CASE-000211,PERSON-001210,suspect,true,1.0
CASE-000211,PERSON-001558,observed_associate,false,0.69
CASE-000211,PERSON-002750,observed_associate,false,0.57
CASE-000211,PERSON-000950,suspect,true,1.0
CASE-000211,PERSON-001041,observed_associate,false,0.72
CASE-000211,PERSON-001589,observed_associate,false,0.62
CASE-000211,PERSON-001670,suspect,true,1.0
CASE-000212,PERSON-002704,suspect,true,1.0
CASE-000212,PERSON-000850,suspect,true,1.0
CASE-000212,PERSON-000863,observed_associate,false,0.7
CASE-000212,PERSON-000063,observed_associate,false,0.56
CASE-000212,PERSON-002757,observed_associate,false,0.51
CASE-000213,PERSON-002449,observed_associate,false,0.38
CASE-000213,PERSON-000569,suspect,true,1.0
CASE-000213,PERSON-002197,suspect,true,1.0
CASE-000213,PERSON-000703,observed_associate,false,0.64
CASE-000213,PERSON-001492,suspect,true,1.0
CASE-000213,PERSON-001205,suspect,true,1.0
CASE-000214,PERSON-002275,suspect,true,1.0
CASE-000214,PERSON-000621,suspect,true,1.0
CASE-000214,PERSON-000863,observed_associate,false,0.53
CASE-000214,PERSON-002999,suspect,true,1.0
CASE-000214,PERSON-001205,observed_associate,false,0.38
CASE-000215,PERSON-002343,suspect,true,1.0
CASE-000215,PERSON-001331,suspect,true,1.0
CASE-000215,PERSON-000950,suspect,true,1.0
CASE-000215,PERSON-000272,observed_associate,false,0.47
CASE-000215,PERSON-002728,suspect,true,1.0
CASE-000215,PERSON-002017,suspect,true,1.0
CASE-000216,PERSON-000121,observed_associate,false,0.41
CASE-000216,PERSON-000181,suspect,true,1.0
CASE-000216,PERSON-001796,observed_associate,false,0.46
CASE-000216,PERSON-002197,suspect,true,1.0
CASE-000216,PERSON-002077,suspect,true,1.0
CASE-000216,PERSON-000096,observed_associate,false,0.66
CASE-000216,PERSON-002418,observed_associate,false,0.25
CASE-000216,PERSON-000845,observed_associate,false,0.63
CASE-000217,PERSON-001558,observed_associate,false,0.52
CASE-000217,PERSON-001474,observed_associate,false,0.44
CASE-000217,PERSON-001262,suspect,true,1.0
CASE-000217,PERSON-001610,observed_associate,false,0.37
CASE-000217,PERSON-001552,suspect,true,1.0
CASE-000217,PERSON-002060,observed_associate,false,0.49
CASE-000217,PERSON-000440,observed_associate,false,0.36
CASE-000218,PERSON-002517,suspect,true,1.0
CASE-000218,PERSON-002020,suspect,true,1.0
CASE-000218,PERSON-000538,observed_associate,false,0.26
CASE-000218,PERSON-001544,observed_associate,false,0.55
CASE-000218,PERSON-001861,suspect,true,1.0
CASE-000218,PERSON-001540,observed_associate,false,0.31
CASE-000218,PERSON-000921,suspect,true,1.0
CASE-000218,PERSON-001992,observed_associate,false,0.67
CASE-000218,PERSON-001543,suspect,true,1.0
CASE-000218,PERSON-002999,observed_associate,false,0.44
CASE-000218,PERSON-001205,observed_associate,false,0.46
CASE-000219,PERSON-001558,observed_associate,false,0.34
CASE-000219,PERSON-001135,suspect,true,1.0
CASE-000219,PERSON-001474,observed_associate,false,0.44
CASE-000219,PERSON-001262,observed_associate,false,0.68
CASE-000219,PERSON-001610,observed_associate,false,0.49
CASE-000219,PERSON-002060,observed_associate,false,0.6
CASE-000219,PERSON-000267,suspect,true,1.0
CASE-000219,PERSON-002900,observed_associate,false,0.5
CASE-000219,PERSON-000440,suspect,true,1.0
CASE-000220,PERSON-000081,suspect,true,1.0
CASE-000220,PERSON-001259,suspect,true,1.0
CASE-000220,PERSON-000850,suspect,true,1.0
CASE-000220,PERSON-000063,suspect,true,1.0
CASE-000220,PERSON-001589,suspect,true,1.0
CASE-000220,PERSON-001387,suspect,true,1.0
CASE-000221,PERSON-002821,observed_associate,false,0.64
CASE-000221,PERSON-001115,observed_associate,false,0.35
CASE-000221,PERSON-001262,observed_associate,false,0.56
CASE-000221,PERSON-000180,observed_associate,false,0.41
CASE-000221,PERSON-000792,observed_associate,false,0.71
CASE-000221,PERSON-002999,suspect,true,1.0
CASE-000221,PERSON-002900,observed_associate,false,0.43
CASE-000221,PERSON-000440,suspect,true,1.0
CASE-000221,PERSON-001757,suspect,true,1.0
CASE-000222,PERSON-000233,suspect,true,1.0
CASE-000222,PERSON-000492,suspect,true,1.0
CASE-000222,PERSON-000342,observed_associate,false,0.32
CASE-000222,PERSON-000886,observed_associate,false,0.59
CASE-000222,PERSON-002082,suspect,true,1.0
CASE-000222,PERSON-001880,suspect,true,1.0
CASE-000222,PERSON-002122,suspect,true,1.0
CASE-000222,PERSON-000489,suspect,true,1.0
CASE-000222,PERSON-000305,observed_associate,false,0.64
CASE-000223,PERSON-000366,observed_associate,false,0.6
CASE-000223,PERSON-002094,observed_associate,false,0.54
CASE-000223,PERSON-001758,observed_associate,false,0.32
CASE-000223,PERSON-000207,observed_associate,false,0.32
CASE-000223,PERSON-001397,suspect,true,1.0
CASE-000223,PERSON-000103,observed_associate,false,0.65
CASE-000223,PERSON-001869,suspect,true,1.0
CASE-000224,PERSON-001210,suspect,true,1.0
CASE-000224,PERSON-000022,suspect,true,1.0
CASE-000224,PERSON-001558,observed_associate,false,0.52
CASE-000224,PERSON-000351,suspect,true,1.0
CASE-000224,PERSON-001670,observed_associate,false,0.65
CASE-000225,PERSON-001558,observed_associate,false,0.67
CASE-000225,PERSON-000540,observed_associate,false,0.67
CASE-000225,PERSON-002920,suspect,true,1.0
CASE-000225,PERSON-001474,suspect,true,1.0
CASE-000225,PERSON-001115,suspect,true,1.0
CASE-000225,PERSON-001262,suspect,true,1.0
CASE-000225,PERSON-000180,suspect,true,1.0
CASE-000225,PERSON-000792,observed_associate,false,0.54
CASE-000225,PERSON-002900,observed_associate,false,0.53
CASE-000225,PERSON-000440,observed_associate,false,0.65
CASE-000225,PERSON-001757,suspect,true,1.0
CASE-000226,PERSON-000540,observed_associate,false,0.35
CASE-000226,PERSON-002639,observed_associate,false,0.58
CASE-000226,PERSON-002839,observed_associate,false,0.67
CASE-000226,PERSON-001309,suspect,true,1.0
CASE-000226,PERSON-000274,suspect,true,1.0
CASE-000226,PERSON-002368,observed_associate,false,0.27
CASE-000226,PERSON-001705,suspect,true,1.0
CASE-000226,PERSON-002703,suspect,true,1.0
CASE-000227,PERSON-001210,suspect,true,1.0
CASE-000227,PERSON-001670,observed_associate,false,0.5
CASE-000227,PERSON-001041,observed_associate,false,0.34
CASE-000227,PERSON-000351,suspect,true,1.0
CASE-000228,PERSON-002675,suspect,true,1.0
CASE-000228,PERSON-001596,suspect,true,1.0
CASE-000228,PERSON-001542,observed_associate,false,0.45
CASE-000228,PERSON-000497,observed_associate,false,0.62
CASE-000228,PERSON-002847,suspect,true,1.0
CASE-000228,PERSON-001847,suspect,true,1.0
CASE-000228,PERSON-002922,observed_associate,false,0.74
CASE-000229,PERSON-000842,suspect,true,1.0
CASE-000229,PERSON-000222,observed_associate,false,0.32
CASE-000229,PERSON-002845,observed_associate,false,0.7
CASE-000229,PERSON-000710,suspect,true,1.0
CASE-000229,PERSON-000712,suspect,true,1.0
CASE-000229,PERSON-000072,suspect,true,1.0
CASE-000229,PERSON-000763,observed_associate,false,0.39
CASE-000229,PERSON-002444,observed_associate,false,0.32
CASE-000230,PERSON-002675,suspect,true,1.0
CASE-000230,PERSON-002438,observed_associate,false,0.34
CASE-000230,PERSON-001542,observed_associate,false,0.35
CASE-000230,PERSON-001363,suspect,true,1.0
CASE-000230,PERSON-000832,observed_associate,false,0.72
CASE-000230,PERSON-000635,suspect,true,1.0
CASE-000230,PERSON-002713,observed_associate,false,0.46
CASE-000230,PERSON-002660,suspect,true,1.0
CASE-000230,PERSON-002847,suspect,true,1.0
CASE-000230,PERSON-001480,observed_associate,false,0.66
CASE-000231,PERSON-000540,suspect,true,1.0
CASE-000231,PERSON-001115,observed_associate,false,0.38
CASE-000231,PERSON-000180,observed_associate,false,0.33
CASE-000231,PERSON-000267,suspect,true,1.0
CASE-000231,PERSON-000488,suspect,true,1.0
CASE-000231,PERSON-002060,suspect,true,1.0
CASE-000231,PERSON-000440,observed_associate,false,0.69
CASE-000232,PERSON-001259,suspect,true,1.0
CASE-000232,PERSON-002574,observed_associate,false,0.64
CASE-000232,PERSON-000063,observed_associate,false,0.72
CASE-000232,PERSON-000863,suspect,true,1.0
CASE-000232,PERSON-002757,observed_associate,false,0.7
CASE-000232,PERSON-001589,observed_associate,false,0.53
CASE-000232,PERSON-000288,suspect,true,1.0
CASE-000233,PERSON-001664,suspect,true,1.0
CASE-000233,PERSON-001997,suspect,true,1.0
CASE-000233,PERSON-002887,observed_associate,false,0.32
CASE-000233,PERSON-000092,observed_associate,false,0.49
CASE-000233,PERSON-002937,observed_associate,false,0.5
CASE-000233,PERSON-001093,observed_associate,false,0.54
CASE-000233,PERSON-000808,observed_associate,false,0.75
CASE-000233,PERSON-000653,observed_associate,false,0.35
CASE-000233,PERSON-001384,suspect,true,1.0
CASE-000233,PERSON-000792,observed_associate,false,0.54
CASE-000233,PERSON-000528,observed_associate,false,0.7
CASE-000233,PERSON-000357,suspect,true,1.0
CASE-000233,PERSON-002770,suspect,true,1.0
CASE-000234,PERSON-002136,observed_associate,false,0.35
CASE-000234,PERSON-000784,observed_associate,false,0.52
CASE-000234,PERSON-000717,observed_associate,false,0.45
CASE-000234,PERSON-001131,observed_associate,false,0.3
CASE-000234,PERSON-000405,observed_associate,false,0.74
CASE-000234,PERSON-000622,suspect,true,1.0
CASE-000234,PERSON-002499,suspect,true,1.0
CASE-000235,PERSON-000842,observed_associate,false,0.51
CASE-000235,PERSON-000175,suspect,true,1.0
CASE-000235,PERSON-000449,suspect,true,1.0
CASE-000235,PERSON-002845,suspect,true,1.0
CASE-000235,PERSON-001206,observed_associate,false,0.48
CASE-000235,PERSON-001262,suspect,true,1.0
CASE-000235,PERSON-000734,suspect,true,1.0
CASE-000235,PERSON-000712,observed_associate,false,0.66
CASE-000235,PERSON-002684,suspect,true,1.0
CASE-000236,PERSON-001664,observed_associate,false,0.67
CASE-000236,PERSON-002998,suspect,true,1.0
CASE-000236,PERSON-000576,observed_associate,false,0.5
CASE-000236,PERSON-002124,suspect,true,1.0
CASE-000236,PERSON-000584,suspect,true,1.0
CASE-000236,PERSON-000697,suspect,true,1.0
CASE-000237,PERSON-002737,observed_associate,false,0.57
CASE-000237,PERSON-000682,suspect,true,1.0
CASE-000237,PERSON-000473,suspect,true,1.0
CASE-000237,PERSON-000042,observed_associate,false,0.36
CASE-000237,PERSON-002068,suspect,true,1.0
CASE-000237,PERSON-000165,suspect,true,1.0
CASE-000237,PERSON-001481,observed_associate,false,0.66
CASE-000237,PERSON-000275,observed_associate,false,0.48
CASE-000237,PERSON-000032,observed_associate,false,0.25
CASE-000238,PERSON-000245,observed_associate,false,0.73
CASE-000238,PERSON-001780,observed_associate,false,0.35
CASE-000238,PERSON-002846,suspect,true,1.0
CASE-000238,PERSON-001691,observed_associate,false,0.7
CASE-000238,PERSON-002304,suspect,true,1.0
CASE-000238,PERSON-002393,observed_associate,false,0.56
CASE-000238,PERSON-001847,observed_associate,false,0.34
CASE-000238,PERSON-001029,suspect,true,1.0
CASE-000239,PERSON-001425,suspect,true,1.0
CASE-000239,PERSON-000040,suspect,true,1.0
CASE-000239,PERSON-002759,observed_associate,false,0.67
CASE-000239,PERSON-002068,suspect,true,1.0
CASE-000239,PERSON-001578,suspect,true,1.0
CASE-000240,PERSON-001774,observed_associate,false,0.73
CASE-000240,PERSON-000419,suspect,true,1.0
CASE-000240,PERSON-002737,observed_associate,false,0.32
CASE-000240,PERSON-000407,suspect,true,1.0
CASE-000240,PERSON-002417,observed_associate,false,0.74
CASE-000240,PERSON-002094,observed_associate,false,0.38
CASE-000240,PERSON-001687,observed_associate,false,0.42
CASE-000240,PERSON-001381,suspect,true,1.0
CASE-000240,PERSON-000103,observed_associate,false,0.68
CASE-000240,PERSON-000357,suspect,true,1.0
CASE-000241,PERSON-000611,observed_associate,false,0.49
CASE-000241,PERSON-002438,suspect,true,1.0
CASE-000241,PERSON-001596,suspect,true,1.0
CASE-000241,PERSON-001363,observed_associate,false,0.32
CASE-000241,PERSON-000060,suspect,true,1.0
CASE-000241,PERSON-000832,suspect,true,1.0
CASE-000241,PERSON-000635,observed_associate,false,0.39
CASE-000241,PERSON-001619,suspect,true,1.0
CASE-000241,PERSON-002847,suspect,true,1.0
CASE-000241,PERSON-001847,observed_associate,false,0.54
CASE-000242,PERSON-000909,suspect,true,1.0
CASE-000242,PERSON-002821,observed_associate,false,0.33
CASE-000242,PERSON-001558,suspect,true,1.0
CASE-000242,PERSON-000540,observed_associate,false,0.74
CASE-000242,PERSON-001474,observed_associate,false,0.32
CASE-000242,PERSON-000180,observed_associate,false,0.37
CASE-000242,PERSON-001610,observed_associate,false,0.3
CASE-000242,PERSON-000267,observed_associate,false,0.34
CASE-000242,PERSON-002618,observed_associate,false,0.74
CASE-000242,PERSON-000440,observed_associate,false,0.26
CASE-000243,PERSON-000260,observed_associate,false,0.33
CASE-000243,PERSON-001780,suspect,true,1.0
CASE-000243,PERSON-002275,suspect,true,1.0
CASE-000243,PERSON-002397,suspect,true,1.0
CASE-000243,PERSON-001691,observed_associate,false,0.51
CASE-000243,PERSON-001578,suspect,true,1.0
CASE-000243,PERSON-002393,observed_associate,false,0.46
CASE-000243,PERSON-001029,suspect,true,1.0
CASE-000244,PERSON-002986,observed_associate,false,0.44
CASE-000244,PERSON-001206,suspect,true,1.0
CASE-000244,PERSON-001071,observed_associate,false,0.31
CASE-000244,PERSON-000613,suspect,true,1.0
CASE-000244,PERSON-002068,observed_associate,false,0.42
CASE-000245,PERSON-000081,suspect,true,1.0
CASE-000245,PERSON-001259,observed_associate,false,0.37
CASE-000245,PERSON-000850,suspect,true,1.0
CASE-000245,PERSON-001861,observed_associate,false,0.6
CASE-000245,PERSON-002574,observed_associate,false,0.46
CASE-000245,PERSON-000863,observed_associate,false,0.63
CASE-000245,PERSON-000063,suspect,true,1.0
CASE-000245,PERSON-002757,observed_associate,false,0.72
CASE-000245,PERSON-001589,suspect,true,1.0
CASE-000246,PERSON-000081,suspect,true,1.0
CASE-000246,PERSON-001259,suspect,true,1.0
CASE-000246,PERSON-000850,observed_associate,false,0.56
CASE-000246,PERSON-001861,observed_associate,false,0.38
CASE-000246,PERSON-002574,suspect,true,1.0
CASE-000246,PERSON-000063,suspect,true,1.0
CASE-000246,PERSON-000863,observed_associate,false,0.74
CASE-000246,PERSON-002757,observed_associate,false,0.63
CASE-000246,PERSON-001589,suspect,true,1.0
CASE-000246,PERSON-000789,suspect,true,1.0
CASE-000247,PERSON-002675,observed_associate,false,0.55
CASE-000247,PERSON-002438,suspect,true,1.0
CASE-000247,PERSON-001363,suspect,true,1.0
CASE-000247,PERSON-000060,observed_associate,false,0.31
CASE-000247,PERSON-001480,observed_associate,false,0.5
CASE-000247,PERSON-002713,observed_associate,false,0.45
CASE-000247,PERSON-001847,suspect,true,1.0
CASE-000247,PERSON-000635,observed_associate,false,0.48
CASE-000247,PERSON-002922,suspect,true,1.0
CASE-000248,PERSON-002558,observed_associate,false,0.26
CASE-000248,PERSON-000784,observed_associate,false,0.36
CASE-000248,PERSON-001131,suspect,true,1.0
CASE-000248,PERSON-001234,observed_associate,false,0.5
CASE-000248,PERSON-000580,observed_associate,false,0.39
CASE-000248,PERSON-001182,observed_associate,false,0.62
CASE-000248,PERSON-000622,suspect,true,1.0
CASE-000248,PERSON-002164,observed_associate,false,0.49
CASE-000248,PERSON-002004,suspect,true,1.0
CASE-000248,PERSON-002499,suspect,true,1.0
CASE-000249,PERSON-000146,suspect,true,1.0
CASE-000249,PERSON-001558,observed_associate,false,0.33
CASE-000249,PERSON-000351,suspect,true,1.0
CASE-000249,PERSON-001908,suspect,true,1.0
CASE-000249,PERSON-001041,suspect,true,1.0
CASE-000249,PERSON-001589,observed_associate,false,0.75
CASE-000249,PERSON-001670,suspect,true,1.0
CASE-000250,PERSON-000081,observed_associate,false,0.42
CASE-000250,PERSON-000682,suspect,true,1.0
CASE-000250,PERSON-001259,observed_associate,false,0.55
CASE-000250,PERSON-000850,suspect,true,1.0
CASE-000250,PERSON-002574,suspect,true,1.0
CASE-000250,PERSON-000063,suspect,true,1.0
CASE-000250,PERSON-002757,suspect,true,1.0
CASE-000250,PERSON-001589,observed_associate,false,0.31
CASE-000251,PERSON-001511,suspect,true,1.0
CASE-000251,PERSON-002020,observed_associate,false,0.45
CASE-000251,PERSON-001544,suspect,true,1.0
CASE-000251,PERSON-002873,observed_associate,false,0.28
CASE-000251,PERSON-001898,suspect,true,1.0
CASE-000251,PERSON-000921,suspect,true,1.0
CASE-000251,PERSON-001992,observed_associate,false,0.43
CASE-000251,PERSON-000863,suspect,true,1.0
CASE-000251,PERSON-001543,suspect,true,1.0
CASE-000251,PERSON-002999,observed_associate,false,0.72
CASE-000251,PERSON-000488,observed_associate,false,0.34
CASE-000251,PERSON-001205,observed_associate,false,0.28
CASE-000252,PERSON-000146,observed_associate,false,0.3
CASE-000252,PERSON-002609,suspect,true,1.0
CASE-000252,PERSON-000473,suspect,true,1.0
CASE-000252,PERSON-002938,suspect,true,1.0
CASE-000252,PERSON-000217,observed_associate,false,0.25
CASE-000252,PERSON-002223,suspect,true,1.0
CASE-000252,PERSON-000556,observed_associate,false,0.4
CASE-000252,PERSON-002964,suspect,true,1.0
CASE-000253,PERSON-002277,observed_associate,false,0.68
CASE-000253,PERSON-000804,suspect,true,1.0
CASE-000253,PERSON-001617,observed_associate,false,0.42
CASE-000253,PERSON-001191,suspect,true,1.0
CASE-000253,PERSON-002371,suspect,true,1.0
CASE-000253,PERSON-002034,observed_associate,false,0.73
CASE-000253,PERSON-000009,observed_associate,false,0.68
CASE-000253,PERSON-001899,suspect,true,1.0
CASE-000253,PERSON-000792,suspect,true,1.0
CASE-000253,PERSON-001648,suspect,true,1.0
CASE-000253,PERSON-002246,observed_associate,false,0.61
CASE-000254,PERSON-002517,suspect,true,1.0
CASE-000254,PERSON-002279,suspect,true,1.0
CASE-000254,PERSON-002887,suspect,true,1.0
CASE-000254,PERSON-001544,observed_associate,false,0.5
CASE-000254,PERSON-001540,suspect,true,1.0
CASE-000254,PERSON-002999,suspect,true,1.0
CASE-000254,PERSON-001205,suspect,true,1.0
CASE-000255,PERSON-000919,observed_associate,false,0.66
CASE-000255,PERSON-000132,suspect,true,1.0
CASE-000255,PERSON-002653,suspect,true,1.0
CASE-000255,PERSON-002764,suspect,true,1.0
CASE-000255,PERSON-001478,observed_associate,false,0.74
CASE-000255,PERSON-000569,suspect,true,1.0
CASE-000255,PERSON-000484,suspect,true,1.0
CASE-000255,PERSON-001860,suspect,true,1.0
CASE-000256,PERSON-001135,observed_associate,false,0.4
CASE-000256,PERSON-000769,suspect,true,1.0
CASE-000256,PERSON-002576,suspect,true,1.0
CASE-000256,PERSON-000046,observed_associate,false,0.57
CASE-000256,PERSON-000647,suspect,true,1.0
CASE-000256,PERSON-000927,suspect,true,1.0
CASE-000256,PERSON-002457,observed_associate,false,0.7
CASE-000256,PERSON-001337,suspect,true,1.0
CASE-000257,PERSON-001210,suspect,true,1.0
CASE-000257,PERSON-001667,suspect,true,1.0
CASE-000257,PERSON-000146,observed_associate,false,0.26
CASE-000257,PERSON-000351,suspect,true,1.0
CASE-000257,PERSON-001041,suspect,true,1.0
CASE-000257,PERSON-001589,suspect,true,1.0
CASE-000257,PERSON-001670,suspect,true,1.0
CASE-000258,PERSON-002764,suspect,true,1.0
CASE-000258,PERSON-000540,suspect,true,1.0
CASE-000258,PERSON-001474,suspect,true,1.0
CASE-000258,PERSON-001115,observed_associate,false,0.62
CASE-000258,PERSON-000180,observed_associate,false,0.49
CASE-000258,PERSON-001610,suspect,true,1.0
CASE-000258,PERSON-001757,observed_associate,false,0.49
CASE-000259,PERSON-000506,observed_associate,false,0.44
CASE-000259,PERSON-001596,suspect,true,1.0
CASE-000259,PERSON-000092,observed_associate,false,0.57
CASE-000259,PERSON-000860,suspect,true,1.0
CASE-000259,PERSON-000062,observed_associate,false,0.31
CASE-000259,PERSON-000405,suspect,true,1.0
CASE-000259,PERSON-002660,observed_associate,false,0.67
CASE-000259,PERSON-002335,observed_associate,false,0.62
CASE-000260,PERSON-001425,suspect,true,1.0
CASE-000260,PERSON-000822,observed_associate,false,0.51
CASE-000260,PERSON-002986,observed_associate,false,0.58
CASE-000260,PERSON-002759,suspect,true,1.0
CASE-000260,PERSON-001071,observed_associate,false,0.4
CASE-000260,PERSON-000613,observed_associate,false,0.63
CASE-000260,PERSON-001578,observed_associate,false,0.56
CASE-000261,PERSON-000245,suspect,true,1.0
CASE-000261,PERSON-002873,suspect,true,1.0
CASE-000261,PERSON-000120,observed_associate,false,0.59
CASE-000261,PERSON-001540,observed_associate,false,0.59
CASE-000261,PERSON-001965,suspect,true,1.0
CASE-000261,PERSON-000765,suspect,true,1.0
CASE-000262,PERSON-002821,observed_associate,false,0.49
CASE-000262,PERSON-001558,observed_associate,false,0.63
CASE-000262,PERSON-000540,observed_associate,false,0.49
CASE-000262,PERSON-001262,observed_associate,false,0.43
CASE-000262,PERSON-000180,suspect,true,1.0
CASE-000262,PERSON-001071,suspect,true,1.0
CASE-000262,PERSON-000792,observed_associate,false,0.3
CASE-000262,PERSON-002060,suspect,true,1.0
CASE-000262,PERSON-002618,suspect,true,1.0
CASE-000262,PERSON-001757,observed_associate,false,0.64
CASE-000263,PERSON-000074,suspect,true,1.0
CASE-000263,PERSON-000667,suspect,true,1.0
CASE-000263,PERSON-001234,observed_associate,false,0.64
CASE-000263,PERSON-000580,suspect,true,1.0
CASE-000263,PERSON-001182,suspect,true,1.0
CASE-000263,PERSON-000405,suspect,true,1.0
CASE-000263,PERSON-000622,observed_associate,false,0.53
CASE-000263,PERSON-002164,observed_associate,false,0.46
CASE-000263,PERSON-002004,observed_associate,false,0.7
CASE-000263,PERSON-002499,observed_associate,false,0.33
CASE-000263,PERSON-002215,suspect,true,1.0
CASE-000264,PERSON-000449,suspect,true,1.0
CASE-000264,PERSON-001558,suspect,true,1.0
CASE-000264,PERSON-001474,observed_associate,false,0.4
CASE-000264,PERSON-001115,suspect,true,1.0
CASE-000264,PERSON-000180,suspect,true,1.0
CASE-000264,PERSON-000267,observed_associate,false,0.28
CASE-000264,PERSON-000792,suspect,true,1.0
